"Name","Position","Team","Year","Week","RushYds","RushTD","RushAtt","RushAve","RushLong"
"lamar miller","RB","HOU","2018","12","162","1","12","13.5","97"
"sony michel","RB","NE","2018","12","133","1","21","6.3","33"
"christian mccaffrey","RB","CAR","2018","12","125","1","17","7.4","59"
"ezekiel elliott","RB","DAL","2018","12","121","1","26","4.7","16"
"gus edwards","RB","BAL","2018","12","118","0","23","5.1","19"
"phillip lindsay","RB","DEN","2018","12","110","1","14","7.9","32"
"matt breida","RB","SF","2018","12","106","0","14","7.6","33"
"saquon barkley","RB","NYG","2018","12","101","1","13","7.8","51"
"josh allen 2","QB","BUF","2018","12","99","1","13","7.6","45"
"leonard fournette","RB","JAX","2018","12","95","2","18","5.3","16"
"joe mixon","RB","CIN","2018","12","89","0","14","6.4","32"
"alvin kamara","RB","NO","2018","12","89","0","14","6.4","18"
"legarrette blount","RB","DET","2018","12","88","2","19","4.6","27"
"marlon mack","RB","IND","2018","12","85","0","15","5.7","25"
"nick chubb","RB","CLE","2018","12","84","1","28","3.0","27"
"josh adams","RB","PHI","2018","12","84","1","22","3.8","19"
"james white","RB","NE","2018","12","73","0","9","8.1","27"
"aaron jones 2","RB","GB","2018","12","72","1","17","4.2","11"
"lamar jackson","QB","BAL","2018","12","71","1","11","6.5","39"
"deshaun watson","QB","HOU","2018","12","70","1","9","7.8","34"
"frank gore","RB","MIA","2018","12","67","0","14","4.8","23"
"cam newton","QB","CAR","2018","12","63","0","8","7.9","26"
"david johnson 2","RB","ARI","2018","12","63","0","17","3.7","12"
"melvin gordon","RB","LAC","2018","12","61","2","10","6.1","28"
"justin jackson 2","RB","LAC","2018","12","57","0","7","8.1","20"
"chris carson","RB","SEA","2018","12","55","1","16","3.4","16"
"james conner","RB","PIT","2018","12","53","0","13","4.1","11"
"mark ingram","RB","NO","2018","12","52","0","11","4.7","12"
"doug martin","RB","OAK","2018","12","51","1","11","4.6","14"
"ty montgomery","RB","BAL","2018","12","51","0","8","6.4","15"
"alfred blue","RB","HOU","2018","12","49","0","13","3.8","9"
"peyton barber","RB","TB","2018","12","47","1","18","2.6","14"
"lesean mccoy","RB","BUF","2018","12","46","0","17","2.7","7"
"corey clement","RB","PHI","2018","12","45","0","5","9.0","32"
"dede westbrook","WR","JAX","2018","12","43","0","1","43.0","43"
"blake bortles","QB","JAX","2018","12","39","0","6","6.5","12"
"corey davis","WR","TEN","2018","12","39","0","1","39.0","39"
"adrian peterson","RB","WAS","2018","12","35","0","12","2.9","9"
"austin ekeler","RB","LAC","2018","12","35","1","5","7.0","13"
"latavius murray","RB","MIN","2018","12","33","0","11","3.0","8"
"carlos hyde","RB","JAX","2018","12","33","0","10","3.3","11"
"jeff wilson","RB","SF","2018","12","33","0","7","4.7","18"
"kenyan drake","RB","MIA","2018","12","32","1","8","4.0","14"
"jacquizz rodgers","RB","TB","2018","12","31","0","5","6.2","20"
"isaiah crowell","RB","NYJ","2018","12","30","0","6","5.0","12"
"derrick henry","RB","TEN","2018","12","30","0","8","3.8","8"
"dalvin cook","RB","MIN","2018","12","29","0","10","2.9","9"
"colt mccoy","QB","WAS","2018","12","28","0","5","5.6","12"
"marcus mariota","QB","TEN","2018","12","28","0","6","4.7","14"
"nyheim hines","RB","IND","2018","12","28","0","9","3.1","9"
"josh mccown","QB","NYJ","2018","12","25","0","3","8.3","12"
"curtis samuel","WR","CAR","2018","12","25","0","1","25.0","25"
"wayne gallman","RB","NYG","2018","12","25","0","5","5.0","8"
"jameis winston","QB","TB","2018","12","24","0","7","3.4","15"
"andy dalton","QB","CIN","2018","12","21","0","2","10.5","21"
"elijah mcguire","RB","NYJ","2018","12","19","0","6","3.2","8"
"ben roethlisberger","QB","PIT","2018","12","18","0","2","9.0","12"
"dak prescott","QB","DAL","2018","12","18","1","6","3.0","10"
"kirk cousins","QB","MIN","2018","12","17","0","6","2.8","11"
"kapri bibbs","RB","WAS","2018","12","17","1","3","5.7","8"
"royce freeman","RB","DEN","2018","12","17","0","6","2.8","5"
"matt ryan","QB","ATL","2018","12","16","0","2","8.0","9"
"tj yeldon","RB","JAX","2018","12","16","0","3","5.3","13"
"duke johnson","RB","CLE","2018","12","16","0","2","8.0","13"
"detrez newsome","RB","LAC","2018","12","15","0","4","3.8","6"
"chris ivory","RB","BUF","2018","12","14","0","3","4.7","6"
"ryan tannehill","QB","MIA","2018","12","14","0","3","4.7","9"
"mike davis 3","RB","SEA","2018","12","14","0","4","3.5","10"
"tarik cohen","RB","CHI","2018","12","14","0","3","4.7","10"
"jordan howard","RB","CHI","2018","12","13","0","7","1.9","4"
"taysom hill","TE","NO","2018","12","13","0","2","6.5","8"
"theo riddick","RB","DET","2018","12","12","0","2","6.0","7"
"stefon diggs","WR","MIN","2018","12","12","0","1","12.0","12"
"seth roberts","WR","OAK","2018","12","11","0","1","11.0","11"
"giovani bernard","RB","CIN","2018","12","10","0","1","10.0","10"
"cordarrelle patterson","WR","NE","2018","12","10","0","5","2.0","4"
"george kittle","TE","SF","2018","12","10","0","1","10.0","10"
"zach zenner","RB","DET","2018","12","9","0","2","4.5","8"
"jeff driskel","QB","CIN","2018","12","9","1","3","3.0","6"
"dion lewis","RB","TEN","2018","12","8","0","7","1.1","7"
"deandre washington","RB","OAK","2018","12","8","0","3","2.7","5"
"isaiah mckenzie","WR","BUF","2018","12","8","1","2","4.0","6"
"geno smith","QB","LAC","2018","12","7","0","3","2.3","9"
"rod smith 3","RB","DAL","2018","12","7","0","2","3.5","8"
"taquan mizzell","RB","CHI","2018","12","7","0","1","7.0","7"
"dj moore 2","WR","CAR","2018","12","7","0","1","7.0","7"
"desean jackson","WR","TB","2018","12","6","0","1","6.0","6"
"tevin coleman","RB","ATL","2018","12","6","0","8","0.8","4"
"andrew luck","QB","IND","2018","12","5","0","2","2.5","4"
"jamaal williams","RB","GB","2018","12","5","0","1","5.0","5"
"equanimeous st brown","WR","GB","2018","12","5","0","1","5.0","5"
"chase daniel","QB","CHI","2018","12","4","0","4","1.0","2"
"russell wilson","QB","SEA","2018","12","4","0","3","1.3","7"
"ryan switzer","WR","PIT","2018","12","4","0","1","4.0","4"
"rashaad penny","RB","SEA","2018","12","4","0","4","1.0","2"
"philip rivers","QB","LAC","2018","12","3","0","1","3.0","3"
"mohamed sanu","WR","ATL","2018","12","3","0","1","3.0","3"
"bruce ellington","WR","DET","2018","12","2","0","1","2.0","2"
"javorius allen","RB","BAL","2018","12","2","0","1","2.0","2"
"julio jones","WR","ATL","2018","12","1","0","1","1.0","1"
"jalen richard","WR","OAK","2018","12","1","0","1","1.0","1"
"tramon williams","CB","GB","2018","12","0","0","0","-","0"
"luke stocker","TE","TEN","2018","12","0","0","1","0.0","0"
"tommy bohanon","FB","JAX","2018","12","0","0","1","0.0","0"
"cj ham","FB","MIN","2018","12","0","0","1","0.0","0"
"billy price","C","CIN","2018","12","0","0","0","-","0"
"jerome baker","LB","MIA","2018","12","0","0","0","-","0"
"ito smith","RB","ATL","2018","12","0","0","4","0.0","3"
"chase edmonds","RB","ARI","2018","12","0","0","5","0.0","2"
"tom brady","QB","NE","2018","12","-1","0","1","-1.0","-1"
"nick mullens","QB","SF","2018","12","-1","0","2","-0.5","0"
"josh rosen","QB","ARI","2018","12","-1","0","2","-0.5","0"
"jordy nelson","WR","OAK","2018","12","-2","0","1","-2.0","-2"
