"Name","Position","Team","Year","Week","RushYds","RushTD","RushAtt","RushAve","RushLong"
"derrick henry","RB","TEN","2018","14","238","4","17","14.0","99"
"saquon barkley","RB","NYG","2018","14","170","1","14","12.1","78"
"ezekiel elliott","RB","DAL","2018","14","113","0","28","4.0","20"
"joe mixon","RB","CIN","2018","14","111","1","26","4.3","19"
"jordan howard","RB","CHI","2018","14","101","0","19","5.3","21"
"josh allen 2","QB","BUF","2018","14","101","1","9","11.2","31"
"frank gore","RB","MIA","2018","14","92","0","12","7.7","36"
"chris carson","RB","SEA","2018","14","90","1","22","4.1","11"
"jeff wilson","RB","SF","2018","14","90","0","23","3.9","11"
"aaron jones 2","RB","GB","2018","14","78","1","17","4.6","29"
"spencer ware","RB","KC","2018","14","75","0","15","5.0","13"
"tarik cohen","RB","CHI","2018","14","69","0","9","7.7","32"
"lamar jackson","QB","BAL","2018","14","67","0","14","4.8","21"
"gus edwards","RB","BAL","2018","14","67","0","16","4.2","11"
"austin ekeler","RB","LAC","2018","14","66","1","15","4.4","18"
"nick chubb","RB","CLE","2018","14","66","1","13","5.1","29"
"christian mccaffrey","RB","CAR","2018","14","63","2","16","3.9","25"
"russell wilson","QB","SEA","2018","14","61","0","7","8.7","40"
"brandon bolden","RB","MIA","2018","14","60","2","2","30.0","54"
"elijah mcguire","RB","NYJ","2018","14","60","1","17","3.5","34"
"ito smith","RB","ATL","2018","14","60","0","11","5.5","17"
"kenneth dixon","RB","BAL","2018","14","59","1","8","7.4","15"
"sony michel","RB","NE","2018","14","57","0","20","2.9","9"
"dalvin cook","RB","MIN","2018","14","55","0","13","4.2","13"
"jarvis landry","WR","CLE","2018","14","54","1","2","27.0","51"
"zach zenner","RB","DET","2018","14","54","1","12","4.5","14"
"mark ingram","RB","NO","2018","14","52","1","13","4.0","17"
"alvin kamara","RB","NO","2018","14","51","0","12","4.3","12"
"david johnson 2","RB","ARI","2018","14","49","0","15","3.3","10"
"jameis winston","QB","TB","2018","14","47","0","5","9.4","17"
"josh johnson 2","QB","WAS","2018","14","45","1","7","6.4","13"
"tevin coleman","RB","ATL","2018","14","45","0","10","4.5","13"
"aaron rodgers","QB","GB","2018","14","44","0","3","14.7","21"
"rashaad penny","RB","SEA","2018","14","44","0","8","5.5","17"
"chris ivory","RB","BUF","2018","14","42","0","12","3.5","15"
