"Name","Position","Team","Year","Week","RushYds","RushTD","RushAtt","RushAve","RushLong"
"kapri bibbs","RB","WAS","2018","5","9","1","4","2.3","5"
"stevan ridley","RB","PIT","2018","5","8","0","5","1.6","4"
"corey grant","RB","JAX","2018","5","8","0","1","8.0","8"
"roc thomas","RB","MIN","2018","5","8","0","4","2.0","6"
"alex smith","QB","WAS","2018","5","7","1","2","3.5","4"
"cj beathard","QB","SF","2018","5","7","1","2","3.5","6"
"adrian peterson","RB","WAS","2018","5","6","0","4","1.5","4"
"tyler lockett","WR","SEA","2018","5","6","0","1","6.0","6"
"brandon wilds","RB","JAX","2018","5","6","0","2","3.0","4"
"keenan allen","WR","LAC","2018","5","5","0","1","5.0","5"
"derek carr","QB","OAK","2018","5","5","0","1","5.0","5"
"sam darnold","QB","NYJ","2018","5","5","0","3","1.7","3"
"christian kirk","WR","ARI","2018","5","5","0","1","5.0","5"
"ito smith","RB","ATL","2018","5","5","1","3","1.7","4"
"jalen richard","WR","OAK","2018","5","4","0","1","4.0","4"
"alex armah","FB","CAR","2018","5","4","0","1","4.0","4"
"theo riddick","RB","DET","2018","5","3","0","3","1.0","3"
"mike williams 5","WR","LAC","2018","5","3","0","1","3.0","3"
"eli manning","QB","NYG","2018","5","2","0","1","2.0","2"
"nick chubb","RB","CLE","2018","5","2","0","3","0.7","2"
"keke coutee","WR","HOU","2018","5","2","0","1","2.0","2"
"kalen ballage","RB","MIA","2018","5","2","0","1","2.0","2"
"drew brees","QB","NO","2018","5","1","0","2","0.5","2"
"doug martin","RB","OAK","2018","5","1","0","2","0.5","2"
"kirk cousins","QB","MIN","2018","5","1","0","5","0.2","3"
"mike boone","RB","MIN","2018","5","1","0","1","1.0","1"
"melvin ingram","DE","LAC","2018","5","0","0","1","0.0","0"
"spencer ware","RB","KC","2018","5","0","0","1","0.0","0"
"james white","RB","NE","2018","5","0","0","2","0.0","0"
"damien williams","RB","KC","2018","5","0","0","1","0.0","0"
"kevin king","CB","GB","2018","5","0","0","0","-","0"
"pat elflein","G","MIN","2018","5","0","0","0","-","0"
"tim white","WR","BAL","2018","5","0","0","0","-","0"
"mason cole","C","ARI","2018","5","0","0","0","-","0"
"tom brady","QB","NE","2018","5","-1","1","3","-0.3","1"
"matthew stafford","QB","DET","2018","5","-1","0","1","-1.0","-1"
"chase edmonds","RB","ARI","2018","5","-1","0","1","-1.0","-1"
"josh adams","RB","PHI","2018","5","-1","0","1","-1.0","-1"
"philip rivers","QB","LAC","2018","5","-2","0","3","-0.7","0"
"teddy bridgewater","QB","NO","2018","5","-3","0","3","-1.0","-1"
"joshua dobbs","QB","PIT","2018","5","-3","0","1","-3.0","-3"
"josh rosen","QB","ARI","2018","5","-3","0","3","-1.0","-1"
"ray ray mccloud","WR","BUF","2018","5","-3","0","1","-3.0","-3"
"rod streater","WR","CLE","2018","5","-11","0","1","-11.0","-11"
