"Name","Position","Team","Year","Week","RushYds","RushTD","RushAtt","RushAve","RushLong"
"isaiah crowell","RB","NYJ","2018","5","219","1","15","14.6","77"
"chris carson","RB","SEA","2018","5","116","0","19","6.1","21"
"james conner","RB","PIT","2018","5","110","2","21","5.2","30"
"bilal powell","RB","NYJ","2018","5","99","0","20","5.0","38"
"sony michel","RB","NE","2018","5","98","1","18","5.4","34"
"joe mixon","RB","CIN","2018","5","93","0","22","4.2","31"
"kareem hunt","RB","KC","2018","5","87","1","22","4.0","24"
"lesean mccoy","RB","BUF","2018","5","85","0","24","3.5","16"
"todd gurley","RB","LAR","2018","5","77","3","22","3.5","16"
"kerryon johnson","RB","DET","2018","5","70","0","12","5.8","24"
"mike davis 3","RB","SEA","2018","5","68","1","12","5.7","37"
"frank gore","RB","MIA","2018","5","63","0","12","5.3","10"
"carlos hyde","RB","CLE","2018","5","63","0","17","3.7","17"
"alfred morris","RB","SF","2018","5","61","0","18","3.4","13"
"phillip lindsay","RB","DEN","2018","5","61","0","12","5.1","29"
"alex collins","RB","BAL","2018","5","59","0","12","4.9","19"
"melvin gordon","RB","LAC","2018","5","58","1","19","3.1","16"
"christian mccaffrey","RB","CAR","2018","5","58","0","17","3.4","14"
"derrick henry","RB","TEN","2018","5","56","0","11","5.1","14"
"matt breida","RB","SF","2018","5","56","0","8","7.0","17"
"david johnson 2","RB","ARI","2018","5","55","2","18","3.1","10"
"ezekiel elliott","RB","DAL","2018","5","54","0","20","2.7","14"
"mark ingram","RB","NO","2018","5","53","2","16","3.3","9"
"robert woods","WR","LAR","2018","5","53","0","2","26.5","56"
"tj yeldon","RB","JAX","2018","5","53","0","10","5.3","17"
"saquon barkley","RB","NYG","2018","5","48","0","15","3.2","30"
"alfred blue","RB","HOU","2018","5","46","0","20","2.3","17"
"kenyan drake","RB","MIA","2018","5","46","0","6","7.7","25"
"nyheim hines","RB","IND","2018","5","45","0","15","3.0","9"
"chris ivory","RB","BUF","2018","5","43","0","14","3.1","9"
"latavius murray","RB","MIN","2018","5","42","0","11","3.8","12"
"deshaun watson","QB","HOU","2018","5","40","0","10","4.0","11"
"aaron jones 2","RB","GB","2018","5","40","0","7","5.7","18"
"jordan wilkins","RB","IND","2018","5","39","0","6","6.5","16"
"duke johnson","RB","CLE","2018","5","35","0","5","7.0","15"
"dion lewis","RB","TEN","2018","5","34","0","12","2.8","15"
"blake bortles","QB","JAX","2018","5","34","1","4","8.5","21"
"javorius allen","RB","BAL","2018","5","34","0","8","4.3","17"
"dak prescott","QB","DAL","2018","5","34","0","6","5.7","11"
"jamaal williams","RB","GB","2018","5","33","0","6","5.5","11"
"devonta freeman","RB","ATL","2018","5","32","0","8","4.0","20"
"marshawn lynch","RB","OAK","2018","5","31","0","9","3.4","8"
"royce freeman","RB","DEN","2018","5","31","0","5","6.2","24"
"cam newton","QB","CAR","2018","5","29","0","8","3.6","9"
"jay ajayi","RB","PHI","2018","5","29","0","8","3.6","9"
"wendell smallwood","RB","PHI","2018","5","27","0","3","9.0","13"
"carson wentz","QB","PHI","2018","5","26","0","5","5.2","11"
"tyreek hill","WR","KC","2018","5","26","0","2","13.0","21"
"stefon diggs","WR","MIN","2018","5","25","0","2","12.5","20"
"alvin kamara","RB","NO","2018","5","24","0","6","4.0","9"
"taysom hill","TE","NO","2018","5","23","1","5","4.6","6"
"baker mayfield","QB","CLE","2018","5","23","0","2","11.5","13"
"legarrette blount","RB","DET","2018","5","22","2","12","1.8","6"
"josh allen 2","QB","BUF","2018","5","19","1","4","4.8","14"
"dj moore 2","WR","CAR","2018","5","18","0","1","18.0","18"
"ryan tannehill","QB","MIA","2018","5","17","0","3","5.7","9"
"chris thompson","RB","WAS","2018","5","17","0","8","2.1","11"
"ben roethlisberger","QB","PIT","2018","5","16","0","2","8.0","8"
"tevin coleman","RB","ATL","2018","5","15","0","7","2.1","8"
"ty montgomery","RB","GB","2018","5","15","0","4","3.8","10"
"jared goff","QB","LAR","2018","5","15","0","5","3.0","12"
"austin ekeler","RB","LAC","2018","5","15","0","6","2.5","12"
"joe flacco","QB","BAL","2018","5","13","0","2","6.5","11"
"patrick mahomes ii","QB","KC","2018","5","13","1","4","3.3","11"
"kyle juszczyk","RB","SF","2018","5","12","0","1","12.0","12"
"raheem mostert","RB","SF","2018","5","11","0","5","2.2","12"
"aaron rodgers","QB","GB","2018","5","10","0","3","3.3","6"
"matt ryan","QB","ATL","2018","5","10","0","1","10.0","10"
"andy dalton","QB","CIN","2018","5","10","0","4","2.5","7"
"marcus mariota","QB","TEN","2018","5","10","0","2","5.0","5"
"rod smith 3","RB","DAL","2018","5","10","0","3","3.3","5"
"josh reynolds","WR","LAR","2018","5","10","0","1","10.0","10"
"lamar jackson","QB","BAL","2018","5","10","0","3","3.3","4"
"cj anderson","RB","CAR","2018","5","9","0","4","2.3","5"
