"Name","Position","Team","Year","Week","RushYds","RushTD","RushAtt","RushAve","RushLong"
"phillip lindsay","RB","DEN","2018","13","157","2","19","8.3","65"
"josh allen 2","QB","BUF","2018","13","135","0","9","15.0","28"
"todd gurley","RB","LAR","2018","13","132","2","23","5.7","36"
"saquon barkley","RB","NYG","2018","13","125","0","24","5.2","29"
"christian mccaffrey","RB","CAR","2018","13","106","0","10","10.6","53"
"lamar miller","RB","HOU","2018","13","103","0","19","5.4","32"
"adrian peterson","RB","WAS","2018","13","98","1","9","10.9","90"
"isaiah crowell","RB","NYJ","2018","13","98","0","21","4.7","27"
"jalen richard","WR","OAK","2018","13","95","0","6","15.8","30"
"josh adams","RB","PHI","2018","13","85","0","20","4.3","18"
"dalvin cook","RB","MIN","2018","13","84","0","9","9.3","32"
"joe mixon","RB","CIN","2018","13","82","0","12","6.8","23"
"gus edwards","RB","BAL","2018","13","82","0","21","3.9","9"
"jordan howard","RB","CHI","2018","13","76","0","16","4.8","25"
"ezekiel elliott","RB","DAL","2018","13","75","0","23","3.3","21"
"lamar jackson","QB","BAL","2018","13","75","1","17","4.4","16"
"david johnson 2","RB","ARI","2018","13","69","0","20","3.5","13"
"chris carson","RB","SEA","2018","13","69","0","13","5.3","23"
"rashaad penny","RB","SEA","2018","13","65","1","7","9.3","20"
"sony michel","RB","NE","2018","13","63","0","17","3.7","8"
"justin jackson 2","RB","LAC","2018","13","63","1","8","7.9","18"
"legarrette blount","RB","DET","2018","13","61","0","16","3.8","24"
"doug martin","RB","OAK","2018","13","61","1","18","3.4","17"
"jeff wilson","RB","SF","2018","13","61","0","15","4.1","11"
"james conner","RB","PIT","2018","13","60","2","15","4.0","20"
"alfred blue","RB","HOU","2018","13","54","0","13","4.2","17"
"chase edmonds","RB","ARI","2018","13","53","2","5","10.6","29"
"lesean mccoy","RB","BUF","2018","13","52","0","15","3.5","18"
"patrick mahomes ii","QB","KC","2018","13","52","0","9","5.8","28"
"jameis winston","QB","TB","2018","13","48","0","5","9.6","18"
"royce freeman","RB","DEN","2018","13","48","0","12","4.0","10"
"spencer ware","RB","KC","2018","13","47","1","14","3.4","17"
"peyton barber","RB","TB","2018","13","45","1","16","2.8","17"
"marcus mariota","QB","TEN","2018","13","43","0","4","10.8","27"
"derrick henry","RB","TEN","2018","13","40","1","10","4.0","12"
"damien williams","RB","KC","2018","13","38","0","5","7.6","17"
"kenneth dixon","RB","BAL","2018","13","37","0","8","4.6","13"
"tyreek hill","WR","KC","2018","13","37","0","2","18.5","33"
"dion lewis","RB","TEN","2018","13","36","0","6","6.0","11"
"carlos hyde","RB","JAX","2018","13","36","0","13","2.8","8"
"alvin kamara","RB","NO","2018","13","36","0","11","3.3","7"
"aaron jones 2","RB","GB","2018","13","36","1","11","3.3","13"
"julian edelman","WR","NE","2018","13","35","0","2","17.5","20"
"cam newton","QB","CAR","2018","13","33","0","6","5.5","15"
"theo riddick","RB","DET","2018","13","32","0","8","4.0","11"
"josh rosen","QB","ARI","2018","13","32","0","2","16.0","33"
"kenyan drake","RB","MIA","2018","13","31","0","7","4.4","20"
"nick chubb","RB","CLE","2018","13","31","1","9","3.4","11"
"deshaun watson","QB","HOU","2018","13","30","0","7","4.3","11"
"tarik cohen","RB","CHI","2018","13","30","0","8","3.8","11"
"marquez valdes scantling","WR","GB","2018","13","29","0","2","14.5","21"
"cody kessler","QB","JAX","2018","13","28","0","5","5.6","11"
"mark ingram","RB","NO","2018","13","27","0","7","3.9","13"
"marlon mack","RB","IND","2018","13","27","0","8","3.4","7"
"corey clement","RB","PHI","2018","13","27","0","5","5.4","11"
"james white","RB","NE","2018","13","26","0","6","4.3","12"
"christian kirk","WR","ARI","2018","13","23","0","1","23.0","23"
"darren sproles","RB","PHI","2018","13","22","1","4","5.5","14"
"dak prescott","QB","DAL","2018","13","22","0","5","4.4","15"
"ito smith","RB","ATL","2018","13","22","0","7","3.1","11"
"frank gore","RB","MIA","2018","13","21","0","8","2.6","8"
"austin ekeler","RB","LAC","2018","13","21","0","13","1.6","7"
"dj moore 2","WR","CAR","2018","13","21","0","2","10.5","13"
"aaron rodgers","QB","GB","2018","13","20","0","3","6.7","11"
"rex burkhead","RB","NE","2018","13","20","0","7","2.9","10"
"elijah mcguire","RB","NYJ","2018","13","19","0","6","3.2","7"
"andre roberts","WR","NYJ","2018","13","18","0","1","18.0","18"
"trenton cannon","RB","NYJ","2018","13","18","0","4","4.5","8"
"andrew luck","QB","IND","2018","13","16","0","2","8.0","11"
"tj yeldon","RB","JAX","2018","13","16","0","8","2.0","4"
"wayne gallman","RB","NYG","2018","13","16","0","5","3.2","9"
"russell wilson","QB","SEA","2018","13","14","0","4","3.5","7"
"giovani bernard","RB","CIN","2018","13","14","0","5","2.8","4"
"ty montgomery","RB","BAL","2018","13","13","0","3","4.3","7"
"jamaal williams","RB","GB","2018","13","13","0","7","1.9","4"
"corey davis","WR","TEN","2018","13","12","0","1","12.0","12"
"robert woods","WR","LAR","2018","13","11","0","2","5.5","9"
"latavius murray","RB","MIN","2018","13","11","0","4","2.8","5"
"brandon bolden","RB","MIA","2018","13","10","0","1","10.0","10"
"tyler lockett","WR","SEA","2018","13","10","0","1","10.0","10"
"mike davis 3","RB","SEA","2018","13","10","0","4","2.5","7"
"mark walton","RB","CIN","2018","13","10","0","1","10.0","10"
"case keenum","QB","DEN","2018","13","9","0","2","4.5","10"
"mark sanchez","QB","WAS","2018","13","8","0","1","8.0","8"
"derek carr","QB","OAK","2018","13","8","0","1","8.0","8"
"tevin coleman","RB","ATL","2018","13","8","0","6","1.3","8"
"malcolm brown","RB","LAR","2018","13","8","0","2","4.0","7"
"curtis samuel","WR","CAR","2018","13","8","0","1","8.0","8"
"marcus murphy","RB","BUF","2018","13","7","0","1","7.0","7"
"zach zenner","RB","DET","2018","13","7","0","1","7.0","7"
"deandre washington","RB","OAK","2018","13","7","0","3","2.3","7"
"taquan mizzell","RB","CHI","2018","13","7","0","3","2.3","4"
"cordarrelle patterson","WR","NE","2018","13","6","0","1","6.0","6"
"matt breida","RB","SF","2018","13","6","0","5","1.2","3"
"tom brady","QB","NE","2018","13","5","0","2","2.5","5"
"james develin","FB","NE","2018","13","5","2","4","1.3","2"
"tj logan","RB","ARI","2018","13","5","0","1","5.0","5"
"nyheim hines","RB","IND","2018","13","5","0","4","1.3","3"
"jaylen samuels","RB","PIT","2018","13","5","0","2","2.5","4"
"matt ryan","QB","ATL","2018","13","4","0","2","2.0","5"
"chase daniel","QB","CHI","2018","13","4","0","4","1.0","4"
"chris ivory","RB","BUF","2018","13","4","0","6","0.7","4"
"devontae booker","RB","DEN","2018","13","4","0","1","4.0","4"
"josh mccown","QB","NYJ","2018","13","3","0","1","3.0","3"
"chris thompson","RB","WAS","2018","13","3","0","3","1.0","7"
"jeff driskel","QB","CIN","2018","13","3","0","3","1.0","5"
"kalen ballage","RB","MIA","2018","13","3","0","4","0.8","8"
"drew brees","QB","NO","2018","13","2","0","1","2.0","2"
"matthew stafford","QB","DET","2018","13","2","0","1","2.0","2"
"rod smith 3","RB","DAL","2018","13","2","0","3","0.7","2"
"john ross","WR","CIN","2018","13","2","0","1","2.0","2"
"zach pascal","WR","IND","2018","13","2","0","1","2.0","2"
"ronald jones ii","RB","TB","2018","13","2","0","4","0.5","3"
"travis benjamin","WR","LAC","2018","13","1","0","1","1.0","1"
"akiem hicks","DT","CHI","2018","13","1","1","1","1.0","1"
"nick mullens","QB","SF","2018","13","1","0","2","0.5","1"
