"Name","Position","Team","Year","Week","RushYds","RushTD","RushAtt","RushAve","RushLong"
"deangelo henderson","RB","NYJ","2018","17","19","0","2","9.5","13"
"kyle allen","QB","CAR","2018","17","19","1","5","3.8","10"
"latavius murray","RB","MIN","2018","17","18","0","2","9.0","20"
"christian mccaffrey","RB","CAR","2018","17","18","0","4","4.5","7"
"jordan wilkins","RB","IND","2018","17","18","0","3","6.0","8"
"andrew luck","QB","IND","2018","17","17","0","7","2.4","9"
"travaris cadet","RB","CAR","2018","17","17","0","11","1.5","5"
"phillip dorsett","WR","NE","2018","17","16","0","2","8.0","11"
"darius jackson","RB","DAL","2018","17","16","0","6","2.7","4"
"mitchell trubisky","QB","CHI","2018","17","16","0","3","5.3","12"
"trenton cannon","RB","NYJ","2018","17","16","0","2","8.0","12"
"legarrette blount","RB","DET","2018","17","15","0","11","1.4","6"
"blake bortles","QB","JAX","2018","17","15","0","4","3.8","7"
"tyreek hill","WR","KC","2018","17","15","1","1","15.0","15"
"rex burkhead","RB","NE","2018","17","14","0","5","2.8","8"
"devontae booker","RB","DEN","2018","17","14","0","5","2.8","6"
"chase edmonds","RB","ARI","2018","17","14","0","6","2.3","4"
"benny cunningham","RB","CHI","2018","17","13","0","6","2.2","6"
"carlos hyde","RB","JAX","2018","17","13","0","10","1.3","5"
"ty montgomery","RB","BAL","2018","17","13","0","2","6.5","11"
"jeff driskel","QB","CIN","2018","17","13","0","2","6.5","12"
"teddy bridgewater","QB","NO","2018","17","12","0","4","3.0","9"
"alfred blue","RB","HOU","2018","17","12","0","3","4.0","6"
"travis benjamin","WR","LAC","2018","17","11","0","1","11.0","11"
"taysom hill","TE","NO","2018","17","11","1","3","3.7","9"
"chris thompson","RB","WAS","2018","17","10","0","2","5.0","9"
"justin jackson 2","RB","LAC","2018","17","10","0","6","1.7","5"
"ed dickson","TE","SEA","2018","17","9","0","1","9.0","9"
"ryan tannehill","QB","MIA","2018","17","9","0","2","4.5","12"
"kyle juszczyk","RB","SF","2018","17","9","0","2","4.5","9"
"sterling shepard","WR","NYG","2018","17","9","0","1","9.0","9"
"chad williams 2","WR","ARI","2018","17","9","0","1","9.0","9"
"jeff wilson","RB","SF","2018","17","9","0","3","3.0","7"
"case keenum","QB","DEN","2018","17","8","0","3","2.7","8"
"derek watt","FB","LAC","2018","17","8","0","1","8.0","8"
"matt ryan","QB","ATL","2018","17","7","0","4","1.8","10"
"kirk cousins","QB","MIN","2018","17","7","0","1","7.0","7"
"giovani bernard","RB","CIN","2018","17","7","0","3","2.3","4"
"samaje perine","RB","WAS","2018","17","7","0","3","2.3","6"
"anthony miller 3","WR","CHI","2018","17","7","0","2","3.5","8"
"tommylee lewis","WR","NO","2018","17","6","0","1","6.0","6"
"rashaad penny","RB","SEA","2018","17","6","0","4","1.5","3"
"breshad perriman","WR","CLE","2018","17","5","0","1","5.0","5"
"josh johnson 2","QB","WAS","2018","17","4","0","3","1.3","6"
"nick foles","QB","PHI","2018","17","4","0","2","2.0","2"
"jamaal williams","RB","GB","2018","17","4","0","8","0.5","5"
"nyheim hines","RB","IND","2018","17","4","0","1","4.0","4"
"ben roethlisberger","QB","PIT","2018","17","3","0","3","1.0","5"
"chad henne","QB","KC","2018","17","3","0","1","3.0","3"
"jacquizz rodgers","RB","TB","2018","17","3","0","3","1.0","3"
"tyler lockett","WR","SEA","2018","17","3","0","1","3.0","3"
"eli manning","QB","NYG","2018","17","2","0","1","2.0","2"
"mohamed sanu","WR","ATL","2018","17","2","0","1","2.0","2"
"kapri bibbs","RB","GB","2018","17","2","0","1","2.0","2"
"jaylen samuels","RB","PIT","2018","17","2","0","2","1.0","4"
"david williams 2","RB","JAX","2018","17","2","0","2","1.0","3"
"robert woods","WR","LAR","2018","17","1","0","1","1.0","1"
"jalen richard","WR","OAK","2018","17","1","0","3","0.3","2"
"patrick mahomes ii","QB","KC","2018","17","1","0","2","0.5","2"
"alex armah","FB","CAR","2018","17","1","0","1","1.0","1"
"philip rivers","QB","LAC","2018","17","0","0","1","0.0","0"
"adrian peterson","RB","WAS","2018","17","0","0","4","0.0","4"
"mike pouncey","C","LAC","2018","17","0","0","0","-","0"
"jahleel addae","S","LAC","2018","17","0","0","0","-","0"
"maxx williams","TE","BAL","2018","17","0","0","1","0.0","0"
"jared goff","QB","LAR","2018","17","0","0","1","0.0","0"
"pharoh cooper","WR","ARI","2018","17","0","0","0","-","0"
"dak prescott","QB","DAL","2018","17","0","0","4","0.0","3"
"adoree jackson","CB","TEN","2018","17","0","0","0","-","0"
"jojo natson","WR","LAR","2018","17","0","0","0","-","0"
"adam thielen","WR","MIN","2018","17","-1","0","1","-1.0","-1"
"matthew stafford","QB","DET","2018","17","-2","0","2","-1.0","-1"
"russell wilson","QB","SEA","2018","17","-2","0","2","-1.0","1"
"geno smith","QB","LAC","2018","17","-2","0","2","-1.0","-1"
"charcandrick west","RB","KC","2018","17","-2","0","1","-2.0","-2"
"nate sudfeld","QB","PHI","2018","17","-2","0","2","-1.0","-1"
"nick mullens","QB","SF","2018","17","-2","0","1","-2.0","-2"
"brian hoyer","QB","NE","2018","17","-3","0","3","-1.0","-1"
"seth roberts","WR","OAK","2018","17","-4","0","1","-4.0","-4"
"eli rogers","WR","PIT","2018","17","-4","0","1","-4.0","-4"
"sean mannion","QB","LAR","2018","17","-8","0","2","-4.0","-4"
"mike williams 5","WR","LAC","2018","17","-11","0","1","-11.0","-11"
