"Name","Position","Team","Year","Week","RushYds","RushTD","RushAtt","RushAve","RushLong"
"james conner","RB","PIT","2018","1","135","2","31","4.4","22"
"todd gurley","RB","LAR","2018","1","108","0","20","5.4","23"
"saquon barkley","RB","NYG","2018","1","106","1","18","5.9","68"
"isaiah crowell","RB","NYJ","2018","1","102","2","10","10.2","62"
"lamar miller","RB","HOU","2018","1","98","0","20","4.9","31"
"adrian peterson","RB","WAS","2018","1","96","1","26","3.7","17"
"joe mixon","RB","CIN","2018","1","95","1","17","5.6","27"
"jordan howard","RB","CHI","2018","1","82","0","15","5.5","16"
"tyrod taylor","QB","CLE","2018","1","77","1","8","9.6","24"
"dion lewis","RB","TEN","2018","1","75","1","16","4.7","26"
"royce freeman","RB","DEN","2018","1","71","0","15","4.7","17"
"phillip lindsay","RB","DEN","2018","1","71","0","15","4.7","14"
"ezekiel elliott","RB","DAL","2018","1","69","1","15","4.6","17"
"peyton barber","RB","TB","2018","1","69","0","19","3.6","23"
"chris thompson","RB","WAS","2018","1","65","0","5","13.0","16"
"rex burkhead","RB","NE","2018","1","64","0","18","3.6","12"
"melvin gordon","RB","LAC","2018","1","64","0","15","4.3","18"
"carlos hyde","RB","CLE","2018","1","62","1","22","2.8","12"
"jay ajayi","RB","PHI","2018","1","62","2","15","4.1","11"
"frank gore","RB","MIA","2018","1","61","0","9","6.8","21"
"bilal powell","RB","NYJ","2018","1","60","0","12","5.0","14"
"cam newton","QB","CAR","2018","1","58","1","13","4.5","29"
"tj yeldon","RB","JAX","2018","1","51","0","14","3.6","15"
"chris carson","RB","SEA","2018","1","51","0","7","7.3","24"
"christian mccaffrey","RB","CAR","2018","1","50","0","10","5.0","15"
"kareem hunt","RB","KC","2018","1","49","0","16","3.1","13"
"kenyan drake","RB","MIA","2018","1","48","0","14","3.4","16"
"jamaal williams","RB","GB","2018","1","47","0","15","3.1","11"
"matt breida","RB","SF","2018","1","46","0","11","4.2","11"
"kenneth dixon","RB","BAL","2018","1","44","1","13","3.4","15"
"latavius murray","RB","MIN","2018","1","42","0","11","3.8","9"
"blake bortles","QB","JAX","2018","1","42","0","4","10.5","41"
"marshawn lynch","RB","OAK","2018","1","41","1","11","3.7","10"
"leonard fournette","RB","JAX","2018","1","41","0","9","4.6","12"
"deshaun watson","QB","HOU","2018","1","40","0","8","5.0","13"
"dalvin cook","RB","MIN","2018","1","40","0","16","2.5","15"
"jordan wilkins","RB","IND","2018","1","40","0","14","2.9","12"
"austin ekeler","RB","LAC","2018","1","39","0","5","7.8","10"
"lamar jackson","QB","BAL","2018","1","39","0","7","5.6","16"
"alfred morris","RB","SF","2018","1","38","0","12","3.2","14"
"david johnson 2","RB","ARI","2018","1","37","1","9","4.1","11"
"ryan fitzpatrick","QB","TB","2018","1","36","1","12","3.0","12"
"devonta freeman","RB","ATL","2018","1","36","0","6","6.0","20"
"alfred blue","RB","HOU","2018","1","36","1","5","7.2","17"
"cj anderson","RB","CAR","2018","1","35","0","7","5.0","9"
"spencer ware","RB","KC","2018","1","32","0","3","10.7","27"
"mitchell trubisky","QB","CHI","2018","1","32","1","7","4.6","9"
"marcus murphy","RB","BUF","2018","1","31","0","6","5.2","9"
"alvin kamara","RB","NO","2018","1","29","2","8","3.6","10"
"kirk cousins","QB","MIN","2018","1","26","0","4","6.5","13"
"derrick henry","RB","TEN","2018","1","26","0","10","2.6","5"
"corey clement","RB","PHI","2018","1","26","0","5","5.2","21"
"josh allen 2","QB","BUF","2018","1","26","0","4","6.5","14"
"jeremy hill","RB","NE","2018","1","25","0","4","6.3","11"
"tarik cohen","RB","CHI","2018","1","25","0","5","5.0","11"
"jalen richard","WR","OAK","2018","1","24","0","5","4.8","9"
"chase edmonds","RB","ARI","2018","1","24","0","4","6.0","9"
"lesean mccoy","RB","BUF","2018","1","22","0","7","3.1","12"
"patrick mahomes ii","QB","KC","2018","1","21","0","5","4.2","8"
"nick chubb","RB","CLE","2018","1","21","0","3","7.0","17"
"doug martin","RB","OAK","2018","1","20","0","4","5.0","13"
"theo riddick","RB","DET","2018","1","20","0","4","5.0","6"
"travis benjamin","WR","LAC","2018","1","19","0","1","19.0","19"
"tevin coleman","RB","ATL","2018","1","19","1","9","2.1","9"
"dak prescott","QB","DAL","2018","1","19","0","5","3.8","9"
"nyheim hines","RB","IND","2018","1","19","0","5","3.8","6"
"james white","RB","NE","2018","1","18","0","5","3.6","11"
"duke johnson","RB","CLE","2018","1","17","0","5","3.4","13"
"javorius allen","RB","BAL","2018","1","17","1","4","4.3","8"
"kerryon johnson","RB","DET","2018","1","17","0","5","3.4","9"
"ben roethlisberger","QB","PIT","2018","1","16","0","3","5.3","15"
"nelson agholor","WR","PHI","2018","1","16","0","1","16.0","16"
"cooper kupp","WR","LAR","2018","1","16","0","2","8.0","12"
"aaron rodgers","QB","GB","2018","1","15","0","1","15.0","15"
"marcus mariota","QB","TEN","2018","1","15","0","3","5.0","7"
"trenton cannon","RB","NYJ","2018","1","15","0","6","2.5","5"
"alex smith","QB","WAS","2018","1","14","0","8","1.8","7"
"cordarrelle patterson","WR","NE","2018","1","13","0","3","4.3","10"
"alex collins","RB","BAL","2018","1","13","1","7","1.9","8"
"julio jones","WR","ATL","2018","1","11","0","1","11.0","11"
"darren sproles","RB","PHI","2018","1","10","0","5","2.0","5"
"mike gillislee","RB","NO","2018","1","9","0","3","3.0","5"
"christine michael","RB","IND","2018","1","9","0","2","4.5","8"
"amari cooper","WR","OAK","2018","1","9","0","1","9.0","9"
"matt ryan","QB","ATL","2018","1","8","0","2","4.0","6"
"jonathan stewart","RB","NYG","2018","1","8","0","2","4.0","4"
"andy dalton","QB","CIN","2018","1","8","0","2","4.0","7"
"stefon diggs","WR","MIN","2018","1","8","0","1","8.0","8"
"ryan switzer","WR","PIT","2018","1","8","0","1","8.0","8"
"rashaad penny","RB","SEA","2018","1","8","0","7","1.1","5"
"sam bradford","QB","ARI","2018","1","7","0","2","3.5","8"
"andrew luck","QB","IND","2018","1","7","0","1","7.0","7"
"albert wilson","WR","MIA","2018","1","7","0","2","3.5","5"
"ty montgomery","RB","GB","2018","1","7","0","2","3.5","6"
"rob kelley","RB","WAS","2018","1","7","0","3","2.3","6"
"matthew stafford","QB","DET","2018","1","6","0","1","6.0","6"
"robert woods","WR","LAR","2018","1","6","0","1","6.0","6"
"brandin cooks","WR","LAR","2018","1","6","0","1","6.0","6"
"jimmy garoppolo","QB","SF","2018","1","6","0","2","3.0","4"
"shaun wilson","RB","TB","2018","1","6","0","1","6.0","6"
"ted ginn jr","WR","NO","2018","1","5","0","1","5.0","5"
"russell wilson","QB","SEA","2018","1","5","0","2","2.5","5"
"rod smith 3","RB","DAL","2018","1","5","0","1","5.0","5"
"malcolm brown","RB","LAR","2018","1","5","0","1","5.0","5"
"ryan tannehill","QB","MIA","2018","1","4","0","4","1.0","4"
"devontae booker","RB","DEN","2018","1","4","0","2","2.0","2"
"tyreek hill","WR","KC","2018","1","4","0","2","2.0","7"
"joe flacco","QB","BAL","2018","1","3","0","2","1.5","3"
"chris ivory","RB","BUF","2018","1","3","0","3","1.0","3"
"corey grant","RB","JAX","2018","1","3","0","1","3.0","3"
"dj moore 2","WR","CAR","2018","1","3","0","1","3.0","3"
"tom brady","QB","NE","2018","1","2","0","1","2.0","2"
"eli manning","QB","NYG","2018","1","2","0","1","2.0","2"
"andre roberts","WR","NYJ","2018","1","2","0","1","2.0","2"
"jacquizz rodgers","RB","TB","2018","1","1","0","2","0.5","3"
"tavon austin","WR","DAL","2018","1","1","0","1","1.0","1"
"derek carr","QB","OAK","2018","1","1","0","2","0.5","6"
"john brown","WR","BAL","2018","1","1","0","1","1.0","1"
"derek watt","FB","LAC","2018","1","1","0","1","1.0","1"
"nathan peterman","QB","BUF","2018","1","1","0","1","1.0","1"
"alex armah","FB","CAR","2018","1","1","1","1","1.0","1"
"trumaine johnson","XX","NYJ","2018","1","0","0","0","-","0"
"damien williams","RB","KC","2018","1","0","0","1","0.0","0"
"kaelin clay","WR","NYG","2018","1","0","0","0","-","0"
"jonathan williams","RB","NO","2018","1","0","0","1","0.0","0"
"tre sullivan","S","PHI","2018","1","0","0","0","-","0"
"janarion grant","WR","BAL","2018","1","0","0","0","-","0"
"jj jones 2","WR","LAC","2018","1","0","0","0","-","0"
"corey bojorquez","P","BUF","2018","1","0","0","1","0.0","0"
"matt cassel","QB","DET","2018","1","-1","0","1","-1.0","-1"
"nick foles","QB","PHI","2018","1","-1","0","1","-1.0","-1"
"odell beckham jr","WR","NYG","2018","1","-1","0","1","-1.0","-1"
"jared goff","QB","LAR","2018","1","-1","0","1","-1.0","-1"
"wayne gallman","RB","NYG","2018","1","-1","0","1","-1.0","-1"
"sam darnold","QB","NYJ","2018","1","-1","0","6","-0.2","6"
"giovani bernard","RB","CIN","2018","1","-2","0","1","-2.0","-2"
"legarrette blount","RB","DET","2018","1","-3","0","4","-0.8","3"
"deandre hopkins","WR","HOU","2018","1","-7","0","1","-7.0","-7"
"robby anderson","WR","NYJ","2018","1","-9","0","1","-9.0","-9"
