"Name","Position","Team","Year","Week","RushYds","RushTD","RushAtt","RushAve","RushLong"
"david johnson 2","RB","ARI","2018","7","39","0","14","2.8","10"
"jordan howard","RB","CHI","2018","7","39","1","12","3.3","6"
"marcus mariota","QB","TEN","2018","7","38","0","7","5.4","11"
"alex collins","RB","BAL","2018","7","38","0","11","3.5","9"
"royce freeman","RB","DEN","2018","7","37","1","13","2.8","9"
"kenjon barner","RB","NE","2018","7","36","0","10","3.6","7"
"taysom hill","TE","NO","2018","7","35","0","6","5.8","11"
"jarius wright","WR","CAR","2018","7","34","0","1","34.0","34"
"ezekiel elliott","RB","DAL","2018","7","33","0","15","2.2","6"
"derrick henry","RB","TEN","2018","7","33","1","12","2.8","7"
"dak prescott","QB","DAL","2018","7","33","1","6","5.5","14"
"mark ingram","RB","NO","2018","7","32","0","12","2.7","8"
"wendell smallwood","RB","PHI","2018","7","32","0","9","3.6","10"
"golden tate","WR","DET","2018","7","30","0","1","30.0","30"
"blake bortles","QB","JAX","2018","7","30","0","6","5.0","10"
"peyton barber","RB","TB","2018","7","30","0","11","2.7","12"
"frank gore","RB","MIA","2018","7","29","0","10","2.9","6"
"isaiah crowell","RB","NYJ","2018","7","29","0","11","2.6","10"
"christian mccaffrey","RB","CAR","2018","7","29","0","7","4.1","15"
"alfred blue","RB","HOU","2018","7","28","0","8","3.5","7"
"tj yeldon","RB","JAX","2018","7","28","0","12","2.3","6"
"alfred morris","RB","SF","2018","7","25","0","9","2.8","6"
"roc thomas","RB","MIN","2018","7","23","0","1","23.0","23"
"sony michel","RB","NE","2018","7","22","0","4","5.5","18"
"bilal powell","RB","NYJ","2018","7","20","0","5","4.0","11"
"sam darnold","QB","NYJ","2018","7","18","1","6","3.0","10"
"josh adams","RB","PHI","2018","7","17","0","4","4.3","9"
"alex smith","QB","WAS","2018","7","16","0","4","4.0","6"
"ito smith","RB","ATL","2018","7","16","0","7","2.3","6"
"matt breida","RB","SF","2018","7","15","0","5","3.0","7"
"tarik cohen","RB","CHI","2018","7","14","0","6","2.3","5"
"josh rosen","QB","ARI","2018","7","14","0","1","14.0","14"
"kapri bibbs","RB","WAS","2018","7","13","0","2","6.5","13"
"willie snead","WR","BAL","2018","7","13","0","1","13.0","13"
"deshaun watson","QB","HOU","2018","7","13","0","7","1.9","4"
"cj beathard","QB","SF","2018","7","13","0","2","6.5","13"
"ronald jones ii","RB","TB","2018","7","13","1","6","2.2","9"
"evan engram","TE","NYG","2018","7","10","0","1","10.0","10"
"mark walton","RB","CIN","2018","7","10","0","4","2.5","3"
"matthew stafford","QB","DET","2018","7","9","0","4","2.3","9"
"chris moore","S","BAL","2018","7","9","0","1","9.0","9"
"curtis samuel","WR","CAR","2018","7","9","1","2","4.5","14"
"lamar jackson","QB","BAL","2018","7","9","1","3","3.0","4"
"chase edmonds","RB","ARI","2018","7","9","0","5","1.8","6"
"desean jackson","WR","TB","2018","7","8","1","2","4.0","14"
"jacquizz rodgers","RB","TB","2018","7","8","0","3","2.7","3"
"cody kessler","QB","JAX","2018","7","8","0","2","4.0","6"
"tyreek hill","WR","KC","2018","7","8","0","2","4.0","6"
"eli manning","QB","NYG","2018","7","7","0","3","2.3","7"
"brandin cooks","WR","LAR","2018","7","7","0","1","7.0","7"
"jj nelson","WR","ARI","2018","7","7","0","1","7.0","7"
"jourdan lewis","CB","DAL","2018","7","7","0","1","7.0","7"
"tom brady","QB","NE","2018","7","6","0","1","6.0","6"
"robert woods","WR","LAR","2018","7","6","0","1","6.0","6"
"corey clement","RB","PHI","2018","7","6","0","8","0.8","4"
"andrew luck","QB","IND","2018","7","5","0","3","1.7","5"
"jeff driskel","QB","CIN","2018","7","5","0","1","5.0","5"
"joe flacco","QB","BAL","2018","7","4","0","1","4.0","4"
"cordarrelle patterson","WR","NE","2018","7","4","0","1","4.0","4"
"case keenum","QB","DEN","2018","7","4","0","4","1.0","7"
"albert wilson","WR","MIA","2018","7","4","0","2","2.0","5"
"jared goff","QB","LAR","2018","7","4","0","3","1.3","5"
"trenton cannon","RB","NYJ","2018","7","4","0","2","2.0","6"
"mike boone","RB","MIN","2018","7","4","0","4","1.0","9"
"drew brees","QB","NO","2018","7","3","0","4","0.8","2"
"javorius allen","RB","BAL","2018","7","3","0","3","1.0","2"
"carson wentz","QB","PHI","2018","7","3","0","3","1.0","2"
"mike williams 5","WR","LAC","2018","7","3","0","1","3.0","3"
"justin jackson 2","RB","LAC","2018","7","3","0","2","1.5","2"
"jamaal charles","RB","JAX","2018","7","2","0","1","2.0","2"
"brock osweiler","QB","MIA","2018","7","2","0","1","2.0","2"
"david fluellen","RB","TEN","2018","7","2","0","1","2.0","2"
"elijhaa penny","FB","NYG","2018","7","2","0","1","2.0","2"
"samaje perine","RB","WAS","2018","7","2","0","2","1.0","7"
"david williams 2","RB","JAX","2018","7","2","0","1","2.0","2"
"matt ryan","QB","ATL","2018","7","1","0","2","0.5","2"
"lesean mccoy","RB","BUF","2018","7","1","0","2","0.5","1"
"ameer abdullah","RB","DET","2018","7","1","0","1","1.0","1"
"maxx williams","TE","BAL","2018","7","1","0","1","1.0","1"
"sean mannion","QB","LAR","2018","7","1","0","3","0.3","3"
"zak deossie","LS","NYG","2018","7","0","0","0","-","0"
"taylor gabriel","WR","CHI","2018","7","0","0","1","0.0","0"
"nick martin","C","HOU","2018","7","0","0","0","-","0"
"clayton fejedelem","S","CIN","2018","7","0","0","1","0.0","0"
"lac edwards","P","NYJ","2018","7","0","0","0","-","0"
"jabrill peppers","S","CLE","2018","7","0","0","0","-","0"
"gus edwards","RB","BAL","2018","7","0","0","2","0.0","0"
"philip rivers","QB","LAC","2018","7","-1","0","1","-1.0","-1"
"kirk cousins","QB","MIN","2018","7","-1","0","2","-0.5","0"
"odell beckham jr","WR","NYG","2018","7","-1","0","1","-1.0","-1"
"duke johnson","RB","CLE","2018","7","-4","0","1","-4.0","-4"
"jacoby brissett","QB","IND","2018","7","-4","0","4","-1.0","-1"
"kyle juszczyk","RB","SF","2018","7","-5","0","1","-5.0","-5"
"stefon diggs","WR","MIN","2018","7","-7","0","2","-3.5","-1"
