"Name","Position","Team","Year","Week","RushYds","RushTD","RushAtt","RushAve","RushLong"
"brandin cooks","WR","LAR","2018","8","9","0","2","4.5","5"
"cj beathard","QB","SF","2018","8","9","0","5","1.8","4"
"dede westbrook","WR","JAX","2018","8","9","0","1","9.0","9"
"jamaal williams","RB","GB","2018","8","9","1","4","2.3","5"
"baker mayfield","QB","CLE","2018","8","9","0","1","9.0","9"
"chase edmonds","RB","ARI","2018","8","9","0","2","4.5","5"
"michael dickson","P","SEA","2018","8","9","0","1","9.0","9"
"tom brady","QB","NE","2018","8","8","0","1","8.0","8"
"jj nelson","WR","ARI","2018","8","8","0","1","8.0","8"
"paul richardson","WR","WAS","2018","8","7","0","1","7.0","7"
"tj yeldon","RB","JAX","2018","8","7","0","2","3.5","4"
"malcolm brown","RB","LAR","2018","8","7","0","1","7.0","7"
"jared goff","QB","LAR","2018","8","7","0","5","1.4","7"
"anthony miller 3","WR","CHI","2018","8","7","0","1","7.0","7"
"mark walton","RB","CIN","2018","8","7","0","2","3.5","4"
"ben roethlisberger","QB","PIT","2018","8","6","0","2","3.0","3"
"matthew stafford","QB","DET","2018","8","6","0","1","6.0","6"
"ty montgomery","RB","GB","2018","8","6","0","2","3.0","5"
"corey clement","RB","PHI","2018","8","6","0","4","1.5","5"
"aaron rodgers","QB","GB","2018","8","5","0","1","5.0","5"
"kalen ballage","RB","MIA","2018","8","5","0","1","5.0","5"
"desean jackson","WR","TB","2018","8","4","0","1","4.0","4"
"jacquizz rodgers","RB","TB","2018","8","4","0","1","4.0","4"
"kenjon barner","RB","NE","2018","8","4","0","2","2.0","2"
"deandre washington","RB","OAK","2018","8","4","0","1","4.0","4"
"golden tate","WR","DET","2018","8","3","0","1","3.0","3"
"legarrette blount","RB","DET","2018","8","3","0","3","1.0","2"
"kirk cousins","QB","MIN","2018","8","3","0","2","1.5","3"
"tre madden","FB","SEA","2018","8","1","0","2","0.5","1"
"cj ham","FB","MIN","2018","8","1","0","2","0.5","1"
"derek carr","QB","OAK","2018","8","0","1","2","0.0","1"
"duke johnson","RB","CLE","2018","8","0","0","2","0.0","3"
"pat elflein","G","MIN","2018","8","0","0","0","-","0"
"erik magnuson","C","SF","2018","8","0","0","0","-","0"
"corey bojorquez","P","BUF","2018","8","0","0","0","-","0"
"derek anderson","QB","BUF","2018","8","-1","0","1","-1.0","-1"
"brandon weeden","QB","HOU","2018","8","-1","0","1","-1.0","-1"
"patrick mahomes ii","QB","KC","2018","8","-1","0","2","-0.5","1"
"wayne gallman","RB","NYG","2018","8","-1","0","1","-1.0","-1"
"joshua dobbs","QB","PIT","2018","8","-1","0","1","-1.0","-1"
"roc thomas","RB","MIN","2018","8","-1","0","1","-1.0","-1"
"brian hoyer","QB","NE","2018","8","-2","0","2","-1.0","-1"
"andrew luck","QB","IND","2018","8","-2","0","2","-1.0","-1"
"taylor heinicke","QB","CAR","2018","8","-2","0","2","-1.0","-1"
"tyler boyd","WR","CIN","2018","8","-2","0","1","-2.0","-2"
"josh reynolds","WR","LAR","2018","8","-2","0","1","-2.0","-2"
"taysom hill","TE","NO","2018","8","-2","0","3","-0.7","2"
"ronald jones ii","RB","TB","2018","8","-3","0","2","-1.5","1"
"emmanuel sanders","WR","DEN","2018","8","-6","0","1","-6.0","-6"
