"Name","Position","Team","Year","Week","RushYds","RushTD","RushAtt","RushAve","RushLong"
"adrian peterson","RB","WAS","2018","8","149","1","26","5.7","64"
"james conner","RB","PIT","2018","8","146","2","24","6.1","30"
"lamar miller","RB","HOU","2018","8","133","1","18","7.4","58"
"marlon mack","RB","IND","2018","8","132","2","25","5.3","49"
"joe mixon","RB","CIN","2018","8","123","2","21","5.9","43"
"todd gurley","RB","LAR","2018","8","114","0","25","4.6","23"
"chris carson","RB","SEA","2018","8","105","1","25","4.2","12"
"phillip lindsay","RB","DEN","2018","8","95","1","18","5.3","14"
"aaron jones 2","RB","GB","2018","8","86","1","12","7.2","33"
"peyton barber","RB","TB","2018","8","85","1","19","4.5","16"
"jordan howard","RB","CHI","2018","8","81","1","22","3.7","24"
"devontae booker","RB","DEN","2018","8","78","0","9","8.7","26"
"nyheim hines","RB","IND","2018","8","78","0","11","7.1","15"
"doug martin","RB","OAK","2018","8","72","0","13","5.5","29"
"nick chubb","RB","CLE","2018","8","65","0","18","3.6","20"
"mark ingram","RB","NO","2018","8","63","0","13","4.8","11"
"josh adams","RB","PHI","2018","8","61","0","9","6.8","21"
"david johnson 2","RB","ARI","2018","8","59","0","16","3.7","13"
"kenyan drake","RB","MIA","2018","8","58","1","12","4.8","12"
"latavius murray","RB","MIN","2018","8","56","1","13","4.3","12"
"frank gore","RB","MIA","2018","8","53","0","12","4.4","9"
"cam newton","QB","CAR","2018","8","52","1","10","5.2","12"
"mitchell trubisky","QB","CHI","2018","8","51","0","6","8.5","13"
"kareem hunt","RB","KC","2018","8","50","0","16","3.1","11"
"alex collins","RB","BAL","2018","8","49","1","11","4.5","15"
"christian mccaffrey","RB","CAR","2018","8","45","1","14","3.2","12"
"alvin kamara","RB","NO","2018","8","45","1","13","3.5","17"
"blake bortles","QB","JAX","2018","8","43","0","8","5.4","10"
"alfred blue","RB","HOU","2018","8","42","0","15","2.8","12"
"matt breida","RB","SF","2018","8","42","0","16","2.6","10"
"tarik cohen","RB","CHI","2018","8","40","0","5","8.0","21"
"dj moore 2","WR","CAR","2018","8","39","0","2","19.5","28"
"cordarrelle patterson","WR","NE","2018","8","38","0","10","3.8","22"
"saquon barkley","RB","NYG","2018","8","38","0","13","2.9","9"
"chris ivory","RB","BUF","2018","8","34","0","6","5.7","13"
"mike davis 3","RB","SEA","2018","8","33","0","10","3.3","6"
"alfred morris","RB","SF","2018","8","28","0","6","4.7","26"
"carson wentz","QB","PHI","2018","8","28","0","6","4.7","13"
"lamar jackson","QB","BAL","2018","8","26","0","3","8.7","17"
"isaiah crowell","RB","NYJ","2018","8","25","0","13","1.9","7"
"wendell smallwood","RB","PHI","2018","8","24","0","8","3.0","10"
"sam darnold","QB","NYJ","2018","8","22","0","5","4.4","13"
"kerryon johnson","RB","DET","2018","8","22","0","8","2.8","7"
"cj anderson","RB","CAR","2018","8","20","0","5","4.0","7"
"ryan fitzpatrick","QB","TB","2018","8","18","0","1","18.0","18"
"jameis winston","QB","TB","2018","8","18","0","3","6.0","9"
"raheem mostert","RB","SF","2018","8","18","0","2","9.0","14"
"jaylen samuels","RB","PIT","2018","8","17","0","4","4.3","7"
"russell wilson","QB","SEA","2018","8","15","0","2","7.5","11"
"adam thielen","WR","MIN","2018","8","15","0","1","15.0","15"
"james white","RB","NE","2018","8","15","1","8","1.9","5"
"joe flacco","QB","BAL","2018","8","14","0","2","7.0","13"
"nelson agholor","WR","PHI","2018","8","14","0","1","14.0","14"
"jalen richard","WR","OAK","2018","8","14","0","2","7.0","13"
"deshaun watson","QB","HOU","2018","8","14","0","1","14.0","14"
"jordan wilkins","RB","IND","2018","8","14","0","2","7.0","9"
"alex smith","QB","WAS","2018","8","13","0","3","4.3","11"
"julian edelman","WR","NE","2018","8","13","0","2","6.5","7"
"lesean mccoy","RB","BUF","2018","8","13","0","12","1.1","12"
"dwayne harris","WR","OAK","2018","8","13","0","1","13.0","13"
"chris thompson","RB","WAS","2018","8","13","0","3","4.3","10"
"tyler lockett","WR","SEA","2018","8","13","0","2","6.5","10"
"tim patrick","WR","DEN","2018","8","13","0","1","13.0","13"
"josh rosen","QB","ARI","2018","8","12","0","2","6.0","9"
"gus edwards","RB","BAL","2018","8","12","0","2","6.0","8"
"carlos hyde","RB","JAX","2018","8","11","0","6","1.8","7"
"mike boone","RB","MIN","2018","8","11","0","3","3.7","7"
"andy dalton","QB","CIN","2018","8","10","0","3","3.3","8"
"kyle juszczyk","RB","SF","2018","8","10","0","2","5.0","6"
"trenton cannon","RB","NYJ","2018","8","10","0","6","1.7","4"
"case keenum","QB","DEN","2018","8","9","0","1","9.0","9"
