"Name","Position","Team","Year","Week","RushYds","RushTD","RushAtt","RushAve","RushLong"
"ronald jones ii","RB","TB","2018","4","29","0","10","2.9","7"
"kirk cousins","QB","MIN","2018","4","28","0","4","7.0","19"
"blake bortles","QB","JAX","2018","4","28","0","3","9.3","23"
"taysom hill","TE","NO","2018","4","28","0","4","7.0","19"
"jamaal williams","RB","GB","2018","4","27","0","11","2.5","11"
"bilal powell","RB","NYJ","2018","4","26","0","8","3.3","9"
"jordan howard","RB","CHI","2018","4","25","0","11","2.3","11"
"austin ekeler","RB","LAC","2018","4","25","0","8","3.1","11"
"lesean mccoy","RB","BUF","2018","4","24","0","5","4.8","11"
"derrick henry","RB","TEN","2018","4","24","0","8","3.0","14"
"peyton barber","RB","TB","2018","4","24","0","7","3.4","12"
"rod smith 3","RB","DAL","2018","4","22","0","6","3.7","9"
"russell wilson","QB","SEA","2018","4","21","0","4","5.3","10"
"dalvin cook","RB","MIN","2018","4","20","0","10","2.0","9"
"james conner","RB","PIT","2018","4","19","0","9","2.1","4"
"cj beathard","QB","SF","2018","4","19","0","7","2.7","9"
"josh allen 2","QB","BUF","2018","4","19","0","5","3.8","8"
"emmanuel sanders","WR","DEN","2018","4","18","0","1","18.0","18"
"ty montgomery","RB","GB","2018","4","18","0","5","3.6","9"
"jamal agnew","WR","DET","2018","4","17","0","1","17.0","17"
"lamar jackson","QB","BAL","2018","4","17","0","4","4.3","8"
"jordan wilkins","RB","IND","2018","4","16","0","8","2.0","7"
"chris ivory","RB","BUF","2018","4","15","0","6","2.5","7"
"alfred morris","RB","SF","2018","4","14","0","4","3.5","8"
"andy dalton","QB","CIN","2018","4","13","0","2","6.5","11"
"josh rosen","QB","ARI","2018","4","13","0","2","6.5","8"
"legarrette blount","RB","DET","2018","4","12","0","7","1.7","7"
"andrew luck","QB","IND","2018","4","11","0","3","3.7","7"
"doug martin","RB","OAK","2018","4","11","0","5","2.2","6"
"cordarrelle patterson","WR","NE","2018","4","11","0","1","11.0","11"
"kenjon barner","RB","NE","2018","4","11","0","3","3.7","11"
"duke johnson","RB","CLE","2018","4","11","0","2","5.5","8"
"dede westbrook","WR","JAX","2018","4","11","0","1","11.0","11"
"odell beckham jr","WR","NYG","2018","4","10","0","1","10.0","10"
"brandin cooks","WR","LAR","2018","4","10","0","1","10.0","10"
"taylor gabriel","WR","CHI","2018","4","10","0","1","10.0","10"
"baker mayfield","QB","CLE","2018","4","10","0","4","2.5","7"
"nyheim hines","RB","IND","2018","4","10","0","4","2.5","7"
"mark walton","RB","CIN","2018","4","9","0","5","1.8","4"
"carson wentz","QB","PHI","2018","4","8","0","2","4.0","6"
"alex erickson","WR","CIN","2018","4","8","0","1","8.0","8"
"sam darnold","QB","NYJ","2018","4","8","0","2","4.0","5"
"brock osweiler","QB","MIA","2018","4","7","0","1","7.0","7"
"theo riddick","RB","DET","2018","4","7","0","1","7.0","7"
"tavon austin","WR","DAL","2018","4","7","0","1","7.0","7"
"jameis winston","QB","TB","2018","4","7","0","1","7.0","7"
"jared goff","QB","LAR","2018","4","7","0","2","3.5","8"
"patrick mahomes ii","QB","KC","2018","4","7","1","3","2.3","8"
"christian kirk","WR","ARI","2018","4","7","0","1","7.0","7"
"mike gillislee","RB","NO","2018","4","6","0","2","3.0","4"
"spencer ware","RB","KC","2018","4","6","0","2","3.0","4"
"deanthony thomas","WR","KC","2018","4","6","0","1","6.0","6"
"wayne gallman","RB","NYG","2018","4","6","0","2","3.0","4"
"eli manning","QB","NYG","2018","4","5","0","2","2.5","6"
"matt ryan","QB","ATL","2018","4","5","0","2","2.5","4"
"matthew stafford","QB","DET","2018","4","5","0","2","2.5","3"
"corey grant","RB","JAX","2018","4","5","0","1","5.0","5"
"devontae booker","RB","DEN","2018","4","5","0","1","5.0","5"
"marquise goodwin","WR","SF","2018","4","4","0","1","4.0","4"
"jeremy mcnichols","RB","IND","2018","4","4","0","2","2.0","7"
"roc thomas","RB","MIN","2018","4","4","0","1","4.0","4"
"delance turner","RB","BAL","2018","4","4","0","1","4.0","4"
"john brown","WR","BAL","2018","4","3","0","1","3.0","3"
"kenyan drake","RB","MIA","2018","4","3","0","3","1.0","5"
"chris moore","S","BAL","2018","4","3","0","1","3.0","3"
"kalen ballage","RB","MIA","2018","4","3","0","1","3.0","3"
"latavius murray","RB","MIN","2018","4","2","0","2","1.0","2"
"albert wilson","WR","MIA","2018","4","2","0","1","2.0","2"
"dak prescott","QB","DAL","2018","4","2","0","3","0.7","2"
"tyreek hill","WR","KC","2018","4","2","0","1","2.0","2"
"dwayne washington","RB","NO","2018","4","2","0","2","1.0","3"
"ted ginn jr","WR","NO","2018","4","1","0","1","1.0","1"
"derek carr","QB","OAK","2018","4","1","0","2","0.5","2"
"ryan switzer","WR","PIT","2018","4","1","0","1","1.0","1"
"calvin ridley","WR","ATL","2018","4","1","0","1","1.0","1"
"chase edmonds","RB","ARI","2018","4","1","0","3","0.3","6"
"brandon tate","WR","NO","2018","4","0","0","0","-","0"
"dion lewis","RB","TEN","2018","4","0","0","4","0.0","2"
"ryan tannehill","QB","MIA","2018","4","0","0","1","0.0","0"
"benny cunningham","RB","CHI","2018","4","0","0","1","0.0","0"
"isaiah crowell","RB","NYJ","2018","4","0","0","4","0.0","3"
"ryan kelly","C","IND","2018","4","0","0","0","-","0"
"jaydon mickens","WR","JAX","2018","4","0","0","0","-","0"
"mason cole","C","ARI","2018","4","0","0","0","-","0"
"dj reed","FS","SF","2018","4","0","0","0","-","0"
"drew brees","QB","NO","2018","4","-1","0","4","-0.3","2"
"ben roethlisberger","QB","PIT","2018","4","-1","0","1","-1.0","-1"
"dwayne harris","WR","OAK","2018","4","-1","0","1","-1.0","-1"
"chase daniel","QB","CHI","2018","4","-2","0","2","-1.0","-1"
"jalen richard","WR","OAK","2018","4","-2","0","1","-2.0","-2"
"keke coutee","WR","HOU","2018","4","-2","0","2","-1.0","3"
"philip rivers","QB","LAC","2018","4","-3","0","4","-0.8","1"
"joe flacco","QB","BAL","2018","4","-3","0","2","-1.5","-1"
"brian hoyer","QB","NE","2018","4","-3","0","3","-1.0","-1"
