"Name","Position","Team","Year","Week","RushYds","RushTD","RushAtt","RushAve","RushLong"
"nick chubb","RB","CLE","2018","10","176","1","20","8.8","92"
"ezekiel elliott","RB","DAL","2018","10","151","1","19","7.9","35"
"aaron jones 2","RB","GB","2018","10","145","2","15","9.7","67"
"todd gurley","RB","LAR","2018","10","120","1","16","7.5","17"
"lesean mccoy","RB","BUF","2018","10","113","2","26","4.3","28"
"rashaad penny","RB","SEA","2018","10","108","1","12","9.0","38"
"mark ingram","RB","NO","2018","10","104","0","13","8.0","33"
"matt breida","RB","SF","2018","10","101","1","17","5.9","23"
"david johnson 2","RB","ARI","2018","10","98","1","21","4.7","11"
"melvin gordon","RB","LAC","2018","10","93","0","18","5.2","15"
"russell wilson","QB","SEA","2018","10","92","0","9","10.2","21"
"frank gore","RB","MIA","2018","10","90","0","13","6.9","39"
"christian mccaffrey","RB","CAR","2018","10","77","1","14","5.5","21"
"kareem hunt","RB","KC","2018","10","71","0","16","4.4","18"
"marcus murphy","RB","BUF","2018","10","69","0","14","4.9","17"
"adrian peterson","RB","WAS","2018","10","68","0","19","3.6","18"
"saquon barkley","RB","NYG","2018","10","67","0","20","3.4","18"
"james conner","RB","PIT","2018","10","65","1","13","5.0","15"
"doug martin","RB","OAK","2018","10","61","0","15","4.1","16"
"peyton barber","RB","TB","2018","10","61","0","13","4.7","14"
"joe mixon","RB","CIN","2018","10","61","0","11","5.5","14"
"mike davis 3","RB","SEA","2018","10","58","0","11","5.3","12"
"derrick henry","RB","TEN","2018","10","58","2","11","5.3","14"
"dion lewis","RB","TEN","2018","10","57","0","20","2.9","12"
"alvin kamara","RB","NO","2018","10","56","2","12","4.7","14"
"leonard fournette","RB","JAX","2018","10","53","1","24","2.2","11"
"jordan wilkins","RB","IND","2018","10","53","0","1","53.0","53"
"kerryon johnson","RB","DET","2018","10","51","1","14","3.6","10"
"dwayne washington","RB","NO","2018","10","47","0","11","4.3","20"
"josh adams","RB","PHI","2018","10","47","0","7","6.7","29"
"tevin coleman","RB","ATL","2018","10","44","0","11","4.0","18"
"johnny townsend","P","OAK","2018","10","42","0","1","42.0","42"
"ryan fitzpatrick","QB","TB","2018","10","35","0","8","4.4","8"
"jeff driskel","QB","CIN","2018","10","35","1","2","17.5","27"
"isaiah mckenzie","WR","BUF","2018","10","32","0","3","10.7","15"
"sony michel","RB","NE","2018","10","31","0","11","2.8","7"
"elijah mcguire","RB","NYJ","2018","10","30","0","6","5.0","13"
"trenton cannon","RB","NYJ","2018","10","30","0","4","7.5","21"
"marlon mack","RB","IND","2018","10","29","0","12","2.4","7"
"kapri bibbs","RB","WAS","2018","10","28","0","3","9.3","15"
"ben roethlisberger","QB","PIT","2018","10","27","0","3","9.0","18"
"sterling shepard","WR","NYG","2018","10","27","0","1","27.0","27"
"kenyan drake","RB","MIA","2018","10","27","0","8","3.4","6"
"stevan ridley","RB","PIT","2018","10","26","0","8","3.3","9"
"raven greene","S","GB","2018","10","26","0","1","26.0","26"
"taysom hill","TE","NO","2018","10","24","0","4","6.0","8"
"aaron rodgers","QB","GB","2018","10","21","0","6","3.5","9"
"marcus mariota","QB","TEN","2018","10","21","0","2","10.5","20"
"jordan howard","RB","CHI","2018","10","21","0","11","1.9","9"
"patrick mahomes ii","QB","KC","2018","10","21","0","4","5.3","14"
"tyreek hill","WR","KC","2018","10","20","0","1","20.0","20"
"baker mayfield","QB","CLE","2018","10","20","0","6","3.3","10"
"alfred morris","RB","SF","2018","10","19","0","9","2.1","5"
"isaiah crowell","RB","NYJ","2018","10","19","1","7","2.7","18"
"austin ekeler","RB","LAC","2018","10","19","0","3","6.3","9"
"tyler lockett","WR","SEA","2018","10","18","0","1","18.0","18"
"mitchell trubisky","QB","CHI","2018","10","18","1","3","6.0","8"
"robert woods","WR","LAR","2018","10","17","0","3","5.7","14"
"alex smith","QB","WAS","2018","10","16","0","2","8.0","9"
"duke johnson","RB","CLE","2018","10","15","0","3","5.0","9"
"tarik cohen","RB","CHI","2018","10","15","1","7","2.1","5"
"david fluellen","RB","TEN","2018","10","14","0","3","4.7","13"
"leonte carroo","WR","MIA","2018","10","14","0","1","14.0","14"
"matt ryan","QB","ATL","2018","10","13","0","3","4.3","8"
"zach line","FB","NO","2018","10","13","0","2","6.5","9"
"juju smith schuster","WR","PIT","2018","10","13","0","1","13.0","13"
"dede westbrook","WR","JAX","2018","10","13","0","2","6.5","13"
"corey clement","RB","PHI","2018","10","13","0","5","2.6","11"
"tj yeldon","RB","JAX","2018","10","12","0","3","4.0","9"
"zach zenner","RB","DET","2018","10","12","0","1","12.0","12"
"cordarrelle patterson","WR","NE","2018","10","11","0","4","2.8","9"
"ito smith","RB","ATL","2018","10","11","0","4","2.8","4"
"cam newton","QB","CAR","2018","10","10","0","2","5.0","8"
"matthew stafford","QB","DET","2018","10","9","0","2","4.5","5"
"brandin cooks","WR","LAR","2018","10","9","1","1","9.0","9"
"dak prescott","QB","DAL","2018","10","9","1","6","1.5","4"
"andy dalton","QB","CIN","2018","10","8","0","1","8.0","8"
"blake bortles","QB","JAX","2018","10","8","0","2","4.0","6"
"rod smith 3","RB","DAL","2018","10","8","0","2","4.0","6"
"carson wentz","QB","PHI","2018","10","7","0","2","3.5","5"
"jalen richard","WR","OAK","2018","10","7","0","3","2.3","6"
"chase edmonds","RB","ARI","2018","10","7","0","2","3.5","5"
"jaylen samuels","RB","PIT","2018","10","7","0","5","1.4","5"
"shaun wilson","RB","TB","2018","10","7","0","2","3.5","4"
"giovani bernard","RB","CIN","2018","10","6","0","2","3.0","4"
"spencer ware","RB","KC","2018","10","6","1","2","3.0","3"
"carlos hyde","RB","JAX","2018","10","5","0","3","1.7","3"
"dj moore 2","WR","CAR","2018","10","5","0","1","5.0","5"
"josh mccown","QB","NYJ","2018","10","4","0","1","4.0","4"
"legarrette blount","RB","DET","2018","10","4","0","6","0.7","5"
"wendell smallwood","RB","PHI","2018","10","4","0","2","2.0","3"
"maurice harris","WR","WAS","2018","10","4","0","1","4.0","4"
