"Name","Position","Team","Year","Week","RushYds","RushTD","RushAtt","RushAve","RushLong"
"jordan wilkins","RB","IND","2018","11","30","1","4","7.5","18"
"andy dalton","QB","CIN","2018","11","29","0","2","14.5","20"
"austin ekeler","RB","LAC","2018","11","29","0","6","4.8","17"
"patrick mahomes ii","QB","KC","2018","11","28","0","6","4.7","7"
"tarik cohen","RB","CHI","2018","11","27","0","7","3.9","21"
"mike davis 3","RB","SEA","2018","11","26","0","4","6.5","10"
"james conner","RB","PIT","2018","11","25","0","9","2.8","9"
"dion lewis","RB","TEN","2018","11","24","0","10","2.4","11"
"tj yeldon","RB","JAX","2018","11","23","0","5","4.6","6"
"royce freeman","RB","DEN","2018","11","23","1","7","3.3","7"
"alex collins","RB","BAL","2018","11","18","1","7","2.6","7"
"russell wilson","QB","SEA","2018","11","17","0","5","3.4","12"
"blake bortles","QB","JAX","2018","11","17","0","2","8.5","10"
"taylor gabriel","WR","CHI","2018","11","17","0","2","8.5","20"
"marcus mariota","QB","TEN","2018","11","17","0","4","4.3","9"
"chase edmonds","RB","ARI","2018","11","17","0","5","3.4","8"
"jameis winston","QB","TB","2018","11","16","0","5","3.2","4"
"jacquizz rodgers","RB","TB","2018","11","15","0","3","5.0","11"
"malcolm brown","RB","LAR","2018","11","15","0","4","3.8","8"
"ryan fitzpatrick","QB","TB","2018","11","14","1","4","3.5","9"
"joe mixon","RB","CIN","2018","11","14","1","12","1.2","4"
"nyheim hines","RB","IND","2018","11","14","0","5","2.8","8"
"dalvin cook","RB","MIN","2018","11","12","0","9","1.3","7"
"odell beckham jr","WR","NYG","2018","11","11","0","1","11.0","11"
"wayne gallman","RB","NYG","2018","11","11","0","2","5.5","6"
"corey clement","RB","PHI","2018","11","11","0","2","5.5","8"
"ito smith","RB","ATL","2018","11","10","0","6","1.7","5"
"chris moore","S","BAL","2018","11","8","0","1","8.0","8"
"deshaun watson","QB","HOU","2018","11","7","0","3","2.3","6"
"matthew stafford","QB","DET","2018","11","6","0","3","2.0","9"
"emmanuel sanders","WR","DEN","2018","11","6","0","1","6.0","6"
"jared goff","QB","LAR","2018","11","6","1","4","1.5","7"
"carson wentz","QB","PHI","2018","11","6","0","1","6.0","6"
"kirk cousins","QB","MIN","2018","11","5","0","1","5.0","5"
"giovani bernard","RB","CIN","2018","11","5","0","2","2.5","3"
"latavius murray","RB","MIN","2018","11","5","0","4","1.3","6"
"ty montgomery","RB","BAL","2018","11","5","0","0","-","5"
"dak prescott","QB","DAL","2018","11","5","1","4","1.3","4"
"byron marshall","RB","WAS","2018","11","5","0","2","2.5","4"
"jourdan lewis","CB","DAL","2018","11","5","0","1","5.0","5"
"jamaal williams","RB","GB","2018","11","5","0","1","5.0","5"
"calvin ridley","WR","ATL","2018","11","5","0","1","5.0","5"
"taysom hill","TE","NO","2018","11","4","0","3","1.3","2"
"aaron rodgers","QB","GB","2018","11","3","0","1","3.0","3"
"mohamed sanu","WR","ATL","2018","11","3","0","1","3.0","3"
"marvin hall","WR","ATL","2018","11","3","0","1","3.0","3"
"cam newton","QB","CAR","2018","11","2","0","2","1.0","2"
"javorius allen","RB","BAL","2018","11","2","0","1","2.0","2"
"ben roethlisberger","QB","PIT","2018","11","1","1","2","0.5","1"
"matt ryan","QB","ATL","2018","11","1","0","1","1.0","1"
"legarrette blount","RB","DET","2018","11","1","0","7","0.1","4"
"keenan allen","WR","LAC","2018","11","1","0","1","1.0","1"
"tyler lockett","WR","SEA","2018","11","1","0","1","1.0","1"
"cameron artis payne","RB","CAR","2018","11","1","0","1","1.0","1"
"cameron batson","WR","TEN","2018","11","1","0","1","1.0","1"
"theo riddick","RB","DET","2018","11","0","0","1","0.0","0"
"brandin cooks","WR","LAR","2018","11","0","0","1","0.0","0"
"john brown","WR","BAL","2018","11","0","0","1","0.0","0"
"kapri bibbs","RB","WAS","2018","11","0","0","1","0.0","0"
"rod smith 3","RB","DAL","2018","11","0","0","1","0.0","0"
"josh rosen","QB","ARI","2018","11","0","0","1","0.0","0"
"darius leonard","LB","IND","2018","11","0","0","0","-","0"
"trey quinn","WR","WAS","2018","11","0","0","1","0.0","0"
"eli manning","QB","NYG","2018","11","-1","0","1","-1.0","-1"
"zach line","FB","NO","2018","11","-1","0","1","-1.0","-1"
"teddy bridgewater","QB","NO","2018","11","-1","0","1","-1.0","-1"
"corey davis","WR","TEN","2018","11","-1","0","1","-1.0","-1"
"taquan mizzell","RB","CHI","2018","11","-1","0","1","-1.0","-1"
"anthony miller 3","WR","CHI","2018","11","-1","0","1","-1.0","-1"
"jacoby brissett","QB","IND","2018","11","-3","0","3","-1.0","-1"
"dwayne washington","RB","NO","2018","11","-3","0","3","-1.0","0"
"philip rivers","QB","LAC","2018","11","-4","0","1","-4.0","-4"
"wendell smallwood","RB","PHI","2018","11","-4","0","1","-4.0","-4"
"golden tate","WR","PHI","2018","11","-8","0","1","-8.0","-8"
