"Name","Position","Team","Year","Week","RushYds","RushTD","RushAtt","RushAve","RushLong"
"saquon barkley","RB","NYG","2018","11","142","2","27","5.3","23"
"david johnson 2","RB","ARI","2018","11","137","0","25","5.5","53"
"ezekiel elliott","RB","DAL","2018","11","122","1","23","5.3","23"
"lamar jackson","QB","BAL","2018","11","119","0","26","4.6","21"
"gus edwards","RB","BAL","2018","11","115","1","17","6.8","17"
"peyton barber","RB","TB","2018","11","106","1","18","5.9","28"
"mark ingram","RB","NO","2018","11","103","2","16","6.4","38"
"leonard fournette","RB","JAX","2018","11","95","1","28","3.4","20"
"kerryon johnson","RB","DET","2018","11","87","1","15","5.8","24"
"lamar miller","RB","HOU","2018","11","86","0","20","4.3","21"
"chris carson","RB","SEA","2018","11","83","1","17","4.9","15"
"phillip lindsay","RB","DEN","2018","11","79","2","11","7.2","41"
"alvin kamara","RB","NO","2018","11","71","0","13","5.5","16"
"kareem hunt","RB","KC","2018","11","70","0","14","5.0","27"
"melvin gordon","RB","LAC","2018","11","69","0","18","3.8","20"
"jordan howard","RB","CHI","2018","11","63","0","18","3.5","8"
"jalen richard","WR","OAK","2018","11","61","0","11","5.5","24"
"marlon mack","RB","IND","2018","11","61","1","16","3.8","9"
"tevin coleman","RB","ATL","2018","11","58","0","8","7.3","17"
"todd gurley","RB","LAR","2018","11","55","0","12","4.6","24"
"christian mccaffrey","RB","CAR","2018","11","53","0","13","4.1","10"
"josh adams","RB","PHI","2018","11","53","1","7","7.6","28"
"doug martin","RB","OAK","2018","11","52","0","10","5.2","11"
"adrian peterson","RB","WAS","2018","11","51","2","16","3.2","9"
"alfred blue","RB","HOU","2018","11","46","0","8","5.8","16"
"derrick henry","RB","TEN","2018","11","46","0","9","5.1","16"
"rashaad penny","RB","SEA","2018","11","46","0","8","5.8","30"
"carlos hyde","RB","JAX","2018","11","44","0","8","5.5","11"
"mitchell trubisky","QB","CHI","2018","11","43","0","10","4.3","13"
"aaron jones 2","RB","GB","2018","11","40","1","11","3.6","8"
"deandre washington","RB","OAK","2018","11","39","0","12","3.3","10"
"colt mccoy","QB","WAS","2018","11","35","0","5","7.0","15"
"alex smith","QB","WAS","2018","11","33","0","4","8.3","15"
