"Name","Position","Team","Year","Week","RushYds","RushTD","RushAtt","RushAve","RushLong"
"jamaal williams","RB","GB","2018","9","34","0","7","4.9","10"
"mark ingram","RB","NO","2018","9","33","0","9","3.7","12"
"cam newton","QB","CAR","2018","9","33","0","11","3.0","12"
"curtis samuel","WR","CAR","2018","9","33","1","1","33.0","33"
"marcus mariota","QB","TEN","2018","9","32","1","10","3.2","12"
"dj moore 2","WR","CAR","2018","9","32","0","1","32.0","32"
"latavius murray","RB","MIN","2018","9","31","1","10","3.1","9"
"james white","RB","NE","2018","9","31","2","12","2.6","8"
"peyton barber","RB","TB","2018","9","31","0","11","2.8","18"
"elijah mcguire","RB","NYJ","2018","9","30","0","7","4.3","14"
"julian edelman","WR","NE","2018","9","28","0","2","14.0","17"
"keenan allen","WR","LAC","2018","9","28","0","2","14.0","28"
"derrick henry","RB","TEN","2018","9","27","1","6","4.5","13"
"deandre washington","RB","OAK","2018","9","27","0","5","5.4","13"
"ryan fitzpatrick","QB","TB","2018","9","23","0","5","4.6","10"
"alex smith","QB","WAS","2018","9","22","0","1","22.0","22"
"lamar miller","RB","HOU","2018","9","21","0","12","1.8","9"
"austin ekeler","RB","LAC","2018","9","21","0","3","7.0","16"
"kapri bibbs","RB","WAS","2018","9","20","1","3","6.7","13"
"samaje perine","RB","WAS","2018","9","20","0","2","10.0","11"
"patrick mahomes ii","QB","KC","2018","9","18","0","2","9.0","15"
"adrian peterson","RB","WAS","2018","9","17","0","9","1.9","11"
"martavis bryant","WR","OAK","2018","9","17","0","1","17.0","17"
"jared goff","QB","LAR","2018","9","17","0","3","5.7","9"
"drew brees","QB","NO","2018","9","16","0","4","4.0","11"
"tyreek hill","WR","KC","2018","9","16","0","2","8.0","12"
"devontae booker","RB","DEN","2018","9","15","1","3","5.0","14"
"jacquizz rodgers","RB","TB","2018","9","14","0","2","7.0","15"
"alfred morris","RB","SF","2018","9","13","0","7","1.9","11"
"spencer ware","RB","KC","2018","9","12","0","2","6.0","11"
"dak prescott","QB","DAL","2018","9","11","0","2","5.5","6"
"rashaad penny","RB","SEA","2018","9","11","0","4","2.8","9"
"lesean mccoy","RB","BUF","2018","9","10","0","10","1.0","4"
"taysom hill","TE","NO","2018","9","10","0","2","5.0","9"
"lamar jackson","QB","BAL","2018","9","10","0","5","2.0","9"
"gus edwards","RB","BAL","2018","9","10","0","1","10.0","10"
"breshad perriman","WR","CLE","2018","9","9","0","2","4.5","7"
"kenyan drake","RB","MIA","2018","9","9","0","3","3.0","5"
"anthony miller 3","WR","CHI","2018","9","9","0","1","9.0","9"
"aaron rodgers","QB","GB","2018","9","8","0","4","2.0","6"
"legarrette blount","RB","DET","2018","9","8","0","5","1.6","7"
"duke johnson","RB","CLE","2018","9","8","0","1","8.0","8"
"kenny golladay","WR","DET","2018","9","8","0","1","8.0","8"
"tavon wilson","S","DET","2018","9","7","0","1","7.0","7"
"adam humphries","WR","TB","2018","9","7","0","1","7.0","7"
"shaun wilson","RB","TB","2018","9","7","0","2","3.5","5"
"matthew stafford","QB","DET","2018","9","6","0","5","1.2","8"
"javorius allen","RB","BAL","2018","9","6","0","1","6.0","6"
"marcus murphy","RB","BUF","2018","9","6","0","1","6.0","6"
"mitchell trubisky","QB","CHI","2018","9","6","0","1","6.0","6"
"calvin ridley","WR","ATL","2018","9","6","0","1","6.0","6"
"adam thielen","WR","MIN","2018","9","5","0","1","5.0","5"
"derek carr","QB","OAK","2018","9","5","0","3","1.7","4"
"tarik cohen","RB","CHI","2018","9","5","0","6","0.8","7"
"ben roethlisberger","QB","PIT","2018","9","4","1","2","2.0","3"
"brock osweiler","QB","MIA","2018","9","4","0","3","1.3","6"
"robert woods","WR","LAR","2018","9","4","0","2","2.0","2"
"kenjon barner","RB","NE","2018","9","4","0","1","4.0","4"
"jalen richard","WR","OAK","2018","9","4","0","2","2.0","4"
"corey davis","WR","TEN","2018","9","4","0","1","4.0","4"
"johnny hekker","P","LAR","2018","9","3","0","1","3.0","3"
"kirk cousins","QB","MIN","2018","9","3","0","2","1.5","3"
"marquise goodwin","WR","SF","2018","9","2","0","1","2.0","2"
"sammy watkins","WR","KC","2018","9","2","0","1","2.0","2"
"jaylen samuels","RB","PIT","2018","9","2","0","1","2.0","2"
"cj anderson","RB","CAR","2018","9","1","0","1","1.0","1"
"kyle juszczyk","RB","SF","2018","9","1","0","1","1.0","1"
"robby anderson","WR","NYJ","2018","9","1","0","1","1.0","1"
"alex armah","FB","CAR","2018","9","1","1","1","1.0","1"
"aj mccarron","QB","OAK","2018","9","0","0","1","0.0","0"
"zay jones","WR","BUF","2018","9","0","0","1","0.0","0"
"desmond king","CB","LAC","2018","9","0","0","0","-","0"
"tom brady","QB","NE","2018","9","-1","0","5","-0.2","2"
"terrelle pryor","WR","BUF","2018","9","-1","0","1","-1.0","-1"
"travis benjamin","WR","LAC","2018","9","-2","0","1","-2.0","-2"
"kalen ballage","RB","MIA","2018","9","-2","0","1","-2.0","-2"
"chase daniel","QB","CHI","2018","9","-3","0","3","-1.0","-1"
"nick mullens","QB","SF","2018","9","-3","0","4","-0.8","0"
