"Name","Position","Team","Year","Week","RushYds","RushTD","RushAtt","RushAve","RushLong"
"melvin gordon","RB","LAC","2018","9","113","1","16","7.1","34"
"james conner","RB","PIT","2018","9","107","0","24","4.5","25"
"kareem hunt","RB","KC","2018","9","91","2","17","5.4","25"
"dalvin cook","RB","MIN","2018","9","89","0","10","8.9","70"
"tevin coleman","RB","ATL","2018","9","88","0","13","6.8","16"
"raheem mostert","RB","SF","2018","9","86","1","7","12.3","52"
"nick chubb","RB","CLE","2018","9","85","1","22","3.9","17"
"alvin kamara","RB","NO","2018","9","82","2","19","4.3","17"
"christian mccaffrey","RB","CAR","2018","9","79","2","17","4.6","35"
"aaron jones 2","RB","GB","2018","9","75","0","14","5.4","13"
"todd gurley","RB","LAR","2018","9","68","1","13","5.2","24"
"dion lewis","RB","TEN","2018","9","62","0","19","3.3","13"
"mike davis 3","RB","SEA","2018","9","62","0","15","4.1","12"
"cordarrelle patterson","WR","NE","2018","9","61","1","11","5.5","17"
"ezekiel elliott","RB","DAL","2018","9","61","0","17","3.6","17"
"ito smith","RB","ATL","2018","9","60","1","10","6.0","13"
"phillip lindsay","RB","DEN","2018","9","60","0","17","3.5","22"
"frank gore","RB","MIA","2018","9","53","0","20","2.7","8"
"doug martin","RB","OAK","2018","9","49","0","11","4.5","10"
"isaiah crowell","RB","NYJ","2018","9","49","0","13","3.8","12"
"jordan howard","RB","CHI","2018","9","47","2","14","3.4","18"
"nathan peterman","QB","BUF","2018","9","47","1","8","5.9","24"
"matt breida","RB","SF","2018","9","44","0","12","3.7","18"
"russell wilson","QB","SEA","2018","9","41","0","5","8.2","16"
"chris carson","RB","SEA","2018","9","40","0","8","5.0","15"
"alfred blue","RB","HOU","2018","9","39","0","15","2.6","7"
"deshaun watson","QB","HOU","2018","9","38","0","6","6.3","8"
"kerryon johnson","RB","DET","2018","9","37","0","12","3.1","6"
"chris ivory","RB","BUF","2018","9","36","0","7","5.1","18"
"alex collins","RB","BAL","2018","9","35","1","9","3.9","9"
