"Name","Position","Team","Year","Week","RushYds","RushTD","RushAtt","RushAve","RushLong"
"stacy coley","WR","NYG","2018","3","0","0","0","-","0"
"mike hughes","CB","MIN","2018","3","0","0","0","-","0"
"hunter bradley","LS","GB","2018","3","0","0","0","-","0"
"eli manning","QB","NYG","2018","3","-1","0","1","-1.0","-1"
"ben roethlisberger","QB","PIT","2018","3","-1","0","4","-0.3","2"
"jacquizz rodgers","RB","TB","2018","3","-1","0","2","-0.5","0"
"russell wilson","QB","SEA","2018","3","-1","0","2","-0.5","0"
"marquise goodwin","WR","SF","2018","3","-2","0","1","-2.0","-2"
"derek carr","QB","OAK","2018","3","-2","0","2","-1.0","-1"
"marcus johnson 2","WR","IND","2018","3","-2","0","1","-2.0","-2"
"baker mayfield","QB","CLE","2018","3","-2","0","2","-1.0","-1"
"cooper kupp","WR","LAR","2018","3","-3","0","1","-3.0","-3"
"ito smith","RB","ATL","2018","3","-6","0","2","-3.0","-2"
