"Name","Position","Team","Year","Week","RushYds","RushTD","RushAtt","RushAve","RushLong"
"dalvin cook","RB","MIN","2019","7","142","2","25","5.7","23"
"leonard fournette","RB","JAX","2019","7","131","0","29","4.5","20"
"chase edmonds","RB","ARI","2019","7","126","3","27","4.7","22"
"josh jacobs","RB","OAK","2019","7","124","0","21","5.9","42"
"latavius murray","RB","NO","2019","7","119","2","27","4.4","17"
"lamar jackson","QB","BAL","2019","7","116","1","14","8.3","30"
"ezekiel elliott","RB","DAL","2019","7","111","1","22","5.0","16"
"derrick henry","RB","TEN","2019","7","90","1","22","4.1","12"
"adrian peterson","RB","WAS","2019","7","81","0","20","4.1","15"
"saquon barkley","RB","NYG","2019","7","72","1","18","4.0","20"
"leveon bell","RB","NYJ","2019","7","70","0","15","4.7","19"
"mark walton","RB","MIA","2019","7","66","0","14","4.7","19"
"chris carson","RB","SEA","2019","7","65","0","21","3.1","9"
"lesean mccoy","RB","KC","2019","7","64","0","12","5.3","22"
"tevin coleman","RB","SF","2019","7","62","0","20","3.1","9"
"frank gore","RB","BUF","2019","7","55","0","11","5.0","15"
"jordan howard","RB","PHI","2019","7","50","0","11","4.5","16"
"aaron jones 2","RB","GB","2019","7","50","0","12","4.2","15"
"gardner minshew","QB","JAX","2019","7","48","0","9","5.3","20"
"mark ingram","RB","BAL","2019","7","46","0","12","3.8","8"
"marlon mack","RB","IND","2019","7","44","0","18","2.4","7"
"sony michel","RB","NE","2019","7","42","3","19","2.2","11"
"todd gurley","RB","LAR","2019","7","41","0","18","2.3","10"
"phillip lindsay","RB","DEN","2019","7","36","0","11","3.3","9"
"carlos hyde","RB","HOU","2019","7","35","0","12","2.9","10"
"matt breida","RB","SF","2019","7","35","0","8","4.4","11"
"royce freeman","RB","DEN","2019","7","35","1","10","3.5","14"
"gus edwards","RB","BAL","2019","7","35","0","8","4.4","14"
"daniel jones","QB","NYG","2019","7","35","0","4","8.8","11"
"duke johnson","RB","HOU","2019","7","34","0","7","4.9","11"
"andy dalton","QB","CIN","2019","7","33","1","4","8.3","17"
"melvin gordon","RB","LAC","2019","7","32","0","16","2.0","6"
"deshaun watson","QB","HOU","2019","7","32","0","3","10.7","19"
"josh allen 2","QB","BUF","2019","7","32","0","4","8.0","15"
"boston scott","RB","PHI","2019","7","32","0","7","4.6","14"
"darrell henderson","RB","LAR","2019","7","31","0","11","2.8","9"
"dak prescott","QB","DAL","2019","7","30","1","5","6.0","8"
"deandre washington","RB","OAK","2019","7","29","0","6","4.8","8"
"jd mckissic","RB","DET","2019","7","29","0","5","5.8","14"
"ty johnson","RB","DET","2019","7","29","0","10","2.9","6"
"kyler murray","QB","ARI","2019","7","28","0","10","2.8","11"
"tony pollard","RB","DAL","2019","7","28","0","8","3.5","11"
"russell wilson","QB","SEA","2019","7","27","0","3","9.0","11"
"devin singletary","RB","BUF","2019","7","26","0","7","3.7","9"
"wendell smallwood","RB","WAS","2019","7","23","0","5","4.6","17"
"kerryon johnson","RB","DET","2019","7","23","0","5","4.6","6"
"kenyan drake","RB","MIA","2019","7","21","0","6","3.5","11"
"taysom hill","TE","NO","2019","7","21","0","2","10.5","23"
"miles sanders","RB","PHI","2019","7","21","0","6","3.5","7"
"julian edelman","WR","NE","2019","7","20","0","3","6.7","9"
"tavon austin","WR","DAL","2019","7","20","1","1","20.0","20"
"jimmy garoppolo","QB","SF","2019","7","20","0","4","5.0","11"
"dj chark","WR","JAX","2019","7","20","0","1","20.0","20"
"jeff wilson","RB","SF","2019","7","20","0","5","4.0","6"
"devonta freeman","RB","ATL","2019","7","19","0","7","2.7","9"
"alexander mattison","RB","MIN","2019","7","18","0","7","2.6","9"
"cj prosise","RB","SEA","2019","7","17","0","1","17.0","17"
"dede westbrook","WR","JAX","2019","7","14","0","2","7.0","8"
"ryan fitzpatrick","QB","MIA","2019","7","13","1","6","2.2","12"
"carson wentz","QB","PHI","2019","7","12","0","4","3.0","6"
"damien harris","RB","NE","2019","7","12","0","4","3.0","13"
"brian hill","RB","ATL","2019","7","11","0","5","2.2","5"
"tarik cohen","RB","CHI","2019","7","10","0","3","3.3","9"
"ty montgomery","RB","NYJ","2019","7","9","0","2","4.5","6"
"cj ham","FB","MIN","2019","7","9","0","1","9.0","9"
"jordan wilkins","RB","IND","2019","7","9","0","2","4.5","9"
"john kelly","RB","LAR","2019","7","9","0","3","3.0","6"
"anthony sherman","FB","KC","2019","7","7","0","2","3.5","5"
"ryan tannehill","QB","TEN","2019","7","7","0","5","1.4","6"
"teddy bridgewater","QB","NO","2019","7","7","0","4","1.8","6"
"damien williams","RB","KC","2019","7","7","0","9","0.8","4"
"austin ekeler","RB","LAC","2019","7","7","0","5","1.4","3"
