"Name","Position","Team","Year","Week","RushYds","RushTD","RushAtt","RushAve","RushLong"
"ito smith","RB","ATL","2019","7","7","0","1","7.0","7"
"kalen ballage","RB","MIA","2019","7","7","1","3","2.3","3"
"aaron rodgers","QB","GB","2019","7","6","1","2","3.0","3"
"robert woods","WR","LAR","2019","7","6","0","1","6.0","6"
"jacoby brissett","QB","IND","2019","7","6","0","5","1.2","5"
"david montgomery","RB","CHI","2019","7","6","0","2","3.0","4"
"jamaal williams","RB","GB","2019","7","5","0","3","1.7","3"
"patrick dimarco","FB","BUF","2019","7","4","0","1","4.0","4"
"keke coutee","WR","HOU","2019","7","4","1","1","4.0","4"
"bilal powell","RB","NYJ","2019","7","3","0","1","3.0","3"
"zach line","FB","NO","2019","7","3","0","1","3.0","3"
"jared goff","QB","LAR","2019","7","3","1","3","1.0","2"
"nyheim hines","RB","IND","2019","7","3","0","1","3.0","3"
"ryquell armstead","RB","JAX","2019","7","3","0","3","1.0","6"
"matt ryan","QB","ATL","2019","7","2","0","1","2.0","2"
"dion lewis","RB","TEN","2019","7","2","0","1","2.0","2"
"brandon bolden","RB","NE","2019","7","2","0","1","2.0","2"
"cordarrelle patterson","WR","CHI","2019","7","2","0","1","2.0","2"
"willie snead","WR","BAL","2019","7","2","0","1","2.0","2"
"david johnson 2","RB","ARI","2019","7","2","0","1","2.0","2"
"jalen richard","WR","OAK","2019","7","2","0","2","1.0","4"
"patrick mahomes ii","QB","KC","2019","7","2","0","1","2.0","2"
"joe mixon","RB","CIN","2019","7","2","0","10","0.2","4"
"matt haack","P","MIA","2019","7","2","0","1","2.0","2"
"dexter williams","RB","GB","2019","7","2","0","3","0.7","2"
"zach zenner","RB","NO","2019","7","1","0","1","1.0","1"
"darrel williams","RB","KC","2019","7","1","0","2","0.5","1"
"ryan kalil","C","NYJ","2019","7","0","0","0","-","0"
"giovani bernard","RB","CIN","2019","7","0","0","4","0.0","2"
"derek carr","QB","OAK","2019","7","0","0","2","0.0","1"
"deanthony thomas","WR","KC","2019","7","0","0","0","-","0"
"james white","RB","NE","2019","7","0","0","5","0.0","3"
"george kittle","TE","SF","2019","7","0","0","2","0.0","2"
"steven sims","WR","WAS","2019","7","0","0","1","0.0","0"
"matt schaub","QB","ATL","2019","7","-1","0","1","-1.0","-1"
"matt moore","QB","KC","2019","7","-1","0","1","-1.0","-1"
"sam darnold","QB","NYJ","2019","7","-1","0","2","-0.5","0"
"anthony miller 3","WR","CHI","2019","7","-1","0","1","-1.0","-1"
"alex erickson","WR","CIN","2019","7","-2","0","2","-1.0","9"
"aj brown","WR","TEN","2019","7","-2","0","1","-2.0","-2"
"jarrett stidham","QB","NE","2019","7","-2","0","2","-1.0","-1"
"kirk cousins","QB","MIN","2019","7","-3","0","4","-0.8","0"
"tyler lockett","WR","SEA","2019","7","-3","0","1","-3.0","-3"
"tim boyle","QB","GB","2019","7","-3","0","3","-1.0","0"
"bryan anger","P","HOU","2019","7","-5","0","1","-5.0","-5"
