"Name","Position","Team","Year","Week","RushYds","RushTD","RushAtt","RushAve","RushLong"
"christian mccaffrey","RB","CAR","2019","5","176","2","19","9.3","84"
"dalvin cook","RB","MIN","2019","5","132","0","21","6.3","41"
"marlon mack","RB","IND","2019","5","132","0","29","4.6","30"
"josh jacobs","RB","OAK","2019","5","123","2","26","4.7","21"
"chris carson","RB","SEA","2019","5","118","0","27","4.4","14"
"matt breida","RB","SF","2019","5","114","1","11","10.4","83"
"phillip lindsay","RB","DEN","2019","5","114","1","15","7.6","32"
"leonard fournette","RB","JAX","2019","5","108","1","23","4.7","48"
"aaron jones 2","RB","GB","2019","5","107","4","19","5.6","18"
"tevin coleman","RB","SF","2019","5","97","1","16","6.1","19"
"joe mixon","RB","CIN","2019","5","93","0","19","4.9","18"
"kyler murray","QB","ARI","2019","5","93","1","10","9.3","24"
"david johnson 2","RB","ARI","2019","5","91","0","17","5.4","17"
"sony michel","RB","NE","2019","5","91","1","16","5.7","25"
"nick chubb","RB","CLE","2019","5","87","0","16","5.4","37"
"reggie bonnafon","RB","CAR","2019","5","80","1","5","16.0","59"
"derrick henry","RB","TEN","2019","5","78","1","20","3.9","24"
"lamar jackson","QB","BAL","2019","5","70","0","14","5.0","9"
"chase edmonds","RB","ARI","2019","5","68","1","8","8.5","37"
"steven sims","WR","WAS","2019","5","65","1","1","65.0","65"
"ezekiel elliott","RB","DAL","2019","5","62","1","12","5.2","14"
"jordan howard","RB","PHI","2019","5","62","1","13","4.8","15"
"alvin kamara","RB","NO","2019","5","62","0","16","3.9","16"
"royce freeman","RB","DEN","2019","5","61","0","13","4.7","11"
"frank gore","RB","BUF","2019","5","60","0","14","4.3","19"
"carlos hyde","RB","HOU","2019","5","60","1","21","2.9","14"
"duke johnson","RB","HOU","2019","5","59","0","9","6.6","24"
"james conner","RB","PIT","2019","5","55","1","14","3.9","12"
"alexander mattison","RB","MIN","2019","5","52","0","7","7.4","19"
"todd gurley","RB","LAR","2019","5","51","2","15","3.4","12"
"deshaun watson","QB","HOU","2019","5","47","0","4","11.8","30"
"mark ingram","RB","BAL","2019","5","44","1","19","2.3","14"
"leveon bell","RB","NYJ","2019","5","43","0","15","2.9","13"
"gardner minshew","QB","JAX","2019","5","42","0","7","6.0","11"
"ronald jones ii","RB","TB","2019","5","35","0","9","3.9","14"
"raheem mostert","RB","SF","2019","5","34","0","7","4.9","8"
"russell wilson","QB","SEA","2019","5","32","0","8","4.0","12"
"peyton barber","RB","TB","2019","5","32","1","8","4.0","8"
"melvin gordon","RB","LAC","2019","5","31","0","12","2.6","7"
"devonta freeman","RB","ATL","2019","5","30","0","11","2.7","21"
