"Name","Position","Team","Year","Week","RushYds","RushTD","RushAtt","RushAve","RushLong"
"latavius murray","RB","NO","2019","5","28","0","7","4.0","12"
"jordan wilkins","RB","IND","2019","5","28","0","7","4.0","10"
"brandin cooks","WR","LAR","2019","5","27","0","1","27.0","27"
"dak prescott","QB","DAL","2019","5","27","0","4","6.8","14"
"wendell smallwood","RB","WAS","2019","5","27","0","6","4.5","12"
"josh allen 2","QB","BUF","2019","5","27","0","10","2.7","6"
"james white","RB","NE","2019","5","26","0","6","4.3","7"
"curtis samuel","WR","CAR","2019","5","25","0","2","12.5","16"
"david montgomery","RB","CHI","2019","5","25","1","11","2.3","6"
"ameer abdullah","RB","MIN","2019","5","24","0","3","8.0","15"
"damien williams","RB","KC","2019","5","23","0","9","2.6","6"
"chris thompson","RB","WAS","2019","5","21","0","4","5.3","12"
"jon hilliman","RB","NYG","2019","5","20","0","9","2.2","6"
"devlin hodges","QB","PIT","2019","5","20","0","2","10.0","21"
"ito smith","RB","ATL","2019","5","19","0","5","3.8","11"
"vyncint smith","WR","NYJ","2019","5","19","1","1","19.0","19"
"tony pollard","RB","DAL","2019","5","19","0","4","4.8","7"
"adrian peterson","RB","WAS","2019","5","18","0","7","2.6","7"
"george kittle","TE","SF","2019","5","18","0","1","18.0","18"
"rashaad penny","RB","SEA","2019","5","18","0","6","3.0","8"
"scott miller 2","WR","TB","2019","5","18","0","1","18.0","18"
"deandre washington","RB","OAK","2019","5","17","1","6","2.8","5"
"patrick mahomes ii","QB","KC","2019","5","17","0","3","5.7","14"
"gus edwards","RB","BAL","2019","5","17","0","5","3.4","7"
"marquise goodwin","WR","SF","2019","5","15","0","1","15.0","15"
"odell beckham jr","WR","CLE","2019","5","15","0","2","7.5","11"
"tj yeldon","RB","BUF","2019","5","15","0","2","7.5","11"
"elijhaa penny","FB","NYG","2019","5","15","0","3","5.0","6"
"miles sanders","RB","PHI","2019","5","15","0","9","1.7","8"
"colt mccoy","QB","WAS","2019","5","14","0","2","7.0","9"
"tavon austin","WR","DAL","2019","5","14","0","1","14.0","14"
"tra carson","RB","GB","2019","5","14","0","6","2.3","7"
"jalen richard","WR","OAK","2019","5","14","0","2","7.0","9"
"wayne gallman","RB","NYG","2019","5","14","0","2","7.0","11"
"taysom hill","TE","NO","2019","5","14","0","2","7.0","11"
"brandon bolden","RB","NE","2019","5","13","0","5","2.6","5"
"marcus mariota","QB","TEN","2019","5","13","0","5","2.6","4"
"jameis winston","QB","TB","2019","5","13","0","3","4.3","5"
"zach pascal","WR","IND","2019","5","12","0","1","12.0","12"
"daniel jones","QB","NYG","2019","5","12","0","3","4.0","8"
"dion lewis","RB","TEN","2019","5","11","0","2","5.5","9"
"andy isabella","WR","ARI","2019","5","11","0","2","5.5","6"
"giovani bernard","RB","CIN","2019","5","10","0","2","5.0","9"
"tarik cohen","RB","CHI","2019","5","10","0","4","2.5","4"
"diontae spencer","WR","DEN","2019","5","9","0","1","9.0","9"
"jacoby brissett","QB","IND","2019","5","9","1","6","1.5","7"
"derek carr","QB","OAK","2019","5","8","0","3","2.7","9"
"matt ryan","QB","ATL","2019","5","7","1","3","2.3","7"
"joe flacco","QB","DEN","2019","5","7","0","3","2.3","6"
"andre roberts","WR","BUF","2019","5","7","0","1","7.0","7"
"teddy bridgewater","QB","NO","2019","5","7","0","5","1.4","5"
"austin ekeler","RB","LAC","2019","5","7","0","3","2.3","4"
"will dissly","TE","SEA","2019","5","7","0","1","7.0","7"
"justice hill","RB","BAL","2019","5","7","0","2","3.5","4"
"andy dalton","QB","CIN","2019","5","5","0","2","2.5","5"
"cordarrelle patterson","WR","CHI","2019","5","5","0","1","5.0","5"
"carson wentz","QB","PHI","2019","5","5","0","2","2.5","5"
"evan engram","TE","NYG","2019","5","5","0","2","2.5","5"
"darren sproles","RB","PHI","2019","5","4","0","3","1.3","5"
"bilal powell","RB","NYJ","2019","5","4","0","1","4.0","4"
"erik harris","S","OAK","2019","5","4","0","1","4.0","4"
"kyle allen","QB","CAR","2019","5","4","0","1","4.0","4"
"kirk cousins","QB","MIN","2019","5","3","0","3","1.0","4"
"malcolm brown","RB","LAR","2019","5","3","0","1","3.0","3"
"keesean johnson","WR","ARI","2019","5","3","0","1","3.0","3"
"alec ingold","FB","OAK","2019","5","3","0","1","3.0","3"
"chase daniel","QB","CHI","2019","5","2","0","1","2.0","2"
"anthony sherman","FB","KC","2019","5","2","0","1","2.0","2"
"jaylen samuels","RB","PIT","2019","5","2","0","3","0.7","6"
"ted ginn jr","WR","NO","2019","5","1","0","1","1.0","1"
"mohamed sanu","WR","ATL","2019","5","1","0","1","1.0","1"
"ty montgomery","RB","NYJ","2019","5","1","0","2","0.5","4"
"jared goff","QB","LAR","2019","5","1","0","1","1.0","1"
"jason kelce","C","PHI","2019","5","0","0","0","-","0"
"deandre carter","WR","HOU","2019","5","0","0","0","-","0"
"justin simmons","S","DEN","2019","5","0","0","0","-","0"
"corey clement","RB","PHI","2019","5","0","0","0","-","0"
"deonte harris","WR","NO","2019","5","0","0","0","-","0"
"aaron rodgers","QB","GB","2019","5","-1","0","4","-0.3","3"
"nyheim hines","RB","IND","2019","5","-1","0","2","-0.5","3"
"ryquell armstead","RB","JAX","2019","5","-1","0","1","-1.0","-1"
"josh mccown","QB","PHI","2019","5","-2","0","2","-1.0","-1"
"sterling shepard","WR","NYG","2019","5","-2","0","1","-2.0","-2"
"philip rivers","QB","LAC","2019","5","-3","0","1","-3.0","-3"
"jimmy garoppolo","QB","SF","2019","5","-3","0","4","-0.8","0"
"dare ogunbowale","RB","TB","2019","5","-4","0","1","-4.0","-4"
"mecole hardman","WR","KC","2019","5","-6","0","1","-6.0","-6"
"tyler lockett","WR","SEA","2019","5","-8","0","1","-8.0","-8"
