"Name","Position","Team","Year","Week","RushYds","RushTD","RushAtt","RushAve","RushLong"
"austin ekeler","RB","LAC","2019","13","16","0","9","1.8","8"
"rex burkhead","RB","NE","2019","13","15","0","3","5.0","10"
"david johnson 2","RB","ARI","2019","13","15","0","4","3.8","9"
"gus edwards","RB","BAL","2019","13","15","0","6","2.5","4"
"drew lock","QB","DEN","2019","13","15","0","3","5.0","8"
"bilal powell","RB","NYJ","2019","13","14","0","4","3.5","6"
"chris thompson","RB","WAS","2019","13","14","0","3","4.7","9"
"jonathan williams","RB","IND","2019","13","14","0","8","1.8","10"
"tom brady","QB","NE","2019","13","13","0","1","13.0","13"
"russell wilson","QB","SEA","2019","13","13","0","4","3.3","7"
"brian hill","RB","ATL","2019","13","13","0","4","3.3","8"
"darrel williams","RB","KC","2019","13","13","0","6","2.2","15"
"ty johnson","RB","DET","2019","13","12","0","3","4.0","5"
"frank gore","RB","BUF","2019","13","11","0","9","1.2","5"
"royce freeman","RB","DEN","2019","13","11","0","5","2.2","5"
"lesean mccoy","RB","KC","2019","13","10","1","5","2.0","6"
"kerrith whyte","RB","PIT","2019","13","10","0","3","3.3","5"
"jay ajayi","RB","PHI","2019","13","9","0","2","4.5","8"
"jd mckissic","RB","DET","2019","13","9","0","2","4.5","9"
"tarik cohen","RB","CHI","2019","13","9","0","3","3.0","5"
"sam darnold","QB","NYJ","2019","13","9","0","2","4.5","7"
"mecole hardman","WR","KC","2019","13","9","0","1","9.0","9"
"ronald jones ii","RB","TB","2019","13","8","0","6","1.3","5"
"gardner minshew","QB","JAX","2019","13","8","0","2","4.0","4"
"derek carr","QB","OAK","2019","13","7","0","3","2.3","6"
"ty montgomery","RB","NYJ","2019","13","7","0","1","7.0","7"
"robert foster","WR","BUF","2019","13","7","0","1","7.0","7"
"tony pollard","RB","DAL","2019","13","7","0","3","2.3","4"
"tevin coleman","RB","SF","2019","13","6","0","5","1.2","2"
"daniel jones","QB","NYG","2019","13","6","0","5","1.2","6"
"dwayne haskins","QB","WAS","2019","13","6","0","4","1.5","5"
"ryan tannehill","QB","TEN","2019","13","5","0","4","1.3","8"
"jimmy garoppolo","QB","SF","2019","13","5","0","3","1.7","3"
"deandre washington","RB","OAK","2019","13","5","0","2","2.5","5"
"patrick laird","RB","MIA","2019","13","5","1","10","0.5","4"
"giovani bernard","RB","CIN","2019","13","4","0","1","4.0","4"
"keith smith","FB","ATL","2019","13","4","0","2","2.0","3"
"javorius allen","RB","NYG","2019","13","4","0","1","4.0","4"
"mitchell trubisky","QB","CHI","2019","13","4","0","4","1.0","2"
"alec ingold","FB","OAK","2019","13","4","0","1","4.0","4"
"nick foles","QB","JAX","2019","13","3","0","1","3.0","3"
"justice hill","RB","BAL","2019","13","3","0","1","3.0","3"
"ryan fitzpatrick","QB","MIA","2019","13","2","0","3","0.7","3"
"latavius murray","RB","NO","2019","13","2","0","4","0.5","1"
"elijhaa penny","FB","NYG","2019","13","2","0","2","1.0","2"
"jalen richard","WR","OAK","2019","13","2","0","1","2.0","2"
"tj logan","RB","TB","2019","13","2","0","1","2.0","2"
"alex armah","FB","CAR","2019","13","2","0","1","2.0","2"
"baker mayfield","QB","CLE","2019","13","2","0","1","2.0","2"
"devlin hodges","QB","PIT","2019","13","2","0","5","0.4","9"
"david blough","QB","DET","2019","13","1","0","1","1.0","1"
"anthony sherman","FB","KC","2019","13","0","0","1","0.0","0"
"trey hopkins","C","CIN","2019","13","0","0","0","-","0"
"trevor davis","RB","OAK","2019","13","0","0","1","0.0","0"
"troymaine pope","RB","LAC","2019","13","0","0","0","-","0"
"dare ogunbowale","RB","TB","2019","13","0","0","1","0.0","0"
"kalen ballage","RB","MIA","2019","13","0","0","3","0.0","1"
"tremon smith","CB","GB","2019","13","0","0","0","-","0"
"drew brees","QB","NO","2019","13","-1","0","1","-1.0","-1"
"matt moore","QB","KC","2019","13","-1","0","1","-1.0","-1"
"jacoby brissett","QB","IND","2019","13","-1","0","1","-1.0","-1"
"deshaun watson","QB","HOU","2019","13","-1","0","4","-0.3","2"
"george kittle","TE","SF","2019","13","-3","0","1","-3.0","-3"
"dj moore 2","WR","CAR","2019","13","-3","0","1","-3.0","-3"
"andy dalton","QB","CIN","2019","13","-4","0","5","-0.8","2"
"tyreek hill","WR","KC","2019","13","-4","0","1","-4.0","-4"
"tim boyle","QB","GB","2019","13","-4","0","2","-2.0","-1"
"julian edelman","WR","NE","2019","13","-7","0","1","-7.0","-7"
"blake bortles","QB","LAR","2019","13","-10","0","1","-10.0","-10"
