"Name","Position","Team","Year","Week","RushYds","RushTD","RushAtt","RushAve","RushLong"
"ronald jones ii","RB","TB","2019","8","35","0","11","3.2","7"
"mark walton","RB","MIA","2019","8","35","0","11","3.2","9"
"frank gore","RB","BUF","2019","8","34","0","9","3.8","8"
"jacoby brissett","QB","IND","2019","8","34","0","6","5.7","8"
"tra carson","RB","DET","2019","8","34","0","12","2.8","12"
"giovani bernard","RB","CIN","2019","8","31","0","3","10.3","25"
"melvin gordon","RB","LAC","2019","8","31","1","8","3.9","19"
"damien williams","RB","KC","2019","8","30","1","7","4.3","9"
"aaron rodgers","QB","GB","2019","8","29","0","6","4.8","15"
"brian hill","RB","ATL","2019","8","29","1","3","9.7","23"
"deebo samuel","WR","SF","2019","8","29","1","2","14.5","20"
"gardner minshew","QB","JAX","2019","8","28","0","8","3.5","13"
"ty johnson","RB","DET","2019","8","25","0","7","3.6","14"
"leveon bell","RB","NYJ","2019","8","23","0","8","2.9","5"
"deandre washington","RB","OAK","2019","8","23","0","5","4.6","6"
"jamaal williams","RB","GB","2019","8","22","1","7","3.1","14"
"peyton barber","RB","TB","2019","8","20","0","10","2.0","5"
"christian kirk","WR","ARI","2019","8","19","0","1","19.0","19"
"devin singletary","RB","BUF","2019","8","19","0","3","6.3","16"
"baker mayfield","QB","CLE","2019","8","18","0","1","18.0","18"
"ryan fitzpatrick","QB","MIA","2019","8","17","0","5","3.4","8"
"vyncint smith","WR","NYJ","2019","8","13","0","1","13.0","13"
"daniel jones","QB","NYG","2019","8","13","0","4","3.3","9"
"kyler murray","QB","ARI","2019","8","13","0","2","6.5","8"
"benny snell","RB","PIT","2019","8","13","0","5","2.6","5"
"nyheim hines","RB","IND","2019","8","12","0","4","3.0","11"
"bilal powell","RB","NYJ","2019","8","11","0","4","2.8","5"
"mitchell trubisky","QB","CHI","2019","8","10","0","4","2.5","11"
"dontrell hilliard","RB","CLE","2019","8","10","0","1","10.0","10"
"darrel williams","RB","KC","2019","8","10","0","2","5.0","8"
"joe flacco","QB","DEN","2019","8","9","0","1","9.0","9"
"wendell smallwood","RB","WAS","2019","8","9","0","2","4.5","11"
"tarik cohen","RB","CHI","2019","8","9","0","4","2.3","6"
"jordan scarlett","RB","CAR","2019","8","9","0","4","2.3","6"
"zach line","FB","NO","2019","8","8","0","2","4.0","4"
"kalen ballage","RB","MIA","2019","8","8","0","3","2.7","4"
"chase edmonds","RB","ARI","2019","8","8","0","7","1.1","3"
"nelson agholor","WR","PHI","2019","8","7","0","2","3.5","16"
"ryquell armstead","RB","JAX","2019","8","7","0","6","1.2","6"
"robert woods","WR","LAR","2019","8","6","0","4","1.5","6"
"boston scott","RB","PHI","2019","8","6","1","5","1.2","5"
"jeff wilson","RB","SF","2019","8","6","0","2","3.0","4"
"cordarrelle patterson","WR","CHI","2019","8","5","0","1","5.0","5"
"diontae spencer","WR","DEN","2019","8","5","0","1","5.0","5"
"tyreek hill","WR","KC","2019","8","5","0","1","5.0","5"
"jordan wilkins","RB","IND","2019","8","5","0","2","2.5","4"
"andy dalton","QB","CIN","2019","8","4","0","1","4.0","4"
"russell wilson","QB","SEA","2019","8","4","0","4","1.0","5"
"rex burkhead","RB","NE","2019","8","4","0","3","1.3","3"
"james white","RB","NE","2019","8","4","0","2","2.0","3"
"paul perkins","RB","DET","2019","8","4","0","3","1.3","2"
"reggie bonnafon","RB","CAR","2019","8","4","0","1","4.0","4"
"matt moore","QB","KC","2019","8","3","0","1","3.0","3"
"mike davis 3","RB","CHI","2019","8","3","0","2","1.5","3"
"tyler boyd","WR","CIN","2019","8","3","0","1","3.0","3"
"elijhaa penny","FB","NYG","2019","8","3","0","1","3.0","3"
"jalen richard","WR","OAK","2019","8","3","0","1","3.0","3"
"austin ekeler","RB","LAC","2019","8","3","0","3","1.0","3"
"kirk cousins","QB","MIN","2019","8","2","0","2","1.0","2"
"derek watt","FB","LAC","2019","8","2","0","1","2.0","2"
"david moore","WR","SEA","2019","8","2","0","1","2.0","2"
"alec ingold","FB","OAK","2019","8","2","0","1","2.0","2"
"kenjon barner","RB","ATL","2019","8","1","0","1","1.0","1"
"duke johnson","RB","HOU","2019","8","1","0","3","0.3","4"
"brett kern","P","TEN","2019","8","0","0","1","0.0","0"
"zach zenner","RB","ARI","2019","8","0","0","1","0.0","0"
"tyler ervin","RB","JAX","2019","8","0","0","0","-","0"
"trey edmunds","RB","PIT","2019","8","0","0","1","0.0","0"
"dj chark","WR","JAX","2019","8","0","0","1","0.0","0"
"trevor davis","RB","OAK","2019","8","-1","0","1","-1.0","-1"
"jd mckissic","RB","DET","2019","8","-1","0","1","-1.0","-1"
"josh reynolds","WR","LAR","2019","8","-1","0","1","-1.0","-1"
"sam darnold","QB","NYJ","2019","8","-1","0","1","-1.0","-1"
"teddy bridgewater","QB","NO","2019","8","-2","0","2","-1.0","-1"
"dare ogunbowale","RB","TB","2019","8","-2","0","1","-2.0","-2"
"matthew stafford","QB","DET","2019","8","-3","0","2","-1.5","-1"
"julian edelman","WR","NE","2019","8","-3","0","1","-3.0","-3"
"ryan tannehill","QB","TEN","2019","8","-3","0","4","-0.8","1"
"nick mullens","QB","SF","2019","8","-3","0","3","-1.0","-1"
"mike thomas 2","WR","NO","2019","8","-9","0","1","-9.0","-9"
