"Name","Position","Team","Year","Week","RushYds","RushTD","RushAtt","RushAve","RushLong"
"james conner","RB","PIT","2019","8","145","1","23","6.3","25"
"david montgomery","RB","CHI","2019","8","135","1","27","5.0","55"
"nick chubb","RB","CLE","2019","8","131","0","20","6.6","44"
"christian mccaffrey","RB","CAR","2019","8","117","1","14","8.4","40"
"tevin coleman","RB","SF","2019","8","105","3","11","9.5","48"
"latavius murray","RB","NO","2019","8","102","1","21","4.9","28"
"dalvin cook","RB","MIN","2019","8","98","1","23","4.3","11"
"jordan howard","RB","PHI","2019","8","96","1","23","4.2","20"
"chris carson","RB","SEA","2019","8","90","1","20","4.5","19"
"carlos hyde","RB","HOU","2019","8","83","0","19","4.4","20"
"adrian peterson","RB","WAS","2019","8","76","0","14","5.4","29"
"leonard fournette","RB","JAX","2019","8","76","0","19","4.0","66"
"marlon mack","RB","IND","2019","8","76","1","19","4.0","16"
"derrick henry","RB","TEN","2019","8","75","0","16","4.7","34"
"sony michel","RB","NE","2019","8","74","0","21","3.5","16"
"miles sanders","RB","PHI","2019","8","74","1","3","24.7","65"
"aaron jones 2","RB","GB","2019","8","67","0","13","5.2","9"
"joe mixon","RB","CIN","2019","8","66","0","17","3.9","13"
"josh jacobs","RB","OAK","2019","8","66","0","15","4.4","23"
"saquon barkley","RB","NYG","2019","8","64","0","19","3.4","13"
"alexander mattison","RB","MIN","2019","8","61","0","13","4.7","28"
"raheem mostert","RB","SF","2019","8","60","1","9","6.7","41"
"phillip lindsay","RB","DEN","2019","8","59","0","14","4.2","11"
"rashaad penny","RB","SEA","2019","8","55","0","8","6.9","17"
"jameis winston","QB","TB","2019","8","53","0","8","6.6","20"
"darrell henderson","RB","LAR","2019","8","49","0","11","4.5","15"
"deshaun watson","QB","HOU","2019","8","46","0","10","4.6","12"
"josh allen 2","QB","BUF","2019","8","45","0","8","5.6","14"
"todd gurley","RB","LAR","2019","8","44","1","10","4.4","20"
"lesean mccoy","RB","KC","2019","8","40","0","9","4.4","9"
"royce freeman","RB","DEN","2019","8","40","1","12","3.3","10"
"devonta freeman","RB","ATL","2019","8","39","0","13","3.0","12"
"dwayne washington","RB","NO","2019","8","38","0","3","12.7","31"
"carson wentz","QB","PHI","2019","8","35","0","8","4.4","13"
"matt breida","RB","SF","2019","8","35","0","11","3.2","17"
