"Name","Position","Team","Year","Week","RushYds","RushTD","RushAtt","RushAve","RushLong"
"aaron rodgers","QB","GB","2019","2","0","0","1","0.0","0"
"cam newton","QB","CAR","2019","2","0","0","2","0.0","0"
"matt skura","C","BAL","2019","2","0","0","0","-","0"
"gerald everett","TE","LAR","2019","2","0","0","1","0.0","0"
"bobo wilson","WR","TB","2019","2","0","0","0","-","0"
"corey clement","RB","PHI","2019","2","0","0","0","-","0"
"ray ray mccloud","WR","CAR","2019","2","0","0","0","-","0"
"case keenum","QB","WAS","2019","2","-1","0","1","-1.0","-1"
"patrick mahomes ii","QB","KC","2019","2","-1","0","1","-1.0","-1"
"jared goff","QB","LAR","2019","2","-2","1","4","-0.5","1"
"jakeem grant","WR","MIA","2019","2","-4","0","1","-4.0","-4"
