"Name","Position","Team","Year","Week","RushYds","RushTD","RushAtt","RushAve","RushLong"
"dalvin cook","RB","MIN","2019","2","154","1","20","7.7","75"
"matt breida","RB","SF","2019","2","121","0","12","10.1","34"
"lamar jackson","QB","BAL","2019","2","120","0","16","7.5","19"
"aaron jones 2","RB","GB","2019","2","116","1","23","5.0","15"
"ezekiel elliott","RB","DAL","2019","2","111","1","23","4.8","27"
"saquon barkley","RB","NYG","2019","2","107","1","18","5.9","27"
"josh jacobs","RB","OAK","2019","2","99","0","12","8.3","51"
"carlos hyde","RB","HOU","2019","2","90","0","20","4.5","14"
"raheem mostert","RB","SF","2019","2","83","0","13","6.4","20"
"sony michel","RB","NE","2019","2","83","1","21","4.0","12"
"derrick henry","RB","TEN","2019","2","82","1","15","5.5","18"
"peyton barber","RB","TB","2019","2","82","1","23","3.6","16"
"jordan wilkins","RB","IND","2019","2","82","0","5","16.4","55"
"dak prescott","QB","DAL","2019","2","69","0","5","13.8","42"
"frank gore","RB","BUF","2019","2","68","1","19","3.6","9"
"leveon bell","RB","NYJ","2019","2","68","0","21","3.2","8"
"austin ekeler","RB","LAC","2019","2","66","1","17","3.9","12"
"todd gurley","RB","LAR","2019","2","63","1","16","3.9","20"
"rashaad penny","RB","SEA","2019","2","62","1","10","6.2","37"
"nick chubb","RB","CLE","2019","2","62","1","18","3.4","19"
"david montgomery","RB","CHI","2019","2","62","1","18","3.4","12"
"chris carson","RB","SEA","2019","2","60","0","15","4.0","21"
"justin jackson 2","RB","LAC","2019","2","59","0","7","8.4","40"
"devin singletary","RB","BUF","2019","2","57","1","6","9.5","20"
"gardner minshew","QB","JAX","2019","2","56","0","6","9.3","21"
"royce freeman","RB","DEN","2019","2","54","0","11","4.9","14"
"marlon mack","RB","IND","2019","2","51","0","20","2.6","10"
"cordarrelle patterson","WR","CHI","2019","2","50","0","2","25.0","46"
"mark ingram","RB","BAL","2019","2","47","0","13","3.6","16"
"leonard fournette","RB","JAX","2019","2","47","0","15","3.1","14"
"alvin kamara","RB","NO","2019","2","45","0","13","3.5","12"
"kerryon johnson","RB","DET","2019","2","41","0","12","3.4","9"
"malcolm brown","RB","LAR","2019","2","37","0","6","6.2","13"
"christian mccaffrey","RB","CAR","2019","2","37","0","16","2.3","10"
"phillip lindsay","RB","DEN","2019","2","36","0","13","2.8","9"
"jeff wilson","RB","SF","2019","2","34","2","10","3.4","14"
"james conner","RB","PIT","2019","2","33","1","11","3.0","14"
"marcus mariota","QB","TEN","2019","2","32","0","5","6.4","15"
"ito smith","RB","ATL","2019","2","32","0","4","8.0","28"
"duke johnson","RB","HOU","2019","2","31","0","6","5.2","19"
"ty johnson","RB","DET","2019","2","30","0","5","6.0","17"
"jamaal williams","RB","GB","2019","2","28","0","9","3.1","10"
"miles sanders","RB","PHI","2019","2","28","0","10","2.8","5"
"adrian peterson","RB","WAS","2019","2","25","1","10","2.5","10"
"ty montgomery","RB","NYJ","2019","2","25","0","3","8.3","15"
"jacoby brissett","QB","IND","2019","2","25","0","7","3.6","7"
"alexander mattison","RB","MIN","2019","2","25","0","4","6.3","14"
"lesean mccoy","RB","KC","2019","2","23","0","11","2.1","6"
"benny snell","RB","PIT","2019","2","23","0","1","23.0","23"
"russell wilson","QB","SEA","2019","2","22","0","6","3.7","15"
"devonta freeman","RB","ATL","2019","2","22","0","11","2.0","9"
"tony pollard","RB","DAL","2019","2","22","0","4","5.5","10"
"rex burkhead","RB","NE","2019","2","21","0","5","4.2","12"
"josh allen 2","QB","BUF","2019","2","21","1","7","3.0","9"
"bennie fowler","WR","NYG","2019","2","20","0","1","20.0","20"
"kenyan drake","RB","MIA","2019","2","19","0","6","3.2","9"
"derek carr","QB","OAK","2019","2","18","0","2","9.0","10"
"jordan howard","RB","PHI","2019","2","18","0","8","2.3","5"
"tarik cohen","RB","CHI","2019","2","18","0","4","4.5","9"
"jaylen samuels","RB","PIT","2019","2","18","0","3","6.0","7"
"kirk cousins","QB","MIN","2019","2","17","0","2","8.5","11"
"joe mixon","RB","CIN","2019","2","17","0","11","1.5","9"
"steven sims","WR","WAS","2019","2","16","0","3","5.3","8"
"mark walton","RB","MIA","2019","2","15","0","3","5.0","6"
"taylor gabriel","WR","CHI","2019","2","14","0","1","14.0","14"
"david johnson 2","RB","ARI","2019","2","14","1","7","2.0","4"
"matthew stafford","QB","DET","2019","2","13","0","4","3.3","8"
"philip rivers","QB","LAC","2019","2","12","0","1","12.0","12"
"randall cobb","WR","DAL","2019","2","11","0","2","5.5","7"
"gus edwards","RB","BAL","2019","2","11","0","3","3.7","4"
"james white","RB","NE","2019","2","10","0","3","3.3","5"
"dion lewis","RB","TEN","2019","2","9","0","3","3.0","4"
"robert woods","WR","LAR","2019","2","9","0","1","9.0","9"
"jameis winston","QB","TB","2019","2","9","0","4","2.3","9"
"deandre washington","RB","OAK","2019","2","9","0","3","3.0","4"
"ronald jones ii","RB","TB","2019","2","9","0","4","2.3","12"
"nyheim hines","RB","IND","2019","2","9","0","2","4.5","5"
"cj anderson","RB","DET","2019","2","8","0","5","1.6","7"
"jimmy garoppolo","QB","SF","2019","2","8","0","4","2.0","9"
"damien williams","RB","KC","2019","2","8","0","9","0.9","5"
"mitchell trubisky","QB","CHI","2019","2","8","0","1","8.0","8"
"dernest johnson","RB","CLE","2019","2","8","0","3","2.7","6"
"latavius murray","RB","NO","2019","2","7","0","5","1.4","4"
"cj prosise","RB","SEA","2019","2","7","0","2","3.5","5"
"mason rudolph","QB","PIT","2019","2","7","0","1","7.0","7"
"deebo samuel","WR","SF","2019","2","7","0","2","3.5","5"
"ryan fitzpatrick","QB","MIA","2019","2","6","0","1","6.0","6"
"giovani bernard","RB","CIN","2019","2","6","0","6","1.0","5"
"kyle juszczyk","RB","SF","2019","2","6","0","1","6.0","6"
"cooper kupp","WR","LAR","2019","2","6","0","1","6.0","6"
"kalen ballage","RB","MIA","2019","2","6","0","4","1.5","3"
"antonio brown","WR","NE","2019","2","5","0","1","5.0","5"
"teddy bridgewater","QB","NO","2019","2","5","0","2","2.5","4"
"deshaun watson","QB","HOU","2019","2","5","1","4","1.3","4"
"wendell smallwood","RB","WAS","2019","2","4","0","1","4.0","4"
"isaiah mckenzie","WR","BUF","2019","2","4","0","1","4.0","4"
"kyler murray","QB","ARI","2019","2","4","0","3","1.3","7"
"justice hill","RB","BAL","2019","2","4","0","1","4.0","4"
"matt ryan","QB","ATL","2019","2","3","0","2","1.5","4"
"james develin","FB","NE","2019","2","3","0","2","1.5","2"
"chris thompson","RB","WAS","2019","2","3","0","2","1.5","2"
"carson wentz","QB","PHI","2019","2","3","1","3","1.0","2"
"jalen richard","WR","OAK","2019","2","3","0","2","1.5","3"
"eli manning","QB","NYG","2019","2","2","0","1","2.0","2"
"andy dalton","QB","CIN","2019","2","2","0","2","1.0","2"
"brandin cooks","WR","LAR","2019","2","2","0","1","2.0","2"
"ameer abdullah","RB","MIN","2019","2","2","0","1","2.0","2"
"jd mckissic","RB","DET","2019","2","2","0","2","1.0","4"
"curtis samuel","WR","CAR","2019","2","2","0","1","2.0","2"
"chase edmonds","RB","ARI","2019","2","2","0","1","2.0","2"
"tom brady","QB","NE","2019","2","1","1","2","0.5","1"
"julian edelman","WR","NE","2019","2","1","0","1","1.0","1"
"patrick dimarco","FB","BUF","2019","2","1","0","1","1.0","1"
"mike davis 3","RB","CHI","2019","2","1","0","3","0.3","2"
"adam humphries","WR","TEN","2019","2","1","0","1","1.0","1"
"darwin thompson","RB","KC","2019","2","1","0","1","1.0","1"
