"Name","Position","Team","Year","Week","RushYds","RushTD","RushAtt","RushAve","RushLong"
"alvin kamara","RB","NO","2019","14","25","0","13","1.9","17"
"justin jackson 2","RB","LAC","2019","14","25","0","3","8.3","14"
"jamaal williams","RB","GB","2019","14","24","0","7","3.4","7"
"royce freeman","RB","DEN","2019","14","24","0","8","3.0","11"
"kyle allen","QB","CAR","2019","14","24","1","6","4.0","8"
"malcolm brown","RB","LAR","2019","14","21","1","5","4.2","17"
"tom brady","QB","NE","2019","14","20","0","2","10.0","17"
"gus edwards","RB","BAL","2019","14","20","0","4","5.0","7"
"ryan tannehill","QB","TEN","2019","14","19","0","4","4.8","10"
"david johnson 2","RB","ARI","2019","14","19","0","3","6.3","9"
"derek carr","QB","OAK","2019","14","17","0","2","8.5","15"
"curtis samuel","WR","CAR","2019","14","17","0","3","5.7","13"
"aaron rodgers","QB","GB","2019","14","16","0","5","3.2","13"
"jaylen samuels","RB","PIT","2019","14","16","0","7","2.3","9"
"diontae johnson","WR","PIT","2019","14","16","0","1","16.0","16"
"giovani bernard","RB","CIN","2019","14","15","0","4","3.8","13"
"rex burkhead","RB","NE","2019","14","15","0","7","2.1","5"
"drew lock","QB","DEN","2019","14","15","0","3","5.0","11"
"taysom hill","TE","NO","2019","14","13","0","5","2.6","7"
"baker mayfield","QB","CLE","2019","14","13","1","2","6.5","7"
"mike boone","RB","MIN","2019","14","13","0","5","2.6","4"
"aj brown","WR","TEN","2019","14","13","0","1","13.0","13"
"deandre hopkins","WR","HOU","2019","14","12","0","1","12.0","12"
"andy dalton","QB","CIN","2019","14","11","0","3","3.7","6"
"spencer ware","RB","KC","2019","14","11","0","5","2.2","6"
"tyrod taylor","QB","LAC","2019","14","10","0","4","2.5","9"
"brandon bolden","RB","NE","2019","14","10","1","1","10.0","10"
"carson wentz","QB","PHI","2019","14","9","0","5","1.8","4"
"josh allen 2","QB","BUF","2019","14","9","0","2","4.5","7"
"chase edmonds","RB","ARI","2019","14","9","0","1","9.0","9"
"matt ryan","QB","ATL","2019","14","8","0","1","8.0","8"
"julian edelman","WR","NE","2019","14","8","0","1","8.0","8"
"sterling shepard","WR","NYG","2019","14","8","0","1","8.0","8"
"tyreek hill","WR","KC","2019","14","8","0","2","4.0","5"
"sony michel","RB","NE","2019","14","8","0","5","1.6","3"
"justice hill","RB","BAL","2019","14","8","0","3","2.7","9"
"deonte harris","WR","NO","2019","14","8","0","1","8.0","8"
"tyler boyd","WR","CIN","2019","14","7","0","1","7.0","7"
"tarik cohen","RB","CHI","2019","14","7","0","3","2.3","6"
"ryquell armstead","RB","JAX","2019","14","7","0","2","3.5","4"
"darwin thompson","RB","KC","2019","14","7","0","4","1.8","4"
"frank gore","RB","BUF","2019","14","6","0","4","1.5","6"
"tevin coleman","RB","SF","2019","14","6","0","3","2.0","6"
"patrick mahomes ii","QB","KC","2019","14","6","0","6","1.0","5"
"reggie bonnafon","RB","CAR","2019","14","6","0","1","6.0","6"
"qadree ollison","RB","ATL","2019","14","6","0","4","1.5","3"
"jameis winston","QB","TB","2019","14","5","1","6","0.8","5"
"duke johnson","RB","HOU","2019","14","5","0","1","5.0","5"
"jay ajayi","RB","PHI","2019","14","5","0","2","2.5","3"
"myles gaskin","RB","MIA","2019","14","5","0","4","1.3","6"
"travis kelce","TE","KC","2019","14","4","1","1","4.0","4"
"clive walford","TE","MIA","2019","14","4","0","0","-","4"
"jared goff","QB","LAR","2019","14","4","0","2","2.0","5"
"wendell smallwood","RB","WAS","2019","14","4","0","2","2.0","4"
"derek watt","FB","LAC","2019","14","4","1","2","2.0","3"
"robby anderson","WR","NYJ","2019","14","4","0","1","4.0","4"
"christian kirk","WR","ARI","2019","14","4","0","1","4.0","4"
"sam darnold","QB","NYJ","2019","14","3","0","3","1.0","4"
"ty johnson","RB","DET","2019","14","3","0","2","1.5","5"
"cj prosise","RB","SEA","2019","14","2","0","1","2.0","2"
"jd mckissic","RB","DET","2019","14","2","0","1","2.0","2"
"kyler murray","QB","ARI","2019","14","2","0","6","0.3","8"
"drew brees","QB","NO","2019","14","1","1","1","1.0","1"
"jimmy garoppolo","QB","SF","2019","14","1","0","2","0.5","2"
"dak prescott","QB","DAL","2019","14","1","0","3","0.3","1"
"nyheim hines","RB","IND","2019","14","1","0","4","0.3","5"
"jordan wilkins","RB","IND","2019","14","1","0","1","1.0","1"
"philip rivers","QB","LAC","2019","14","0","0","1","0.0","0"
"marcus sherels","CB","MIA","2019","14","0","0","0","-","0"
"cj ham","FB","MIN","2019","14","0","0","1","0.0","0"
"desmond king","CB","LAC","2019","14","0","0","0","-","0"
"dj moore 2","WR","CAR","2019","14","0","0","1","0.0","0"
"greg dortch","WR","CAR","2019","14","0","0","0","-","0"
"matt schaub","QB","ATL","2019","14","-1","0","1","-1.0","-1"
"eli manning","QB","NYG","2019","14","-1","0","2","-0.5","0"
"kirk cousins","QB","MIN","2019","14","-1","0","1","-1.0","-1"
"garrett gilbert","QB","CLE","2019","14","-1","0","1","-1.0","-1"
"richie james","WR","SF","2019","14","-1","0","1","-1.0","-1"
"dwayne haskins","QB","WAS","2019","14","-1","0","1","-1.0","-1"
"alec ingold","FB","OAK","2019","14","-1","0","1","-1.0","-1"
"cordarrelle patterson","WR","CHI","2019","14","-5","0","1","-5.0","-5"
"jordan berry","P","PIT","2019","14","-8","0","1","-8.0","-8"
