"Name","Position","Team","Year","Week","RushYds","RushTD","RushAtt","RushAve","RushLong"
"nkeal harry","WR","NE","2019","16","18","0","2","9.0","18"
"will grier","QB","CAR","2019","16","17","0","4","4.3","11"
"patrick laird","RB","MIA","2019","16","17","0","8","2.1","7"
"cordarrelle patterson","WR","CHI","2019","16","16","0","1","16.0","16"
"jameis winston","QB","TB","2019","16","16","0","2","8.0","14"
"travis homer","RB","SEA","2019","16","16","0","5","3.2","17"
"melvin gordon","RB","LAC","2019","16","15","2","9","1.7","10"
"latavius murray","RB","NO","2019","16","14","0","7","2.0","5"
"spencer ware","RB","KC","2019","16","14","0","5","2.8","5"
"cj prosise","RB","SEA","2019","16","14","0","4","3.5","9"
"patrick mahomes ii","QB","KC","2019","16","14","1","2","7.0","12"
"benny snell","RB","PIT","2019","16","14","0","7","2.0","6"
"darwin thompson","RB","KC","2019","16","14","0","5","2.8","8"
"peyton barber","RB","TB","2019","16","13","0","5","2.6","7"
"jared goff","QB","LAR","2019","16","12","0","4","3.0","5"
"boston scott","RB","PHI","2019","16","12","0","3","4.0","5"
"reggie bonnafon","RB","CAR","2019","16","12","0","2","6.0","7"
"daniel jones","QB","NYG","2019","16","12","0","3","4.0","11"
"jalen richard","WR","OAK","2019","16","11","0","5","2.2","5"
"austin ekeler","RB","LAC","2019","16","11","0","4","2.8","5"
"taysom hill","TE","NO","2019","16","11","0","2","5.5","7"
"drew lock","QB","DEN","2019","16","10","0","4","2.5","10"
"ryan fitzpatrick","QB","MIA","2019","16","9","0","5","1.8","15"
"albert wilson","WR","MIA","2019","16","9","0","1","9.0","9"
"christian kirk","WR","ARI","2019","16","9","0","2","4.5","8"
"steven sims","WR","WAS","2019","16","9","0","2","4.5","14"
"ryan tannehill","QB","TEN","2019","16","8","0","1","8.0","8"
"kareem hunt","RB","CLE","2019","16","8","0","2","4.0","6"
"tarik cohen","RB","CHI","2019","16","8","0","2","4.0","6"
"ty montgomery","RB","NYJ","2019","16","7","0","2","3.5","7"
"dak prescott","QB","DAL","2019","16","7","0","1","7.0","7"
"jaylen samuels","RB","PIT","2019","16","7","0","3","2.3","6"
"russell gage","WR","ATL","2019","16","7","0","2","3.5","4"
"darrell henderson","RB","LAR","2019","16","7","0","2","3.5","7"
"matt ryan","QB","ATL","2019","16","6","0","4","1.5","9"
"robert woods","WR","LAR","2019","16","6","0","2","3.0","6"
"john ross","WR","CIN","2019","16","6","0","2","3.0","5"
"keelan cole","WR","JAX","2019","16","6","0","1","6.0","6"
"delance turner","RB","MIA","2019","16","6","0","4","1.5","5"
"jimmy garoppolo","QB","SF","2019","16","5","0","4","1.3","7"
"james white","RB","NE","2019","16","5","0","3","1.7","4"
"greg ward jr","WR","PHI","2019","16","5","0","1","5.0","5"
"damari scott","WR","NYG","2019","16","5","0","1","5.0","5"
"tom brady","QB","NE","2019","16","4","0","4","1.0","3"
"duke johnson","RB","HOU","2019","16","4","0","2","2.0","6"
"curtis samuel","WR","CAR","2019","16","4","0","2","2.0","3"
"baker mayfield","QB","CLE","2019","16","4","0","2","2.0","5"
"nyheim hines","RB","IND","2019","16","4","0","1","4.0","4"
"bilal powell","RB","NYJ","2019","16","3","0","1","3.0","3"
"giovani bernard","RB","CIN","2019","16","3","0","2","1.5","3"
"derek carr","QB","OAK","2019","16","3","1","1","3.0","3"
"john brown","WR","BUF","2019","16","3","0","1","3.0","3"
"david johnson 2","RB","ARI","2019","16","3","0","2","1.5","2"
"sam darnold","QB","NYJ","2019","16","3","0","4","0.8","4"
"qadree ollison","RB","ATL","2019","16","3","1","1","3.0","3"
"andrew beck","TE","DEN","2019","16","3","0","1","3.0","3"
"russell wilson","QB","SEA","2019","16","2","0","2","1.0","6"
"adam thielen","WR","MIN","2019","16","2","0","1","2.0","2"
"ryquell armstead","RB","JAX","2019","16","2","0","1","2.0","2"
"case keenum","QB","WAS","2019","16","1","1","1","1.0","1"
"ben garland","C","SF","2019","16","0","0","0","-","0"
"kenjon barner","RB","ATL","2019","16","0","0","0","-","0"
"diontae spencer","WR","DEN","2019","16","0","0","0","-","0"
"bj finney","C","PIT","2019","16","0","0","0","-","0"
"mason rudolph","QB","PIT","2019","16","0","0","2","0.0","5"
"tony pollard","RB","DAL","2019","16","0","0","2","0.0","1"
"nsimba webster","WR","LAR","2019","16","0","0","0","-","0"
"michael walker","WR","JAX","2019","16","0","0","0","-","0"
"devlin hodges","QB","PIT","2019","16","0","0","1","0.0","0"
"matt moore","QB","KC","2019","16","-1","0","1","-1.0","-1"
"malcolm brown","RB","LAR","2019","16","-1","0","1","-1.0","-1"
"brian hoyer","QB","IND","2019","16","-2","0","3","-0.7","0"
"tyrod taylor","QB","LAC","2019","16","-2","0","2","-1.0","-1"
"drew brees","QB","NO","2019","16","-3","0","3","-1.0","-1"
"aaron rodgers","QB","GB","2019","16","-3","0","3","-1.0","-1"
"keenan allen","WR","LAC","2019","16","-5","0","1","-5.0","-5"
