"Name","Position","Team","Year","Week","RushYds","RushTD","RushAtt","RushAve","RushLong"
"derrick henry","RB","TEN","2019","12","159","2","19","8.4","74"
"rashaad penny","RB","SEA","2019","12","129","1","14","9.2","58"
"mark ingram","RB","BAL","2019","12","111","1","15","7.4","25"
"nick chubb","RB","CLE","2019","12","106","1","21","5.0","17"
"devin singletary","RB","BUF","2019","12","106","0","21","5.0","11"
"jonathan williams","RB","IND","2019","12","104","1","26","4.0","13"
"bo scarbrough","RB","DET","2019","12","98","0","18","5.4","30"
"benny snell","RB","PIT","2019","12","98","0","21","4.7","21"
"leonard fournette","RB","JAX","2019","12","97","2","24","4.0","16"
"lamar jackson","QB","BAL","2019","12","95","0","8","11.9","29"
"ezekiel elliott","RB","DAL","2019","12","86","0","21","4.1","12"
"sony michel","RB","NE","2019","12","85","0","20","4.3","17"
"joe mixon","RB","CIN","2019","12","79","0","18","4.4","14"
"carlos hyde","RB","HOU","2019","12","67","0","16","4.2","33"
"frank gore","RB","BUF","2019","12","65","0","15","4.3","27"
"latavius murray","RB","NO","2019","12","64","1","7","9.1","26"
"christian mccaffrey","RB","CAR","2019","12","64","1","22","2.9","9"
"jeff driskel","QB","DET","2019","12","63","0","9","7.0","18"
"miles sanders","RB","PHI","2019","12","63","0","12","5.3","14"
"saquon barkley","RB","NYG","2019","12","59","0","17","3.5","22"
"phillip lindsay","RB","DEN","2019","12","57","0","13","4.4","16"
"josh allen 2","QB","BUF","2019","12","56","0","9","6.2","18"
"gus edwards","RB","BAL","2019","12","55","0","14","3.9","11"
"alvin kamara","RB","NO","2019","12","54","0","11","4.9","30"
"ronald jones ii","RB","TB","2019","12","51","1","12","4.3","25"
"nyheim hines","RB","IND","2019","12","51","0","9","5.7","18"
"leveon bell","RB","NYJ","2019","12","49","0","12","4.1","12"
"ryan fitzpatrick","QB","MIA","2019","12","45","1","5","9.0","17"
"raheem mostert","RB","SF","2019","12","45","1","6","7.5","15"
"jamaal williams","RB","GB","2019","12","45","0","11","4.1","12"
"kerrith whyte","RB","PIT","2019","12","43","0","6","7.2","21"
"ryan tannehill","QB","TEN","2019","12","40","2","7","5.7","21"
"curtis samuel","WR","CAR","2019","12","40","0","4","10.0","13"
"tevin coleman","RB","SF","2019","12","39","1","11","3.5","11"
"jameis winston","QB","TB","2019","12","38","0","8","4.8","24"
"aaron jones 2","RB","GB","2019","12","38","0","13","2.9","11"
"kareem hunt","RB","CLE","2019","12","37","1","8","4.6","9"
"josh jacobs","RB","OAK","2019","12","34","0","10","3.4","15"
"peyton barber","RB","TB","2019","12","32","0","11","2.9","8"
"derrius guice","RB","WAS","2019","12","32","0","10","3.2","11"
"dwayne haskins","QB","WAS","2019","12","28","0","3","9.3","18"
"adrian peterson","RB","WAS","2019","12","27","0","10","2.7","7"
"carson wentz","QB","PHI","2019","12","27","0","5","5.4","11"
"jeff wilson","RB","SF","2019","12","27","0","2","13.5","25"
"daniel jones","QB","NYG","2019","12","27","0","2","13.5","26"
"justice hill","RB","BAL","2019","12","27","0","8","3.4","11"
"chris carson","RB","SEA","2019","12","26","0","8","3.3","6"
"tarik cohen","RB","CHI","2019","12","25","0","6","4.2","13"
"todd gurley","RB","LAR","2019","12","22","0","6","3.7","15"
"duke johnson","RB","HOU","2019","12","22","0","5","4.4","19"
"sterling shepard","WR","NYG","2019","12","22","0","1","22.0","22"
"robert foster","WR","BUF","2019","12","22","0","1","22.0","22"
"david montgomery","RB","CHI","2019","12","22","0","13","1.7","13"
"dion lewis","RB","TEN","2019","12","21","0","5","4.2","8"
"allen lazard","WR","GB","2019","12","21","0","1","21.0","21"
"nick foles","QB","JAX","2019","12","20","0","3","6.7","13"
"jacoby brissett","QB","IND","2019","12","20","1","4","5.0","8"
"royce freeman","RB","DEN","2019","12","20","0","2","10.0","13"
"qadree ollison","RB","ATL","2019","12","20","1","8","2.5","6"
"patrick laird","RB","MIA","2019","12","20","0","3","6.7","13"
"deandre washington","RB","OAK","2019","12","19","0","6","3.2","8"
"tony pollard","RB","DAL","2019","12","19","0","4","4.8","8"
"mitchell trubisky","QB","CHI","2019","12","18","1","7","2.6","12"
"jay ajayi","RB","PHI","2019","12","16","0","6","2.7","11"
"sam darnold","QB","NYJ","2019","12","16","1","4","4.0","8"
"bilal powell","RB","NYJ","2019","12","15","0","5","3.0","7"
"russell wilson","QB","SEA","2019","12","15","0","3","5.0","16"
"calvin ridley","WR","ATL","2019","12","15","0","1","15.0","15"
"brian hill","RB","ATL","2019","12","14","0","9","1.6","5"
"aaron rodgers","QB","GB","2019","12","13","0","3","4.3","5"
"kalen ballage","RB","MIA","2019","12","13","0","7","1.9","4"
"dare ogunbowale","RB","TB","2019","12","12","0","1","12.0","12"
"brandon bolden","RB","NE","2019","12","11","0","1","11.0","11"
"derek carr","QB","OAK","2019","12","11","0","1","11.0","11"
"ty johnson","RB","DET","2019","12","11","0","4","2.8","5"
"deshaun watson","QB","HOU","2019","12","10","0","3","3.3","6"
"myles gaskin","RB","MIA","2019","12","10","0","4","2.5","4"
"kyle allen","QB","CAR","2019","12","9","0","1","9.0","9"
"matt ryan","QB","ATL","2019","12","8","0","1","8.0","8"
"brandon allen","QB","DEN","2019","12","8","0","2","4.0","7"
"dj moore 2","WR","CAR","2019","12","8","0","1","8.0","8"
"ryan finley","QB","CIN","2019","12","8","0","2","4.0","7"
"trey edmunds","RB","PIT","2019","12","7","0","2","3.5","5"
"jaylen samuels","RB","PIT","2019","12","6","0","2","3.0","4"
"josh adams","RB","NYJ","2019","12","6","0","4","1.5","10"
"james white","RB","NE","2019","12","5","0","2","2.5","3"
"baker mayfield","QB","CLE","2019","12","5","0","2","2.5","5"
"albert wilson","WR","MIA","2019","12","4","0","1","4.0","4"
"dak prescott","QB","DAL","2019","12","4","0","1","4.0","4"
"jalen richard","WR","OAK","2019","12","4","0","2","2.0","5"
"jonnu smith","TE","TEN","2019","12","4","0","1","4.0","4"
"david moore","WR","SEA","2019","12","4","0","1","4.0","4"
"mason rudolph","QB","PIT","2019","12","4","0","4","1.0","2"
"rex burkhead","RB","NE","2019","12","3","0","2","1.5","4"
"jd mckissic","RB","DET","2019","12","3","0","1","3.0","3"
"ty montgomery","RB","NYJ","2019","12","2","0","5","0.4","4"
"tj logan","RB","TB","2019","12","2","0","1","2.0","2"
"brandin cooks","WR","LAR","2019","12","1","0","1","1.0","1"
"jimmy garoppolo","QB","SF","2019","12","1","0","2","0.5","1"
"wayne gallman","RB","NYG","2019","12","1","0","1","1.0","1"
"devlin hodges","QB","PIT","2019","12","1","0","3","0.3","5"
"andre roberts","WR","BUF","2019","12","0","0","0","-","0"
"mike glennon","QB","OAK","2019","12","0","0","2","0.0","0"
"deandre carter","WR","HOU","2019","12","0","0","0","-","0"
"malcolm brown","RB","LAR","2019","12","0","0","1","0.0","0"
"james burgess 2","LB","NYJ","2019","12","0","0","0","-","0"
"alex armah","FB","CAR","2019","12","0","0","1","0.0","0"
"brandon wilson","S","CIN","2019","12","0","0","0","-","0"
"rashaan gaulden","S","CAR","2019","12","0","0","0","-","0"
"richie james","WR","SF","2019","12","0","0","1","0.0","0"
"alec ingold","FB","OAK","2019","12","0","0","1","0.0","0"
"michael walker","WR","JAX","2019","12","0","0","0","-","0"
"giovani bernard","RB","CIN","2019","12","-1","0","1","-1.0","-1"
"case keenum","QB","WAS","2019","12","-1","0","1","-1.0","-1"
"garrett gilbert","QB","CLE","2019","12","-1","0","1","-1.0","-1"
"jared goff","QB","LAR","2019","12","-1","0","1","-1.0","-1"
"scott miller 2","WR","TB","2019","12","-2","0","1","-2.0","-2"
"tom brady","QB","NE","2019","12","-3","0","2","-1.5","-1"
"robert griffin iii","QB","BAL","2019","12","-3","0","3","-1.0","-1"
"kalif raymond","WR","TEN","2019","12","-5","0","1","-5.0","-5"
"isaiah mckenzie","WR","BUF","2019","12","-5","0","1","-5.0","-5"
