"Name","Position","Team","Year","Week","RushYds","RushTD","RushAtt","RushAve","RushLong"
"carlos hyde","RB","HOU","2019","9","160","0","19","8.4","58"
"christian mccaffrey","RB","CAR","2019","9","146","2","24","6.1","58"
"ezekiel elliott","RB","DAL","2019","9","139","0","23","6.0","19"
"damien williams","RB","KC","2019","9","125","1","12","10.4","91"
"josh jacobs","RB","OAK","2019","9","120","2","28","4.3","17"
"mark ingram","RB","BAL","2019","9","115","0","15","7.7","53"
"kenyan drake","RB","ARI","2019","9","110","1","15","7.3","36"
"adrian peterson","RB","WAS","2019","9","108","0","18","6.0","28"
"chris carson","RB","SEA","2019","9","105","0","16","6.6","59"
"devin singletary","RB","BUF","2019","9","95","1","20","4.8","17"
"phillip lindsay","RB","DEN","2019","9","92","1","9","10.2","40"
"marlon mack","RB","IND","2019","9","89","0","21","4.2","24"
"jordan howard","RB","PHI","2019","9","82","1","19","4.3","17"
"melvin gordon","RB","LAC","2019","9","80","2","20","4.0","16"
"matt breida","RB","SF","2019","9","78","0","15","5.2","31"
"trey edmunds","RB","PIT","2019","9","73","0","12","6.1","45"
"dalvin cook","RB","MIN","2019","9","71","0","21","3.4","12"
"austin ekeler","RB","LAC","2019","9","70","0","12","5.8","16"
"ronald jones ii","RB","TB","2019","9","67","1","18","3.7","15"
"leveon bell","RB","NYJ","2019","9","66","0","17","3.9","14"
"nick chubb","RB","CLE","2019","9","65","0","20","3.3","11"
"derrick henry","RB","TEN","2019","9","63","1","13","4.8","12"
"lamar jackson","QB","BAL","2019","9","61","2","16","3.8","18"
"daniel jones","QB","NYG","2019","9","54","0","6","9.0","16"
"miles sanders","RB","PHI","2019","9","42","0","10","4.2","11"
"leonard fournette","RB","JAX","2019","9","40","0","11","3.6","11"
"david montgomery","RB","CHI","2019","9","40","2","14","2.9","17"
"ryan tannehill","QB","TEN","2019","9","38","1","4","9.5","25"
"james white","RB","NE","2019","9","38","1","9","4.2","8"
"deshaun watson","QB","HOU","2019","9","37","0","7","5.3","13"
"kyler murray","QB","ARI","2019","9","34","0","5","6.8","21"
"gardner minshew","QB","JAX","2019","9","34","0","4","8.5","10"
"jd mckissic","RB","DET","2019","9","32","0","4","8.0","13"
"aaron jones 2","RB","GB","2019","9","30","0","8","3.8","7"
"mark walton","RB","MIA","2019","9","29","0","12","2.4","14"
"ty johnson","RB","DET","2019","9","29","0","9","3.2","10"
"saquon barkley","RB","NYG","2019","9","28","0","14","2.0","8"
"derek carrier","RB","OAK","2019","9","27","0","1","27.0","27"
"gus edwards","RB","BAL","2019","9","27","1","7","3.9","12"
"parris campbell","WR","IND","2019","9","27","0","3","9.0","22"
"tevin coleman","RB","SF","2019","9","23","0","12","1.9","8"
"baker mayfield","QB","CLE","2019","9","22","0","3","7.3","16"
"russell wilson","QB","SEA","2019","9","21","0","1","21.0","21"
"tony pollard","RB","DAL","2019","9","21","0","3","7.0","10"
"dion lewis","RB","TEN","2019","9","20","0","4","5.0","15"
"kalen ballage","RB","MIA","2019","9","19","0","7","2.7","8"
"rex burkhead","RB","NE","2019","9","18","0","4","4.5","6"
"sony michel","RB","NE","2019","9","18","0","4","4.5","10"
"golden tate","WR","NYG","2019","9","16","0","1","16.0","16"
"bilal powell","RB","NYJ","2019","9","16","0","2","8.0","10"
"paul perkins","RB","DET","2019","9","16","0","2","8.0","13"
"frank gore","RB","BUF","2019","9","15","0","11","1.4","6"
"carson wentz","QB","PHI","2019","9","15","0","4","3.8","8"
"peyton barber","RB","TB","2019","9","15","0","4","3.8","6"
"mitchell trubisky","QB","CHI","2019","9","15","0","2","7.5","8"
"royce freeman","RB","DEN","2019","9","15","0","5","3.0","6"
"dwayne haskins","QB","WAS","2019","9","14","0","3","4.7","9"
"duke johnson","RB","HOU","2019","9","13","1","7","1.9","4"
"brandon allen","QB","DEN","2019","9","13","0","5","2.6","11"
"stefon diggs","WR","MIN","2019","9","12","0","1","12.0","12"
"dak prescott","QB","DAL","2019","9","12","0","3","4.0","11"
"jalen richard","WR","OAK","2019","9","12","0","2","6.0","7"
"josh allen 2","QB","BUF","2019","9","12","1","8","1.5","6"
"rashaad penny","RB","SEA","2019","9","12","0","4","3.0","6"
"curtis samuel","WR","CAR","2019","9","10","0","1","10.0","10"
"jamaal williams","RB","GB","2019","9","10","0","2","5.0","5"
"jaylen samuels","RB","PIT","2019","9","10","0","8","1.3","6"
"lesean mccoy","RB","KC","2019","9","9","0","3","3.0","7"
"jameis winston","QB","TB","2019","9","8","0","2","4.0","5"
"chris godwin","WR","TB","2019","9","8","0","1","8.0","8"
"christian kirk","WR","ARI","2019","9","8","0","1","8.0","8"
"dontrell hilliard","RB","CLE","2019","9","8","0","5","1.6","4"
"darren sproles","RB","PHI","2019","9","7","0","2","3.5","4"
"deandre washington","RB","OAK","2019","9","7","0","3","2.3","5"
"marvin hall","WR","DET","2019","9","7","0","1","7.0","7"
"tarik cohen","RB","CHI","2019","9","7","0","2","3.5","7"
"courtland sutton","WR","DEN","2019","9","7","0","1","7.0","7"
"nyheim hines","RB","IND","2019","9","7","0","1","7.0","7"
"justin jackson 2","RB","LAC","2019","9","7","0","2","3.5","6"
"mecole hardman","WR","KC","2019","9","7","0","1","7.0","7"
"dk metcalf","WR","SEA","2019","9","7","0","1","7.0","7"
"justice hill","RB","BAL","2019","9","7","0","3","2.3","3"
"matthew stafford","QB","DET","2019","9","6","0","3","2.0","4"
"brian hoyer","QB","IND","2019","9","6","0","1","6.0","6"
"deandre hopkins","WR","HOU","2019","9","6","0","1","6.0","6"
"jordan wilkins","RB","IND","2019","9","6","0","1","6.0","6"
"reggie bonnafon","RB","CAR","2019","9","6","0","3","2.0","4"
"alexander mattison","RB","MIN","2019","9","6","0","3","2.0","3"
"aaron rodgers","QB","GB","2019","9","5","0","1","5.0","5"
"colin jones","S","CAR","2019","9","5","0","1","5.0","5"
"kirk cousins","QB","MIN","2019","9","5","0","1","5.0","5"
"wendell smallwood","RB","WAS","2019","9","5","0","2","2.5","3"
"tyreek hill","WR","KC","2019","9","5","0","1","5.0","5"
"mason rudolph","QB","PIT","2019","9","5","0","3","1.7","7"
"alfred morris","RB","ARI","2019","9","4","0","1","4.0","4"
"jacoby brissett","QB","IND","2019","9","4","0","2","2.0","7"
"zay jones","WR","OAK","2019","9","3","0","1","3.0","3"
"ryan fitzpatrick","QB","MIA","2019","9","2","0","5","0.4","6"
"jimmy garoppolo","QB","SF","2019","9","2","0","3","0.7","4"
"ameer abdullah","RB","MIN","2019","9","2","0","1","2.0","2"
"mike williams 5","WR","LAC","2019","9","2","0","1","2.0","2"
"evan engram","TE","NYG","2019","9","2","0","1","2.0","2"
"diontae johnson","WR","PIT","2019","9","2","0","1","2.0","2"
"alec ingold","FB","OAK","2019","9","2","0","1","2.0","2"
"dare ogunbowale","RB","TB","2019","9","1","1","1","1.0","1"
"sam darnold","QB","NYJ","2019","9","1","0","2","0.5","1"
"darrel williams","RB","KC","2019","9","1","0","1","1.0","1"
"philip rivers","QB","LAC","2019","9","0","0","3","0.0","1"
"randall cobb","WR","DAL","2019","9","0","0","1","0.0","0"
"jonotthan harrison","C","NYJ","2019","9","0","0","0","-","0"
"cyrus jones","CB","BAL","2019","9","0","0","0","-","0"
"mike hughes","CB","MIN","2019","9","0","0","0","-","0"
"andre james","XX","OAK","2019","9","0","0","0","-","0"
"tony brooks james","RB","PIT","2019","9","0","0","1","0.0","0"
"raheem mostert","RB","SF","2019","9","-2","0","1","-2.0","-2"
"zach zenner","RB","ARI","2019","9","-3","0","1","-3.0","-3"
"kyle allen","QB","CAR","2019","9","-4","0","3","-1.3","-1"
"odell beckham jr","WR","CLE","2019","9","-5","0","1","-5.0","-5"
"jarius wright","WR","CAR","2019","9","-7","0","1","-7.0","-7"
