"Name","Position","Team","Year","Week","RushYds","RushTD","RushAtt","RushAve","RushLong"
"sony michel","RB","NE","2019","3","11","1","9","1.2","5"
"isaiah mckenzie","WR","BUF","2019","3","10","0","3","3.3","8"
"saquon barkley","RB","NYG","2019","3","10","0","8","1.3","6"
"philip rivers","QB","LAC","2019","3","9","0","2","4.5","8"
"johnny holton","WR","PIT","2019","3","9","0","1","9.0","9"
"patrick mahomes ii","QB","KC","2019","3","9","0","4","2.3","11"
"dawson knox","TE","BUF","2019","3","9","0","1","9.0","9"
"brandin cooks","WR","LAR","2019","3","8","0","1","8.0","8"
"darwin thompson","RB","KC","2019","3","8","0","3","2.7","8"
"taylor gabriel","WR","CHI","2019","3","7","0","1","7.0","7"
"darren waller","TE","OAK","2019","3","7","0","1","7.0","7"
"malcolm brown","RB","LAR","2019","3","7","0","3","2.3","4"
"dak prescott","QB","DAL","2019","3","7","1","2","3.5","8"
"mecole hardman","WR","KC","2019","3","7","0","1","7.0","7"
"diontae johnson","WR","PIT","2019","3","6","0","1","6.0","6"
"benny snell","RB","PIT","2019","3","6","0","3","2.0","4"
"joe flacco","QB","DEN","2019","3","5","0","2","2.5","3"
"giovani bernard","RB","CIN","2019","3","5","0","3","1.7","4"
"cj prosise","RB","SEA","2019","3","5","0","4","1.3","2"
"taysom hill","TE","NO","2019","3","5","0","1","5.0","5"
"reggie bonnafon","RB","CAR","2019","3","5","0","2","2.5","4"
"ty johnson","RB","DET","2019","3","5","0","4","1.3","3"
"darren sproles","RB","PHI","2019","3","4","0","2","2.0","3"
"john brown","WR","BUF","2019","3","4","0","1","4.0","4"
"jacoby brissett","QB","IND","2019","3","4","0","3","1.3","6"
"jakeem grant","WR","MIA","2019","3","4","0","1","4.0","4"
"dede westbrook","WR","JAX","2019","3","4","0","1","4.0","4"
"alex armah","FB","CAR","2019","3","4","0","1","4.0","4"
"matt ryan","QB","ATL","2019","3","3","0","2","1.5","4"
"keenan allen","WR","LAC","2019","3","3","0","1","3.0","3"
"case keenum","QB","WAS","2019","3","3","0","2","1.5","5"
"jimmy garoppolo","QB","SF","2019","3","3","0","6","0.5","2"
"jameis winston","QB","TB","2019","3","3","0","4","0.8","2"
"nyheim hines","RB","IND","2019","3","3","0","2","1.5","2"
"mohamed sanu","WR","ATL","2019","3","2","0","1","2.0","2"
"latavius murray","RB","NO","2019","3","2","0","2","1.0","2"
"duke johnson","RB","HOU","2019","3","2","0","2","1.0","1"
"mike davis 3","RB","CHI","2019","3","2","0","1","2.0","2"
"mitchell trubisky","QB","CHI","2019","3","2","0","1","2.0","2"
"matthew stafford","QB","DET","2019","3","1","0","3","0.3","3"
"andy dalton","QB","CIN","2019","3","1","1","1","1.0","1"
"josh gordon","WR","NE","2019","3","1","0","1","1.0","1"
"adam thielen","WR","MIN","2019","3","1","1","1","1.0","1"
"ty montgomery","RB","NYJ","2019","3","1","0","2","0.5","3"
"justice hill","RB","BAL","2019","3","1","0","1","1.0","1"
"zach line","FB","NO","2019","3","0","0","1","0.0","0"
"derek carr","QB","OAK","2019","3","0","0","1","0.0","0"
"tj jones","WR","NYG","2019","3","0","0","0","-","0"
"bobby mccain","CB","MIA","2019","3","0","0","0","-","0"
"austin reiter","C","KC","2019","3","0","0","0","-","0"
"nick martin","C","HOU","2019","3","0","0","0","-","0"
"adoree jackson","CB","TEN","2019","3","0","0","0","-","0"
"ito smith","RB","ATL","2019","3","0","0","1","0.0","0"
"chad beebe","WR","MIN","2019","3","0","0","0","-","0"
"deonte harris","WR","NO","2019","3","0","0","0","-","0"
"gunner olszewski","WR","NE","2019","3","0","0","0","-","0"
"tom brady","QB","NE","2019","3","-1","0","2","-0.5","0"
"aaron rodgers","QB","GB","2019","3","-1","0","1","-1.0","-1"
"derek watt","FB","LAC","2019","3","-1","0","1","-1.0","-1"
"baker mayfield","QB","CLE","2019","3","-1","0","1","-1.0","-1"
"kyle allen","QB","CAR","2019","3","-1","0","3","-0.3","1"
"brandon bolden","RB","NE","2019","3","-2","0","2","-1.0","3"
"sean mannion","QB","MIN","2019","3","-2","0","2","-1.0","0"
"tarik cohen","RB","CHI","2019","3","-2","0","4","-0.5","1"
"jordan wilkins","RB","IND","2019","3","-2","0","3","-0.7","0"
