"Name","Position","Team","Year","Week","RushYds","RushTD","RushAtt","RushAve","RushLong"
"jordan wilkins","RB","IND","2019","4","17","0","4","4.3","6"
"dion lewis","RB","TEN","2019","4","16","0","4","4.0","7"
"todd gurley","RB","LAR","2019","4","16","2","5","3.2","13"
"taysom hill","TE","NO","2019","4","16","0","2","8.0","18"
"royce freeman","RB","DEN","2019","4","16","0","6","2.7","5"
"latavius murray","RB","NO","2019","4","14","0","4","3.5","5"
"malcolm brown","RB","LAR","2019","4","14","0","5","2.8","6"
"carson wentz","QB","PHI","2019","4","13","0","6","2.2","6"
"darrel williams","RB","KC","2019","4","13","2","8","1.6","8"
"ty johnson","RB","DET","2019","4","13","0","3","4.3","6"
"elijhaa penny","FB","NYG","2019","4","12","0","3","4.0","5"
"deshaun watson","QB","HOU","2019","4","12","1","3","4.0","10"
"tarik cohen","RB","CHI","2019","4","11","0","5","2.2","6"
"ito smith","RB","ATL","2019","4","11","1","2","5.5","10"
"keke coutee","WR","HOU","2019","4","10","0","1","10.0","10"
"deonte harris","WR","NO","2019","4","10","0","1","10.0","10"
"phillip dorsett","WR","NE","2019","4","9","0","1","9.0","9"
"andy dalton","QB","CIN","2019","4","8","0","3","2.7","4"
"teddy bridgewater","QB","NO","2019","4","8","0","3","2.7","5"
"justice hill","RB","BAL","2019","4","8","0","2","4.0","5"
"russell wilson","QB","SEA","2019","4","7","0","2","3.5","5"
"dak prescott","QB","DAL","2019","4","7","0","1","7.0","7"
"geronimo allison","WR","GB","2019","4","7","0","1","7.0","7"
"kalen ballage","RB","MIA","2019","4","7","0","2","3.5","6"
"christian kirk","WR","ARI","2019","4","6","0","1","6.0","6"
"nyheim hines","RB","IND","2019","4","6","0","3","2.0","4"
"andy isabella","WR","ARI","2019","4","5","0","1","5.0","5"
"alexander mattison","RB","MIN","2019","4","5","0","2","2.5","3"
"darren sproles","RB","PHI","2019","4","4","0","1","4.0","4"
"chase daniel","QB","CHI","2019","4","4","0","5","0.8","4"
"brandon bolden","RB","NE","2019","4","4","1","1","4.0","4"
"cordarrelle patterson","WR","CHI","2019","4","4","0","2","2.0","3"
"chris thompson","RB","WAS","2019","4","4","0","4","1.0","3"
"cj prosise","RB","SEA","2019","4","4","1","3","1.3","9"
"giovani bernard","RB","CIN","2019","4","3","0","1","3.0","3"
"tavon austin","WR","DAL","2019","4","3","0","1","3.0","3"
"dan vitale","FB","GB","2019","4","3","0","1","3.0","3"
"gardner minshew","QB","JAX","2019","4","2","0","1","2.0","2"
"julio jones","WR","ATL","2019","4","1","0","1","1.0","1"
"james white","RB","NE","2019","4","1","0","1","1.0","1"
"curtis samuel","WR","CAR","2019","4","1","0","1","1.0","1"
"baker mayfield","QB","CLE","2019","4","1","0","3","0.3","1"
"benny snell","RB","PIT","2019","4","1","0","2","0.5","1"
"alec ingold","FB","OAK","2019","4","1","0","1","1.0","1"
"philip rivers","QB","LAC","2019","4","0","0","1","0.0","0"
"deanthony thomas","WR","KC","2019","4","0","0","0","-","0"
"tj jones","WR","NYG","2019","4","0","0","0","-","0"
"dare ogunbowale","RB","TB","2019","4","0","0","1","0.0","0"
"fred brown 2","WR","DEN","2019","4","0","0","0","-","0"
"joe flacco","QB","DEN","2019","4","-1","0","1","-1.0","-1"
"tyrod taylor","QB","LAC","2019","4","-1","0","4","-0.3","2"
"derek carr","QB","OAK","2019","4","-1","0","2","-0.5","0"
"jameis winston","QB","TB","2019","4","-1","0","1","-1.0","-1"
"jakeem grant","WR","MIA","2019","4","-2","0","1","-2.0","-2"
"cooper kupp","WR","LAR","2019","4","-2","0","1","-2.0","-2"
"tom brady","QB","NE","2019","4","-3","0","3","-1.0","-1"
"mason rudolph","QB","PIT","2019","4","-3","0","3","-1.0","-1"
