"Name","Position","Team","Year","Week","RushYds","RushTD","RushAtt","RushAve","RushLong"
"leonard fournette","RB","JAX","2019","4","225","0","29","7.8","81"
"nick chubb","RB","CLE","2019","4","165","3","20","8.3","88"
"kerryon johnson","RB","DET","2019","4","125","0","26","4.8","14"
"frank gore","RB","BUF","2019","4","109","0","17","6.4","41"
"chris carson","RB","SEA","2019","4","104","0","22","4.7","12"
"derrick henry","RB","TEN","2019","4","100","0","27","3.7","16"
"christian mccaffrey","RB","CAR","2019","4","93","1","27","3.4","13"
"jordan howard","RB","PHI","2019","4","87","2","15","5.8","19"
"josh jacobs","RB","OAK","2019","4","79","0","17","4.6","16"
"trevor davis","RB","OAK","2019","4","74","1","2","37.0","60"
"miles sanders","RB","PHI","2019","4","72","0","11","6.5","30"
"mark ingram","RB","BAL","2019","4","71","0","12","5.9","18"
"ronald jones ii","RB","TB","2019","4","70","1","19","3.7","24"
"alvin kamara","RB","NO","2019","4","69","0","17","4.1","13"
"lamar jackson","QB","BAL","2019","4","66","0","9","7.3","29"
"wayne gallman","RB","NYG","2019","4","63","1","18","3.5","22"
"sony michel","RB","NE","2019","4","63","0","17","3.7","15"
"joe mixon","RB","CIN","2019","4","62","0","15","4.1","15"
"austin ekeler","RB","LAC","2019","4","60","1","18","3.3","9"
"carlos hyde","RB","HOU","2019","4","58","0","12","4.8","25"
"lesean mccoy","RB","KC","2019","4","56","1","11","5.1","39"
"duke johnson","RB","HOU","2019","4","56","0","6","9.3","40"
"patrick mahomes ii","QB","KC","2019","4","54","0","6","9.0","25"
"phillip lindsay","RB","DEN","2019","4","53","0","9","5.9","28"
"david montgomery","RB","CHI","2019","4","53","0","21","2.5","7"
"aaron rodgers","QB","GB","2019","4","46","0","5","9.2","14"
"kenyan drake","RB","MIA","2019","4","44","0","9","4.9","10"
"james conner","RB","PIT","2019","4","42","0","10","4.2","21"
"ryquell armstead","RB","JAX","2019","4","42","0","8","5.3","16"
"david johnson 2","RB","ARI","2019","4","40","0","11","3.6","14"
"marlon mack","RB","IND","2019","4","39","0","11","3.5","18"
"chase edmonds","RB","ARI","2019","4","37","0","6","6.2","10"
"ezekiel elliott","RB","DAL","2019","4","35","1","18","1.9","6"
"dalvin cook","RB","MIN","2019","4","35","1","14","2.5","9"
"daniel jones","QB","NYG","2019","4","33","0","5","6.6","16"
"jon hilliman","RB","NYG","2019","4","33","0","10","3.3","7"
"jd mckissic","RB","DET","2019","4","30","0","4","7.5","26"
"adrian peterson","RB","WAS","2019","4","28","0","11","2.5","9"
"devonta freeman","RB","ATL","2019","4","28","0","12","2.3","8"
"gus edwards","RB","BAL","2019","4","28","0","6","4.7","14"
"dontrell hilliard","RB","CLE","2019","4","27","1","6","4.5","11"
"kyler murray","QB","ARI","2019","4","27","1","4","6.8","15"
"josh allen 2","QB","BUF","2019","4","26","1","5","5.2","15"
"jaylen samuels","RB","PIT","2019","4","26","1","10","2.6","13"
"sterling shepard","WR","NYG","2019","4","23","0","1","23.0","23"
"mark walton","RB","MIA","2019","4","23","0","6","3.8","11"
"dwayne haskins","QB","WAS","2019","4","23","0","2","11.5","14"
"marcus mariota","QB","TEN","2019","4","22","0","3","7.3","11"
"aaron jones 2","RB","GB","2019","4","21","1","13","1.6","7"
"troymaine pope","RB","LAC","2019","4","20","0","10","2.0","8"
"jacoby brissett","QB","IND","2019","4","19","0","5","3.8","9"
"peyton barber","RB","TB","2019","4","19","1","9","2.1","7"
"matt ryan","QB","ATL","2019","4","18","0","2","9.0","12"
"matthew stafford","QB","DET","2019","4","18","0","2","9.0","11"
"deandre washington","RB","OAK","2019","4","18","0","6","3.0","7"
"jalen richard","WR","OAK","2019","4","17","0","4","4.3","13"
