"Name","Position","Team","Year","Week","RushYds","RushTD","RushAtt","RushAve","RushLong"
"rex burkhead","RB","NE","2019","11","14","0","5","2.8","6"
"tevin coleman","RB","SF","2019","11","14","0","12","1.2","4"
"raheem mostert","RB","SF","2019","11","13","0","6","2.2","6"
"jd mckissic","RB","DET","2019","11","13","0","3","4.3","6"
"ronald jones ii","RB","TB","2019","11","13","0","4","3.3","6"
"jacoby brissett","QB","IND","2019","11","12","1","2","6.0","7"
"deshaun watson","QB","HOU","2019","11","12","0","3","4.0","9"
"kareem hunt","RB","CLE","2019","11","12","0","6","2.0","7"
"tony pollard","RB","DAL","2019","11","12","0","2","6.0","7"
"ty montgomery","RB","NYJ","2019","11","11","0","2","5.5","9"
"trey edmunds","RB","PIT","2019","11","11","0","3","3.7","9"
"nyheim hines","RB","IND","2019","11","11","1","3","3.7","7"
"qadree ollison","RB","ATL","2019","11","11","1","4","2.8","3"
"tyler boyd","WR","CIN","2019","11","10","0","1","10.0","10"
"james conner","RB","PIT","2019","11","10","0","5","2.0","7"
"isaiah mckenzie","WR","BUF","2019","11","10","0","1","10.0","10"
"courtland sutton","WR","DEN","2019","11","10","0","2","5.0","9"
"kalen ballage","RB","MIA","2019","11","9","1","9","1.0","7"
"mohamed sanu","WR","NE","2019","11","8","0","1","8.0","8"
"jimmy garoppolo","QB","SF","2019","11","7","0","1","7.0","7"
"damien williams","RB","KC","2019","11","7","0","4","1.8","3"
"jakeem grant","WR","MIA","2019","11","7","1","1","7.0","7"
"kyle allen","QB","CAR","2019","11","7","0","1","7.0","7"
"patrick laird","RB","MIA","2019","11","7","0","1","7.0","7"
"josh adams","RB","NYJ","2019","11","6","0","4","1.5","3"
"ryquell armstead","RB","JAX","2019","11","6","0","1","6.0","6"
"ty johnson","RB","DET","2019","11","6","0","2","3.0","5"
"zach line","FB","NO","2019","11","5","0","1","5.0","5"
"ameer abdullah","RB","MIN","2019","11","5","0","1","5.0","5"
"gregory howell","RB","HOU","2019","11","5","0","2","2.5","4"
"dwayne haskins","QB","WAS","2019","11","5","0","4","1.3","4"
"alexander mattison","RB","MIN","2019","11","5","0","3","1.7","6"
"devontae booker","RB","DEN","2019","11","4","0","1","4.0","4"
"mitchell trubisky","QB","CHI","2019","11","4","0","1","4.0","4"
"keith smith","FB","ATL","2019","11","3","0","1","3.0","3"
"jared goff","QB","LAR","2019","11","3","0","3","1.0","5"
"alec ingold","FB","OAK","2019","11","3","0","1","3.0","3"
"taysom hill","TE","NO","2019","11","2","0","1","2.0","2"
"kirk cousins","QB","MIN","2019","11","1","0","2","0.5","1"
"derek carr","QB","OAK","2019","11","1","1","5","0.2","3"
"andy janovich","FB","DEN","2019","11","1","1","1","1.0","1"
"baker mayfield","QB","CLE","2019","11","1","1","1","1.0","1"
"christian kirk","WR","ARI","2019","11","1","0","1","1.0","1"
"drew brees","QB","NO","2019","11","0","0","3","0.0","2"
"ryan fitzpatrick","QB","MIA","2019","11","0","0","1","0.0","0"
"matt ryan","QB","ATL","2019","11","0","0","2","0.0","1"
"deanthony thomas","WR","BAL","2019","11","0","0","0","-","0"
"cj ham","FB","MIN","2019","11","0","0","1","0.0","0"
"jalen richard","WR","OAK","2019","11","0","0","2","0.0","4"
"desmond king","CB","LAC","2019","11","0","0","0","-","0"
"dare ogunbowale","RB","TB","2019","11","0","0","2","0.0","0"
"quenton nelson","G","IND","2019","11","0","0","1","0.0","0"
"mike hughes","CB","MIN","2019","11","0","0","0","-","0"
"bobby okereke","LB","IND","2019","11","0","0","0","-","0"
"myles gaskin","RB","MIA","2019","11","0","0","1","0.0","0"
"tom brady","QB","NE","2019","11","-1","0","1","-1.0","-1"
"matt schaub","QB","ATL","2019","11","-1","0","1","-1.0","-1"
"robert griffin iii","QB","BAL","2019","11","-1","0","1","-1.0","-1"
"garrett gilbert","QB","CLE","2019","11","-1","0","1","-1.0","-1"
"deandre washington","RB","OAK","2019","11","-1","0","2","-0.5","1"
"brian hoyer","QB","IND","2019","11","-2","0","2","-1.0","-1"
"darren waller","TE","OAK","2019","11","-2","0","1","-2.0","-2"
"sam darnold","QB","NYJ","2019","11","-3","0","2","-1.5","-1"
"julio jones","WR","ATL","2019","11","-4","0","1","-4.0","-4"
"marvin jones","WR","DET","2019","11","-4","0","1","-4.0","-4"
"tony brooks james","RB","PIT","2019","11","-4","0","1","-4.0","-4"
"josh reynolds","WR","LAR","2019","11","-5","0","1","-5.0","-5"
"noah fant","TE","DEN","2019","11","-7","0","2","-3.5","-2"
