"Name","Position","Team","Year","Week","RushYds","RushTD","RushAtt","RushAve","RushLong"
"jonathan williams","RB","IND","2019","11","116","0","13","8.9","48"
"gus edwards","RB","BAL","2019","11","112","1","8","14.0","63"
"josh jacobs","RB","OAK","2019","11","112","0","23","4.9","21"
"marlon mack","RB","IND","2019","11","109","1","14","7.8","20"
"todd gurley","RB","LAR","2019","11","97","1","25","3.9","13"
"nick chubb","RB","CLE","2019","11","92","0","27","3.4","12"
"joe mixon","RB","CIN","2019","11","86","1","15","5.7","30"
"lamar jackson","QB","BAL","2019","11","79","0","10","7.9","39"
"alvin kamara","RB","NO","2019","11","75","0","13","5.8","14"
"devin singletary","RB","BUF","2019","11","75","0","15","5.0","22"
"christian mccaffrey","RB","CAR","2019","11","70","0","14","5.0","18"
"melvin gordon","RB","LAC","2019","11","69","0","14","4.9","21"
"kenyan drake","RB","ARI","2019","11","67","0","16","4.2","12"
"phillip lindsay","RB","DEN","2019","11","67","0","16","4.2","11"
"kyler murray","QB","ARI","2019","11","67","1","8","8.4","22"
"carlos hyde","RB","HOU","2019","11","65","1","9","7.2","41"
"leveon bell","RB","NYJ","2019","11","59","1","18","3.3","9"
"patrick mahomes ii","QB","KC","2019","11","59","0","5","11.8","24"
"josh allen 2","QB","BUF","2019","11","56","1","7","8.0","36"
"bo scarbrough","RB","DET","2019","11","55","1","14","3.9","23"
"jeff driskel","QB","DET","2019","11","51","1","8","6.4","23"
"mark ingram","RB","BAL","2019","11","48","0","13","3.7","11"
"ryan finley","QB","CIN","2019","11","47","0","3","15.7","24"
"ezekiel elliott","RB","DAL","2019","11","45","1","16","2.8","8"
"bilal powell","RB","NYJ","2019","11","42","0","7","6.0","17"
"duke johnson","RB","HOU","2019","11","40","0","6","6.7","17"
"tarik cohen","RB","CHI","2019","11","39","0","9","4.3","12"
"miles sanders","RB","PHI","2019","11","38","0","11","3.5","7"
"darrel williams","RB","KC","2019","11","35","1","11","3.2","6"
"sony michel","RB","NE","2019","11","33","0","10","3.3","12"
"royce freeman","RB","DEN","2019","11","31","0","8","3.9","10"
"david montgomery","RB","CHI","2019","11","31","0","14","2.2","5"
"giovani bernard","RB","CIN","2019","11","30","0","3","10.0","18"
"brian hill","RB","ATL","2019","11","30","0","15","2.0","11"
"lesean mccoy","RB","KC","2019","11","29","1","7","4.1","8"
"frank gore","RB","BUF","2019","11","27","0","11","2.5","6"
"latavius murray","RB","NO","2019","11","27","0","10","2.7","12"
"dalvin cook","RB","MIN","2019","11","26","1","11","2.4","5"
"jaylen samuels","RB","PIT","2019","11","26","0","5","5.2","11"
"boston scott","RB","PHI","2019","11","26","0","7","3.7","12"
"adrian peterson","RB","WAS","2019","11","25","0","9","2.8","8"
"austin ekeler","RB","LAC","2019","11","24","0","5","4.8","18"
"derrius guice","RB","WAS","2019","11","24","0","7","3.4","9"
"jameis winston","QB","TB","2019","11","23","0","2","11.5","23"
"leonard fournette","RB","JAX","2019","11","23","0","8","2.9","10"
"james white","RB","NE","2019","11","20","0","5","4.0","9"
"dak prescott","QB","DAL","2019","11","18","0","6","3.0","9"
"brandon allen","QB","DEN","2019","11","18","0","3","6.0","11"
"chester rogers","WR","IND","2019","11","18","0","1","18.0","18"
"justice hill","RB","BAL","2019","11","18","0","5","3.6","9"
"carson wentz","QB","PHI","2019","11","17","0","3","5.7","8"
"kenjon barner","RB","ATL","2019","11","15","0","2","7.5","9"
"malcolm brown","RB","LAR","2019","11","15","1","5","3.0","6"
"mason rudolph","QB","PIT","2019","11","15","0","2","7.5","13"
