"Name","Position","Team","Year","Week","RecYds","RecTD","Rec","Targets","RecAve","RecLong"
"deandre hopkins","WR","HOU","2018","5","151","0","9","13","16.8","49"
"davante adams","WR","GB","2018","5","140","1","9","12","15.6","30"
"odell beckham jr","WR","NYG","2018","5","131","1","8","14","16.4","33"
"robby anderson","WR","NYJ","2018","5","123","2","3","5","41.0","76"
"adam thielen","WR","MIN","2018","5","116","1","7","10","16.6","68"
"aj green","WR","CIN","2018","5","112","0","6","10","18.7","23"
"trequan smith","WR","NO","2018","5","111","2","3","3","37.0","62"
"zach ertz","TE","PHI","2018","5","110","1","10","11","11.0","23"
"demaryius thomas","WR","DEN","2018","5","105","1","5","6","21.0","42"
"eric ebron","TE","IND","2018","5","105","2","9","15","11.7","28"
"antonio brown","WR","PIT","2018","5","101","2","6","13","16.8","47"
"travis kelce","TE","KC","2018","5","100","0","5","8","20.0","40"
"tyler lockett","WR","SEA","2018","5","98","1","3","5","32.7","44"
"kenny golladay","WR","DET","2018","5","98","1","4","9","24.5","60"
"robert woods","WR","LAR","2018","5","92","0","5","7","18.4","31"
"martavis bryant","WR","OAK","2018","5","91","0","3","3","30.3","47"
"stefon diggs","WR","MIN","2018","5","91","0","10","11","9.1","25"
"keenan allen","WR","LAC","2018","5","90","0","8","9","11.3","19"
"cooper kupp","WR","LAR","2018","5","90","1","6","9","15.0","27"
"equanimeous st brown","WR","GB","2018","5","89","0","3","5","29.7","54"
"christian kirk","WR","ARI","2018","5","85","1","3","4","28.3","75"
"george kittle","TE","SF","2018","5","83","0","5","7","16.6","45"
"saquon barkley","RB","NYG","2018","5","81","2","4","4","20.3","57"
"sammy watkins","WR","KC","2018","5","78","0","6","8","13.0","33"
"james white","RB","NE","2018","5","77","1","10","14","7.7","18"
"austin hooper","TE","ATL","2018","5","77","0","9","12","8.6","23"
"jimmy graham","TE","GB","2018","5","76","0","6","11","12.7","24"
"donte moncrief","WR","JAX","2018","5","76","0","6","15","12.7","25"
"rob gronkowski","TE","NE","2018","5","75","0","6","7","12.5","19"
"kyle juszczyk","RB","SF","2018","5","75","0","6","7","12.5","25"
"sterling shepard","WR","NYG","2018","5","75","0","4","7","18.8","28"
"james conner","RB","PIT","2018","5","75","0","4","4","18.8","29"
"mike thomas 2","WR","NO","2018","5","74","0","4","5","18.5","31"
"mohamed sanu","WR","ATL","2018","5","73","1","4","7","18.3","43"
"alfred blue","RB","HOU","2018","5","73","0","8","8","9.1","28"
"emmanuel sanders","WR","DEN","2018","5","72","0","9","14","8.0","13"
"cameron meredith","WR","NO","2018","5","71","0","5","5","14.2","46"
"keelan cole","WR","JAX","2018","5","70","0","4","10","17.5","32"
"jarvis landry","WR","CLE","2018","5","69","0","5","10","13.8","27"
"tj yeldon","RB","JAX","2018","5","69","1","8","10","8.6","14"
"kenyan drake","RB","MIA","2018","5","69","1","7","11","9.9","22"
"david njoku","TE","CLE","2018","5","69","0","6","11","11.5","24"
"dj chark","WR","JAX","2018","5","68","0","2","4","34.0","38"
"marquez valdes scantling","WR","GB","2018","5","68","1","7","10","9.7","14"
"michael crabtree","WR","BAL","2018","5","66","0","6","12","11.0","20"
"tyrell williams","WR","LAC","2018","5","66","0","3","3","22.0","48"
"rashard higgins","WR","CLE","2018","5","66","1","3","4","22.0","26"
"chester rogers","WR","IND","2018","5","66","0","8","11","8.3","24"
"niles paul","TE","JAX","2018","5","65","0","7","9","9.3","19"
"ryan griffin","TE","HOU","2018","5","65","0","6","9","10.8","13"
"julio jones","WR","ATL","2018","5","62","0","5","9","12.4","18"
"melvin gordon","RB","LAC","2018","5","62","0","4","4","15.5","34"
"tyreek hill","WR","KC","2018","5","61","0","4","7","15.3","36"
"trent taylor","WR","SF","2018","5","61","1","7","8","8.7","16"
"derrick willies","WR","CLE","2018","5","61","0","3","5","20.3","39"
"devontae booker","RB","DEN","2018","5","59","0","5","6","11.8","22"
"john brown","WR","BAL","2018","5","58","0","4","14","14.5","28"
"ryan grant","WR","IND","2018","5","58","0","6","9","9.7","19"
"julian edelman","WR","NE","2018","5","57","0","7","9","8.1","13"
"willie snead","WR","BAL","2018","5","55","0","5","7","11.0","17"
"jamison crowder","WR","WAS","2018","5","55","0","4","8","13.8","24"
"geoff swaim","TE","DAL","2018","5","55","0","3","3","18.3","43"
"dede westbrook","WR","JAX","2018","5","55","0","3","5","18.3","30"
"devin funchess","WR","CAR","2018","5","53","0","4","7","13.3","21"
"jalen richard","WR","OAK","2018","5","53","0","6","6","8.8","32"
"russell shepard","WR","NYG","2018","5","52","0","3","4","17.3","40"
"keke coutee","WR","HOU","2018","5","51","1","6","7","8.5","18"
"josh gordon","WR","NE","2018","5","50","1","2","4","25.0","34"
"paul richardson","WR","WAS","2018","5","50","0","4","5","12.5","23"
"corey davis","WR","TEN","2018","5","49","0","4","6","12.3","23"
