"Name","Position","Team","Year","Week","RecYds","RecTD","Rec","Targets","RecAve","RecLong"
"mike thomas 2","WR","NO","2018","9","211","1","12","15","17.6","72"
"josh gordon","WR","NE","2018","9","130","1","5","9","26.0","55"
"keenan allen","WR","LAC","2018","9","124","0","6","10","20.7","54"
"maurice harris","WR","WAS","2018","9","124","0","10","12","12.4","33"
"julio jones","WR","ATL","2018","9","121","1","7","10","17.3","35"
"brandin cooks","WR","LAR","2018","9","114","1","6","8","19.0","48"
"george kittle","TE","SF","2018","9","108","1","4","4","27.0","71"
"deandre hopkins","WR","HOU","2018","9","105","1","10","12","10.5","16"
"marquez valdes scantling","WR","GB","2018","9","101","0","3","6","33.7","51"
"travis kelce","TE","KC","2018","9","99","2","7","9","14.1","21"
"cooper kupp","WR","LAR","2018","9","89","1","5","6","17.8","41"
"jeff heuerman","TE","DEN","2018","9","83","1","10","11","8.3","14"
"adam humphries","WR","TB","2018","9","82","2","8","8","10.3","30"
"duke johnson","RB","CLE","2018","9","78","2","9","9","8.7","23"
"christian mccaffrey","RB","CAR","2018","9","78","0","5","6","15.6","32"
"juju smith schuster","WR","PIT","2018","9","78","0","7","9","11.1","22"
"doug baldwin","WR","SEA","2018","9","77","0","4","4","19.3","42"
"greg olsen","TE","CAR","2018","9","76","1","6","6","12.7","23"
"james white","RB","NE","2018","9","72","0","6","7","12.0","37"
"julian edelman","WR","NE","2018","9","71","0","6","10","11.8","33"
"robert woods","WR","LAR","2018","9","71","0","5","9","14.2","19"
"calvin ridley","WR","ATL","2018","9","71","1","6","9","11.8","40"
"spencer ware","RB","KC","2018","9","69","0","4","5","17.3","25"
"tyreek hill","WR","KC","2018","9","69","0","4","5","17.3","40"
"tevin coleman","RB","ATL","2018","9","68","2","5","7","13.6","39"
"marvin jones","WR","DET","2018","9","66","0","6","8","11.0","18"
"benjamin watson","TE","NO","2018","9","62","1","3","4","20.7","32"
"vernon davis","TE","WAS","2018","9","62","0","5","7","12.4","20"
"sammy watkins","WR","KC","2018","9","62","0","5","5","12.4","23"
"christopher herndon","TE","NYJ","2018","9","62","0","4","4","15.5","28"
"demaryius thomas","WR","HOU","2018","9","61","0","3","3","20.3","31"
"dion lewis","RB","TEN","2018","9","60","1","4","4","15.0","37"
"richie james","WR","SF","2018","9","60","0","2","3","30.0","53"
"willie snead","WR","BAL","2018","9","58","0","7","8","8.3","26"
"amari cooper","WR","DAL","2018","9","58","1","5","8","11.6","19"
"courtland sutton","WR","DEN","2018","9","57","0","3","5","19.0","22"
"pierre garcon","WR","SF","2018","9","56","1","3","5","18.7","25"
"corey davis","WR","TEN","2018","9","56","0","6","10","9.3","17"
"james conner","RB","PIT","2018","9","56","1","7","9","8.0","17"
"jimmy graham","TE","GB","2018","9","55","1","4","6","13.8","19"
"jesse james 2","TE","PIT","2018","9","53","0","2","3","26.5","51"
"oj howard","TE","TB","2018","9","53","2","4","6","13.3","31"
"david njoku","TE","CLE","2018","9","53","0","4","5","13.3","19"
"nick vannett","TE","SEA","2018","9","52","1","6","8","8.7","11"
"ezekiel elliott","RB","DAL","2018","9","51","0","4","5","12.8","37"
"michael gallup","WR","DAL","2018","9","51","0","3","6","17.0","21"
"antonio callaway","WR","CLE","2018","9","51","0","3","5","17.0","38"
"jarvis landry","WR","CLE","2018","9","50","0","6","7","8.3","17"
"kareem hunt","RB","KC","2018","9","50","1","1","2","50.0","50"
"mark andrews","TE","BAL","2018","9","50","0","3","6","16.7","21"
"anthony miller 3","WR","CHI","2018","9","49","0","5","6","9.8","19"
"gerald everett","TE","LAR","2018","9","48","0","3","5","16.0","20"
"danny amendola","WR","MIA","2018","9","47","0","5","7","9.4","26"
"emmanuel sanders","WR","DEN","2018","9","47","0","6","9","7.8","18"
"kenny golladay","WR","DET","2018","9","46","0","3","4","15.3","18"
"mohamed sanu","WR","ATL","2018","9","45","0","4","5","11.3","16"
"taylor gabriel","WR","CHI","2018","9","45","0","3","5","15.0","22"
"mike davis 3","RB","SEA","2018","9","45","0","7","8","6.4","10"
"jalen richard","WR","OAK","2018","9","45","0","4","4","11.3","25"
"devin funchess","WR","CAR","2018","9","44","0","4","5","11.0","23"
"matt lacosse","TE","DEN","2018","9","44","0","1","1","44.0","44"
"antonio brown","WR","PIT","2018","9","42","1","5","10","8.4","11"
"austin hooper","TE","ATL","2018","9","41","0","3","3","13.7","23"
"kelvin benjamin","WR","BUF","2018","9","40","0","4","9","10.0","15"
"davante adams","WR","GB","2018","9","40","1","6","9","6.7","10"
"logan thomas","TE","BUF","2018","9","40","0","7","8","5.7","9"
"quincy enunwa","WR","NYJ","2018","9","40","0","3","4","13.3","23"
"tyler higbee","TE","LAR","2018","9","40","0","2","4","20.0","33"
"chris godwin","WR","TB","2018","9","40","0","2","3","20.0","25"
"laquon treadwell","WR","MIN","2018","9","37","0","2","2","18.5","22"
"elijah mcguire","RB","NYJ","2018","9","37","0","3","5","12.3","20"
"theo riddick","RB","DET","2018","9","36","0","7","8","5.1","12"
"breshad perriman","WR","CLE","2018","9","36","0","2","6","18.0","18"
"darius jennings","WR","TEN","2018","9","36","0","1","1","36.0","36"
"jason croom","TE","BUF","2018","9","36","0","3","5","12.0","26"
"jordan reed","TE","WAS","2018","9","34","0","4","6","8.5","12"
"alvin kamara","RB","NO","2018","9","34","1","4","5","8.5","16"
"jonnu smith","TE","TEN","2018","9","33","1","2","2","16.5","26"
"desean jackson","WR","TB","2018","9","32","0","2","4","16.0","20"
"michael crabtree","WR","BAL","2018","9","32","0","3","7","10.7","13"
"robby anderson","WR","NYJ","2018","9","32","0","4","6","8.0","17"
"josh doctson","WR","WAS","2018","9","31","1","3","6","10.3","24"
"phillip dorsett","WR","NE","2018","9","30","0","3","3","10.0","17"
"chris moore","S","BAL","2018","9","30","0","1","1","30.0","30"
"mike williams 5","WR","LAC","2018","9","30","1","1","3","30.0","30"
"martavis bryant","WR","OAK","2018","9","29","0","2","2","14.5","23"
"virgil green","TE","LAC","2018","9","28","0","2","3","14.0","22"
"kyle rudolph","TE","MIN","2018","9","28","0","2","2","14.0","24"
"trey burton","TE","CHI","2018","9","28","1","2","3","14.0","26"
"lamar miller","RB","HOU","2018","9","27","0","2","2","13.5","16"
"kenyan drake","RB","MIA","2018","9","26","0","4","6","6.5","9"
"vance mcdonald","TE","PIT","2018","9","25","0","3","6","8.3","13"
"curtis samuel","WR","CAR","2018","9","25","1","2","4","12.5","19"
"randall cobb","WR","GB","2018","9","24","0","5","6","4.8","9"
"taywan taylor","WR","TEN","2018","9","24","0","2","2","12.0","16"
"phillip lindsay","RB","DEN","2018","9","24","0","2","3","12.0","12"
"allen hurns","WR","DAL","2018","9","23","1","1","1","23.0","23"
"chris conley","WR","KC","2018","9","23","0","1","2","23.0","23"
"tyrell williams","WR","LAC","2018","9","23","1","2","3","11.5","12"
"trequan smith","WR","NO","2018","9","23","1","2","3","11.5","19"
"adam thielen","WR","MIN","2018","9","22","1","4","7","5.5","11"
"tyler lockett","WR","SEA","2018","9","22","0","3","4","7.3","9"
"dwayne allen","TE","NE","2018","9","21","0","1","1","21.0","21"
"deonte thompson","WR","DAL","2018","9","21","0","2","2","10.5","15"
"ryan switzer","WR","PIT","2018","9","21","0","3","4","7.0","13"
"hayden hurst","TE","BAL","2018","9","21","0","1","2","21.0","21"
"chad beebe","WR","MIN","2018","9","21","0","3","3","7.0","13"
"cameron batson","WR","TEN","2018","9","21","0","2","3","10.5","12"
"jared cook","TE","OAK","2018","9","20","0","2","2","10.0","11"
