"Name","Position","Team","Year","Week","RecYds","RecTD","Rec","Targets","RecAve","RecLong"
"amari cooper","WR","DAL","2018","16","20","0","4","5","5.0","11"
"kenneth dixon","RB","BAL","2018","16","20","0","2","3","10.0","11"
"ed dickson","TE","SEA","2018","16","19","1","3","3","6.3","18"
"torrey smith","WR","CAR","2018","16","19","0","1","2","19.0","19"
"dj moore 2","WR","CAR","2018","16","19","0","2","7","9.5","15"
"rhett ellison","TE","NYG","2018","16","18","0","2","2","9.0","16"
"darren fells","TE","CLE","2018","16","18","1","3","3","6.0","9"
"ben braunecker","TE","CHI","2018","16","18","0","1","1","18.0","18"
"ryan switzer","WR","PIT","2018","16","18","0","3","3","6.0","13"
"hayden hurst","TE","BAL","2018","16","18","0","1","2","18.0","18"
"demarcus robinson","WR","KC","2018","16","17","1","2","3","8.5","11"
"jordan howard","RB","CHI","2018","16","17","0","2","3","8.5","16"
"levine toilolo","TE","DET","2018","16","16","0","1","1","16.0","16"
"scott simonson","TE","NYG","2018","16","16","1","3","3","5.3","8"
"tyler higbee","TE","LAR","2018","16","16","0","1","1","16.0","16"
"anthony firkser","TE","TEN","2018","16","16","0","2","3","8.0","12"
"ryan griffin","TE","HOU","2018","16","15","0","2","4","7.5","10"
"nick boyle","WR","BAL","2018","16","15","0","2","2","7.5","8"
"jalen tolliver","WR","ARI","2018","16","15","0","1","3","15.0","15"
"dontrell hilliard","RB","CLE","2018","16","15","0","1","1","15.0","15"
"seth roberts","WR","OAK","2018","16","14","0","2","3","7.0","11"
"keith ford","RB","BUF","2018","16","14","0","2","4","7.0","8"
"golden tate","WR","PHI","2018","16","13","0","2","3","6.5","9"
"jordan matthews","WR","PHI","2018","16","13","0","2","3","6.5","11"
"james white","RB","NE","2018","16","13","0","2","4","6.5","9"
"devante parker","WR","MIA","2018","16","13","0","2","3","6.5","7"
"melvin gordon","RB","LAC","2018","16","13","0","3","3","4.3","12"
"cameron artis payne","RB","CAR","2018","16","13","0","1","2","13.0","13"
"peyton barber","RB","TB","2018","16","13","0","3","3","4.3","6"
"gus edwards","RB","BAL","2018","16","13","0","1","1","13.0","13"
"virgil green","TE","LAC","2018","16","12","0","2","2","6.0","9"
"tyrell williams","WR","LAC","2018","16","12","0","1","2","12.0","12"
"andy jones","WR","DET","2018","16","12","0","1","5","12.0","12"
"travis benjamin","WR","LAC","2018","16","11","0","1","3","11.0","11"
"deonte thompson","WR","BUF","2018","16","11","0","1","2","11.0","11"
"nick vannett","TE","SEA","2018","16","11","1","2","2","5.5","10"
"andy janovich","FB","DEN","2018","16","11","0","1","1","11.0","11"
"robert tonyan jr","TE","GB","2018","16","11","0","1","1","11.0","11"
"trequan smith","WR","NO","2018","16","11","0","1","1","11.0","11"
"jaylen samuels","RB","PIT","2018","16","11","1","3","3","3.7","7"
"phillip lindsay","RB","DEN","2018","16","11","0","2","2","5.5","10"
"jeff wilson","RB","SF","2018","16","11","0","2","2","5.5","9"
"lesean mccoy","RB","BUF","2018","16","10","0","3","3","3.3","7"
"cody latimer","WR","NYG","2018","16","10","0","1","1","10.0","10"
"stefon diggs","WR","MIN","2018","16","10","1","2","6","5.0","8"
"brian parker","TE","DEN","2018","16","10","0","2","3","5.0","11"
"joe mixon","RB","CIN","2018","16","10","0","2","2","5.0","11"
"john phillips","TE","ARI","2018","16","9","0","1","1","9.0","9"
"doug martin","RB","OAK","2018","16","9","0","1","2","9.0","9"
"jaron brown","WR","SEA","2018","16","9","0","1","1","9.0","9"
"jordan leggett","TE","NYJ","2018","16","9","0","1","1","9.0","9"
"durham smythe","TE","MIA","2018","16","9","0","1","2","9.0","9"
"john kelly","RB","LAR","2018","16","9","0","1","1","9.0","9"
"brandon powell","WR","DET","2018","16","9","0","1","2","9.0","9"
"adrian peterson","RB","WAS","2018","16","8","0","1","2","8.0","8"
"mark ingram","RB","NO","2018","16","8","0","1","2","8.0","8"
"chris thompson","RB","WAS","2018","16","8","0","1","1","8.0","8"
"cameron brate","TE","TB","2018","16","8","0","2","3","4.0","4"
"darren waller","TE","OAK","2018","16","8","0","2","2","4.0","6"
"derrick henry","RB","TEN","2018","16","8","0","1","1","8.0","8"
"chris moore","S","BAL","2018","16","8","0","1","1","8.0","8"
"isaiah mckenzie","WR","BUF","2018","16","8","0","1","8","8.0","8"
"blake jarwin","TE","DAL","2018","16","8","0","2","3","4.0","5"
"michael floyd","WR","WAS","2018","16","7","1","1","3","7.0","7"
"theo riddick","RB","DET","2018","16","7","0","4","5","1.8","7"
"tommy bohanon","FB","JAX","2018","16","7","0","1","1","7.0","7"
"richard rodgers","TE","PHI","2018","16","7","0","1","1","7.0","7"
"mike williams 5","WR","LAC","2018","16","7","0","1","3","7.0","7"
"chad williams 2","WR","ARI","2018","16","7","0","1","4","7.0","7"
"tarik cohen","RB","CHI","2018","16","7","0","1","1","7.0","7"
"david moore","WR","SEA","2018","16","7","0","1","3","7.0","7"
"benjamin watson","TE","NO","2018","16","6","0","1","2","6.0","6"
"josh bellamy","WR","CHI","2018","16","6","0","1","1","6.0","6"
"latavius murray","RB","MIN","2018","16","6","0","2","2","3.0","4"
"noah brown","WR","DAL","2018","16","6","0","1","2","6.0","6"
"matt breida","RB","SF","2018","16","6","0","1","1","6.0","6"
"kenny stills","WR","MIA","2018","16","5","0","1","2","5.0","5"
"ryan grant","WR","IND","2018","16","5","0","1","3","5.0","5"
"elijhaa penny","FB","NYG","2018","16","5","0","1","1","5.0","5"
"mike gesicki","TE","MIA","2018","16","5","0","1","1","5.0","5"
"trenton cannon","RB","NYJ","2018","16","5","0","1","2","5.0","5"
"brandon bolden","RB","MIA","2018","16","4","1","1","1","4.0","4"
"adam shaheen","TE","CHI","2018","16","4","0","1","2","4.0","4"
"marlon mack","RB","IND","2018","16","4","0","1","3","4.0","4"
"ricky ortiz","FB","ATL","2018","16","4","0","1","1","4.0","4"
"richie james","WR","SF","2018","16","4","0","1","1","4.0","4"
"cordarrelle patterson","WR","NE","2018","16","3","0","1","2","3.0","3"
"kenjon barner","RB","CAR","2018","16","3","0","1","1","3.0","3"
"john ross","WR","CIN","2018","16","3","1","1","5","3.0","3"
"ricky seals jones","TE","ARI","2018","16","3","0","1","1","3.0","3"
"nick chubb","RB","CLE","2018","16","3","0","2","3","1.5","2"
"eli rogers","WR","PIT","2018","16","2","0","1","1","2.0","2"
"dan vitale","FB","GB","2018","16","2","0","1","2","2.0","2"
"josh hill 2","TE","NO","2018","16","1","0","2","3","0.5","5"
"keith smith","FB","OAK","2018","16","1","0","1","1","1.0","1"
"seth devalve","TE","CLE","2018","16","1","0","1","1","1.0","1"
"chase edmonds","RB","ARI","2018","16","1","0","1","2","1.0","1"
"rob gronkowski","TE","NE","2018","16","0","0","0","3","-","0"
"luke stocker","TE","TEN","2018","16","0","0","0","1","-","0"
"aldrick robinson","WR","MIN","2018","16","0","0","0","2","-","0"
"giovani bernard","RB","CIN","2018","16","0","0","2","2","0.0","4"
"demetrius harris","TE","KC","2018","16","0","0","0","1","-","0"
"kelvin benjamin","WR","KC","2018","16","0","0","0","2","-","0"
"logan thomas","TE","BUF","2018","16","0","0","0","1","-","0"
"roosevelt nix","FB","PIT","2018","16","0","0","0","1","-","0"
"xavier grimble","TE","PIT","2018","16","0","0","0","1","-","0"
"jerome cunningham","TE","DET","2018","16","0","0","0","1","-","0"
"tevin coleman","RB","ATL","2018","16","0","0","0","1","-","0"
"ty montgomery","RB","BAL","2018","16","0","0","0","1","-","0"
"blake bell","TE","JAX","2018","16","0","0","0","1","-","0"
"mike davis 3","RB","SEA","2018","16","0","0","0","1","-","0"
"corey coleman","WR","NYG","2018","16","0","0","0","1","-","0"
"byron marshall","RB","WAS","2018","16","0","0","0","1","-","0"
"marvin hall","WR","ATL","2018","16","0","0","0","1","-","0"
"mo alie cox","TE","IND","2018","16","0","0","0","1","-","0"
"brian hill","RB","ATL","2018","16","0","0","0","1","-","0"
"keelan cole","WR","JAX","2018","16","0","0","0","2","-","0"
"james washington 2","WR","PIT","2018","16","0","0","0","2","-","0"
"royce freeman","RB","DEN","2018","16","0","0","0","1","-","0"
"antonio callaway","WR","CLE","2018","16","0","0","0","1","-","0"
"russell gage","WR","ATL","2018","16","0","0","0","2","-","0"
"jordan thomas","TE","HOU","2018","16","0","0","0","1","-","0"
"josh adams","RB","PHI","2018","16","0","0","0","1","-","0"
"deontay burnett","WR","NYJ","2018","16","0","0","0","2","-","0"
"legarrette blount","RB","DET","2018","16","-5","0","2","4","-2.5","0"
"cj anderson","RB","LAR","2018","16","-5","0","1","3","-5.0","-5"
