"Name","Position","Team","Year","Week","RecYds","RecTD","Rec","Targets","RecAve","RecLong"
"jared cook","TE","OAK","2018","1","180","0","9","12","20.0","45"
"mike thomas 2","WR","NO","2018","1","180","1","16","17","11.3","35"
"julio jones","WR","ATL","2018","1","169","0","10","19","16.9","36"
"tyreek hill","WR","KC","2018","1","169","2","7","8","24.1","58"
"mike evans","WR","TB","2018","1","147","1","7","7","21.0","50"
"desean jackson","WR","TB","2018","1","146","2","5","5","29.2","58"
"randall cobb","WR","GB","2018","1","142","1","9","10","15.8","75"
"emmanuel sanders","WR","DEN","2018","1","135","1","10","11","13.5","43"
"rob gronkowski","TE","NE","2018","1","123","1","7","8","17.6","30"
"juju smith schuster","WR","PIT","2018","1","119","0","5","8","23.8","67"
"kenny golladay","WR","DET","2018","1","114","0","7","12","16.3","26"
"alvin kamara","RB","NO","2018","1","112","1","9","12","12.4","35"
"odell beckham jr","WR","NYG","2018","1","111","0","11","15","10.1","24"
"keenan allen","WR","LAC","2018","1","108","1","8","11","13.5","23"
"kenny stills","WR","MIA","2018","1","106","2","4","5","26.5","75"
"jarvis landry","WR","CLE","2018","1","106","0","7","15","15.1","39"
"will dissly","TE","SEA","2018","1","105","1","3","5","35.0","66"
"adam thielen","WR","MIN","2018","1","102","0","6","12","17.0","34"
"melvin gordon","RB","LAC","2018","1","102","0","9","13","11.3","25"
"antonio brown","WR","PIT","2018","1","93","1","9","16","10.3","22"
"aj green","WR","CIN","2018","1","92","1","6","8","15.3","38"
"george kittle","TE","SF","2018","1","90","0","5","9","18.0","36"
"davante adams","WR","GB","2018","1","88","1","5","8","17.6","51"
"brandin cooks","WR","LAR","2018","1","87","0","5","8","17.4","30"
"austin ekeler","RB","LAC","2018","1","87","1","5","5","17.4","30"
"mike williams 5","WR","LAC","2018","1","81","0","5","6","16.2","25"
"golden tate","WR","DET","2018","1","79","1","7","15","11.3","26"
"deandre hopkins","WR","HOU","2018","1","78","0","8","11","9.8","17"
"larry fitzgerald","WR","ARI","2018","1","76","0","7","10","10.9","27"
"cole beasley","WR","DAL","2018","1","73","0","7","8","10.4","17"
"adrian peterson","RB","WAS","2018","1","70","0","2","3","35.0","52"
"geronimo allison","WR","GB","2018","1","69","1","5","8","13.8","39"
"ted ginn jr","WR","NO","2018","1","68","1","5","6","13.6","28"
"phillip dorsett","WR","NE","2018","1","66","1","7","7","9.4","14"
"demaryius thomas","WR","DEN","2018","1","63","1","6","10","10.5","23"
"chris thompson","RB","WAS","2018","1","63","1","6","7","10.5","23"
"quincy enunwa","WR","NYJ","2018","1","63","1","6","10","10.5","21"
"corey davis","WR","TEN","2018","1","62","0","6","13","10.3","18"
"allen robinson","WR","CHI","2018","1","61","0","4","7","15.3","33"
"dante pettis","WR","SF","2018","1","61","1","2","5","30.5","39"
"jack doyle","TE","IND","2018","1","60","0","7","10","8.6","13"
"jesse james 2","TE","PIT","2018","1","60","0","3","5","20.0","37"
"ryan grant","WR","IND","2018","1","59","0","8","9","7.4","13"
"tyler lockett","WR","SEA","2018","1","59","1","3","4","19.7","51"
"james conner","RB","PIT","2018","1","57","0","5","6","11.4","19"
"kyle juszczyk","RB","SF","2018","1","56","0","1","2","56.0","56"
"jalen richard","WR","OAK","2018","1","55","0","9","11","6.1","9"
"dalvin cook","RB","MIN","2018","1","55","0","6","7","9.2","17"
"marvin jones","WR","DET","2018","1","54","0","4","8","13.5","28"
"oj howard","TE","TB","2018","1","54","0","2","2","27.0","35"
"joe mixon","RB","CIN","2018","1","54","0","5","7","10.8","21"
"keelan cole","WR","JAX","2018","1","54","0","3","4","18.0","31"
"delanie walker","TE","TEN","2018","1","52","0","4","7","13.0","16"
"cooper kupp","WR","LAR","2018","1","52","1","5","9","10.4","12"
"eric ebron","TE","IND","2018","1","51","1","4","5","12.8","26"
"dede westbrook","WR","JAX","2018","1","51","0","5","6","10.2","20"
"terrelle pryor","WR","NYJ","2018","1","49","0","3","3","16.3","20"
