"Name","Position","Team","Year","Week","RecYds","RecTD","Rec","Targets","RecAve","RecLong"
"daesean hamilton","WR","DEN","2018","14","47","1","7","9","6.7","18"
"mike williams 5","WR","LAC","2018","14","45","0","3","6","15.0","19"
"marcell ateman","WR","OAK","2018","14","45","0","3","4","15.0","28"
"dallas goedert","TE","PHI","2018","14","44","1","4","5","11.0","26"
"randall cobb","WR","GB","2018","14","43","1","5","6","8.6","24"
"jj nelson","WR","ARI","2018","14","43","0","3","7","14.3","17"
"corey coleman","WR","NYG","2018","14","43","0","2","2","21.5","30"
"allen robinson","WR","CHI","2018","14","42","0","5","8","8.4","14"
"tyler lockett","WR","SEA","2018","14","42","0","5","6","8.4","14"
"adam humphries","WR","TB","2018","14","42","0","4","8","10.5","15"
"demarcus robinson","WR","KC","2018","14","42","0","5","7","8.4","17"
"jordan akins","TE","HOU","2018","14","40","0","2","2","20.0","27"
"dion lewis","RB","TEN","2018","14","39","0","5","5","7.8","29"
"jacquizz rodgers","RB","TB","2018","14","38","0","4","5","9.5","16"
"zach ertz","TE","PHI","2018","14","38","0","5","8","7.6","12"
"christian mccaffrey","RB","CAR","2018","14","38","0","6","7","6.3","20"
"vance mcdonald","TE","PIT","2018","14","37","0","4","4","9.3","19"
"cj uzomah","TE","CIN","2018","14","37","0","3","3","12.3","24"
"austin hooper","TE","ATL","2018","14","37","0","4","6","9.3","11"
"dalton schultz","TE","DAL","2018","14","37","0","3","3","12.3","16"
"jarius wright","WR","CAR","2018","14","36","0","3","5","12.0","24"
"deandre hopkins","WR","HOU","2018","14","36","1","4","10","9.0","13"
"chester rogers","WR","IND","2018","14","36","0","5","6","7.2","11"
"alvin kamara","RB","NO","2018","14","36","0","5","6","7.2","15"
"josh reynolds","WR","LAR","2018","14","36","0","3","7","12.0","16"
"antonio brown","WR","PIT","2018","14","35","0","5","7","7.0","13"
"david njoku","TE","CLE","2018","14","35","0","3","4","11.7","28"
"darren sproles","RB","PHI","2018","14","34","1","3","3","11.3","25"
"vernon davis","TE","WAS","2018","14","31","0","4","4","7.8","11"
"michael crabtree","WR","BAL","2018","14","31","0","3","4","10.3","12"
"ricky seals jones","TE","ARI","2018","14","31","0","3","5","10.3","12"
"jordan thomas","TE","HOU","2018","14","31","0","4","4","7.8","14"
"theo riddick","RB","DET","2018","14","30","0","4","4","7.5","17"
"todd gurley","RB","LAR","2018","14","30","0","3","7","10.0","11"
"justin hardy","WR","ATL","2018","14","30","1","3","4","10.0","19"
"cody core","WR","CIN","2018","14","30","0","3","4","10.0","14"
"derek carrier","RB","OAK","2018","14","29","1","2","2","14.5","23"
"gerald everett","TE","LAR","2018","14","29","0","4","7","7.3","9"
"demetrius harris","TE","KC","2018","14","28","0","3","3","9.3","15"
"jesse james 2","TE","PIT","2018","14","28","0","2","2","14.0","22"
"dalvin cook","RB","MIN","2018","14","28","1","5","7","5.6","17"
"aaron jones 2","RB","GB","2018","14","28","0","3","3","9.3","15"
"austin ekeler","RB","LAC","2018","14","28","0","2","5","14.0","21"
"joe mixon","RB","CIN","2018","14","27","0","5","6","5.4","11"
"anthony firkser","TE","TEN","2018","14","27","0","3","3","9.0","16"
"saquon barkley","RB","NYG","2018","14","27","0","4","5","6.8","13"
"levine toilolo","TE","DET","2018","14","26","0","2","2","13.0","16"
"benjamin watson","TE","NO","2018","14","24","0","3","3","8.0","11"
"frank gore","RB","MIA","2018","14","24","0","1","1","24.0","24"
"michael gallup","WR","DAL","2018","14","24","0","4","9","6.0","10"
"brice butler","WR","MIA","2018","14","23","1","1","1","23.0","23"
"john brown","WR","BAL","2018","14","23","1","2","6","11.5","14"
"elijah mcguire","RB","NYJ","2018","14","23","0","3","4","7.7","11"
"justin jackson 2","RB","LAC","2018","14","23","0","2","2","11.5","17"
"brandin cooks","WR","LAR","2018","14","22","0","3","8","7.3","12"
"quincy enunwa","WR","NYJ","2018","14","22","0","3","4","7.3","11"
"trey burton","TE","CHI","2018","14","22","0","2","5","11.0","17"
"taylor gabriel","WR","CHI","2018","14","22","0","3","7","7.3","8"
"zay jones","WR","BUF","2018","14","22","0","3","9","7.3","12"
"kendrick bourne","WR","SF","2018","14","22","0","2","4","11.0","12"
"jalen tolliver","WR","ARI","2018","14","22","0","2","2","11.0","12"
"kyle juszczyk","RB","SF","2018","14","21","0","2","3","10.5","17"
"kenneth dixon","RB","BAL","2018","14","21","0","1","1","21.0","21"
"corey davis","WR","TEN","2018","14","21","0","2","3","10.5","13"
"phillip lindsay","RB","DEN","2018","14","21","0","4","7","5.3","9"
"keith kirkwood","WR","NO","2018","14","21","0","2","2","10.5","13"
"marquise goodwin","WR","SF","2018","14","20","0","2","2","10.0","13"
"tommylee lewis","WR","NO","2018","14","20","0","1","1","20.0","20"
"tarik cohen","RB","CHI","2018","14","20","0","4","4","5.0","8"
"dontrell hilliard","RB","CLE","2018","14","20","0","2","2","10.0","12"
"antonio gates","TE","LAC","2018","14","19","0","2","2","9.5","10"
"lamar miller","RB","HOU","2018","14","19","0","5","6","3.8","5"
"rashard higgins","WR","CLE","2018","14","19","0","2","3","9.5","15"
"marquez valdes scantling","WR","GB","2018","14","19","0","2","2","9.5","14"
"legarrette blount","RB","DET","2018","14","18","0","2","3","9.0","16"
"cole beasley","WR","DAL","2018","14","18","0","2","4","9.0","15"
"devante parker","WR","MIA","2018","14","18","0","1","4","18.0","15"
"bruce ellington","WR","DET","2018","14","17","0","4","4","4.3","7"
"sterling shepard","WR","NYG","2018","14","17","1","2","6","8.5","14"
"nick chubb","RB","CLE","2018","14","17","0","4","6","4.3","8"
"damien williams","RB","KC","2018","14","16","1","4","5","4.0","6"
"blake bell","TE","JAX","2018","14","16","0","2","2","8.0","9"
"rod smith 3","RB","DAL","2018","14","16","0","2","2","8.0","9"
"laquon treadwell","WR","MIN","2018","14","16","0","3","3","5.3","7"
"elijhaa penny","FB","NYG","2018","14","16","0","1","1","16.0","16"
"nyheim hines","RB","IND","2018","14","16","0","3","5","5.3","10"
"chris thompson","RB","WAS","2018","14","15","0","3","5","5.0","6"
"james white","RB","NE","2018","14","15","0","2","4","7.5","9"
"ryan grant","WR","IND","2018","14","15","0","1","1","15.0","15"
"eric saubert","TE","ATL","2018","14","15","0","2","3","7.5","8"
"deonte thompson","WR","BUF","2018","14","14","0","1","2","14.0","14"
"tyrell williams","WR","LAC","2018","14","14","0","3","4","4.7","7"
"courtland sutton","WR","DEN","2018","14","14","0","2","6","7.0","10"
"ito smith","RB","ATL","2018","14","14","0","3","4","4.7","11"
"christopher herndon","TE","NYJ","2018","14","14","0","1","2","14.0","14"
"joe webb","QB","HOU","2018","14","13","0","2","3","6.5","7"
"jimmy graham","TE","GB","2018","14","13","0","2","5","6.5","8"
"giovani bernard","RB","CIN","2018","14","13","0","2","2","6.5","9"
"chris conley","WR","KC","2018","14","13","0","2","3","6.5","7"
"byron marshall","RB","WAS","2018","14","13","0","3","3","4.3","6"
"chris godwin","WR","TB","2018","14","13","0","1","10","13.0","13"
"jordan leggett","TE","NYJ","2018","14","13","0","1","2","13.0","13"
"cameron brate","TE","TB","2018","14","12","2","2","4","6.0","11"
"david johnson 2","RB","ARI","2018","14","12","0","8","10","1.5","10"
"james oshaughnessy","TE","JAX","2018","14","12","0","3","4","4.0","7"
"nick vannett","TE","SEA","2018","14","12","0","1","1","12.0","12"
"antony auclair","TE","TB","2018","14","12","0","1","1","12.0","12"
"equanimeous st brown","WR","GB","2018","14","12","0","2","3","6.0","8"
"travis benjamin","WR","LAC","2018","14","11","0","1","1","11.0","11"
"russell shepard","WR","NYG","2018","14","11","1","1","4","11.0","11"
"devontae booker","RB","DEN","2018","14","11","0","2","2","5.5","7"
"john ross","WR","CIN","2018","14","11","1","2","4","5.5","6"
"james washington 2","WR","PIT","2018","14","11","0","2","4","5.5","6"
"tyler conklin","TE","MIN","2018","14","11","0","1","2","11.0","11"
"danny amendola","WR","MIA","2018","14","10","0","1","1","10.0","10"
"jermaine kearse","WR","NYJ","2018","14","10","0","1","2","10.0","10"
"tj yeldon","RB","JAX","2018","14","10","0","1","1","10.0","10"
"maxx williams","TE","BAL","2018","14","10","1","1","1","10.0","10"
"rashad greene","WR","JAX","2018","14","10","0","1","2","10.0","10"
"calvin ridley","WR","ATL","2018","14","10","0","1","4","10.0","10"
"orson charles","TE","CLE","2018","14","9","0","1","1","9.0","9"
"allen hurns","WR","DAL","2018","14","9","0","1","1","9.0","9"
"mycole pruitt","TE","TEN","2018","14","9","0","1","1","9.0","9"
"tyler higbee","TE","LAR","2018","14","9","0","1","1","9.0","9"
"george fant","T","SEA","2018","14","9","0","1","1","9.0","9"
"marcus murphy","RB","BUF","2018","14","8","0","1","1","8.0","8"
"bobo wilson","WR","TB","2018","14","8","0","1","1","8.0","8"
"darrel williams","RB","KC","2018","14","8","0","1","1","8.0","8"
"golden tate","WR","PHI","2018","14","7","0","1","3","7.0","7"
"kyle rudolph","TE","MIN","2018","14","7","0","2","5","3.5","5"
"luke stocker","TE","TEN","2018","14","7","0","1","1","7.0","7"
"charles clay","TE","BUF","2018","14","6","0","1","2","6.0","6"
"rishard matthews","WR","NYJ","2018","14","6","0","1","1","6.0","6"
"jordan matthews","WR","PHI","2018","14","6","0","1","1","6.0","6"
"bennie fowler","WR","NYG","2018","14","6","1","1","1","6.0","6"
"trent taylor","WR","SF","2018","14","6","0","1","2","6.0","6"
"jeff wilson","RB","SF","2018","14","6","0","1","2","6.0","6"
"logan thomas","TE","BUF","2018","14","5","0","1","2","5.0","5"
"mike davis 3","RB","SEA","2018","14","5","0","1","1","5.0","5"
"brian parker","TE","DEN","2018","14","5","0","1","2","5.0","5"
"andy jones","WR","DET","2018","14","5","0","1","2","5.0","5"
"jalen richard","WR","OAK","2018","14","5","0","1","1","5.0","5"
"leonard fournette","RB","JAX","2018","14","5","0","2","3","2.5","9"
"kenny golladay","WR","DET","2018","14","5","0","2","4","2.5","3"
"ed dickson","TE","SEA","2018","14","4","0","1","1","4.0","4"
"trenton cannon","RB","NYJ","2018","14","4","0","1","1","4.0","4"
"adrian peterson","RB","WAS","2018","14","3","0","1","1","3.0","3"
"lee smith","TE","OAK","2018","14","3","1","1","1","3.0","3"
"alfred morris","RB","SF","2018","14","3","0","1","1","3.0","3"
"rex burkhead","RB","NE","2018","14","3","0","1","2","3.0","3"
"matt lacosse","TE","DEN","2018","14","3","0","1","1","3.0","3"
"bradley sowell","TE","CHI","2018","14","2","1","1","1","2.0","2"
"isaiah crowell","RB","NYJ","2018","14","2","0","1","1","2.0","2"
"jordan howard","RB","CHI","2018","14","2","0","1","1","2.0","2"
"derek watt","FB","LAC","2018","14","2","0","1","1","2.0","2"
"peyton barber","RB","TB","2018","14","2","0","1","2","2.0","2"
"mark ingram","RB","NO","2018","14","1","0","1","3","1.0","1"
"zach line","FB","NO","2018","14","1","1","1","1","1.0","1"
"ty montgomery","RB","BAL","2018","14","1","0","1","3","1.0","1"
"ryan switzer","WR","PIT","2018","14","1","0","1","1","1.0","1"
"lesean mccoy","RB","BUF","2018","14","0","0","0","1","-","0"
"jermaine gresham","TE","ARI","2018","14","0","0","0","1","-","0"
"chris ivory","RB","BUF","2018","14","0","0","0","1","-","0"
"anthony sherman","FB","KC","2018","14","0","0","0","1","-","0"
"josh bellamy","WR","CHI","2018","14","0","0","0","1","-","0"
"patrick dimarco","FB","BUF","2018","14","0","0","0","1","-","0"
"brandon bolden","RB","MIA","2018","14","0","0","1","1","0.0","0"
"michael floyd","WR","WAS","2018","14","0","0","0","2","-","0"
"garrett celek","TE","SF","2018","14","0","0","0","1","-","0"
"aldrick robinson","WR","MIN","2018","14","0","0","0","1","-","0"
"chris hogan","WR","NE","2018","14","0","0","0","1","-","0"
"josh hill 2","TE","NO","2018","14","0","0","0","1","-","0"
"tommy bohanon","FB","JAX","2018","14","0","0","0","1","-","0"
"jaron brown","WR","SEA","2018","14","0","0","1","1","0.0","0"
"jordan reed","TE","WAS","2018","14","0","0","0","1","-","0"
"alfred blue","RB","HOU","2018","14","0","0","0","1","-","0"
"tj jones","WR","DET","2018","14","0","0","0","1","-","0"
"erik swoope","TE","IND","2018","14","0","0","0","1","-","0"
"devin funchess","WR","CAR","2018","14","0","0","0","3","-","0"
"deandre carter","WR","HOU","2018","14","0","0","1","1","0.0","0"
"chris moore","S","BAL","2018","14","0","0","0","2","-","0"
"tajae sharpe","WR","TEN","2018","14","0","0","0","4","-","0"
"maurice harris","WR","WAS","2018","14","0","0","0","1","-","0"
"marvin hall","WR","ATL","2018","14","0","0","0","1","-","0"
"michael roberts","TE","DET","2018","14","0","0","0","2","-","0"
"jamaal williams","RB","GB","2018","14","0","0","0","1","-","0"
"wayne gallman","RB","NYG","2018","14","0","0","0","2","-","0"
"marlon mack","RB","IND","2018","14","0","0","0","1","-","0"
"david moore","WR","SEA","2018","14","0","0","0","5","-","0"
"josh allen 2","QB","BUF","2018","14","0","0","0","1","-","0"
"mike gesicki","TE","MIA","2018","14","0","0","0","1","-","0"
"anthony miller 3","WR","CHI","2018","14","0","0","0","1","-","0"
"royce freeman","RB","DEN","2018","14","0","0","0","1","-","0"
"mark andrews","TE","BAL","2018","14","0","0","0","2","-","0"
"trequan smith","WR","NO","2018","14","0","0","0","1","-","0"
"antonio callaway","WR","CLE","2018","14","0","0","1","1","0.0","0"
"rico gathers","TE","DAL","2018","14","-1","0","1","1","-1.0","-1"
"carlos hyde","RB","JAX","2018","14","-3","0","1","1","-3.0","-3"
"tevin coleman","RB","ATL","2018","14","-4","0","1","1","-4.0","-4"
"joe staley","T","SF","2018","14","-5","0","1","1","-5.0","-5"
