"Name","Position","Team","Year","Week","RecYds","RecTD","Rec","Targets","RecAve","RecLong"
"sterling shepard","WR","NYG","2018","7","167","0","5","8","33.4","58"
"odell beckham jr","WR","NYG","2018","7","143","1","8","11","17.9","51"
"zach ertz","TE","PHI","2018","7","138","0","9","11","15.3","27"
"john brown","WR","BAL","2018","7","134","1","7","7","19.1","56"
"trey burton","TE","CHI","2018","7","126","1","9","11","14.0","22"
"tyrell williams","WR","LAC","2018","7","118","1","4","4","29.5","75"
"aj green","WR","CIN","2018","7","117","0","7","14","16.7","31"
"adam thielen","WR","MIN","2018","7","110","1","9","10","12.2","34"
"mike evans","WR","TB","2018","7","107","0","7","11","15.3","29"
"julio jones","WR","ATL","2018","7","104","0","9","12","11.6","19"
"emmanuel sanders","WR","DEN","2018","7","102","1","6","7","17.0","64"
"tajae sharpe","WR","TEN","2018","7","101","0","7","9","14.4","19"
"josh gordon","WR","NE","2018","7","100","0","4","7","25.0","55"
"george kittle","TE","SF","2018","7","98","1","5","8","19.6","35"
"jarvis landry","WR","CLE","2018","7","97","1","10","15","9.7","20"
"travis kelce","TE","KC","2018","7","95","0","5","5","19.0","43"
"alshon jeffery","WR","PHI","2018","7","88","1","7","10","12.6","29"
"danny amendola","WR","MIA","2018","7","84","1","6","7","14.0","24"
"michael gallup","WR","DAL","2018","7","81","1","3","5","27.0","49"
"robert woods","WR","LAR","2018","7","78","0","5","7","15.6","32"
"donte moncrief","WR","JAX","2018","7","76","0","7","10","10.9","24"
"sammy watkins","WR","KC","2018","7","74","0","4","7","18.5","50"
"allen hurns","WR","DAL","2018","7","74","0","5","6","14.8","33"
"keenan allen","WR","LAC","2018","7","72","0","5","5","14.4","24"
"kelvin benjamin","WR","BUF","2018","7","71","0","4","5","17.8","32"
"mike thomas 2","WR","NO","2018","7","69","1","7","9","9.9","32"
"tarik cohen","RB","CHI","2018","7","69","1","8","13","8.6","20"
"trenton cannon","RB","NYJ","2018","7","69","0","4","5","17.3","35"
"will fuller","WR","HOU","2018","7","68","0","6","8","11.3","18"
"tyreek hill","WR","KC","2018","7","68","1","7","10","9.7","27"
"oj howard","TE","TB","2018","7","67","0","5","9","13.4","24"
"michael crabtree","WR","BAL","2018","7","66","0","5","9","13.2","18"
"dion lewis","RB","TEN","2018","7","64","0","6","6","10.7","21"
