"Name","Position","Team","Year","Week","RecYds","RecTD","Rec","Targets","RecAve","RecLong"
"cordarrelle patterson","WR","NE","2018","2","18","0","3","5","6.0","18"
"tevin coleman","RB","ATL","2018","2","18","0","4","4","4.5","9"
"trequan smith","WR","NO","2018","2","18","0","1","1","18.0","18"
"kenny stills","WR","MIA","2018","2","17","0","2","3","8.5","13"
"chris conley","WR","KC","2018","2","17","1","2","2","8.5","15"
"james oshaughnessy","TE","JAX","2018","2","17","0","1","1","17.0","17"
"kenyan drake","RB","MIA","2018","2","17","0","4","4","4.3","10"
"chester rogers","WR","IND","2018","2","17","0","3","3","5.7","6"
"gerald everett","TE","LAR","2018","2","17","0","1","2","17.0","17"
"tarik cohen","RB","CHI","2018","2","17","0","1","1","17.0","17"
"ricky seals jones","TE","ARI","2018","2","17","0","4","6","4.3","8"
"mark andrews","TE","BAL","2018","2","17","1","3","4","5.7","11"
"rob gronkowski","TE","NE","2018","2","15","0","2","4","7.5","9"
"luke stocker","TE","TEN","2018","2","15","0","2","2","7.5","11"
"giovani bernard","RB","CIN","2018","2","15","0","4","7","3.8","8"
"darren fells","TE","CLE","2018","2","15","0","2","2","7.5","9"
"michael roberts","TE","DET","2018","2","15","1","1","1","15.0","15"
"chase edmonds","RB","ARI","2018","2","15","0","5","5","3.0","7"
"tajae sharpe","WR","TEN","2018","2","14","0","1","2","14.0","14"
"ryan switzer","WR","PIT","2018","2","14","0","1","2","14.0","14"
"james washington 2","WR","PIT","2018","2","14","1","1","5","14.0","14"
"cole beasley","WR","DAL","2018","2","13","0","2","3","6.5","10"
"luke willson","TE","DET","2018","2","13","0","1","1","13.0","13"
"kyle juszczyk","RB","SF","2018","2","13","0","3","4","4.3","9"
"tj yeldon","RB","JAX","2018","2","13","0","2","5","6.5","11"
"dj chark","WR","JAX","2018","2","13","0","1","4","13.0","13"
"terrance williams","WR","DAL","2018","2","12","0","1","1","12.0","12"
"keith smith","FB","OAK","2018","2","12","0","2","3","6.0","7"
"jamaal williams","RB","GB","2018","2","12","0","3","4","4.0","7"
"tyler kroft","TE","CIN","2018","2","11","0","2","2","5.5","6"
"andy janovich","FB","DEN","2018","2","11","0","1","1","11.0","11"
"wayne gallman","RB","NYG","2018","2","11","0","1","1","11.0","11"
"anthony miller 3","WR","CHI","2018","2","11","1","2","3","5.5","10"
"logan paulsen","TE","ATL","2018","2","10","0","1","1","10.0","10"
"jeff heuerman","TE","DEN","2018","2","10","0","2","3","5.0","6"
"ian thomas","TE","CAR","2018","2","10","0","2","3","5.0","8"
"allen hurns","WR","DAL","2018","2","9","0","1","2","9.0","9"
"ty montgomery","RB","GB","2018","2","9","0","1","2","9.0","9"
"ezekiel elliott","RB","DAL","2018","2","9","0","5","6","1.8","5"
"chris moore","S","BAL","2018","2","9","0","2","3","4.5","5"
"courtland sutton","WR","DEN","2018","2","9","0","1","6","9.0","9"
"rishard matthews","WR","TEN","2018","2","8","0","2","4","4.0","4"
"jamison crowder","WR","WAS","2018","2","8","0","2","4","4.0","8"
"adam humphries","WR","TB","2018","2","8","0","1","2","8.0","8"
"john ross","WR","CIN","2018","2","8","0","1","4","8.0","8"
"ito smith","RB","ATL","2018","2","8","0","1","1","8.0","8"
"vernon davis","TE","WAS","2018","2","7","0","1","1","7.0","7"
"carlos hyde","RB","CLE","2018","2","7","0","1","1","7.0","7"
"logan thomas","TE","BUF","2018","2","7","0","1","1","7.0","7"
"duke johnson","RB","CLE","2018","2","7","0","2","2","3.5","6"
"marcus murphy","RB","BUF","2018","2","7","0","1","5","7.0","7"
"peyton barber","RB","TB","2018","2","7","0","1","2","7.0","7"
"jason croom","TE","BUF","2018","2","7","0","2","4","3.5","6"
"sony michel","RB","NE","2018","2","7","0","1","2","7.0","7"
"josh bellamy","WR","CHI","2018","2","6","0","1","1","6.0","6"
"stevan ridley","RB","PIT","2018","2","5","0","1","1","5.0","5"
"rhett ellison","TE","NYG","2018","2","5","0","2","2","2.5","3"
"josh hill 2","TE","NO","2018","2","5","0","1","1","5.0","5"
"derek carrier","RB","OAK","2018","2","5","0","1","1","5.0","5"
"kareem hunt","RB","KC","2018","2","5","1","1","1","5.0","5"
"michael gallup","WR","DAL","2018","2","5","0","1","2","5.0","5"
"lance kendricks","TE","GB","2018","2","4","0","1","1","4.0","4"
"zach line","FB","NO","2018","2","4","0","1","1","4.0","4"
"isaiah crowell","RB","NYJ","2018","2","4","0","2","3","2.0","7"
"jay ajayi","RB","PHI","2018","2","4","0","1","1","4.0","4"
"kendrick bourne","WR","SF","2018","2","4","1","1","1","4.0","4"
"phillip lindsay","RB","DEN","2018","2","4","0","1","1","4.0","4"
"marshawn lynch","RB","OAK","2018","2","3","0","2","2","1.5","7"
"david johnson 2","RB","ARI","2018","2","3","0","1","2","3.0","3"
"tyler higbee","TE","LAR","2018","2","3","1","1","2","3.0","3"
"demarcus robinson","WR","KC","2018","2","3","1","1","1","3.0","3"
"joe mixon","RB","CIN","2018","2","3","0","1","1","3.0","3"
"jordan wilkins","RB","IND","2018","2","3","0","2","2","1.5","3"
"marquez valdes scantling","WR","GB","2018","2","3","0","1","1","3.0","3"
"lamar miller","RB","HOU","2018","2","2","0","2","2","1.0","4"
"damien williams","RB","KC","2018","2","2","0","1","1","2.0","2"
"wendell smallwood","RB","PHI","2018","2","2","0","1","1","2.0","2"
"marlon mack","RB","IND","2018","2","2","0","1","2","2.0","2"
"dion lewis","RB","TEN","2018","2","1","0","1","1","1.0","1"
"antonio gates","TE","LAC","2018","2","0","0","0","1","-","0"
"marcedes lewis","WR","GB","2018","2","0","0","0","1","-","0"
"andre holmes","S","BUF","2018","2","0","0","0","4","-","0"
"james develin","FB","NE","2018","2","0","0","0","1","-","0"
"doug martin","RB","OAK","2018","2","0","0","1","1","0.0","0"
"cj anderson","RB","CAR","2018","2","0","0","0","2","-","0"
"russell shepard","WR","NYG","2018","2","0","0","0","1","-","0"
"ryan hewitt","TE","IND","2018","2","0","0","0","1","-","0"
"jj nelson","WR","ARI","2018","2","0","0","0","1","-","0"
"malcolm brown","RB","LAR","2018","2","0","0","0","1","-","0"
"rico gathers","TE","DAL","2018","2","0","0","0","2","-","0"
"chad williams 2","WR","ARI","2018","2","0","0","0","3","-","0"
"josh malone","WR","CIN","2018","2","0","0","0","1","-","0"
"jehu chesson","WR","WAS","2018","2","0","0","0","1","-","0"
"shelton gibson","WR","PHI","2018","2","0","0","0","2","-","0"
"trent taylor","WR","SF","2018","2","0","0","0","2","-","0"
"stacy coley","WR","MIN","2018","2","0","0","0","1","-","0"
"chris carson","RB","SEA","2018","2","0","0","0","1","-","0"
"austin carr","WR","NO","2018","2","0","0","0","1","-","0"
"rashaad penny","RB","SEA","2018","2","0","0","0","2","-","0"
"royce freeman","RB","DEN","2018","2","0","0","0","1","-","0"
"jordan thomas","TE","HOU","2018","2","0","0","0","3","-","0"
"jermaine kearse","WR","NYJ","2018","2","-1","0","1","2","-1.0","-1"
"mike davis 3","RB","SEA","2018","2","-1","0","1","1","-1.0","-1"
"nyheim hines","RB","IND","2018","2","-2","0","1","1","-2.0","-2"
"legarrette blount","RB","DET","2018","2","-3","0","1","1","-3.0","-3"
"nick foles","QB","PHI","2018","2","-5","0","0","0","-","-5"
