"Name","Position","Team","Year","Week","RecYds","RecTD","Rec","Targets","RecAve","RecLong"
"jordy nelson","WR","OAK","2018","3","173","1","6","8","28.8","66"
"calvin ridley","WR","ATL","2018","3","146","3","7","8","20.9","75"
"mike evans","WR","TB","2018","3","137","1","6","11","22.8","51"
"tyler boyd","WR","CIN","2018","3","132","1","6","7","22.0","49"
"mike thomas 2","WR","NO","2018","3","129","0","10","10","12.9","35"
"alvin kamara","RB","NO","2018","3","124","0","15","20","8.3","21"
"juju smith schuster","WR","PIT","2018","3","116","0","9","11","12.9","43"
"travis kelce","TE","KC","2018","3","114","0","8","10","14.3","25"
"vance mcdonald","TE","PIT","2018","3","112","1","4","5","28.0","75"
"odell beckham jr","WR","NYG","2018","3","109","0","9","10","12.1","30"
"adam thielen","WR","MIN","2018","3","105","0","14","19","7.5","19"
"robert woods","WR","LAR","2018","3","104","2","10","11","10.4","22"
"jarvis landry","WR","CLE","2018","3","103","0","8","14","12.9","29"
"will fuller","WR","HOU","2018","3","101","1","5","11","20.2","37"
"julio jones","WR","ATL","2018","3","96","0","5","6","19.2","58"
"brandin cooks","WR","LAR","2018","3","90","0","7","8","12.9","21"
"christian kirk","WR","ARI","2018","3","90","0","7","8","12.9","32"
"deandre hopkins","WR","HOU","2018","3","86","0","6","10","14.3","24"
"john brown","WR","BAL","2018","3","86","0","5","9","17.2","44"
"mike williams 5","WR","LAC","2018","3","81","2","4","7","20.3","42"
"sterling shepard","WR","NYG","2018","3","80","1","6","7","13.3","23"
"george kittle","TE","SF","2018","3","79","0","5","7","15.8","23"
"tyler lockett","WR","SEA","2018","3","77","1","4","6","19.3","52"
"geronimo allison","WR","GB","2018","3","76","1","2","4","38.0","64"
"tyler eifert","TE","CIN","2018","3","74","0","6","8","12.3","20"
"albert wilson","WR","MIA","2018","3","74","1","2","2","37.0","74"
"chris godwin","WR","TB","2018","3","74","1","5","10","14.8","20"
"zach ertz","TE","PHI","2018","3","73","0","5","10","14.6","28"
"dallas goedert","TE","PHI","2018","3","73","1","7","7","10.4","19"
"oj howard","TE","TB","2018","3","72","0","6","8","12.0","21"
"benjamin watson","TE","NO","2018","3","71","0","5","6","14.2","27"
"cooper kupp","WR","LAR","2018","3","71","1","4","6","17.8","53"
"vernon davis","TE","WAS","2018","3","70","0","2","2","35.0","50"
"chris ivory","RB","BUF","2018","3","70","0","3","4","23.3","55"
"jakeem grant","WR","MIA","2018","3","70","2","2","3","35.0","52"
"golden tate","WR","DET","2018","3","69","0","6","8","11.5","25"
"marvin jones","WR","DET","2018","3","69","1","4","6","17.3","33"
"devin funchess","WR","CAR","2018","3","67","1","4","7","16.8","27"
"jordan reed","TE","WAS","2018","3","65","0","4","7","16.3","34"
"demaryius thomas","WR","DEN","2018","3","63","0","5","5","12.6","22"
"michael crabtree","WR","BAL","2018","3","61","0","7","10","8.7","19"
"kenny stills","WR","MIA","2018","3","61","1","3","5","20.3","34"
"jalen richard","WR","OAK","2018","3","59","0","6","7","9.8","12"
"mark andrews","TE","BAL","2018","3","59","0","2","3","29.5","30"
"aj green","WR","CIN","2018","3","58","0","5","8","11.6","31"
"quincy enunwa","WR","NYJ","2018","3","57","0","4","8","14.3","16"
"sammy watkins","WR","KC","2018","3","55","1","5","8","11.0","15"
"trey burton","TE","CHI","2018","3","55","0","4","5","13.8","25"
"kenny golladay","WR","DET","2018","3","53","1","6","7","8.8","16"
"jordan thomas","TE","HOU","2018","3","53","0","2","2","26.5","39"
"davante adams","WR","GB","2018","3","52","1","7","9","7.4","16"
"rob gronkowski","TE","NE","2018","3","51","0","4","5","12.8","19"
"todd gurley","RB","LAR","2018","3","51","0","5","6","10.2","25"
"tyreek hill","WR","KC","2018","3","51","0","2","5","25.5","42"
"antonio brown","WR","PIT","2018","3","50","1","6","9","8.3","27"
"ty hilton","WR","IND","2018","3","50","0","5","10","10.0","29"
"allen robinson","WR","CHI","2018","3","50","0","3","7","16.7","39"
"ty montgomery","RB","GB","2018","3","49","0","6","7","8.2","16"
"kyle rudolph","TE","MIN","2018","3","48","1","5","6","9.6","17"
"geoff swaim","TE","DAL","2018","3","47","0","5","7","9.4","20"
"cj ham","FB","MIN","2018","3","47","0","5","6","9.4","17"
"cole beasley","WR","DAL","2018","3","46","0","3","5","15.3","18"
"paul richardson","WR","WAS","2018","3","46","1","1","2","46.0","46"
"tj yeldon","RB","JAX","2018","3","46","0","6","7","7.7","13"
"antonio gates","TE","LAC","2018","3","45","0","3","5","15.0","27"
"jimmy graham","TE","GB","2018","3","45","0","5","7","9.0","18"
"keenan allen","WR","LAC","2018","3","44","0","3","7","14.7","25"
"ryan griffin","TE","HOU","2018","3","44","0","2","4","22.0","32"
"danny amendola","WR","MIA","2018","3","42","0","3","3","14.0","15"
"lamar miller","RB","HOU","2018","3","41","1","5","6","8.2","16"
"ito smith","RB","ATL","2018","3","41","0","3","4","13.7","18"
"devante parker","WR","MIA","2018","3","40","0","2","3","20.0","36"
"keelan cole","WR","JAX","2018","3","40","0","5","9","8.0","11"
"rhett ellison","TE","NYG","2018","3","39","1","3","3","13.0","17"
"willie snead","WR","BAL","2018","3","39","0","3","5","13.0","17"
"jamison crowder","WR","WAS","2018","3","39","1","4","4","9.8","18"
"emmanuel sanders","WR","DEN","2018","3","38","0","5","8","7.6","9"
"kyle juszczyk","RB","SF","2018","3","38","1","2","4","19.0","35"
"desean jackson","WR","TB","2018","3","37","0","3","5","12.3","17"
"courtland sutton","WR","DEN","2018","3","37","0","2","3","18.5","21"
"mohamed sanu","WR","ATL","2018","3","36","1","4","7","9.0","13"
"theo riddick","RB","DET","2018","3","36","0","3","3","12.0","20"
"david njoku","TE","CLE","2018","3","36","0","2","2","18.0","19"
"jermaine kearse","WR","NYJ","2018","3","35","0","3","6","11.7","14"
"ryan grant","WR","IND","2018","3","35","1","3","4","11.7","22"
"tyler higbee","TE","LAR","2018","3","35","0","2","2","17.5","20"
"wendell smallwood","RB","PHI","2018","3","35","0","3","5","11.7","34"
"ricky seals jones","TE","ARI","2018","3","35","1","1","3","35.0","35"
"saquon barkley","RB","NYG","2018","3","35","0","5","5","7.0","21"
"anthony miller 3","WR","CHI","2018","3","35","0","4","5","8.8","15"
"taylor gabriel","WR","CHI","2018","3","34","0","6","10","5.7","10"
"cameron brate","TE","TB","2018","3","34","1","3","4","11.3","21"
"devontae booker","RB","DEN","2018","3","34","0","5","7","6.8","9"
"corey davis","WR","TEN","2018","3","34","0","2","4","17.0","22"
"james conner","RB","PIT","2018","3","34","0","5","6","6.8","18"
"eric ebron","TE","IND","2018","3","33","0","5","11","6.6","9"
"laquon treadwell","WR","MIN","2018","3","33","0","4","4","8.3","14"
"rashard higgins","WR","CLE","2018","3","32","0","3","3","10.7","19"
"jared cook","TE","OAK","2018","3","31","0","5","6","6.2","13"
"chris hogan","WR","NE","2018","3","31","0","3","4","10.3","16"
"dede westbrook","WR","JAX","2018","3","31","0","3","4","10.3","15"
"mike gesicki","TE","MIA","2018","3","31","0","3","3","10.3","19"
