"Name","Position","Team","Year","Week","RecYds","RecTD","Rec","Targets","RecAve","RecLong"
"albert wilson","WR","MIA","2018","6","155","2","6","9","25.8","75"
"julio jones","WR","ATL","2018","6","144","0","10","14","14.4","32"
"tyreek hill","WR","KC","2018","6","142","3","7","12","20.3","75"
"davante adams","WR","GB","2018","6","132","2","10","16","13.2","38"
"marquise goodwin","WR","SF","2018","6","126","2","4","5","31.5","67"
"adam thielen","WR","MIN","2018","6","123","1","11","13","11.2","17"
"tyrell williams","WR","LAC","2018","6","118","2","3","4","39.3","45"
"emmanuel sanders","WR","DEN","2018","6","115","1","7","10","16.4","43"
"juju smith schuster","WR","PIT","2018","6","111","0","7","10","15.9","29"
"taylor gabriel","WR","CHI","2018","6","110","0","5","5","22.0","54"
"robert woods","WR","LAR","2018","6","109","0","7","10","15.6","28"
"antonio brown","WR","PIT","2018","6","105","1","5","6","21.0","48"
"kareem hunt","RB","KC","2018","6","105","1","5","6","21.0","67"
"jimmy graham","TE","GB","2018","6","104","0","5","9","20.8","54"
"marquez valdes scantling","WR","GB","2018","6","103","0","3","6","34.3","60"
"cole beasley","WR","DAL","2018","6","101","2","9","11","11.2","21"
"saquon barkley","RB","NYG","2018","6","99","0","9","12","11.0","55"
"rob gronkowski","TE","NE","2018","6","97","0","3","4","32.3","42"
"jermaine kearse","WR","NYJ","2018","6","94","0","9","10","10.4","22"
"michael crabtree","WR","BAL","2018","6","93","1","6","9","15.5","27"
"doug baldwin","WR","SEA","2018","6","91","0","6","8","15.2","42"
"nelson agholor","WR","PHI","2018","6","91","0","3","5","30.3","58"
"tarik cohen","RB","CHI","2018","6","90","0","7","9","12.9","50"
"aj green","WR","CIN","2018","6","85","0","7","12","12.1","23"
"adam humphries","WR","TB","2018","6","82","0","3","4","27.3","51"
"damion ratley","WR","CLE","2018","6","82","0","6","8","13.7","27"
"chris hogan","WR","NE","2018","6","78","0","4","4","19.5","42"
"desean jackson","WR","TB","2018","6","77","0","4","9","19.3","21"
"christian kirk","WR","ARI","2018","6","77","0","6","7","12.8","35"
"alshon jeffery","WR","PHI","2018","6","74","2","8","12","9.3","17"
"devin funchess","WR","CAR","2018","6","74","1","5","8","14.8","23"
"duke johnson","RB","CLE","2018","6","73","0","4","5","18.3","32"
"eric ebron","TE","IND","2018","6","71","1","4","7","17.8","19"
"austin hooper","TE","ATL","2018","6","71","1","9","10","7.9","14"
"ricky seals jones","TE","ARI","2018","6","69","0","5","6","13.8","40"
"vance mcdonald","TE","PIT","2018","6","68","0","7","8","9.7","26"
"allen robinson","WR","CHI","2018","6","64","1","5","6","12.8","21"
"deandre hopkins","WR","HOU","2018","6","63","1","5","6","12.6","24"
"keenan allen","WR","LAC","2018","6","62","0","4","6","15.5","20"
"tyler boyd","WR","CIN","2018","6","62","2","7","9","8.9","16"
"oj howard","TE","TB","2018","6","62","1","4","4","15.5","21"
"travis kelce","TE","KC","2018","6","61","0","5","9","12.2","17"
"willie snead","WR","BAL","2018","6","60","0","7","10","8.6","24"
"danny amendola","WR","MIA","2018","6","59","0","8","11","7.4","13"
"dj moore 2","WR","CAR","2018","6","59","0","4","5","14.8","18"
"mike evans","WR","TB","2018","6","58","0","4","5","14.5","19"
"courtland sutton","WR","DEN","2018","6","58","0","3","4","19.3","41"
"demaryius thomas","WR","DEN","2018","6","57","1","3","4","19.0","45"
"terrelle pryor","WR","NYJ","2018","6","57","1","5","6","11.4","22"
"chris godwin","WR","TB","2018","6","56","1","6","9","9.3","14"
"christopher herndon","TE","NYJ","2018","6","56","1","2","2","28.0","32"
"chester rogers","WR","IND","2018","6","55","1","4","10","13.8","21"
"david njoku","TE","CLE","2018","6","55","1","7","12","7.9","22"
"julian edelman","WR","NE","2018","6","54","1","4","7","13.5","21"
"cj uzomah","TE","CIN","2018","6","54","0","6","7","9.0","13"
"brandin cooks","WR","LAR","2018","6","53","0","2","6","26.5","44"
"james white","RB","NE","2018","6","53","0","5","7","10.6","17"
"cody latimer","WR","NYG","2018","6","52","0","3","4","17.3","39"
"marcus johnson 2","WR","IND","2018","6","52","1","2","3","26.0","34"
"nick oleary","TE","MIA","2018","6","49","1","4","4","12.3","19"
"vernon davis","TE","WAS","2018","6","48","1","3","3","16.0","22"
"greg olsen","TE","CAR","2018","6","48","0","4","7","12.0","18"
"jalen richard","WR","OAK","2018","6","48","0","7","8","6.9","21"
"phillip lindsay","RB","DEN","2018","6","48","0","6","7","8.0","13"
