"Name","Position","Team","Year","Week","PassYds","PassTD","PassComp","PassAtt","PassPct","PassYdsPerAtt","PassLong","QBR","Int","Sacks","RushYds","RushTD","RushAtt","RushAve","RushLong","RecYds","RecTD","Rec","Targets","RecAve","RecLong"
"aaron rodgers","QB","GB","2018","17","26","0","3","5","60.0%","5.2","16","73.8","0","1","","","","","","","","","","",""
"andrew luck","QB","IND","2018","17","285","3","24","35","68.6%","8.1","43","109.8","1","1","17","0","7","2.4","9","","","","","",""
"baker mayfield","QB","CLE","2018","17","376","3","23","42","54.8%","9.0","48","79.1","3","0","","","","","","","","","","",""
"ben roethlisberger","QB","PIT","2018","17","287","1","31","45","68.9%","6.4","47","84.2","1","1","3","0","3","1.0","5","","","","","",""
"blaine gabbert","QB","TEN","2018","17","165","1","18","29","62.1%","5.7","22","60.3","2","0","","","","","","","","","","",""
"blake bortles","QB","JAX","2018","17","107","0","15","28","53.6%","3.8","22","47.8","1","3","15","0","4","3.8","7","","","","","",""
"brian hoyer","QB","NE","2018","17","","","","","","","","","","","-3","0","3","-1.0","-1","","","","","",""
"case keenum","QB","DEN","2018","17","292","1","31","48","64.6%","6.1","44","79.5","1","1","8","0","3","2.7","8","","","","","",""
"chad henne","QB","KC","2018","17","29","0","2","3","66.7%","9.7","22","97.9","0","0","3","0","1","3.0","3","","","","","",""
"dak prescott","QB","DAL","2018","17","387","4","27","44","61.4%","8.8","49","120.2","0","4","0","0","4","0.0","3","","","","","",""
"derek carr","QB","OAK","2018","17","185","0","24","33","72.7%","5.6","13","60.8","2","3","","","","","","","","","","",""
"deshaun watson","QB","HOU","2018","17","234","0","25","35","71.4%","6.7","43","89.5","0","6","66","1","13","5.1","16","","","","","",""
"deshone kizer","QB","GB","2018","17","132","0","16","35","45.7%","3.8","27","44.0","1","2","40","0","4","10.0","12","","","","","",""
"eli manning","QB","NYG","2018","17","301","2","24","41","58.5%","7.3","51","87.6","1","1","2","0","1","2.0","2","","","","","",""
"garrett gilbert","QB","CAR","2018","17","40","0","2","3","66.7%","13.3","31","109.7","0","1","","","","","","","","","","",""
"geno smith","QB","LAC","2018","17","0","0","0","0","-","-","0","0.0","0","1","-2","0","2","-1.0","-1","","","","","",""
"jameis winston","QB","TB","2018","17","345","4","22","35","62.9%","9.9","33","121.7","1","1","23","0","2","11.5","15","","","","","",""
"jared goff","QB","LAR","2018","17","199","4","15","26","57.7%","7.7","36","121.6","0","0","0","0","1","0.0","0","","","","","",""
"jeff driskel","QB","CIN","2018","17","95","0","12","24","50.0%","4.0","15","60.2","0","4","13","0","2","6.5","12","","","","","",""
"josh allen 2","QB","BUF","2018","17","224","3","17","26","65.4%","8.6","46","114.9","1","1","95","2","9","10.6","35","","","","","",""
"josh johnson 2","QB","WAS","2018","17","91","0","12","27","44.4%","3.4","20","37.7","1","4","4","0","3","1.3","6","","","","","",""
"josh rosen","QB","ARI","2018","17","149","1","18","34","52.9%","4.4","24","74.3","0","6","","","","","","","","","","",""
"kirk cousins","QB","MIN","2018","17","132","1","20","33","60.6%","4.0","18","79.4","0","4","7","0","1","7.0","7","","","","","",""
"kyle allen","QB","CAR","2018","17","228","2","16","27","59.3%","8.4","53","111.3","0","0","19","1","5","3.8","10","","","","","",""
"lamar jackson","QB","BAL","2018","17","179","0","14","24","58.3%","7.5","32","81.8","0","2","90","2","20","4.5","25","","","","","",""
"matt ryan","QB","ATL","2018","17","378","2","31","44","70.5%","8.6","37","102.3","1","1","7","0","4","1.8","10","5","1","1","1","5.0","5"
"matthew stafford","QB","DET","2018","17","266","2","20","32","62.5%","8.3","41","109.6","0","1","-2","0","2","-1.0","-1","","","","","",""
"mitchell trubisky","QB","CHI","2018","17","163","0","18","26","69.2%","6.3","40","85.9","0","0","16","0","3","5.3","12","","","","","",""
"nate sudfeld","QB","PHI","2018","17","22","1","1","1","100.0%","22.0","22","158.3","0","0","-2","0","2","-1.0","-1","","","","","",""
"nick foles","QB","PHI","2018","17","221","2","28","33","84.8%","6.7","25","102.1","1","3","4","0","2","2.0","2","","","","","",""
"nick mullens","QB","SF","2018","17","282","3","23","33","69.7%","8.5","43","88.2","3","3","-2","0","1","-2.0","-2","","","","","",""
"patrick mahomes ii","QB","KC","2018","17","281","2","14","24","58.3%","11.7","89","109.9","1","0","1","0","2","0.5","2","","","","","",""
"philip rivers","QB","LAC","2018","17","176","1","14","24","58.3%","7.3","21","60.4","2","0","0","0","1","0.0","0","","","","","",""
"russell wilson","QB","SEA","2018","17","152","1","12","21","57.1%","7.2","37","75.9","1","6","-2","0","2","-1.0","1","","","","","",""
"ryan tannehill","QB","MIA","2018","17","147","0","18","31","58.1%","4.7","19","43.3","2","4","9","0","2","4.5","12","3","1","1","1","3.0","3"
"sam darnold","QB","NYJ","2018","17","167","0","16","28","57.1%","6.0","25","74.6","0","4","28","0","1","28.0","28","","","","","",""
"sean mannion","QB","LAR","2018","17","23","0","2","3","66.7%","7.7","18","89.6","0","0","-8","0","2","-4.0","-4","","","","","",""
"teddy bridgewater","QB","NO","2018","17","118","1","14","22","63.6%","5.4","18","73.7","1","2","12","0","4","3.0","9","","","","","",""
"tom brady","QB","NE","2018","17","250","4","24","33","72.7%","7.6","20","133.8","0","1","","","","","","","","","","",""
"adrian peterson","RB","WAS","2018","17","","","","","","","","","","","0","0","4","0.0","4","","","","","",""
"alfred blue","RB","HOU","2018","17","","","","","","","","","","","12","0","3","4.0","6","12","0","2","3","6.0","7"
"alfred morris","RB","SF","2018","17","","","","","","","","","","","111","1","16","6.9","51","4","0","1","1","4.0","4"
"austin ekeler","RB","LAC","2018","17","","","","","","","","","","","58","1","8","7.3","41","0","0","0","1","-","0"
"benny cunningham","RB","CHI","2018","17","","","","","","","","","","","13","0","6","2.2","6","","","","","",""
"brandon bolden","RB","MIA","2018","17","","","","","","","","","","","","","","","","9","0","1","1","9.0","9"
"brian hill","RB","ATL","2018","17","","","","","","","","","","","30","0","8","3.8","12","9","0","1","1","9.0","9"
"cameron artis payne","RB","CAR","2018","17","","","","","","","","","","","56","1","16","3.5","15","2","0","2","2","1.0","3"
"carlos hyde","RB","JAX","2018","17","","","","","","","","","","","13","0","10","1.3","5","6","0","2","3","3.0","6"
"charcandrick west","RB","KC","2018","17","","","","","","","","","","","-2","0","1","-2.0","-2","","","","","",""
"chase edmonds","RB","ARI","2018","17","","","","","","","","","","","14","0","6","2.3","4","4","0","2","2","2.0","8"
"chris carson","RB","SEA","2018","17","","","","","","","","","","","122","1","19","6.4","61","7","0","1","1","7.0","7"
"chris ivory","RB","BUF","2018","17","","","","","","","","","","","45","0","14","3.2","10","46","0","1","1","46.0","46"
"chris thompson","RB","WAS","2018","17","","","","","","","","","","","10","0","2","5.0","9","14","0","5","8","2.8","7"
"christian mccaffrey","RB","CAR","2018","17","","","","","","","","","","","18","0","4","4.5","7","22","0","1","1","22.0","22"
"cj anderson","RB","LAR","2018","17","","","","","","","","","","","132","1","23","5.7","13","22","0","3","3","7.3","13"
"dalvin cook","RB","MIN","2018","17","","","","","","","","","","","39","0","11","3.5","10","21","0","4","5","5.3","12"
"damien williams","RB","KC","2018","17","","","","","","","","","","","51","1","11","4.6","15","8","0","1","1","8.0","8"
"darius jackson","RB","DAL","2018","17","","","","","","","","","","","16","0","6","2.7","4","0","0","0","1","-","0"
"darrel williams","RB","KC","2018","17","","","","","","","","","","","31","0","11","2.8","6","","","","","",""
"darren sproles","RB","PHI","2018","17","","","","","","","","","","","24","0","7","3.4","11","12","0","2","3","6.0","12"
"david johnson 2","RB","ARI","2018","17","","","","","","","","","","","62","0","17","3.6","15","6","0","3","4","2.0","10"
"david williams 2","RB","JAX","2018","17","","","","","","","","","","","2","0","2","1.0","3","","","","","",""
"deandre washington","RB","OAK","2018","17","","","","","","","","","","","30","0","4","7.5","11","","","","","",""
"deangelo henderson","RB","NYJ","2018","17","","","","","","","","","","","19","0","2","9.5","13","","","","","",""
"derrick henry","RB","TEN","2018","17","","","","","","","","","","","93","0","16","5.8","33","13","0","1","1","13.0","13"
"devontae booker","RB","DEN","2018","17","","","","","","","","","","","14","0","5","2.8","6","20","0","5","7","4.0","8"
"dion lewis","RB","TEN","2018","17","","","","","","","","","","","","","","","","23","0","3","4","7.7","11"
"doug martin","RB","OAK","2018","17","","","","","","","","","","","100","0","21","4.8","15","1","0","1","2","1.0","1"
"duke johnson","RB","CLE","2018","17","","","","","","","","","","","21","0","4","5.3","8","3","0","1","4","3.0","3"
"dwayne washington","RB","NO","2018","17","","","","","","","","","","","108","0","11","9.8","28","","","","","",""
"elijah mcguire","RB","NYJ","2018","17","","","","","","","","","","","41","0","18","2.3","17","24","0","2","2","12.0","17"
"giovani bernard","RB","CIN","2018","17","","","","","","","","","","","7","0","3","2.3","4","8","0","2","5","4.0","9"
"gus edwards","RB","BAL","2018","17","","","","","","","","","","","76","0","12","6.3","24","","","","","",""
"jacquizz rodgers","RB","TB","2018","17","","","","","","","","","","","3","0","3","1.0","3","2","0","1","1","2.0","2"
"jamaal williams","RB","GB","2018","17","","","","","","","","","","","4","0","8","0.5","5","16","0","3","3","5.3","9"
"james conner","RB","PIT","2018","17","","","","","","","","","","","64","0","14","4.6","16","30","0","3","3","10.0","20"
"james white","RB","NE","2018","17","","","","","","","","","","","30","0","4","7.5","21","39","1","4","5","9.8","17"
"jaylen samuels","RB","PIT","2018","17","","","","","","","","","","","2","0","2","1.0","4","40","0","7","8","5.7","12"
"jeff wilson","RB","SF","2018","17","","","","","","","","","","","9","0","3","3.0","7","","","","","",""
"jeremy langford","RB","ATL","2018","17","","","","","","","","","","","25","0","9","2.8","7","","","","","",""
"joe mixon","RB","CIN","2018","17","","","","","","","","","","","105","0","13","8.1","51","2","0","1","1","2.0","2"
"john kelly","RB","LAR","2018","17","","","","","","","","","","","30","0","15","2.0","7","18","0","1","2","18.0","18"
"jordan howard","RB","CHI","2018","17","","","","","","","","","","","109","2","21","5.2","42","5","0","1","2","5.0","5"
"jordan wilkins","RB","IND","2018","17","","","","","","","","","","","18","0","3","6.0","8","5","0","1","1","5.0","5"
"josh adams","RB","PHI","2018","17","","","","","","","","","","","50","0","11","4.5","13","33","0","3","3","11.0","13"
"justin jackson 2","RB","LAC","2018","17","","","","","","","","","","","10","0","6","1.7","5","","","","","",""
"kalen ballage","RB","MIA","2018","17","","","","","","","","","","","47","0","12","3.9","16","1","0","1","1","1.0","1"
"kapri bibbs","RB","GB","2018","17","","","","","","","","","","","2","0","1","2.0","2","13","0","3","5","4.3","5"
"kenneth dixon","RB","BAL","2018","17","","","","","","","","","","","117","0","12","9.8","37","2","0","1","1","2.0","2"
"kenyan drake","RB","MIA","2018","17","","","","","","","","","","","43","0","11","3.9","9","52","0","5","5","10.4","19"
"kyle juszczyk","RB","SF","2018","17","","","","","","","","","","","9","0","2","4.5","9","15","0","1","2","15.0","15"
"lamar miller","RB","HOU","2018","17","","","","","","","","","","","56","1","17","3.3","14","0","0","2","2","0.0","1"
"latavius murray","RB","MIN","2018","17","","","","","","","","","","","18","0","2","9.0","20","","","","","",""
"legarrette blount","RB","DET","2018","17","","","","","","","","","","","15","0","11","1.4","6","","","","","",""
"lesean mccoy","RB","BUF","2018","17","","","","","","","","","","","26","1","10","2.6","9","18","0","2","3","9.0","9"
"mark ingram","RB","NO","2018","17","","","","","","","","","","","28","0","5","5.6","16","15","0","2","2","7.5","16"
"marlon mack","RB","IND","2018","17","","","","","","","","","","","119","1","25","4.8","21","-1","0","3","3","-0.3","4"
"melvin gordon","RB","LAC","2018","17","","","","","","","","","","","42","0","10","4.2","9","24","0","3","3","8.0","13"
"mike davis 3","RB","SEA","2018","17","","","","","","","","","","","44","1","7","6.3","17","12","0","2","3","6.0","7"
"nick chubb","RB","CLE","2018","17","","","","","","","","","","","24","0","9","2.7","13","-4","0","2","3","-2.0","-2"
