"Name","Position","Team","Year","Week","PassYds","PassTD","PassComp","PassAtt","PassPct","PassYdsPerAtt","PassLong","QBR","Int","Sacks","RushYds","RushTD","RushAtt","RushAve","RushLong","RecYds","RecTD","Rec","Targets","RecAve","RecLong"
"aaron rodgers","QB","GB","2018","14","196","2","21","32","65.6%","6.1","24","103.1","0","4","44","0","3","14.7","21","","","","","",""
"andrew luck","QB","IND","2018","14","399","2","27","41","65.9%","9.7","60","103.6","1","2","16","0","6","2.7","13","","","","","",""
"baker mayfield","QB","CLE","2018","14","238","1","18","22","81.8%","10.8","66","126.9","0","1","2","0","4","0.5","3","","","","","",""
"ben roethlisberger","QB","PIT","2018","14","282","2","25","29","86.2%","9.7","48","130.2","0","1","","","","","","","","","","",""
"brock osweiler","QB","MIA","2018","14","0","0","0","0","-","-","0","0.0","0","1","","","","","","","","","","",""
"cam newton","QB","CAR","2018","14","265","0","26","42","61.9%","6.3","40","70.0","1","1","23","0","5","4.6","11","","","","","",""
"carson wentz","QB","PHI","2018","14","228","3","22","32","68.8%","7.1","42","120.3","0","2","-3","0","4","-0.8","1","","","","","",""
"case keenum","QB","DEN","2018","14","186","1","24","42","57.1%","4.4","21","76.1","0","2","24","0","4","6.0","16","","","","","",""
"cody kessler","QB","JAX","2018","14","240","1","25","43","58.1%","5.6","35","81.5","0","4","17","0","5","3.4","10","","","","","",""
"dak prescott","QB","DAL","2018","14","455","3","42","54","77.8%","8.4","75","104.9","2","3","2","0","4","0.5","6","","","","","",""
"derek carr","QB","OAK","2018","14","322","2","25","34","73.5%","9.5","39","122.4","0","4","-1","0","1","-1.0","-1","","","","","",""
"deshaun watson","QB","HOU","2018","14","267","1","27","38","71.1%","7.0","47","99.3","0","5","35","0","5","7.0","12","","","","","",""
"deshone kizer","QB","GB","2018","14","","","","","","","","","","","-1","0","1","-1.0","-1","","","","","",""
"drew brees","QB","NO","2018","14","201","1","24","31","77.4%","6.5","20","90.9","1","1","-1","1","3","-0.3","1","","","","","",""
"eli manning","QB","NYG","2018","14","197","3","14","22","63.6%","9.0","39","132.0","0","2","","","","","","","","","","",""
"jameis winston","QB","TB","2018","14","213","2","18","38","47.4%","5.6","36","71.5","1","4","47","0","5","9.4","17","","","","","",""
"jared goff","QB","LAR","2018","14","180","0","20","44","45.5%","4.1","29","19.1","4","3","5","0","1","5.0","5","","","","","",""
"jeff driskel","QB","CIN","2018","14","170","1","18","27","66.7%","6.3","24","96.2","0","3","12","0","2","6.0","9","","","","","",""
"joe webb","QB","HOU","2018","14","","","","","","","","","","","","","","","","13","0","2","3","6.5","7"
"josh allen 2","QB","BUF","2018","14","206","0","18","36","50.0%","5.7","38","44.4","2","3","101","1","9","11.2","31","0","0","0","1","-","0"
"josh johnson 2","QB","WAS","2018","14","195","1","11","16","68.8%","12.2","79","104.9","1","0","45","1","7","6.4","13","","","","","",""
"josh mccown","QB","NYJ","2018","14","0","0","0","1","0.0%","0.0","0","39.6","0","0","","","","","","","","","","",""
"josh rosen","QB","ARI","2018","14","240","0","26","41","63.4%","5.9","19","69.2","1","3","3","0","2","1.5","2","","","","","",""
"joshua dobbs","QB","PIT","2018","14","24","0","4","9","44.4%","2.7","12","12.0","1","0","15","0","2","7.5","10","","","","","",""
"kirk cousins","QB","MIN","2018","14","208","1","20","33","60.6%","6.3","48","89.0","0","2","5","0","3","1.7","4","","","","","",""
"kyle lauletta","QB","NYG","2018","14","0","0","0","5","0.0%","0.0","0","0.0","1","0","-2","0","1","-2.0","-2","","","","","",""
"lamar jackson","QB","BAL","2018","14","147","2","13","24","54.2%","6.1","21","100.5","0","2","67","0","14","4.8","21","","","","","",""
"marcus mariota","QB","TEN","2018","14","162","0","18","24","75.0%","6.8","29","75.3","1","1","13","0","4","3.3","12","","","","","",""
"mark sanchez","QB","WAS","2018","14","38","0","6","14","42.9%","2.7","10","10.7","2","5","","","","","","","","","","",""
"matt ryan","QB","ATL","2018","14","262","3","28","42","66.7%","6.2","28","97.5","1","2","0","0","1","0.0","0","","","","","",""
