"Name","Position","Team","Year","Week","PassYds","PassTD","PassComp","PassAtt","PassPct","PassYdsPerAtt","PassLong","QBR","Int","Sacks","RushYds","RushTD","RushAtt","RushAve","RushLong","RecYds","RecTD","Rec","Targets","RecAve","RecLong"
"aaron rodgers","QB","GB","2019","10","233","0","17","29","58.6%","8.0","48","84.4","0","2","7","0","1","7.0","7","","","","","",""
"baker mayfield","QB","CLE","2019","10","238","2","26","38","68.4%","6.3","24","102.7","0","2","1","0","2","0.5","2","","","","","",""
"blake bortles","QB","LAR","2019","10","","","","","","","","","","","1","0","1","1.0","1","","","","","",""
"brian hoyer","QB","IND","2019","10","204","1","18","39","46.2%","5.2","23","38.8","3","1","0","0","2","0.0","1","","","","","",""
"dak prescott","QB","DAL","2019","10","397","3","28","46","60.9%","8.6","26","101.4","1","1","","","","","","","","","","",""
"daniel jones","QB","NYG","2019","10","308","4","26","40","65.0%","7.7","61","121.7","0","6","20","0","3","6.7","11","","","","","",""
"derek carr","QB","OAK","2019","10","218","1","21","31","67.7%","7.0","27","98.6","0","3","4","0","1","4.0","4","","","","","",""
"drew brees","QB","NO","2019","10","287","0","32","45","71.1%","6.4","22","87.9","0","6","","","","","","","","","","",""
"jameis winston","QB","TB","2019","10","358","1","30","48","62.5%","7.5","49","74.8","2","4","40","0","3","13.3","26","","","","","",""
"jared goff","QB","LAR","2019","10","243","0","22","41","53.7%","5.9","24","51.2","2","4","0","0","1","0.0","0","","","","","",""
"jeff driskel","QB","DET","2019","10","269","1","27","46","58.7%","5.8","47","73.6","1","2","37","0","5","7.4","11","6","0","1","1","6.0","6"
"jimmy garoppolo","QB","SF","2019","10","248","1","24","46","52.2%","5.4","30","66.2","1","5","1","0","2","0.5","2","","","","","",""
"josh allen 2","QB","BUF","2019","10","266","0","22","41","53.7%","6.5","26","73.8","0","1","28","2","6","4.7","12","","","","","",""
"kirk cousins","QB","MIN","2019","10","220","2","23","32","71.9%","6.9","30","111.5","0","1","5","0","1","5.0","5","","","","","",""
"kyle allen","QB","CAR","2019","10","307","1","28","43","65.1%","7.1","38","84.2","1","3","12","0","3","4.0","8","","","","","",""
"kyler murray","QB","ARI","2019","10","324","3","27","44","61.4%","7.4","69","97.2","1","2","38","0","3","12.7","32","","","","","",""
"lamar jackson","QB","BAL","2019","10","223","3","15","17","88.2%","13.1","49","158.3","0","0","65","1","7","9.3","47","","","","","",""
"mason rudolph","QB","PIT","2019","10","242","1","22","38","57.9%","6.4","34","85.6","0","3","-1","0","2","-0.5","0","","","","","",""
"matt ryan","QB","ATL","2019","10","182","2","20","35","57.1%","5.2","54","78.5","1","1","13","0","2","6.5","8","","","","","",""
"mitchell trubisky","QB","CHI","2019","10","173","3","16","23","69.6%","7.5","33","131.0","0","5","8","0","3","2.7","3","","","","","",""
"patrick mahomes ii","QB","KC","2019","10","446","3","36","50","72.0%","8.9","63","119.2","0","2","","","","","","","","","","",""
"philip rivers","QB","LAC","2019","10","207","2","17","31","54.8%","6.7","45","57.5","3","5","","","","","","","","","","",""
"robert griffin iii","QB","BAL","2019","10","20","0","3","5","60.0%","4.0","8","29.2","1","1","9","0","0","-","9","","","","","",""
"russell wilson","QB","SEA","2019","10","232","1","24","34","70.6%","6.8","28","86.9","1","5","53","0","6","8.8","18","","","","","",""
"ryan finley","QB","CIN","2019","10","167","1","16","30","53.3%","5.6","24","66.9","1","2","22","0","5","4.4","16","","","","","",""
"ryan fitzpatrick","QB","MIA","2019","10","169","0","21","33","63.6%","5.1","21","63.8","1","3","23","1","4","5.8","11","","","","","",""
"ryan tannehill","QB","TEN","2019","10","181","2","13","19","68.4%","9.5","52","133.9","0","4","37","0","3","12.3","18","","","","","",""
"sam darnold","QB","NYJ","2019","10","230","1","19","30","63.3%","7.7","47","97.9","0","2","25","1","3","8.3","24","","","","","",""
"aaron jones 2","RB","GB","2019","10","","","","","","","","","","","93","3","13","7.2","28","","","","","",""
"alexander mattison","RB","MIN","2019","10","","","","","","","","","","","52","0","8","6.5","16","2","0","1","1","2.0","2"
"alvin kamara","RB","NO","2019","10","","","","","","","","","","","24","0","4","6.0","8","50","0","8","10","6.3","14"
"austin ekeler","RB","LAC","2019","10","","","","","","","","","","","19","0","6","3.2","10","29","1","2","2","14.5","23"
"bilal powell","RB","NYJ","2019","10","","","","","","","","","","","15","0","7","2.1","13","","","","","",""
"brian hill","RB","ATL","2019","10","","","","","","","","","","","61","0","20","3.1","15","10","1","1","2","10.0","10"
"chris carson","RB","SEA","2019","10","","","","","","","","","","","89","1","25","3.6","9","12","0","3","4","4.0","5"
"christian mccaffrey","RB","CAR","2019","10","","","","","","","","","","","108","1","20","5.4","18","33","0","6","7","5.5","11"
"dalvin cook","RB","MIN","2019","10","","","","","","","","","","","97","1","26","3.7","23","86","0","7","7","12.3","30"
"damien williams","RB","KC","2019","10","","","","","","","","","","","77","0","19","4.1","15","32","0","5","5","6.4","10"
"dare ogunbowale","RB","TB","2019","10","","","","","","","","","","","","","","","","24","0","3","3","8.0","11"
"darrel williams","RB","KC","2019","10","","","","","","","","","","","6","0","2","3.0","5","9","0","1","1","9.0","9"
"darrell henderson","RB","LAR","2019","10","","","","","","","","","","","4","0","4","1.0","3","","","","","",""
"darwin thompson","RB","KC","2019","10","","","","","","","","","","","-1","0","1","-1.0","-1","8","0","1","1","8.0","8"
"david johnson 2","RB","ARI","2019","10","","","","","","","","","","","2","0","5","0.4","5","8","0","1","1","8.0","8"
"david montgomery","RB","CHI","2019","10","","","","","","","","","","","60","0","17","3.5","9","","","","","",""
"deandre washington","RB","OAK","2019","10","","","","","","","","","","","0","0","1","0.0","0","19","0","2","2","9.5","10"
"derrick henry","RB","TEN","2019","10","","","","","","","","","","","188","2","23","8.2","68","3","0","2","2","1.5","6"
"devin singletary","RB","BUF","2019","10","","","","","","","","","","","42","0","8","5.3","10","8","0","3","6","2.7","6"
"devonta freeman","RB","ATL","2019","10","","","","","","","","","","","38","0","10","3.8","12","10","0","3","4","3.3","7"
"dontrell hilliard","RB","CLE","2019","10","","","","","","","","","","","0","0","0","-","0","","","","","",""
"ezekiel elliott","RB","DAL","2019","10","","","","","","","","","","","47","0","20","2.4","6","16","0","2","3","8.0","12"
"frank gore","RB","BUF","2019","10","","","","","","","","","","","12","0","5","2.4","4","4","0","1","1","4.0","4"
"giovani bernard","RB","CIN","2019","10","","","","","","","","","","","8","0","4","2.0","8","0","0","1","1","0.0","0"
"gus edwards","RB","BAL","2019","10","","","","","","","","","","","17","0","4","4.3","8","","","","","",""
"jamaal williams","RB","GB","2019","10","","","","","","","","","","","63","0","13","4.8","16","0","0","0","1","-","0"
"jaylen samuels","RB","PIT","2019","10","","","","","","","","","","","29","0","14","2.1","8","11","0","3","7","3.7","5"
"jd mckissic","RB","DET","2019","10","","","","","","","","","","","36","0","10","3.6","9","19","0","6","7","3.2","8"
"joe mixon","RB","CIN","2019","10","","","","","","","","","","","114","0","30","3.8","15","37","0","2","3","18.5","23"
"jonathan williams","RB","IND","2019","10","","","","","","","","","","","1","0","2","0.5","4","","","","","",""
"jordan wilkins","RB","IND","2019","10","","","","","","","","","","","20","0","3","6.7","11","","","","","",""
"josh jacobs","RB","OAK","2019","10","","","","","","","","","","","71","1","16","4.4","18","30","0","3","5","10.0","17"
"justice hill","RB","BAL","2019","10","","","","","","","","","","","11","0","3","3.7","8","","","","","",""
"kalen ballage","RB","MIA","2019","10","","","","","","","","","","","43","0","20","2.2","7","2","0","4","4","0.5","3"
"kareem hunt","RB","CLE","2019","10","","","","","","","","","","","30","0","4","7.5","9","44","0","7","9","6.3","19"
"kenjon barner","RB","ATL","2019","10","","","","","","","","","","","12","0","1","12.0","12","","","","","",""
"kenyan drake","RB","ARI","2019","10","","","","","","","","","","","35","0","10","3.5","17","6","0","6","7","1.0","4"
"kyle juszczyk","RB","SF","2019","10","","","","","","","","","","","","","","","","0","0","0","1","-","0"
"latavius murray","RB","NO","2019","10","","","","","","","","","","","12","0","5","2.4","6","7","0","2","2","3.5","6"
"leveon bell","RB","NYJ","2019","10","","","","","","","","","","","34","1","18","1.9","4","34","0","4","4","8.5","11"
"malcolm brown","RB","LAR","2019","10","","","","","","","","","","","10","0","5","2.0","5","","","","","",""
"mark ingram","RB","BAL","2019","10","","","","","","","","","","","34","1","9","3.8","9","","","","","",""
"marlon mack","RB","IND","2019","10","","","","","","","","","","","74","0","19","3.9","20","8","0","1","1","8.0","8"
"matt breida","RB","SF","2019","10","","","","","","","","","","","18","0","10","1.8","7","7","0","2","2","3.5","5"
"melvin gordon","RB","LAC","2019","10","","","","","","","","","","","108","1","22","4.9","24","25","0","1","1","25.0","25"
"myles gaskin","RB","MIA","2019","10","","","","","","","","","","","","","","","","0","0","1","1","0.0","0"
"nick chubb","RB","CLE","2019","10","","","","","","","","","","","116","0","20","5.8","24","5","0","2","4","2.5","4"
"nyheim hines","RB","IND","2019","10","","","","","","","","","","","14","0","3","4.7","7","30","0","4","7","7.5","12"
"patrick laird","RB","MIA","2019","10","","","","","","","","","","","4","0","2","2.0","3","15","0","2","2","7.5","9"
"paul perkins","RB","DET","2019","10","","","","","","","","","","","9","0","7","1.3","3","9","0","1","1","9.0","9"
"peyton barber","RB","TB","2019","10","","","","","","","","","","","43","1","11","3.9","17","4","0","1","1","4.0","4"
"raheem mostert","RB","SF","2019","10","","","","","","","","","","","28","0","6","4.7","8","7","0","1","1","7.0","7"
"rashaad penny","RB","SEA","2019","10","","","","","","","","","","","2","0","2","1.0","2","","","","","",""
"ronald jones ii","RB","TB","2019","10","","","","","","","","","","","29","1","11","2.6","11","77","0","8","8","9.6","17"
"saquon barkley","RB","NYG","2019","10","","","","","","","","","","","1","0","13","0.1","3","30","0","5","5","6.0","22"
"tarik cohen","RB","CHI","2019","10","","","","","","","","","","","14","0","3","4.7","8","23","1","4","4","5.8","9"
"tevin coleman","RB","SF","2019","10","","","","","","","","","","","40","0","9","4.4","22","32","0","4","4","8.0","16"
"tj logan","RB","TB","2019","10","","","","","","","","","","","6","0","1","6.0","6","0","0","0","1","-","0"
"todd gurley","RB","LAR","2019","10","","","","","","","","","","","73","0","12","6.1","22","0","0","0","4","-","0"
"tony brooks james","RB","PIT","2019","10","","","","","","","","","","","11","0","6","1.8","8","","","","","",""
"tony pollard","RB","DAL","2019","10","","","","","","","","","","","-4","0","1","-4.0","-4","","","","","",""
"trey edmunds","RB","PIT","2019","10","","","","","","","","","","","1","0","4","0.3","3","14","0","2","3","7.0","8"
"ty johnson","RB","DET","2019","10","","","","","","","","","","","16","0","5","3.2","10","3","0","1","1","3.0","3"
"wayne gallman","RB","NYG","2019","10","","","","","","","","","","","2","0","1","2.0","2","3","0","1","2","3.0","3"
"anthony firkser","TE","TEN","2019","10","","","","","","","","","","","","","","","","36","1","3","4","12.0","20"
"austin hooper","TE","ATL","2019","10","","","","","","","","","","","","","","","","17","1","4","5","4.3","9"
"ben braunecker","TE","CHI","2019","10","","","","","","","","","","","","","","","","18","1","1","1","18.0","18"
"blake jarwin","TE","DAL","2019","10","","","","","","","","","","","","","","","","35","0","3","4","11.7","26"
"charles clay","TE","ARI","2019","10","","","","","","","","","","","","","","","","5","0","1","1","5.0","5"
"christopher herndon","TE","NYJ","2019","10","","","","","","","","","","","","","","","","7","0","1","2","7.0","7"
"clive walford","TE","MIA","2019","10","","","","","","","","","","","","","","","","8","0","1","1","8.0","8"
"darren waller","TE","OAK","2019","10","","","","","","","","","","","","","","","","40","0","3","5","13.3","27"
"dawson knox","TE","BUF","2019","10","","","","","","","","","","","","","","","","55","0","4","6","13.8","21"
"demetrius harris","TE","CLE","2019","10","","","","","","","","","","","","","","","","28","0","2","2","14.0","16"
"deon yelder","TE","KC","2019","10","","","","","","","","","","","","","","","","7","0","1","1","7.0","7"
"drew sample","TE","CIN","2019","10","","","","","","","","","","","","","","","","3","0","1","1","3.0","3"
"eric ebron","TE","IND","2019","10","","","","","","","","","","","","","","","","56","0","5","12","11.2","23"
"gerald everett","TE","LAR","2019","10","","","","","","","","","","","","","","","","68","0","8","12","8.5","17"
"greg olsen","TE","CAR","2019","10","","","","","","","","","","","","","","","","98","0","8","10","12.3","18"
"hayden hurst","TE","BAL","2019","10","","","","","","","","","","","","","","","","20","0","2","2","10.0","14"
"hunter henry","TE","LAC","2019","10","","","","","","","","","","","","","","","","30","1","4","7","7.5","13"
"irv smith jr","TE","MIN","2019","10","","","","","","","","","","","","","","","","34","0","5","6","6.8","9"
"jack doyle","TE","IND","2019","10","","","","","","","","","","","","","","","","44","1","3","4","14.7","23"
"jacob hollister","TE","SEA","2019","10","","","","","","","","","","","","","","","","62","1","8","10","7.8","13"
"jared cook","TE","NO","2019","10","","","","","","","","","","","","","","","","74","0","6","10","12.3","22"
"jason witten","TE","DAL","2019","10","","","","","","","","","","","","","","","","17","0","2","5","8.5","9"
"jesse james 2","TE","DET","2019","10","","","","","","","","","","","","","","","","0","0","0","1","-","0"
"jimmy graham","TE","GB","2019","10","","","","","","","","","","","","","","","","59","0","2","3","29.5","48"
"johnny mundt","TE","LAR","2019","10","","","","","","","","","","","","","","","","9","0","1","1","9.0","9"
"jonnu smith","TE","TEN","2019","10","","","","","","","","","","","","","","","","30","0","4","6","7.5","9"
"kyle rudolph","TE","MIN","2019","10","","","","","","","","","","","","","","","","14","2","4","5","3.5","7"
"lance kendricks","TE","LAC","2019","10","","","","","","","","","","","","","","","","0","0","0","1","-","0"
"logan thomas","TE","DET","2019","10","","","","","","","","","","","","","","","","19","0","2","2","9.5","10"
"mark andrews","TE","BAL","2019","10","","","","","","","","","","","","","","","","53","2","6","8","8.8","19"
"maxx williams","TE","ARI","2019","10","","","","","","","","","","","","","","","","15","0","1","2","15.0","15"
"mike gesicki","TE","MIA","2019","10","","","","","","","","","","","","","","","","28","0","3","6","9.3","12"
"mo alie cox","TE","IND","2019","10","","","","","","","","","","","","","","","","0","0","0","1","-","0"
"nick vannett","TE","PIT","2019","10","","","","","","","","","","","","","","","","8","0","1","1","8.0","8"
"oj howard","TE","TB","2019","10","","","","","","","","","","","","","","","","47","1","4","7","11.8","26"
"rhett ellison","TE","NYG","2019","10","","","","","","","","","","","","","","","","42","0","3","3","14.0","31"
"ross dwelley","TE","SF","2019","10","","","","","","","","","","","","","","","","24","0","3","7","8.0","10"
"ryan griffin","TE","NYJ","2019","10","","","","","","","","","","","","","","","","-2","0","1","1","-2.0","-2"
"taysom hill","TE","NO","2019","10","17","0","1","1","100.0%","17.0","17","118.8","0","0","11","0","1","11.0","11","3","0","1","1","3.0","3"
"tj hockenson","TE","DET","2019","10","","","","","","","","","","","","","","","","47","0","3","6","15.7","19"
"travis kelce","TE","KC","2019","10","","","","","","","","","","","","","","","","75","1","7","7","10.7","17"
"trevon wesco","TE","NYJ","2019","10","","","","","","","","","","","2","0","1","2.0","2","15","0","1","1","15.0","15"
"trey burton","TE","CHI","2019","10","","","","","","","","","","","","","","","","0","0","0","1","-","0"
"tyler conklin","TE","MIN","2019","10","","","","","","","","","","","","","","","","0","0","0","1","-","0"
"tyler eifert","TE","CIN","2019","10","","","","","","","","","","","","","","","","20","1","2","4","10.0","14"
"tyler higbee","TE","LAR","2019","10","","","","","","","","","","","","","","","","22","0","3","4","7.3","12"
"vance mcdonald","TE","PIT","2019","10","","","","","","","","","","","2","0","1","2.0","2","11","0","3","7","3.7","9"
"adam humphries","WR","TEN","2019","10","","","","","","","","","","","","","","","","23","1","1","1","23.0","23"
"aj brown","WR","TEN","2019","10","","","","","","","","","","","","","","","","17","0","1","4","17.0","17"
"albert wilson","WR","MIA","2019","10","","","","","","","","","","","","","","","","0","0","1","3","0.0","0"
"alex erickson","WR","CIN","2019","10","","","","","","","","","","","13","0","1","13.0","13","0","0","0","2","-","0"
"allen hurns","WR","MIA","2019","10","","","","","","","","","","","","","","","","32","0","2","4","16.0","18"
"allen lazard","WR","GB","2019","10","","","","","","","","","","","","","","","","27","0","3","6","9.0","19"
"allen robinson","WR","CHI","2019","10","","","","","","","","","","","","","","","","86","0","6","9","14.3","33"
"amari cooper","WR","DAL","2019","10","","","","","","","","","","","","","","","","147","1","11","14","13.4","20"
"andre patton","WR","LAC","2019","10","","","","","","","","","","","","","","","","0","0","0","4","-","0"
"andre roberts","WR","BUF","2019","10","","","","","","","","","","","","","","","","7","0","1","3","7.0","7"
"andy isabella","WR","ARI","2019","10","","","","","","","","","","","","","","","","78","0","3","3","26.0","55"
"anthony miller 3","WR","CHI","2019","10","","","","","","","","","","","","","","","","7","0","1","2","7.0","7"
"auden tate","WR","CIN","2019","10","","","","","","","","","","","","","","","","36","0","3","6","12.0","15"
"bennie fowler","WR","NYG","2019","10","","","","","","","","","","","","","","","","16","0","2","3","8.0","11"
"breshad perriman","WR","TB","2019","10","","","","","","","","","","","","","","","","17","0","2","4","8.5","11"
"calvin ridley","WR","ATL","2019","10","","","","","","","","","","","19","0","1","19.0","19","28","0","3","5","9.3","15"
"chester rogers","WR","IND","2019","10","","","","","","","","","","","","","","","","31","0","2","4","15.5","20"
"chris godwin","WR","TB","2019","10","","","","","","","","","","","","","","","","74","0","6","12","12.3","49"
"christian blake","WR","ATL","2019","10","","","","","","","","","","","","","","","","15","0","2","2","7.5","11"
"christian kirk","WR","ARI","2019","10","","","","","","","","","","","","","","","","138","3","6","10","23.0","69"
"cody latimer","WR","NYG","2019","10","","","","","","","","","","","","","","","","0","0","0","1","-","0"
"cole beasley","WR","BUF","2019","10","","","","","","","","","","","","","","","","74","0","4","6","18.5","26"
"cooper kupp","WR","LAR","2019","10","","","","","","","","","","","","","","","","0","0","0","4","-","0"
"curtis samuel","WR","CAR","2019","10","","","","","","","","","","","","","","","","35","1","4","8","8.8","15"
"danny amendola","WR","DET","2019","10","","","","","","","","","","","","","","","","29","0","4","9","7.3","11"
"dante pettis","WR","SF","2019","10","","","","","","","","","","","","","","","","0","0","0","3","-","0"
"darius slayton","WR","NYG","2019","10","","","","","","","","","","","","","","","","121","2","10","15","12.1","39"
"davante adams","WR","GB","2019","10","","","","","","","","","","","","","","","","118","0","7","10","16.9","38"
"david moore","WR","SEA","2019","10","","","","","","","","","","","","","","","","0","0","0","1","-","0"
"deebo samuel","WR","SF","2019","10","","","","","","","","","","","","","","","","112","0","8","11","14.0","30"
"demarcus robinson","WR","KC","2019","10","","","","","","","","","","","","","","","","56","0","4","5","14.0","23"
"demaryius thomas","WR","NYJ","2019","10","","","","","","","","","","","","","","","","84","0","6","9","14.0","47"
"devante parker","WR","MIA","2019","10","","","","","","","","","","","","","","","","69","0","5","10","13.8","21"
"diontae johnson","WR","PIT","2019","10","","","","","","","","","","","","","","","","64","0","4","6","16.0","30"
"dj moore 2","WR","CAR","2019","10","","","","","","","","","","","","","","","","120","0","9","11","13.3","38"
"dk metcalf","WR","SEA","2019","10","","","","","","","","","","","","","","","","70","0","6","10","11.7","25"
"emmanuel sanders","WR","SF","2019","10","","","","","","","","","","","","","","","","24","0","2","4","12.0","12"
"geronimo allison","WR","GB","2019","10","","","","","","","","","","","","","","","","6","0","3","3","2.0","4"
"golden tate","WR","NYG","2019","10","","","","","","","","","","","","","","","","95","2","4","8","23.8","61"
"hunter renfrow","WR","OAK","2019","10","","","","","","","","","","","","","","","","42","0","4","5","10.5","14"
"isaiah mckenzie","WR","BUF","2019","10","","","","","","","","","","","","","","","","19","0","2","4","9.5","11"
"jake kumerow","WR","GB","2019","10","","","","","","","","","","","","","","","","23","0","2","2","11.5","12"
"jakeem grant","WR","MIA","2019","10","","","","","","","","","","","","","","","","15","0","2","2","7.5","12"
"jalen richard","WR","OAK","2019","10","","","","","","","","","","","0","0","2","0.0","0","43","0","4","4","10.8","13"
"james washington 2","WR","PIT","2019","10","","","","","","","","","","","","","","","","90","1","6","7","15.0","34"
"jamison crowder","WR","NYJ","2019","10","","","","","","","","","","","","","","","","81","1","5","6","16.2","25"
"jarius wright","WR","CAR","2019","10","","","","","","","","","","","","","","","","21","0","1","2","21.0","21"
"jarvis landry","WR","CLE","2019","10","","","","","","","","","","","","","","","","97","1","9","10","10.8","24"
"jason moore 2","WR","LAC","2019","10","","","","","","","","","","","","","","","","0","0","0","1","-","0"
"john brown","WR","BUF","2019","10","","","","","","","","","","","","","","","","77","0","5","11","15.4","21"
"josh gordon","WR","SEA","2019","10","","","","","","","","","","","","","","","","27","0","2","2","13.5","14"
"josh reynolds","WR","LAR","2019","10","","","","","","","","","","","","","","","","49","0","3","5","16.3","21"
"juju smith schuster","WR","PIT","2019","10","","","","","","","","","","","","","","","","44","0","3","5","14.7","20"
"julio jones","WR","ATL","2019","10","","","","","","","","","","","","","","","","79","0","3","9","26.3","54"
"kaden smith","WR","NYG","2019","10","","","","","","","","","","","","","","","","1","0","1","1","1.0","1"
"kalif raymond","WR","TEN","2019","10","","","","","","","","","","","","","","","","52","0","1","1","52.0","52"
"keenan allen","WR","LAC","2019","10","","","","","","","","","","","18","0","1","18.0","18","68","0","8","11","8.5","26"
"keesean johnson","WR","ARI","2019","10","","","","","","","","","","","","","","","","0","0","0","4","-","0"
"kendrick bourne","WR","SF","2019","10","","","","","","","","","","","","","","","","42","1","4","8","10.5","16"
"kenny golladay","WR","DET","2019","10","","","","","","","","","","","","","","","","57","1","3","9","19.0","47"
