"Name","Position","Team","Year","Week","PassYds","PassTD","PassComp","PassAtt","PassPct","PassYdsPerAtt","PassLong","QBR","Int","Sacks","RushYds","RushTD","RushAtt","RushAve","RushLong","RecYds","RecTD","Rec","Targets","RecAve","RecLong"
"aaron rodgers","QB","GB","2019","6","283","2","24","39","61.5%","7.3","46","90.0","1","1","10","0","3","3.3","12","","","","","",""
"andy dalton","QB","CIN","2019","6","235","0","21","39","53.8%","6.0","29","61.4","1","2","2","1","1","2.0","2","","","","","",""
"baker mayfield","QB","CLE","2019","6","249","1","22","37","59.5%","6.7","41","54.9","3","0","35","1","4","8.8","15","","","","","",""
"carson wentz","QB","PHI","2019","6","306","2","26","40","65.0%","7.7","45","94.4","1","2","23","0","2","11.5","16","","","","","",""
"case keenum","QB","WAS","2019","6","166","2","13","25","52.0%","6.6","33","99.8","0","0","10","0","4","2.5","9","","","","","",""
"dak prescott","QB","DAL","2019","6","278","0","28","40","70.0%","7.0","23","89.4","0","1","11","1","3","3.7","8","","","","","",""
"daniel jones","QB","NYG","2019","6","161","1","15","31","48.4%","5.2","64","35.2","3","1","8","0","2","4.0","9","","","","","",""
"deshaun watson","QB","HOU","2019","6","280","1","30","42","71.4%","6.7","23","77.5","2","0","42","2","10","4.2","10","","","","","",""
"devlin hodges","QB","PIT","2019","6","132","1","15","20","75.0%","6.6","26","87.9","1","0","8","0","3","2.7","7","","","","","",""
"gardner minshew","QB","JAX","2019","6","163","0","14","29","48.3%","5.6","23","51.4","1","2","1","0","2","0.5","2","","","","","",""
"jameis winston","QB","TB","2019","6","400","1","30","54","55.6%","7.4","37","46.8","5","7","1","0","1","1.0","1","","","","","",""
"jared goff","QB","LAR","2019","6","78","0","13","24","54.2%","3.3","12","60.8","0","4","0","0","1","0.0","0","","","","","",""
"jimmy garoppolo","QB","SF","2019","6","243","0","24","33","72.7%","7.4","45","80.7","1","2","4","1","5","0.8","4","","","","","",""
"joe flacco","QB","DEN","2019","6","177","0","18","28","64.3%","6.3","41","67.1","1","1","-1","0","4","-0.3","1","","","","","",""
"josh rosen","QB","MIA","2019","6","85","0","15","25","60.0%","3.4","16","32.9","2","5","","","","","","","","","","",""
"kirk cousins","QB","MIN","2019","6","333","4","22","29","75.9%","11.5","62","138.4","1","1","0","0","2","0.0","1","","","","","",""
"kyle allen","QB","CAR","2019","6","227","2","20","32","62.5%","7.1","30","104.6","0","2","3","0","3","1.0","4","","","","","",""
