"Name","Position","Team","Year","Week","PassYds","PassTD","PassComp","PassAtt","PassPct","PassYdsPerAtt","PassLong","QBR","Int","Sacks","RushYds","RushTD","RushAtt","RushAve","RushLong","RecYds","RecTD","Rec","Targets","RecAve","RecLong"
"aaron rodgers","QB","GB","2019","15","203","1","16","33","48.5%","6.2","49","78.2","0","1","23","0","3","7.7","17","","","","","",""
"alex tanney","QB","NYG","2019","15","1","0","1","1","100.0%","1.0","1","79.2","0","0","","","","","","","","","","",""
"andy dalton","QB","CIN","2019","15","151","1","17","31","54.8%","4.9","24","39.2","4","0","1","0","2","0.5","2","","","","","",""
"baker mayfield","QB","CLE","2019","15","247","2","30","43","69.8%","5.7","26","90.0","1","1","11","0","2","5.5","7","0","0","0","0","-","0"
"carson wentz","QB","PHI","2019","15","266","3","30","43","69.8%","6.2","27","109.3","0","2","9","0","3","3.0","4","","","","","",""
"dak prescott","QB","DAL","2019","15","212","2","15","23","65.2%","9.2","59","123.8","0","0","12","0","7","1.7","7","","","","","",""
"david blough","QB","DET","2019","15","260","0","24","43","55.8%","6.0","48","54.4","2","2","19","0","5","3.8","9","","","","","",""
"derek carr","QB","OAK","2019","15","267","1","22","36","61.1%","7.4","40","93.2","0","4","12","0","1","12.0","12","","","","","",""
"deshaun watson","QB","HOU","2019","15","243","2","19","27","70.4%","9.0","35","92.1","2","1","32","0","7","4.6","12","","","","","",""
"devlin hodges","QB","PIT","2019","15","202","1","23","38","60.5%","5.3","34","43.9","4","4","4","0","1","4.0","4","","","","","",""
"drew brees","QB","NO","2019","15","307","4","29","30","96.7%","10.2","28","148.9","0","0","","","","","","","","","","",""
"drew lock","QB","DEN","2019","15","208","0","18","40","45.0%","5.2","43","50.8","1","2","3","0","2","1.5","3","","","","","",""
"dwayne haskins","QB","WAS","2019","15","261","2","19","28","67.9%","9.3","75","121.3","0","1","26","0","3","8.7","23","","","","","",""
"eli manning","QB","NYG","2019","15","283","2","20","28","71.4%","10.1","51","87.9","3","1","","","","","","","","","","",""
"gardner minshew","QB","JAX","2019","15","201","2","17","29","58.6%","6.9","55","102.8","0","2","27","0","5","5.4","11","","","","","",""
"jacoby brissett","QB","IND","2019","15","165","0","18","34","52.9%","4.9","24","66.4","0","1","7","0","1","7.0","7","","","","","",""
"jameis winston","QB","TB","2019","15","458","4","28","42","66.7%","10.9","51","124.9","1","2","4","0","2","2.0","2","","","","","",""
"jared goff","QB","LAR","2019","15","284","2","33","51","64.7%","5.6","28","84.1","1","2","2","0","3","0.7","3","","","","","",""
"jimmy garoppolo","QB","SF","2019","15","200","1","22","34","64.7%","5.9","29","90.3","0","1","6","0","2","3.0","3","","","","","",""
"josh allen 2","QB","BUF","2019","15","139","1","13","25","52.0%","5.6","40","65.2","1","1","28","1","7","4.0","12","","","","","",""
"kirk cousins","QB","MIN","2019","15","207","1","19","25","76.0%","8.3","46","96.6","1","0","14","0","3","4.7","14","","","","","",""
"kyle allen","QB","CAR","2019","15","277","1","25","41","61.0%","6.8","22","58.7","3","1","25","0","5","5.0","10","","","","","",""
"kyler murray","QB","ARI","2019","15","219","1","19","25","76.0%","8.8","51","98.6","1","0","56","0","8","7.0","35","","","","","",""
"lamar jackson","QB","BAL","2019","15","212","5","15","23","65.2%","9.2","36","134.4","0","1","86","0","8","10.8","25","","","","","",""
"matt ryan","QB","ATL","2019","15","210","2","25","39","64.1%","5.4","28","95.0","0","2","27","0","5","5.4","9","","","","","",""
"mitchell trubisky","QB","CHI","2019","15","334","1","29","53","54.7%","6.3","34","64.5","2","3","29","0","4","7.3","9","5","0","0","0","-","5"
"patrick mahomes ii","QB","KC","2019","15","340","2","27","34","79.4%","10.0","41","115.7","1","3","11","0","3","3.7","7","","","","","",""
"philip rivers","QB","LAC","2019","15","307","1","28","39","71.8%","7.9","39","71.2","3","3","","","","","","","","","","",""
"robert griffin iii","QB","BAL","2019","15","0","0","0","1","0.0%","0.0","0","39.6","0","0","6","0","4","1.5","5","","","","","",""
"russell wilson","QB","SEA","2019","15","286","2","20","26","76.9%","11.0","58","137.7","0","2","-1","0","3","-0.3","1","","","","","",""
"ryan fitzpatrick","QB","MIA","2019","15","279","2","23","41","56.1%","6.8","29","93.4","0","3","33","0","4","8.3","13","","","","","",""
"ryan griffin 2","QB","TB","2019","15","","","","","","","","","","","-1","0","4","-0.3","0","","","","","",""
"ryan tannehill","QB","TEN","2019","15","279","2","22","36","61.1%","7.8","60","92.2","1","2","10","1","3","3.3","10","","","","","",""
"sam darnold","QB","NYJ","2019","15","218","2","18","32","56.3%","6.8","41","85.2","1","1","11","0","1","11.0","11","","","","","",""
"sean mannion","QB","MIN","2019","15","","","","","","","","","","","-3","0","3","-1.0","-1","","","","","",""
"teddy bridgewater","QB","NO","2019","15","","","","","","","","","","","-3","0","3","-1.0","-1","","","","","",""
"tom brady","QB","NE","2019","15","128","2","15","29","51.7%","4.4","23","86.6","0","2","-2","0","2","-1.0","-1","","","","","",""
"aaron jones 2","RB","GB","2019","15","","","","","","","","","","","51","2","13","3.9","21","","","","","",""
"adrian peterson","RB","WAS","2019","15","","","","","","","","","","","66","1","16","4.1","14","25","0","3","3","8.3","10"
"alvin kamara","RB","NO","2019","15","","","","","","","","","","","66","0","14","4.7","15","23","0","5","5","4.6","7"
"ameer abdullah","RB","MIN","2019","15","","","","","","","","","","","25","0","5","5.0","11","0","0","0","2","-","0"
"austin ekeler","RB","LAC","2019","15","","","","","","","","","","","19","0","7","2.7","11","62","0","5","7","12.4","27"
"benny snell","RB","PIT","2019","15","","","","","","","","","","","1","0","2","0.5","2","","","","","",""
"boston scott","RB","PHI","2019","15","","","","","","","","","","","26","0","6","4.3","6","39","0","7","7","5.6","12"
"brian hill","RB","ATL","2019","15","","","","","","","","","","","16","0","1","16.0","16","","","","","",""
"carlos hyde","RB","HOU","2019","15","","","","","","","","","","","104","1","26","4.0","11","","","","","",""
"chris carson","RB","SEA","2019","15","","","","","","","","","","","133","2","24","5.5","23","4","0","1","2","4.0","4"
"chris thompson","RB","WAS","2019","15","","","","","","","","","","","","","","","","26","0","2","3","13.0","16"
"christian mccaffrey","RB","CAR","2019","15","0","0","0","1","0.0%","0.0","0","39.6","0","0","87","2","19","4.6","15","88","0","8","10","11.0","18"
"cj prosise","RB","SEA","2019","15","","","","","","","","","","","15","0","5","3.0","7","10","0","1","1","10.0","10"
"dalvin cook","RB","MIN","2019","15","","","","","","","","","","","27","0","9","3.0","8","16","0","3","3","5.3","11"
"dare ogunbowale","RB","TB","2019","15","","","","","","","","","","","3","0","1","3.0","3","13","0","1","1","13.0","13"
"darwin thompson","RB","KC","2019","15","","","","","","","","","","","38","0","8","4.8","12","1","0","1","1","1.0","1"
"david johnson 2","RB","ARI","2019","15","","","","","","","","","","","6","0","3","2.0","5","","","","","",""
"david montgomery","RB","CHI","2019","15","","","","","","","","","","","39","0","14","2.8","8","10","0","1","1","10.0","10"
"deandre washington","RB","OAK","2019","15","","","","","","","","","","","16","0","6","2.7","9","6","0","2","3","3.0","9"
"derek carrier","RB","OAK","2019","15","","","","","","","","","","","","","","","","5","0","1","2","5.0","5"
"derrick henry","RB","TEN","2019","15","","","","","","","","","","","86","0","21","4.1","23","0","0","0","1","-","0"
"devin singletary","RB","BUF","2019","15","","","","","","","","","","","87","0","21","4.1","15","2","0","2","3","1.0","1"
"devonta freeman","RB","ATL","2019","15","","","","","","","","","","","39","0","12","3.3","11","16","0","2","3","8.0","13"
"devontae booker","RB","DEN","2019","15","","","","","","","","","","","5","0","1","5.0","5","","","","","",""
"dion lewis","RB","TEN","2019","15","","","","","","","","","","","10","0","3","3.3","6","11","1","1","1","11.0","11"
"duke johnson","RB","HOU","2019","15","","","","","","","","","","","4","0","2","2.0","3","19","0","2","3","9.5","11"
"dwayne washington","RB","NO","2019","15","","","","","","","","","","","20","0","3","6.7","12","","","","","",""
"ezekiel elliott","RB","DAL","2019","15","","","","","","","","","","","117","2","24","4.9","15","43","0","3","4","14.3","26"
"frank gore","RB","BUF","2019","15","","","","","","","","","","","15","0","10","1.5","9","","","","","",""
"giovani bernard","RB","CIN","2019","15","","","","","","","","","","","27","0","5","5.4","17","10","0","2","2","5.0","9"
"gus edwards","RB","BAL","2019","15","","","","","","","","","","","35","0","5","7.0","28","","","","","",""
"jamaal williams","RB","GB","2019","15","","","","","","","","","","","26","0","8","3.3","6","7","0","1","1","7.0","7"
"james conner","RB","PIT","2019","15","","","","","","","","","","","42","0","8","5.3","17","9","1","4","5","2.3","11"
"james white","RB","NE","2019","15","","","","","","","","","","","13","0","3","4.3","13","49","1","3","4","16.3","23"
"javorius allen","RB","NYG","2019","15","","","","","","","","","","","28","1","8","3.5","19","","","","","",""
"jaylen samuels","RB","PIT","2019","15","","","","","","","","","","","-1","0","2","-0.5","2","5","0","1","1","5.0","5"
"jd mckissic","RB","DET","2019","15","","","","","","","","","","","2","0","1","2.0","2","7","0","2","3","3.5","4"
"joe mixon","RB","CIN","2019","15","","","","","","","","","","","136","0","25","5.4","29","20","0","3","3","6.7","11"
"jordan wilkins","RB","IND","2019","15","","","","","","","","","","","10","1","3","3.3","5","7","0","1","3","7.0","7"
"josh ferguson","RB","WAS","2019","15","","","","","","","","","","","9","0","3","3.0","7","","","","","",""
"josh jacobs","RB","OAK","2019","15","","","","","","","","","","","89","0","24","3.7","9","20","0","2","3","10.0","14"
"justice hill","RB","BAL","2019","15","","","","","","","","","","","15","0","4","3.8","9","","","","","",""
"justin jackson 2","RB","LAC","2019","15","","","","","","","","","","","15","0","5","3.0","5","2","0","2","2","1.0","5"
"kareem hunt","RB","CLE","2019","15","","","","","","","","","","","14","0","4","3.5","6","62","0","8","9","7.8","16"
"kenjon barner","RB","ATL","2019","15","","","","","","","","","","","","","","","","4","0","1","2","4.0","4"
"kenyan drake","RB","ARI","2019","15","","","","","","","","","","","137","4","22","6.2","21","9","0","1","1","9.0","9"
"kerrith whyte","RB","PIT","2019","15","","","","","","","","","","","5","0","1","5.0","5","","","","","",""
"kyle juszczyk","RB","SF","2019","15","","","","","","","","","","","1","0","2","0.5","2","6","1","2","2","3.0","4"
"latavius murray","RB","NO","2019","15","","","","","","","","","","","29","0","9","3.2","8","20","0","2","3","10.0","10"
"leonard fournette","RB","JAX","2019","15","","","","","","","","","","","42","0","15","2.8","17","31","0","5","7","6.2","11"
"lesean mccoy","RB","KC","2019","15","","","","","","","","","","","16","0","6","2.7","10","","","","","",""
"leveon bell","RB","NYJ","2019","15","","","","","","","","","","","87","0","21","4.1","15","1","0","2","2","0.5","3"
"mark ingram","RB","BAL","2019","15","","","","","","","","","","","76","1","13","5.8","29","10","1","1","2","10.0","10"
"marlon mack","RB","IND","2019","15","","","","","","","","","","","19","0","11","1.7","7","","","","","",""
"matt breida","RB","SF","2019","15","","","","","","","","","","","11","0","4","2.8","9","6","0","2","2","3.0","5"
"melvin gordon","RB","LAC","2019","15","","","","","","","","","","","28","0","7","4.0","12","36","0","5","7","7.2","10"
"mike boone","RB","MIN","2019","15","","","","","","","","","","","56","2","13","4.3","10","","","","","",""
"miles sanders","RB","PHI","2019","15","","","","","","","","","","","122","1","19","6.4","56","50","1","6","6","8.3","18"
"myles gaskin","RB","MIA","2019","15","","","","","","","","","","","43","0","9","4.8","27","29","0","2","3","14.5","20"
"nick chubb","RB","CLE","2019","15","","","","","","","","","","","127","1","17","7.5","33","21","0","3","3","7.0","17"
"nyheim hines","RB","IND","2019","15","","","","","","","","","","","10","0","2","5.0","5","2","0","2","2","1.0","1"
"patrick laird","RB","MIA","2019","15","","","","","","","","","","","46","0","12","3.8","18","8","0","2","5","4.0","8"
"patrick ricard","RB","BAL","2019","15","","","","","","","","","","","","","","","","0","0","0","2","-","0"
"peyton barber","RB","TB","2019","15","","","","","","","","","","","17","0","10","1.7","4","23","0","2","2","11.5","14"
"phillip lindsay","RB","DEN","2019","15","","","","","","","","","","","32","0","7","4.6","13","0","0","0","2","-","0"
"qadree ollison","RB","ATL","2019","15","","","","","","","","","","","1","1","1","1.0","1","","","","","",""
