"Name","Position","Team","Year","Week","PassYds","PassTD","PassComp","PassAtt","PassPct","PassYdsPerAtt","PassLong","QBR","Int","Sacks","RushYds","RushTD","RushAtt","RushAve","RushLong","RecYds","RecTD","Rec","Targets","RecAve","RecLong"
"aaron rodgers","QB","GB","2019","13","243","4","21","33","63.6%","7.4","43","125.4","0","0","24","0","3","8.0","15","","","","","",""
"andy dalton","QB","CIN","2019","13","243","1","22","37","59.5%","6.6","19","88.0","0","1","-4","0","5","-0.8","2","","","","","",""
"baker mayfield","QB","CLE","2019","13","196","1","18","32","56.3%","6.1","23","71.9","1","5","2","0","1","2.0","2","","","","","",""
"blake bortles","QB","LAR","2019","13","3","0","1","2","50.0%","1.5","3","56.2","0","0","-10","0","1","-10.0","-10","","","","","",""
"carson wentz","QB","PHI","2019","13","310","3","28","46","60.9%","6.7","27","93.6","1","2","","","","","","","","","","",""
"dak prescott","QB","DAL","2019","13","355","2","32","49","65.3%","7.2","35","91.8","1","4","25","0","4","6.3","10","","","","","",""
"daniel jones","QB","NYG","2019","13","240","1","20","37","54.1%","6.5","43","49.4","3","0","6","0","5","1.2","6","","","","","",""
"david blough","QB","DET","2019","13","280","2","22","38","57.9%","7.4","75","87.6","1","2","1","0","1","1.0","1","","","","","",""
"derek carr","QB","OAK","2019","13","222","1","20","30","66.7%","7.4","28","71.8","2","2","7","0","3","2.3","6","","","","","",""
"deshaun watson","QB","HOU","2019","13","234","3","18","25","72.0%","9.4","35","140.7","0","3","-1","0","4","-0.3","2","6","1","1","1","6.0","6"
"devlin hodges","QB","PIT","2019","13","212","1","14","21","66.7%","10.1","44","95.7","1","1","2","0","5","0.4","9","","","","","",""
"drew brees","QB","NO","2019","13","184","1","18","30","60.0%","6.1","40","88.8","0","0","-1","0","1","-1.0","-1","","","","","",""
"drew lock","QB","DEN","2019","13","134","2","18","28","64.3%","4.8","33","84.5","1","0","15","0","3","5.0","8","","","","","",""
"dwayne haskins","QB","WAS","2019","13","147","0","13","25","52.0%","5.9","26","69.9","0","5","6","0","4","1.5","5","","","","","",""
"gardner minshew","QB","JAX","2019","13","147","1","16","27","59.3%","5.4","30","71.1","1","2","8","0","2","4.0","4","","","","","",""
"garrett gilbert","QB","CLE","2019","13","0","0","0","2","0.0%","0.0","0","39.6","0","0","","","","","","","","","","",""
"jacoby brissett","QB","IND","2019","13","319","1","25","40","62.5%","8.0","26","74.9","2","3","-1","0","1","-1.0","-1","","","","","",""
"jameis winston","QB","TB","2019","13","268","0","21","33","63.6%","8.1","32","89.0","0","4","20","0","6","3.3","16","","","","","",""
"jared goff","QB","LAR","2019","13","424","2","32","43","74.4%","9.9","48","120.7","0","1","","","","","","","","","","",""
"jimmy garoppolo","QB","SF","2019","13","165","1","15","21","71.4%","7.9","33","110.2","0","2","5","0","3","1.7","3","","","","","",""
"josh allen 2","QB","BUF","2019","13","231","1","19","24","79.2%","9.6","29","120.7","0","4","43","1","10","4.3","15","","","","","",""
"kirk cousins","QB","MIN","2019","13","276","2","22","38","57.9%","7.3","58","87.2","1","0","","","","","","","","","","",""
"kyle allen","QB","CAR","2019","13","278","2","27","46","58.7%","6.0","33","81.6","1","7","22","1","4","5.5","17","","","","","",""
"kyler murray","QB","ARI","2019","13","163","0","19","34","55.9%","4.8","23","56.4","1","6","28","1","4","7.0","15","","","","","",""
"lamar jackson","QB","BAL","2019","13","105","1","14","23","60.9%","4.6","20","86.3","0","1","101","1","16","6.3","14","","","","","",""
"matt moore","QB","KC","2019","13","","","","","","","","","","","-1","0","1","-1.0","-1","","","","","",""
"matt ryan","QB","ATL","2019","13","312","2","35","50","70.0%","6.2","23","83.1","2","9","21","0","3","7.0","9","","","","","",""
"mitchell trubisky","QB","CHI","2019","13","338","3","29","38","76.3%","8.9","35","118.1","1","1","4","0","4","1.0","2","","","","","",""
"nick foles","QB","JAX","2019","13","93","0","7","14","50.0%","6.6","39","41.7","1","3","3","0","1","3.0","3","","","","","",""
"patrick mahomes ii","QB","KC","2019","13","175","1","15","29","51.7%","6.0","47","81.8","0","1","25","1","3","8.3","13","","","","","",""
"philip rivers","QB","LAC","2019","13","265","2","20","29","69.0%","9.1","52","106.2","1","3","","","","","","","","","","",""
"russell wilson","QB","SEA","2019","13","240","2","21","31","67.7%","7.7","60","98.9","1","2","13","0","4","3.3","7","","","","","",""
"ryan fitzpatrick","QB","MIA","2019","13","365","3","27","39","69.2%","9.4","43","113.7","1","3","2","0","3","0.7","3","","","","","",""
"ryan tannehill","QB","TEN","2019","13","182","2","17","22","77.3%","8.3","40","131.2","0","6","5","0","4","1.3","8","","","","","",""
"sam darnold","QB","NYJ","2019","13","239","0","28","48","58.3%","5.0","20","71.4","0","4","9","0","2","4.5","7","","","","","",""
"tim boyle","QB","GB","2019","13","","","","","","","","","","","-4","0","2","-2.0","-1","","","","","",""
"tom brady","QB","NE","2019","13","326","3","24","47","51.1%","6.9","44","85.9","1","3","13","0","1","13.0","13","","","","","",""
"aaron jones 2","RB","GB","2019","13","","","","","","","","","","","18","0","11","1.6","9","13","0","4","6","3.3","7"
"adrian peterson","RB","WAS","2019","13","","","","","","","","","","","99","1","13","7.6","22","0","0","0","1","-","0"
"alexander mattison","RB","MIN","2019","13","","","","","","","","","","","22","0","4","5.5","15","51","0","4","5","12.8","17"
"alvin kamara","RB","NO","2019","13","","","","","","","","","","","61","0","11","5.5","24","23","0","4","8","5.8","10"
"austin ekeler","RB","LAC","2019","13","","","","","","","","","","","16","0","9","1.8","8","51","1","4","5","12.8","30"
"benny snell","RB","PIT","2019","13","","","","","","","","","","","63","1","16","3.9","14","4","0","1","1","4.0","4"
"bilal powell","RB","NYJ","2019","13","","","","","","","","","","","14","0","4","3.5","6","4","0","2","2","2.0","3"
"bo scarbrough","RB","DET","2019","13","","","","","","","","","","","83","0","21","4.0","15","","","","","",""
"brian hill","RB","ATL","2019","13","","","","","","","","","","","13","0","4","3.3","8","24","0","3","3","8.0","12"
"carlos hyde","RB","HOU","2019","13","","","","","","","","","","","17","0","10","1.7","4","5","0","1","1","5.0","5"
"chris carson","RB","SEA","2019","13","","","","","","","","","","","102","1","23","4.4","25","7","0","1","2","7.0","7"
"chris thompson","RB","WAS","2019","13","","","","","","","","","","","14","0","3","4.7","9","15","0","1","2","15.0","15"
"christian mccaffrey","RB","CAR","2019","13","","","","","","","","","","","44","0","14","3.1","12","58","0","7","12","8.3","15"
"dalvin cook","RB","MIN","2019","13","","","","","","","","","","","29","1","9","3.2","9","35","0","3","4","11.7","15"
"dare ogunbowale","RB","TB","2019","13","","","","","","","","","","","0","0","1","0.0","0","12","0","2","2","6.0","6"
"darrel williams","RB","KC","2019","13","","","","","","","","","","","13","0","6","2.2","15","3","1","1","2","3.0","3"
"darrell henderson","RB","LAR","2019","13","","","","","","","","","","","17","0","4","4.3","13","","","","","",""
"darwin thompson","RB","KC","2019","13","","","","","","","","","","","44","1","11","4.0","9","","","","","",""
"david johnson 2","RB","ARI","2019","13","","","","","","","","","","","15","0","4","3.8","9","9","0","2","2","4.5","5"
"david montgomery","RB","CHI","2019","13","","","","","","","","","","","75","0","16","4.7","14","12","1","2","2","6.0","9"
"deandre washington","RB","OAK","2019","13","","","","","","","","","","","5","0","2","2.5","5","44","0","3","3","14.7","28"
"derek carrier","RB","OAK","2019","13","","","","","","","","","","","","","","","","10","1","2","2","5.0","6"
"derrick henry","RB","TEN","2019","13","","","","","","","","","","","149","1","26","5.7","34","17","0","3","3","5.7","9"
"derrius guice","RB","WAS","2019","13","","","","","","","","","","","129","2","10","12.9","60","8","0","2","2","4.0","4"
"devin singletary","RB","BUF","2019","13","","","","","","","","","","","63","0","14","4.5","26","38","1","3","4","12.7","28"
"devonta freeman","RB","ATL","2019","13","","","","","","","","","","","51","0","17","3.0","6","13","0","4","5","3.3","7"
"dion lewis","RB","TEN","2019","13","","","","","","","","","","","","","","","","9","0","1","1","9.0","9"
"duke johnson","RB","HOU","2019","13","","","","","","","","","","","36","0","9","4.0","13","54","1","5","6","10.8","15"
"ezekiel elliott","RB","DAL","2019","13","","","","","","","","","","","71","0","12","5.9","30","66","0","7","10","9.4","20"
"frank gore","RB","BUF","2019","13","","","","","","","","","","","11","0","9","1.2","5","14","0","1","1","14.0","14"
"giovani bernard","RB","CIN","2019","13","","","","","","","","","","","4","0","1","4.0","4","8","0","1","2","8.0","8"
"gus edwards","RB","BAL","2019","13","","","","","","","","","","","15","0","6","2.5","4","7","0","1","1","7.0","7"
"jamaal williams","RB","GB","2019","13","","","","","","","","","","","41","0","10","4.1","9","26","0","4","4","6.5","10"
"james white","RB","NE","2019","13","","","","","","","","","","","79","0","14","5.6","32","98","2","8","11","12.3","36"
"javorius allen","RB","NYG","2019","13","","","","","","","","","","","4","0","1","4.0","4","","","","","",""
"jay ajayi","RB","PHI","2019","13","","","","","","","","","","","9","0","2","4.5","8","","","","","",""
"jaylen samuels","RB","PIT","2019","13","","","","","","","","","","","32","0","7","4.6","8","22","0","2","2","11.0","15"
"jd mckissic","RB","DET","2019","13","","","","","","","","","","","9","0","2","4.5","9","15","0","3","3","5.0","9"
"jeff wilson","RB","SF","2019","13","","","","","","","","","","","","","","","","7","0","1","1","7.0","7"
"joe mixon","RB","CIN","2019","13","","","","","","","","","","","44","1","19","2.3","9","26","0","4","4","6.5","9"
"jonathan williams","RB","IND","2019","13","","","","","","","","","","","14","0","8","1.8","10","11","0","1","1","11.0","11"
"jordan wilkins","RB","IND","2019","13","","","","","","","","","","","47","0","11","4.3","15","9","0","2","3","4.5","5"
"josh jacobs","RB","OAK","2019","13","","","","","","","","","","","104","0","17","6.1","35","","","","","",""
"justice hill","RB","BAL","2019","13","","","","","","","","","","","3","0","1","3.0","3","","","","","",""
"kalen ballage","RB","MIA","2019","13","","","","","","","","","","","0","0","3","0.0","1","0","0","0","1","-","0"
"kareem hunt","RB","CLE","2019","13","","","","","","","","","","","46","0","7","6.6","16","19","1","5","5","3.8","15"
"kenjon barner","RB","ATL","2019","13","","","","","","","","","","","","","","","","6","0","2","2","3.0","13"
"kenyan drake","RB","ARI","2019","13","","","","","","","","","","","31","0","13","2.4","9","20","0","2","5","10.0","15"
"kerrith whyte","RB","PIT","2019","13","","","","","","","","","","","10","0","3","3.3","5","","","","","",""
"latavius murray","RB","NO","2019","13","","","","","","","","","","","2","0","4","0.5","1","","","","","",""
"leonard fournette","RB","JAX","2019","13","","","","","","","","","","","38","0","14","2.7","10","53","0","9","11","5.9","14"
"lesean mccoy","RB","KC","2019","13","","","","","","","","","","","10","1","5","2.0","6","20","0","3","3","6.7","9"
"leveon bell","RB","NYJ","2019","13","","","","","","","","","","","32","0","10","3.2","7","35","0","4","5","8.8","11"
"malcolm brown","RB","LAR","2019","13","","","","","","","","","","","30","0","6","5.0","12","0","0","0","1","-","0"
"mark ingram","RB","BAL","2019","13","","","","","","","","","","","59","0","15","3.9","10","3","0","2","2","1.5","2"
"melvin gordon","RB","LAC","2019","13","","","","","","","","","","","99","0","20","5.0","19","11","0","2","3","5.5","6"
"miles sanders","RB","PHI","2019","13","","","","","","","","","","","83","0","17","4.9","13","22","1","5","5","4.4","15"
"myles gaskin","RB","MIA","2019","13","","","","","","","","","","","20","0","2","10.0","11","6","0","1","1","6.0","6"
"nick chubb","RB","CLE","2019","13","","","","","","","","","","","58","0","16","3.6","12","21","0","1","2","21.0","21"
"nyheim hines","RB","IND","2019","13","","","","","","","","","","","22","1","4","5.5","14","18","0","2","2","9.0","11"
"patrick laird","RB","MIA","2019","13","","","","","","","","","","","5","1","10","0.5","4","43","0","4","5","10.8","19"
"patrick ricard","RB","BAL","2019","13","","","","","","","","","","","","","","","","2","0","1","2","2.0","2"
"peyton barber","RB","TB","2019","13","","","","","","","","","","","44","2","17","2.6","15","","","","","",""
"phillip lindsay","RB","DEN","2019","13","","","","","","","","","","","58","0","17","3.4","15","4","0","3","3","1.3","9"
"raheem mostert","RB","SF","2019","13","","","","","","","","","","","146","1","19","7.7","40","8","0","2","2","4.0","5"
"rashaad penny","RB","SEA","2019","13","","","","","","","","","","","74","1","15","4.9","13","33","1","4","5","8.3","13"
"rex burkhead","RB","NE","2019","13","","","","","","","","","","","15","0","3","5.0","10","0","0","0","1","-","0"
"ronald jones ii","RB","TB","2019","13","","","","","","","","","","","8","0","6","1.3","5","","","","","",""
"royce freeman","RB","DEN","2019","13","","","","","","","","","","","11","0","5","2.2","5","13","0","4","4","3.3","6"
"ryquell armstead","RB","JAX","2019","13","","","","","","","","","","","","","","","","0","0","0","1","-","0"
"saquon barkley","RB","NYG","2019","13","","","","","","","","","","","83","0","19","4.4","16","32","0","3","7","10.7","27"
"sony michel","RB","NE","2019","13","","","","","","","","","","","45","0","10","4.5","17","","","","","",""
"tarik cohen","RB","CHI","2019","13","","","","","","","","","","","9","0","3","3.0","5","26","0","4","4","6.5","9"
"tevin coleman","RB","SF","2019","13","","","","","","","","","","","6","0","5","1.2","2","9","0","1","1","9.0","9"
"tj logan","RB","TB","2019","13","","","","","","","","","","","2","0","1","2.0","2","","","","","",""
"todd gurley","RB","LAR","2019","13","","","","","","","","","","","95","1","19","5.0","11","20","0","1","1","20.0","20"
"tony pollard","RB","DAL","2019","13","","","","","","","","","","","7","0","3","2.3","4","0","0","0","1","-","0"
"travis homer","RB","SEA","2019","13","","","","","","","","","","","29","0","1","29.0","29","","","","","",""
"trevor davis","RB","OAK","2019","13","","","","","","","","","","","0","0","1","0.0","0","","","","","",""
"troymaine pope","RB","LAC","2019","13","","","","","","","","","","","0","0","0","-","0","","","","","",""
"ty johnson","RB","DET","2019","13","","","","","","","","","","","12","0","3","4.0","5","17","0","3","3","5.7","9"
