"Name","Position","Team","Year","Week","RecYds","RecTD","Rec","Targets","RecAve","RecLong"
"julio jones","WR","ATL","2019","16","166","0","10","15","16.6","32"
"mike thomas 2","WR","NO","2019","16","136","1","12","17","11.3","26"
"tyler boyd","WR","CIN","2019","16","128","2","9","15","14.2","34"
"christian mccaffrey","RB","CAR","2019","16","119","0","15","15","7.9","13"
"robert woods","WR","LAR","2019","16","117","0","8","11","14.6","29"
"davante adams","WR","GB","2019","16","116","0","13","16","8.9","18"
"devante parker","WR","MIA","2019","16","111","1","5","15","22.2","51"
"cole beasley","WR","BUF","2019","16","108","0","7","12","15.4","28"
"hunter renfrow","WR","OAK","2019","16","107","1","7","9","15.3","56"
"tyler higbee","TE","LAR","2019","16","104","0","9","11","11.6","20"
"breshad perriman","WR","TB","2019","16","102","0","7","12","14.6","27"
"michael gallup","WR","DAL","2019","16","98","0","5","11","19.6","41"
"golden tate","WR","NYG","2019","16","96","0","6","11","16.0","32"
"mark andrews","TE","BAL","2019","16","93","2","6","9","15.5","39"
"dallas goedert","TE","PHI","2019","16","91","1","9","12","10.1","22"
"saquon barkley","RB","NYG","2019","16","90","1","4","4","22.5","51"
"terry mclaurin","WR","WAS","2019","16","86","0","7","9","12.3","34"
"jared cook","TE","NO","2019","16","84","2","3","4","28.0","61"
"john ross","WR","CIN","2019","16","84","0","6","13","14.0","34"
"tyrell williams","WR","OAK","2019","16","82","0","4","4","20.5","43"
"austin hooper","TE","ATL","2019","16","82","0","7","9","11.7","31"
"mike gesicki","TE","MIA","2019","16","82","2","6","12","13.7","31"
"diontae johnson","WR","PIT","2019","16","81","1","8","9","10.1","29"
"albert wilson","WR","MIA","2019","16","79","0","7","7","11.3","35"
"george kittle","TE","SF","2019","16","79","1","5","8","15.8","36"
"rex burkhead","RB","NE","2019","16","77","0","4","4","19.3","31"
"miles sanders","RB","PHI","2019","16","77","0","5","6","15.4","29"
"sterling shepard","WR","NYG","2019","16","76","1","6","6","12.7","23"
"travis kelce","TE","KC","2019","16","74","1","8","9","9.3","13"
"jarvis landry","WR","CLE","2019","16","74","0","7","9","10.6","33"
"devonta freeman","RB","ATL","2019","16","74","1","9","10","8.2","16"
"randall cobb","WR","DAL","2019","16","73","0","5","7","14.6","21"
"julian edelman","WR","NE","2019","16","72","0","5","6","14.4","30"
"tyreek hill","WR","KC","2019","16","72","0","5","5","14.4","19"
"keenan allen","WR","LAC","2019","16","71","0","5","10","14.2","20"
"greg ward jr","WR","PHI","2019","16","71","0","4","5","17.8","38"
"tajae sharpe","WR","TEN","2019","16","69","2","5","6","13.8","36"
"isaiah ford","WR","MIA","2019","16","68","0","5","6","13.6","28"
"kenny golladay","WR","DET","2019","16","66","1","6","12","11.0","35"
"daesean hamilton","WR","DEN","2019","16","65","1","6","6","10.8","20"
"jacob hollister","TE","SEA","2019","16","64","0","5","6","12.8","20"
"steven sims","WR","WAS","2019","16","64","2","6","10","10.7","32"
"jonnu smith","TE","TEN","2019","16","63","1","3","4","21.0","41"
"emmanuel sanders","WR","SF","2019","16","61","0","3","6","20.3","46"
"jamison crowder","WR","NYJ","2019","16","60","0","4","8","15.0","20"
"austin ekeler","RB","LAC","2019","16","58","0","5","6","11.6","17"
"kelvin harmon","WR","WAS","2019","16","58","0","5","6","11.6","22"
"tyler eifert","TE","CIN","2019","16","57","1","4","8","14.3","25"
"kenny stills","WR","HOU","2019","16","57","0","5","9","11.4","21"
"stefon diggs","WR","MIN","2019","16","57","1","3","5","19.0","28"
"chris conley","WR","JAX","2019","16","56","1","2","5","28.0","42"
"alex erickson","WR","CIN","2019","16","55","0","6","9","9.2","19"
"allen robinson","WR","CHI","2019","16","53","0","6","12","8.8","17"
"john brown","WR","BUF","2019","16","53","1","1","4","53.0","53"
"mike williams 5","WR","LAC","2019","16","51","0","3","4","17.0","23"
"russell gage","WR","ATL","2019","16","49","0","5","6","9.8","17"
"larry fitzgerald","WR","ARI","2019","16","48","1","4","7","12.0","21"
