"Name","Position","Team","Year","Week","RecYds","RecTD","Rec","Targets","RecAve","RecLong"
"tyrone swoopes","TE","SEA","2019","17","5","0","1","1","5.0","5"
"anthony miller 3","WR","CHI","2019","17","5","0","1","1","5.0","5"
"tony pollard","RB","DAL","2019","17","5","0","1","2","5.0","5"
"charles jones","TE","JAX","2019","17","5","0","1","1","5.0","5"
"benjamin watson","TE","NE","2019","17","4","0","1","1","4.0","4"
"derek carrier","RB","OAK","2019","17","4","0","1","1","4.0","4"
"seth devalve","TE","JAX","2019","17","4","0","1","1","4.0","4"
"jd mckissic","RB","DET","2019","17","4","0","1","2","4.0","4"
"noah fant","TE","DEN","2019","17","4","0","1","2","4.0","4"
"cyril grayson","WR","TB","2019","17","3","0","1","1","3.0","3"
"cameron brate","TE","TB","2019","17","2","1","1","3","2.0","2"
"ezekiel elliott","RB","DAL","2019","17","2","1","3","5","0.7","13"
"johnny mundt","TE","LAR","2019","17","2","0","1","1","2.0","2"
"gus edwards","RB","BAL","2019","17","2","0","1","1","2.0","2"
"tavon austin","WR","DAL","2019","17","1","0","1","2","1.0","1"
"senorise perry","RB","BUF","2019","17","1","0","1","1","1.0","1"
"blake bell","TE","KC","2019","17","1","0","1","2","1.0","1"
"nick chubb","RB","CLE","2019","17","1","0","1","2","1.0","1"
"adrian peterson","RB","WAS","2019","17","0","0","1","4","0.0","0"
"virgil green","TE","LAC","2019","17","0","0","0","1","-","0"
"giovani bernard","RB","CIN","2019","17","0","0","0","1","-","0"
"deon lacey","LB","MIA","2019","17","0","0","0","1","-","0"
"jaron brown","WR","SEA","2019","17","0","0","0","2","-","0"
"chris thompson","RB","WAS","2019","17","0","0","1","3","0.0","0"
"demetrius harris","TE","CLE","2019","17","0","0","0","1","-","0"
"keith smith","FB","ATL","2019","17","0","0","0","1","-","0"
"seth roberts","WR","BAL","2019","17","0","0","0","1","-","0"
"laquon treadwell","WR","MIN","2019","17","0","0","0","2","-","0"
"cj ham","FB","MIN","2019","17","0","0","0","1","-","0"
"josh reynolds","WR","LAR","2019","17","0","0","0","1","-","0"
"marlon mack","RB","IND","2019","17","0","0","0","1","-","0"
"robert davis","WR","PHI","2019","17","0","0","0","2","-","0"
"andre patton","WR","LAC","2019","17","0","0","0","3","-","0"
"matt breida","RB","SF","2019","17","0","0","0","1","-","0"
"cethan carter","TE","CIN","2019","17","0","0","0","1","-","0"
"blake jarwin","TE","DAL","2019","17","0","0","0","1","-","0"
"james washington 2","WR","PIT","2019","17","0","0","0","3","-","0"
"tanner hudson","TE","TB","2019","17","0","0","0","1","-","0"
"christian blake","WR","ATL","2019","17","0","0","0","2","-","0"
"phillip lindsay","RB","DEN","2019","17","0","0","0","1","-","0"
"robert foster","WR","BUF","2019","17","0","0","0","4","-","0"
"miles boykin","WR","BAL","2019","17","0","0","0","2","-","0"
"trevon wesco","TE","NYJ","2019","17","0","0","0","1","-","0"
"travis fulgham","WR","DET","2019","17","0","0","0","1","-","0"
"ty johnson","RB","DET","2019","17","0","0","0","2","-","0"
"jason moore 2","WR","LAC","2019","17","0","0","0","1","-","0"
"miles sanders","RB","PHI","2019","17","-1","0","3","5","-0.3","4"
"jamal agnew","WR","DET","2019","17","-2","0","1","2","-2.0","-2"
"darwin thompson","RB","KC","2019","17","-4","0","1","1","-4.0","-4"
