"Name","Position","Team","Year","Week","RecYds","RecTD","Rec","Targets","RecAve","RecLong"
"nelson agholor","WR","PHI","2019","5","20","0","1","3","20.0","20"
"josh jacobs","RB","OAK","2019","5","20","0","3","3","6.7","10"
"dion lewis","RB","TEN","2019","5","19","0","2","4","9.5","10"
"jack doyle","TE","IND","2019","5","19","0","3","3","6.3","9"
"deandre washington","RB","OAK","2019","5","19","0","3","3","6.3","10"
"curtis samuel","WR","CAR","2019","5","19","0","3","6","6.3","7"
"keenan allen","WR","LAC","2019","5","18","0","4","6","4.5","10"
"tra carson","RB","GB","2019","5","18","0","4","4","4.5","8"
"jalen richard","WR","OAK","2019","5","18","0","2","2","9.0","11"
"chase edmonds","RB","ARI","2019","5","18","0","3","4","6.0","8"
"marquez valdes scantling","WR","GB","2019","5","18","0","1","4","18.0","18"
"trey quinn","WR","WAS","2019","5","18","0","3","4","6.0","7"
"marcedes lewis","WR","GB","2019","5","17","0","2","2","8.5","15"
"chris thompson","RB","WAS","2019","5","17","0","5","7","3.4","6"
"jeremy sprinkle","TE","WAS","2019","5","17","0","2","3","8.5","11"
"giovani bernard","RB","CIN","2019","5","16","0","3","3","5.3","7"
"trey burton","TE","CHI","2019","5","16","0","3","3","5.3","11"
"cj uzomah","TE","CIN","2019","5","16","0","2","2","8.0","8"
"jp holtz","TE","CHI","2019","5","16","0","1","2","16.0","16"
"robby anderson","WR","NYJ","2019","5","16","0","1","3","16.0","16"
"joe mixon","RB","CIN","2019","5","16","0","1","1","16.0","16"
"marlon mack","RB","IND","2019","5","16","0","3","3","5.3","11"
"damien williams","RB","KC","2019","5","15","0","3","4","5.0","7"
"matt breida","RB","SF","2019","5","15","1","3","3","5.0","7"
"tyler eifert","TE","CIN","2019","5","14","0","2","4","7.0","7"
"paul richardson","WR","WAS","2019","5","14","0","2","2","7.0","8"
"golden tate","WR","NYG","2019","5","13","0","3","6","4.3","5"
"travis benjamin","WR","LAC","2019","5","13","0","1","2","13.0","13"
"tavon austin","WR","DAL","2019","5","13","0","1","1","13.0","13"
"tj yeldon","RB","BUF","2019","5","13","0","4","4","3.3","8"
"tajae sharpe","WR","TEN","2019","5","12","0","1","1","12.0","12"
"josh reynolds","WR","LAR","2019","5","12","0","1","1","12.0","12"
"nick chubb","RB","CLE","2019","5","12","0","1","1","12.0","12"
"russell gage","WR","ATL","2019","5","12","0","1","2","12.0","12"
"dawson knox","TE","BUF","2019","5","12","0","2","5","6.0","7"
"hunter renfrow","WR","OAK","2019","5","12","0","1","5","12.0","12"
"cameron brate","TE","TB","2019","5","11","0","1","1","11.0","11"
"bobo wilson","WR","TB","2019","5","11","0","1","2","11.0","11"
"dante pettis","WR","SF","2019","5","11","0","1","3","11.0","11"
"dallas goedert","TE","PHI","2019","5","11","0","1","3","11.0","11"
"jaylen samuels","RB","PIT","2019","5","11","0","3","4","3.7","9"
"david montgomery","RB","CHI","2019","5","11","0","1","1","11.0","11"
"keelan doss","WR","OAK","2019","5","11","0","2","2","5.5","7"
"delanie walker","TE","TEN","2019","5","10","0","1","2","10.0","10"
"luke willson","TE","SEA","2019","5","10","0","1","1","10.0","10"
"jamison crowder","WR","NYJ","2019","5","10","0","2","3","5.0","5"
"mo alie cox","TE","IND","2019","5","10","0","1","2","10.0","10"
"oj howard","TE","TB","2019","5","10","0","1","2","10.0","10"
"david moore","WR","SEA","2019","5","10","1","1","2","10.0","10"
"andrew beck","TE","DEN","2019","5","10","0","1","1","10.0","10"
"frank gore","RB","BUF","2019","5","9","0","2","2","4.5","6"
"emmanuel sanders","WR","DEN","2019","5","9","0","1","1","9.0","9"
"jake kumerow","WR","GB","2019","5","9","0","1","2","9.0","9"
"dan vitale","FB","GB","2019","5","9","0","1","1","9.0","9"
"elijhaa penny","FB","NYG","2019","5","9","0","1","1","9.0","9"
"lee smith","TE","BUF","2019","5","8","1","1","1","8.0","8"
"eric ebron","TE","IND","2019","5","8","0","1","4","8.0","8"
"duke johnson","RB","HOU","2019","5","8","0","1","1","8.0","8"
"derek watt","FB","LAC","2019","5","8","0","1","1","8.0","8"
"zach pascal","WR","IND","2019","5","8","0","1","2","8.0","8"
"melvin gordon","RB","LAC","2019","5","7","0","4","6","1.8","5"
"maxx williams","TE","ARI","2019","5","7","0","1","1","7.0","7"
"alex erickson","WR","CIN","2019","5","7","0","1","1","7.0","7"
"deon cain","WR","IND","2019","5","7","0","1","1","7.0","7"
"ryquell armstead","RB","JAX","2019","5","7","0","1","1","7.0","7"
"jarius wright","WR","CAR","2019","5","6","0","1","3","6.0","6"
"latavius murray","RB","NO","2019","5","6","0","2","2","3.0","4"
"todd gurley","RB","LAR","2019","5","6","0","3","5","2.0","3"
"royce freeman","RB","DEN","2019","5","6","0","2","2","3.0","6"
"gus edwards","RB","BAL","2019","5","6","0","1","1","6.0","6"
"noah fant","TE","DEN","2019","5","6","0","1","1","6.0","6"
"jakobi meyers","WR","NE","2019","5","6","0","1","2","6.0","6"
"stanley morgan jr","WR","CIN","2019","5","6","0","1","2","6.0","6"
"dernest johnson","RB","CLE","2019","5","6","0","1","1","6.0","6"
"virgil green","TE","LAC","2019","5","5","0","1","1","5.0","5"
"mark ingram","RB","BAL","2019","5","5","0","2","2","2.5","4"
"marqise lee","WR","JAX","2019","5","5","0","1","2","5.0","5"
"justin hardy","WR","ATL","2019","5","5","0","1","1","5.0","5"
"chris carson","RB","SEA","2019","5","5","1","1","2","5.0","5"
"jakob johnson","FB","NE","2019","5","5","0","1","2","5.0","5"
"kyle rudolph","TE","MIN","2019","5","4","0","1","1","4.0","4"
"geoff swaim","TE","JAX","2019","5","4","0","1","1","4.0","4"
"johnny holton","WR","PIT","2019","5","4","0","0","1","-","4"
"alex armah","FB","CAR","2019","5","4","0","1","1","4.0","4"
"kelvin harmon","WR","WAS","2019","5","4","0","1","1","4.0","4"
"jon hilliman","RB","NYG","2019","5","4","0","1","2","4.0","4"
"rhett ellison","TE","NYG","2019","5","3","0","1","1","3.0","3"
"deebo samuel","WR","SF","2019","5","3","0","1","3","3.0","3"
"ryan griffin","TE","NYJ","2019","5","2","0","1","1","2.0","2"
"steven sims","WR","WAS","2019","5","1","0","2","3","0.5","5"
"darren sproles","RB","PHI","2019","5","0","0","0","1","-","0"
"greg olsen","TE","CAR","2019","5","0","0","0","2","-","0"
"lance kendricks","TE","LAC","2019","5","0","0","0","1","-","0"
"anthony sherman","FB","KC","2019","5","0","0","0","1","-","0"
"demetrius harris","TE","CLE","2019","5","0","0","1","2","0.0","0"
"mike evans","WR","TB","2019","5","0","0","0","3","-","0"
"cody latimer","WR","NYG","2019","5","0","0","0","1","-","0"
"carlos hyde","RB","HOU","2019","5","0","0","0","1","-","0"
"seth roberts","WR","BAL","2019","5","0","0","0","2","-","0"
"nick boyle","WR","BAL","2019","5","0","0","0","2","-","0"
"nick vannett","TE","PIT","2019","5","0","0","0","1","-","0"
"chester rogers","WR","IND","2019","5","0","0","0","2","-","0"
"mack hollins","WR","PHI","2019","5","0","0","0","1","-","0"
"keelan cole","WR","JAX","2019","5","0","0","0","1","-","0"
"ricky seals jones","TE","CLE","2019","5","0","0","0","1","-","0"
"antonio callaway","WR","CLE","2019","5","0","0","0","3","-","0"
"damion ratley","WR","CLE","2019","5","0","0","0","2","-","0"
"javon wims","WR","CHI","2019","5","0","0","0","1","-","0"
"reggie bonnafon","RB","CAR","2019","5","0","0","0","1","-","0"
"scott miller 2","WR","TB","2019","5","0","0","0","2","-","0"
"tommy sweeney","WR","BUF","2019","5","0","0","0","2","-","0"
"peyton barber","RB","TB","2019","5","-1","0","1","1","-1.0","-1"
"cj ham","FB","MIN","2019","5","-1","0","1","1","-1.0","-1"
"ross dwelley","TE","SF","2019","5","-3","0","2","2","-1.5","0"
