"Name","Position","Team","Year","Week","RecYds","RecTD","Rec","Targets","RecAve","RecLong"
"darren waller","TE","OAK","2019","14","72","0","6","6","12.0","25"
"breshad perriman","WR","TB","2019","14","70","1","3","5","23.3","31"
"boston scott","RB","PHI","2019","14","69","0","6","6","11.5","17"
"allen hurns","WR","MIA","2019","14","68","0","5","8","13.6","17"
"keke coutee","WR","HOU","2019","14","68","0","5","8","13.6","22"
"george kittle","TE","SF","2019","14","67","1","6","8","11.2","39"
"julio jones","WR","ATL","2019","14","66","0","5","8","13.2","38"
"travis kelce","TE","KC","2019","14","66","0","7","9","9.4","20"
"jared cook","TE","NO","2019","14","64","2","2","2","32.0","38"
"mike williams 5","WR","LAC","2019","14","63","1","2","3","31.5","44"
"tyreek hill","WR","KC","2019","14","62","0","6","8","10.3","21"
"mike evans","WR","TB","2019","14","61","1","1","2","61.0","61"
"diontae johnson","WR","PIT","2019","14","60","1","6","8","10.0","18"
"justin watson 2","WR","TB","2019","14","59","1","5","8","11.8","17"
"kenny golladay","WR","DET","2019","14","58","1","6","8","9.7","18"
"aaron jones 2","RB","GB","2019","14","58","0","6","7","9.7","25"
"ian thomas","TE","CAR","2019","14","57","1","5","10","11.4","19"
"terry mclaurin","WR","WAS","2019","14","57","1","4","7","14.3","21"
"jp holtz","TE","CHI","2019","14","56","0","3","3","18.7","30"
"ted ginn jr","WR","NO","2019","14","50","0","4","6","12.5","25"
"sammy watkins","WR","KC","2019","14","50","0","4","8","12.5","23"
"tim patrick","WR","DEN","2019","14","50","0","2","3","25.0","37"
"blake jarwin","TE","DAL","2019","14","50","0","6","7","8.3","12"
"jimmy graham","TE","GB","2019","14","49","0","3","5","16.3","25"
"tyler eifert","TE","CIN","2019","14","49","0","4","4","12.3","17"
"jordan akins","TE","HOU","2019","14","49","0","4","9","12.3","15"
"rico gafford","WR","OAK","2019","14","49","1","1","1","49.0","49"
"allen robinson","WR","CHI","2019","14","48","2","5","8","9.6","22"
"dare ogunbowale","RB","TB","2019","14","48","0","5","5","9.6","17"
"mecole hardman","WR","KC","2019","14","48","1","1","1","48.0","48"
"khari blasingame","FB","TEN","2019","14","47","0","2","2","23.5","24"
"alex erickson","WR","CIN","2019","14","45","0","5","7","9.0","12"
"cooper kupp","WR","LAR","2019","14","45","1","4","4","11.3","21"
"randall cobb","WR","DAL","2019","14","43","0","2","5","21.5","35"
"chris thompson","RB","WAS","2019","14","43","0","7","8","6.1","14"
"tyler lockett","WR","SEA","2019","14","43","0","4","6","10.8","19"
"deandre washington","RB","OAK","2019","14","43","0","6","7","7.2","24"
"mycole pruitt","TE","TEN","2019","14","42","0","1","1","42.0","42"
"laquon treadwell","WR","MIN","2019","14","42","0","2","2","21.0","36"
"anthony miller 3","WR","CHI","2019","14","42","1","3","4","14.0","21"
"davante adams","WR","GB","2019","14","41","0","4","6","10.3","15"
"dallas goedert","TE","PHI","2019","14","41","0","3","6","13.7","28"
"duke johnson","RB","HOU","2019","14","40","0","6","8","6.7","11"
"raheem mostert","RB","SF","2019","14","40","1","2","2","20.0","35"
"joe mixon","RB","CIN","2019","14","40","0","3","4","13.3","24"
"kareem hunt","RB","CLE","2019","14","40","0","2","2","20.0","29"
"steven sims","WR","WAS","2019","14","40","0","4","7","10.0","13"
"odell beckham jr","WR","CLE","2019","14","39","0","2","5","19.5","21"
"hunter henry","TE","LAC","2019","14","39","1","2","4","19.5","30"
"anthony firkser","TE","TEN","2019","14","39","0","1","1","39.0","39"
"marvin jones","WR","DET","2019","14","38","0","3","7","12.7","18"
"patrick laird","RB","MIA","2019","14","38","0","4","5","9.5","21"
"jason witten","TE","DAL","2019","14","37","0","5","7","7.4","14"
"joshua perkins","TE","PHI","2019","14","37","0","5","5","7.4","13"
"vyncint smith","WR","NYJ","2019","14","37","0","1","3","37.0","37"
"dawson knox","TE","BUF","2019","14","37","0","1","4","37.0","37"
"daesean hamilton","WR","DEN","2019","14","36","0","2","4","18.0","27"
"darwin thompson","RB","KC","2019","14","36","0","4","5","9.0","19"
"jesper horsted","TE","CHI","2019","14","36","0","4","4","9.0","14"
"tyrell williams","WR","OAK","2019","14","35","0","3","4","11.7","18"
"jakobi meyers","WR","NE","2019","14","35","0","1","3","35.0","35"
"danny amendola","WR","DET","2019","14","34","0","5","8","6.8","10"
"josh gordon","WR","SEA","2019","14","34","0","2","5","17.0","23"
"todd gurley","RB","LAR","2019","14","34","0","4","4","8.5","20"
"david johnson 2","RB","ARI","2019","14","34","1","2","2","17.0","24"
"corey davis","WR","TEN","2019","14","34","0","2","4","17.0","24"
"jacob hollister","TE","SEA","2019","14","34","0","4","6","8.5","19"
"greg ward jr","WR","PHI","2019","14","34","0","4","9","8.5","13"
"courtland sutton","WR","DEN","2019","14","34","0","5","7","6.8","11"
"cordarrelle patterson","WR","CHI","2019","14","33","0","1","1","33.0","33"
"james washington 2","WR","PIT","2019","14","33","0","4","4","8.3","12"
"austin hooper","TE","ATL","2019","14","32","0","2","6","16.0","18"
"giovani bernard","RB","CIN","2019","14","31","0","2","3","15.5","26"
"jarius wright","WR","CAR","2019","14","30","0","4","5","7.5","15"
"cameron brate","TE","TB","2019","14","30","1","4","4","7.5","13"
"ty montgomery","RB","NYJ","2019","14","30","0","3","3","10.0","17"
"nick oleary","TE","JAX","2019","14","30","1","4","5","7.5","12"
"kenyan drake","RB","ARI","2019","14","30","0","3","3","10.0","18"
"kelvin harmon","WR","WAS","2019","14","30","0","1","4","30.0","30"
"mark ingram","RB","BAL","2019","14","29","0","3","3","9.7","15"
"cole beasley","WR","BUF","2019","14","29","1","4","7","7.3","14"
"melvin gordon","RB","LAC","2019","14","29","0","5","5","5.8","19"
"jamison crowder","WR","NYJ","2019","14","29","0","3","7","9.7","17"
"jonnu smith","TE","TEN","2019","14","29","1","3","4","9.7","17"
"trequan smith","WR","NO","2019","14","29","1","2","4","14.5","18"
"jj arcega whiteside","WR","PHI","2019","14","29","0","2","3","14.5","22"
"devin singletary","RB","BUF","2019","14","29","0","6","8","4.8","13"
"andrew beck","TE","DEN","2019","14","29","0","1","1","29.0","29"
"demaryius thomas","WR","NYJ","2019","14","28","1","2","4","14.0","14"
"devante parker","WR","MIA","2019","14","28","0","2","2","14.0","21"
"sterling shepard","WR","NYG","2019","14","28","0","4","7","7.0","8"
"john ross","WR","CIN","2019","14","28","0","2","3","14.0","24"
"jack doyle","TE","IND","2019","14","27","0","2","6","13.5","18"
"james white","RB","NE","2019","14","27","0","5","7","5.4","17"
"john brown","WR","BUF","2019","14","26","0","3","8","8.7","18"
"keelan doss","WR","OAK","2019","14","26","0","3","3","8.7","12"
"latavius murray","RB","NO","2019","14","25","0","2","3","12.5","30"
"tajae sharpe","WR","TEN","2019","14","25","0","4","4","6.3","9"
"cj ham","FB","MIN","2019","14","25","0","1","1","25.0","25"
"curtis samuel","WR","CAR","2019","14","25","0","2","4","12.5","13"
"dede westbrook","WR","JAX","2019","14","25","0","6","7","4.2","7"
"isaiah mckenzie","WR","BUF","2019","14","25","0","3","5","8.3","24"
"devontae booker","RB","DEN","2019","14","24","0","2","2","12.0","25"
"tarik cohen","RB","CHI","2019","14","24","0","6","6","4.0","6"
"nyheim hines","RB","IND","2019","14","24","0","4","5","6.0","8"
"miles sanders","RB","PHI","2019","14","24","0","4","5","6.0","11"
"jesse james 2","TE","DET","2019","14","23","0","1","2","23.0","23"
"ronald jones ii","RB","TB","2019","14","23","0","4","5","5.8","9"
"kyle juszczyk","RB","SF","2019","14","22","0","3","3","7.3","15"
"ricky seals jones","TE","CLE","2019","14","22","0","1","1","22.0","22"
"deon cain","WR","PIT","2019","14","22","0","1","1","22.0","22"
"logan thomas","TE","DET","2019","14","21","0","2","4","10.5","11"
"irv smith jr","TE","MIN","2019","14","21","0","3","4","7.0","13"
"larry fitzgerald","WR","ARI","2019","14","20","0","3","7","6.7","9"
"justin hardy","WR","ATL","2019","14","19","0","1","1","19.0","19"
"peyton barber","RB","TB","2019","14","19","0","2","2","9.5","16"
"allen lazard","WR","GB","2019","14","19","0","2","3","9.5","17"
"jalen richard","WR","OAK","2019","14","18","0","2","3","9.0","11"
"alvin kamara","RB","NO","2019","14","18","0","4","6","4.5","9"
"kendrick bourne","WR","SF","2019","14","18","2","3","4","6.0","6"
"jaylen samuels","RB","PIT","2019","14","18","0","2","2","9.0","18"
"alexander mattison","RB","MIN","2019","14","18","0","2","2","9.0","9"
"russell gage","WR","ATL","2019","14","17","0","2","4","8.5","14"
"jd mckissic","RB","DET","2019","14","16","0","4","4","4.0","5"
"rashaad penny","RB","SEA","2019","14","16","0","1","1","16.0","16"
"auden tate","WR","CIN","2019","14","16","0","1","4","16.0","16"
"david moore","WR","SEA","2019","14","15","0","1","2","15.0","15"
"chris carson","RB","SEA","2019","14","15","0","3","4","5.0","5"
"virgil green","TE","LAC","2019","14","14","1","1","1","14.0","14"
"bilal powell","RB","NYJ","2019","14","14","0","2","3","7.0","9"
"matt lacosse","TE","NE","2019","14","14","0","2","4","7.0","8"
"mark andrews","TE","BAL","2019","14","14","0","1","3","14.0","14"
"byron pringle","WR","KC","2019","14","14","0","1","1","14.0","14"
"foster moreau","TE","OAK","2019","14","14","1","3","3","4.7","7"
"mohamed sanu","WR","NE","2019","14","13","0","1","1","13.0","13"
"willie snead","WR","BAL","2019","14","13","1","3","4","4.3","7"
"leonard fournette","RB","JAX","2019","14","13","0","3","6","4.3","12"
"dalvin cook","RB","MIN","2019","14","13","0","2","2","6.5","10"
"tyler conklin","TE","MIN","2019","14","13","0","3","3","4.3","11"
"deonte harris","WR","NO","2019","14","13","0","1","1","13.0","13"
"ezekiel elliott","RB","DAL","2019","14","12","0","2","5","6.0","9"
"demarcus robinson","WR","KC","2019","14","12","0","1","2","12.0","12"
"keelan cole","WR","JAX","2019","14","12","0","1","3","12.0","12"
"taysom hill","TE","NO","2019","14","12","0","1","1","12.0","12"
"robert tonyan jr","TE","GB","2019","14","12","1","1","1","12.0","12"
"nkeal harry","WR","NE","2019","14","12","0","1","1","12.0","12"
"parris campbell","WR","IND","2019","14","12","0","3","5","4.0","9"
"golden tate","WR","NYG","2019","14","11","0","1","5","11.0","11"
"kyle rudolph","TE","MIN","2019","14","11","0","2","2","5.5","8"
"chris manhertz","TE","CAR","2019","14","11","0","1","1","11.0","11"
"kalif raymond","WR","TEN","2019","14","11","0","1","2","11.0","11"
"geronimo allison","WR","GB","2019","14","11","0","1","1","11.0","11"
"nick chubb","RB","CLE","2019","14","11","0","1","1","11.0","11"
"devonta freeman","RB","ATL","2019","14","10","0","4","4","2.5","11"
"nick boyle","WR","BAL","2019","14","10","1","2","3","5.0","7"
"damiere byrd","WR","ARI","2019","14","10","0","1","1","10.0","10"
"malik turner","WR","SEA","2019","14","10","0","1","3","10.0","10"
"kaden smith","WR","NYG","2019","14","9","0","2","5","4.5","7"
"kerrith whyte","RB","PIT","2019","14","9","0","1","1","9.0","9"
"olabisi johnson","WR","MIN","2019","14","9","1","1","1","9.0","9"
"michael walker","WR","JAX","2019","14","9","0","1","1","9.0","9"
"kenny stills","WR","HOU","2019","14","8","0","2","2","4.0","5"
"ryan griffin","TE","NYJ","2019","14","8","0","1","1","8.0","8"
"seth roberts","WR","BAL","2019","14","8","0","1","4","8.0","8"
"jeff heuerman","TE","DEN","2019","14","8","1","1","1","8.0","8"
"mo alie cox","TE","IND","2019","14","8","0","1","1","8.0","8"
"royce freeman","RB","DEN","2019","14","8","1","2","2","4.0","5"
"benjamin watson","TE","NE","2019","14","7","0","1","3","7.0","7"
"chris conley","WR","JAX","2019","14","7","0","1","3","7.0","7"
"daniel brown","TE","NYJ","2019","14","7","0","1","2","7.0","7"
"trey edmunds","RB","PIT","2019","14","7","0","1","1","7.0","7"
"brandon zylstra","WR","CAR","2019","14","7","0","1","2","7.0","7"
"ty johnson","RB","DET","2019","14","7","0","1","1","7.0","7"
"derrick henry","RB","TEN","2019","14","6","0","1","1","6.0","6"
"mike gesicki","TE","MIA","2019","14","6","0","1","5","6.0","6"
"myles gaskin","RB","MIA","2019","14","6","0","1","2","6.0","6"
"marcedes lewis","WR","GB","2019","14","5","0","1","1","5.0","5"
"charles clay","TE","ARI","2019","14","5","1","1","1","5.0","5"
"dion lewis","RB","TEN","2019","14","5","0","1","1","5.0","5"
"carlos hyde","RB","HOU","2019","14","5","0","2","3","2.5","3"
"albert wilson","WR","MIA","2019","14","5","0","1","2","5.0","5"
"pharoh cooper","WR","ARI","2019","14","5","0","1","1","5.0","5"
"zay jones","WR","OAK","2019","14","5","0","1","3","5.0","5"
"bo scarbrough","RB","DET","2019","14","5","0","1","3","5.0","5"
"andy isabella","WR","ARI","2019","14","5","0","1","1","5.0","5"
"riley ridley","WR","CHI","2019","14","5","0","1","1","5.0","5"
"lesean mccoy","RB","KC","2019","14","4","0","1","3","4.0","4"
"josh hill 2","TE","NO","2019","14","4","1","2","3","2.0","3"
"cj uzomah","TE","CIN","2019","14","4","0","1","2","4.0","4"
"david njoku","TE","CLE","2019","14","4","0","1","3","4.0","4"
"matt breida","RB","SF","2019","14","4","0","1","1","4.0","4"
"phillip lindsay","RB","DEN","2019","14","4","0","2","2","2.0","5"
"vance mcdonald","TE","PIT","2019","14","3","0","1","1","3.0","3"
"troy fumagalli","TE","DEN","2019","14","3","0","1","1","3.0","3"
"isaac nauta","TE","DET","2019","14","3","0","1","1","3.0","3"
"darren fells","TE","HOU","2019","14","2","0","2","4","1.0","2"
"ameer abdullah","RB","MIN","2019","14","2","0","1","1","2.0","2"
"durham smythe","TE","MIA","2019","14","2","0","1","1","2.0","2"
"ross travis","TE","IND","2019","14","1","0","1","1","1.0","1"
"saquon barkley","RB","NYG","2019","14","1","0","3","4","0.3","2"
"sony michel","RB","NE","2019","14","1","0","1","1","1.0","1"
"luke stocker","TE","ATL","2019","14","0","0","0","1","-","0"
"alshon jeffery","WR","PHI","2019","14","0","0","0","2","-","0"
"jamize olawale","FB","DAL","2019","14","0","0","0","1","-","0"
"rex burkhead","RB","NE","2019","14","0","0","0","1","-","0"
"tavon austin","WR","DAL","2019","14","0","0","0","2","-","0"
"brandin cooks","WR","LAR","2019","14","0","0","0","2","-","0"
"phillip dorsett","WR","NE","2019","14","0","0","0","2","-","0"
"maxx williams","TE","ARI","2019","14","0","0","0","1","-","0"
"tyler kroft","TE","BUF","2019","14","0","0","0","1","-","0"
"jay ajayi","RB","PHI","2019","14","0","0","0","1","-","0"
"dan vitale","FB","GB","2019","14","0","0","0","1","-","0"
"chad williams 2","WR","IND","2019","14","0","0","0","1","-","0"
"mack hollins","WR","MIA","2019","14","0","0","0","1","-","0"
"jamaal williams","RB","GB","2019","14","0","0","0","1","-","0"
"chase edmonds","RB","ARI","2019","14","0","0","0","2","-","0"
"damion ratley","WR","CLE","2019","14","0","0","0","1","-","0"
"cedrick wilson 2","WR","DAL","2019","14","0","0","0","1","-","0"
"braxton berrios","WR","NYJ","2019","14","0","0","0","1","-","0"
"javon wims","WR","CHI","2019","14","0","0","0","3","-","0"
"robert foster","WR","BUF","2019","14","0","0","0","4","-","0"
"khadarel hodge 2","WR","CLE","2019","14","0","0","0","1","-","0"
"david montgomery","RB","CHI","2019","14","0","0","0","1","-","0"
"jace sternberger","TE","GB","2019","14","0","0","0","1","-","0"
"ryquell armstead","RB","JAX","2019","14","0","0","0","2","-","0"
"alexander hollins","C","MIN","2019","14","0","0","0","1","-","0"
"stephen carlson","TE","CLE","2019","14","0","0","0","1","-","0"
"stanley morgan jr","WR","CIN","2019","14","0","0","0","1","-","0"
"jalen guyton","WR","LAC","2019","14","0","0","0","2","-","0"
"marquise brown","WR","BAL","2019","14","-2","0","3","3","-0.7","5"
"garrett bradbury","XX","MIN","2019","14","-4","0","1","1","-4.0","-4"
"spencer ware","RB","KC","2019","14","-9","0","1","2","-9.0","-9"
