"Name","Position","Team","Year","Week","RecYds","RecTD","Rec","Targets","RecAve","RecLong"
"robert woods","WR","LAR","2019","13","172","0","13","18","13.2","48"
"devante parker","WR","MIA","2019","13","159","2","7","10","22.7","43"
"kenny golladay","WR","DET","2019","13","158","1","4","5","39.5","75"
"anthony miller 3","WR","CHI","2019","13","140","0","9","13","15.6","35"
"alshon jeffery","WR","PHI","2019","13","137","1","9","16","15.2","27"
"mike williams 5","WR","LAC","2019","13","117","0","5","7","23.4","52"
"james washington 2","WR","PIT","2019","13","111","1","4","4","27.8","44"
"cole beasley","WR","BUF","2019","13","110","1","6","7","18.3","29"
"zach pascal","WR","IND","2019","13","109","0","7","10","15.6","26"
"tyler higbee","TE","LAR","2019","13","107","1","7","8","15.3","26"
"julian edelman","WR","NE","2019","13","106","1","6","11","17.7","44"
"allen lazard","WR","GB","2019","13","103","1","3","3","34.3","43"
"robby anderson","WR","NYJ","2019","13","101","0","7","10","14.4","20"
"darren waller","TE","OAK","2019","13","100","0","7","9","14.3","24"
"james white","RB","NE","2019","13","98","2","8","11","12.3","36"
"calvin ridley","WR","ATL","2019","13","91","0","8","10","11.4","18"
"travis kelce","TE","KC","2019","13","90","0","5","9","18.0","47"
"breshad perriman","WR","TB","2019","13","87","0","5","6","17.4","32"
"allen robinson","WR","CHI","2019","13","86","1","8","12","10.8","16"
"jared cook","TE","NO","2019","13","85","0","3","6","28.3","40"
"amari cooper","WR","DAL","2019","13","85","0","8","11","10.6","17"
"mike gesicki","TE","MIA","2019","13","79","1","5","7","15.8","21"
"jarvis landry","WR","CLE","2019","13","76","0","6","11","12.7","19"
"dj moore 2","WR","CAR","2019","13","75","1","6","12","12.5","21"
"dk metcalf","WR","SEA","2019","13","75","0","6","7","12.5","20"
"courtland sutton","WR","DEN","2019","13","74","2","4","5","18.5","33"
"jack doyle","TE","IND","2019","13","73","1","6","11","12.2","21"
"kaden smith","WR","NYG","2019","13","70","0","6","8","11.7","32"
"keenan allen","WR","LAC","2019","13","68","1","6","6","11.3","36"
"ezekiel elliott","RB","DAL","2019","13","66","0","7","10","9.4","20"
"dallas goedert","TE","PHI","2019","13","66","0","6","7","11.0","24"
"auden tate","WR","CIN","2019","13","66","0","4","7","16.5","19"
"curtis samuel","WR","CAR","2019","13","65","1","4","7","16.3","33"
"cooper kupp","WR","LAR","2019","13","65","1","6","6","10.8","27"
"david moore","WR","SEA","2019","13","65","1","2","4","32.5","60"
"deandre hopkins","WR","HOU","2019","13","64","0","5","8","12.8","27"
"davante adams","WR","GB","2019","13","64","2","6","10","10.7","25"
"michael gallup","WR","DAL","2019","13","63","0","3","7","21.0","35"
"kenny stills","WR","HOU","2019","13","61","1","3","4","20.3","35"
"oj howard","TE","TB","2019","13","61","0","5","6","12.2","25"
"dede westbrook","WR","JAX","2019","13","60","1","5","8","12.0","39"
"tyler boyd","WR","CIN","2019","13","59","1","5","10","11.8","17"
"laquon treadwell","WR","MIN","2019","13","58","1","1","2","58.0","58"
"christian mccaffrey","RB","CAR","2019","13","58","0","7","12","8.3","15"
"chris conley","WR","JAX","2019","13","57","0","4","5","14.3","20"
"christian blake","WR","ATL","2019","13","57","0","6","9","9.5","13"
"larry fitzgerald","WR","ARI","2019","13","56","0","6","7","9.3","18"
"javon wims","WR","CHI","2019","13","56","0","5","6","11.2","19"
"tyreek hill","WR","KC","2019","13","55","0","5","8","11.0","17"
"marcus johnson 2","WR","IND","2019","13","55","0","4","6","13.8","19"
"duke johnson","RB","HOU","2019","13","54","1","5","6","10.8","15"
"randall cobb","WR","DAL","2019","13","53","0","3","3","17.7","23"
"mike evans","WR","TB","2019","13","53","0","4","11","13.3","25"
"leonard fournette","RB","JAX","2019","13","53","0","9","11","5.9","14"
"russell gage","WR","ATL","2019","13","52","1","5","9","10.4","14"
"cj uzomah","TE","CIN","2019","13","51","0","5","6","10.2","16"
"austin ekeler","RB","LAC","2019","13","51","1","4","5","12.8","30"
"alexander mattison","RB","MIN","2019","13","51","0","4","5","12.8","17"
"kelvin harmon","WR","WAS","2019","13","51","0","3","5","17.0","26"
"kyle rudolph","TE","MIN","2019","13","50","1","4","6","12.5","19"
"chris godwin","WR","TB","2019","13","50","0","4","6","12.5","27"
"mark andrews","TE","BAL","2019","13","50","1","3","6","16.7","20"
"mike thomas 2","WR","NO","2019","13","48","0","6","8","8.0","14"
"dj chark","WR","JAX","2019","13","47","0","2","5","23.5","30"
"jakobi meyers","WR","NE","2019","13","46","0","3","7","15.3","21"
"aj brown","WR","TEN","2019","13","45","0","3","4","15.0","16"
"deandre washington","RB","OAK","2019","13","44","0","3","3","14.7","28"
"jacob hollister","TE","SEA","2019","13","44","0","6","8","7.3","16"
"darius slayton","WR","NYG","2019","13","44","0","6","9","7.3","13"
"cody latimer","WR","NYG","2019","13","43","0","1","3","43.0","43"
"patrick laird","RB","MIA","2019","13","43","0","4","5","10.8","19"
"jason witten","TE","DAL","2019","13","42","1","6","8","7.0","9"
"cj ham","FB","MIN","2019","13","42","0","2","2","21.0","36"
"kendrick bourne","WR","SF","2019","13","42","0","3","3","14.0","30"
"emmanuel sanders","WR","SF","2019","13","41","0","4","6","10.3","18"
"nelson agholor","WR","PHI","2019","13","41","0","3","6","13.7","24"
"jaeden graham","TE","ATL","2019","13","41","1","4","4","10.3","23"
"deebo samuel","WR","SF","2019","13","41","1","2","4","20.5","33"
"marvin jones","WR","DET","2019","13","40","1","3","6","13.3","19"
"sterling shepard","WR","NYG","2019","13","40","1","3","6","13.3","18"
"kalif raymond","WR","TEN","2019","13","40","1","1","1","40.0","40"
"josh reynolds","WR","LAR","2019","13","39","0","4","4","9.8","20"
"devin singletary","RB","BUF","2019","13","38","1","3","4","12.7","28"
"jeremy sprinkle","TE","WAS","2019","13","36","0","2","4","18.0","23"
"leveon bell","RB","NYJ","2019","13","35","0","4","5","8.8","11"
"dalvin cook","RB","MIN","2019","13","35","0","3","4","11.7","15"
"jarius wright","WR","CAR","2019","13","34","0","3","5","11.3","14"
"isaiah mckenzie","WR","BUF","2019","13","34","0","3","3","11.3","18"
"allen hurns","WR","MIA","2019","13","33","0","3","4","11.0","14"
"rashaad penny","RB","SEA","2019","13","33","1","4","5","8.3","13"
"danny amendola","WR","DET","2019","13","32","0","3","8","10.7","14"
"albert wilson","WR","MIA","2019","13","32","0","5","5","6.4","13"
"saquon barkley","RB","NYG","2019","13","32","0","3","7","10.7","27"
"ross travis","TE","IND","2019","13","31","0","2","3","15.5","25"
"ryan griffin","TE","NYJ","2019","13","30","0","5","7","6.0","9"
"charles clay","TE","ARI","2019","13","29","0","2","2","14.5","23"
"odell beckham jr","WR","CLE","2019","13","29","0","3","6","9.7","19"
"steven sims","WR","WAS","2019","13","29","0","3","4","9.7","14"
"justin hardy","WR","ATL","2019","13","28","0","3","3","9.3","13"
"tevin jones","WR","PIT","2019","13","28","0","1","1","28.0","28"
"stephen carlson","TE","CLE","2019","13","28","0","2","2","14.0","21"
"john brown","WR","BUF","2019","13","26","0","3","4","8.7","14"
"pharoh cooper","WR","ARI","2019","13","26","0","4","6","6.5","9"
"joe mixon","RB","CIN","2019","13","26","0","4","4","6.5","9"
"tarik cohen","RB","CHI","2019","13","26","0","4","4","6.5","9"
"jamaal williams","RB","GB","2019","13","26","0","4","4","6.5","10"
"stefon diggs","WR","MIN","2019","13","25","0","4","9","6.3","10"
"zach ertz","TE","PHI","2019","13","24","0","3","6","8.0","12"
"brandin cooks","WR","LAR","2019","13","24","0","2","2","12.0","28"
"matt lacosse","TE","NE","2019","13","24","0","1","2","24.0","24"
"brian hill","RB","ATL","2019","13","24","0","3","3","8.0","12"
"ian thomas","TE","CAR","2019","13","24","0","4","4","6.0","13"
"benjamin watson","TE","NE","2019","13","23","0","1","1","23.0","23"
"demaryius thomas","WR","NYJ","2019","13","23","0","3","5","7.7","9"
"demetrius harris","TE","CLE","2019","13","23","0","1","4","23.0","23"
"darren fells","TE","HOU","2019","13","23","1","2","3","11.5","13"
"corey davis","WR","TEN","2019","13","23","0","1","2","23.0","23"
"alvin kamara","RB","NO","2019","13","23","0","4","8","5.8","10"
"christian kirk","WR","ARI","2019","13","23","0","3","7","7.7","10"
"vyncint smith","WR","NYJ","2019","13","23","0","2","3","11.5","12"
"greg olsen","TE","CAR","2019","13","22","0","3","3","7.3","8"
"tavon austin","WR","DAL","2019","13","22","0","2","5","11.0","12"
"anthony firkser","TE","TEN","2019","13","22","0","3","4","7.3","13"
