"Name","Position","Team","Year","Week","RecYds","RecTD","Rec","Targets","RecAve","RecLong"
"davante adams","WR","GB","2019","4","180","0","10","15","18.0","58"
"chris godwin","WR","TB","2019","4","172","2","12","14","14.3","30"
"jarvis landry","WR","CLE","2019","4","167","0","8","10","20.9","65"
"robert woods","WR","LAR","2019","4","164","0","13","15","12.6","37"
"austin hooper","TE","ATL","2019","4","130","0","9","11","14.4","28"
"cooper kupp","WR","LAR","2019","4","121","1","9","15","13.4","29"
"stefon diggs","WR","MIN","2019","4","108","0","7","7","15.4","39"
"emmanuel sanders","WR","DEN","2019","4","104","0","5","9","20.8","39"
"david johnson 2","RB","ARI","2019","4","99","0","8","11","12.4","31"
"mike thomas 2","WR","NO","2019","4","95","0","9","9","10.6","20"
"aj brown","WR","TEN","2019","4","94","2","3","3","31.3","55"
"mohamed sanu","WR","ATL","2019","4","91","0","9","12","10.1","28"
"corey davis","WR","TEN","2019","4","91","1","5","6","18.2","23"
"mike evans","WR","TB","2019","4","89","1","4","7","22.3","67"
"christian mccaffrey","RB","CAR","2019","4","86","0","10","10","8.6","21"
"travis kelce","TE","KC","2019","4","85","0","7","8","12.1","18"
"james conner","RB","PIT","2019","4","83","1","8","8","10.4","21"
"ricky seals jones","TE","CLE","2019","4","82","1","3","3","27.3","59"
"marvin jones","WR","DET","2019","4","77","0","3","5","25.7","33"
"allen robinson","WR","CHI","2019","4","77","0","7","7","11.0","25"
"diontae johnson","WR","PIT","2019","4","77","1","6","6","12.8","43"
"dontrelle inman","WR","LAC","2019","4","76","0","5","7","15.2","25"
"sterling shepard","WR","NYG","2019","4","76","0","7","9","10.9","23"
"cole beasley","WR","BUF","2019","4","75","0","7","13","10.7","20"
"devonta freeman","RB","ATL","2019","4","72","0","8","9","9.0","22"
"zach pascal","WR","IND","2019","4","72","0","4","7","18.0","28"
"brandin cooks","WR","LAR","2019","4","71","0","6","9","11.8","23"
"devante parker","WR","MIA","2019","4","70","1","4","4","17.5","34"
"john brown","WR","BUF","2019","4","69","0","5","11","13.8","28"
"tj yeldon","RB","BUF","2019","4","68","0","4","4","17.0","23"
"kenny golladay","WR","DET","2019","4","67","2","5","9","13.4","33"
"dede westbrook","WR","JAX","2019","4","66","0","5","6","13.2","32"
"zach ertz","TE","PHI","2019","4","65","0","7","8","9.3","14"
"austin ekeler","RB","LAC","2019","4","62","1","5","5","12.4","18"
"courtland sutton","WR","DEN","2019","4","62","2","6","9","10.3","27"
"jimmy graham","TE","GB","2019","4","61","1","6","9","10.2","15"
"willie snead","WR","BAL","2019","4","61","1","2","2","30.5","50"
"jarius wright","WR","CAR","2019","4","59","0","5","6","11.8","27"
"dawson knox","TE","BUF","2019","4","58","0","3","3","19.3","21"
"james white","RB","NE","2019","4","57","0","8","10","7.1","26"
"daesean hamilton","WR","DEN","2019","4","57","0","3","5","19.0","28"
"will dissly","TE","SEA","2019","4","57","1","7","8","8.1","17"
"jaylen samuels","RB","PIT","2019","4","57","0","8","8","7.1","14"
"chris thompson","RB","WAS","2019","4","56","0","4","5","14.0","39"
"javon wims","WR","CHI","2019","4","56","0","4","5","14.0","37"
"wayne gallman","RB","NYG","2019","4","55","1","6","7","9.2","21"
"sammy watkins","WR","KC","2019","4","54","0","3","6","18.0","30"
"todd gurley","RB","LAR","2019","4","54","0","7","11","7.7","12"
"evan engram","TE","NYG","2019","4","54","0","4","7","13.5","31"
"darren waller","TE","OAK","2019","4","53","0","7","8","7.6","17"
"julio jones","WR","ATL","2019","4","52","0","4","7","13.0","20"
"geronimo allison","WR","GB","2019","4","52","1","3","4","17.3","31"
"tyler lockett","WR","SEA","2019","4","51","0","4","4","12.8","28"
"jason witten","TE","DAL","2019","4","50","0","4","4","12.5","16"
"jaron brown","WR","SEA","2019","4","50","0","3","3","16.7","32"
"auden tate","WR","CIN","2019","4","50","0","4","6","12.5","23"
"blake jarwin","TE","DAL","2019","4","49","0","3","3","16.3","35"
"keenan allen","WR","LAC","2019","4","48","0","5","5","9.6","20"
"eric ebron","TE","IND","2019","4","48","1","1","5","48.0","48"
"amari cooper","WR","DAL","2019","4","48","0","5","8","9.6","14"
"chester rogers","WR","IND","2019","4","48","1","3","6","16.0","27"
"larry fitzgerald","WR","ARI","2019","4","47","0","5","5","9.4","15"
"marvin hall","WR","DET","2019","4","47","0","2","3","23.5","34"
"marquez valdes scantling","WR","GB","2019","4","47","0","3","7","15.7","26"
"josh gordon","WR","NE","2019","4","46","0","3","7","15.3","31"
"preston williams","WR","MIA","2019","4","46","0","4","7","11.5","25"
"gerald everett","TE","LAR","2019","4","44","1","5","8","8.8","15"
"dj moore 2","WR","CAR","2019","4","44","0","3","5","14.7","16"
"dj chark","WR","JAX","2019","4","44","0","4","8","11.0","24"
"darrel williams","RB","KC","2019","4","43","0","3","4","14.3","30"
"deon yelder","TE","KC","2019","4","43","0","2","2","21.5","24"
"randall cobb","WR","DAL","2019","4","41","0","3","6","13.7","32"
"deandre hopkins","WR","HOU","2019","4","41","0","5","8","8.2","14"
"tyler higbee","TE","LAR","2019","4","41","0","4","7","10.3","13"
"chris carson","RB","SEA","2019","4","41","0","4","4","10.3","17"
"hayden hurst","TE","BAL","2019","4","39","0","2","2","19.5","29"
"nyheim hines","RB","IND","2019","4","39","0","6","6","6.5","14"
"alshon jeffery","WR","PHI","2019","4","38","1","3","9","12.7","16"
"lance kendricks","TE","LAC","2019","4","37","0","2","3","18.5","24"
"aaron jones 2","RB","GB","2019","4","37","0","6","7","6.2","14"
"christian kirk","WR","ARI","2019","4","37","0","4","5","9.3","18"
"seth roberts","WR","BAL","2019","4","36","0","4","5","9.0","15"
"cameron brate","TE","TB","2019","4","36","1","3","3","12.0","13"
"tyrell williams","WR","OAK","2019","4","36","1","3","7","12.0","19"
"john ross","WR","CIN","2019","4","36","0","3","6","12.0","14"
"demarcus robinson","WR","KC","2019","4","35","0","4","9","8.8","15"
"dalvin cook","RB","MIN","2019","4","35","0","6","8","5.8","13"
"olabisi johnson","WR","MIN","2019","4","35","0","4","4","8.8","16"
