"Name","Position","Team","Year","Week","RecYds","RecTD","Rec","Targets","RecAve","RecLong"
"michael gallup","WR","DAL","2019","11","148","0","9","13","16.4","41"
"calvin ridley","WR","ATL","2019","11","143","1","8","8","17.9","36"
"john brown","WR","BUF","2019","11","137","2","9","14","15.2","40"
"devante parker","WR","MIA","2019","11","135","0","7","10","19.3","50"
"deebo samuel","WR","SF","2019","11","134","0","8","10","16.8","26"
"stefon diggs","WR","MIN","2019","11","121","1","5","5","24.2","54"
"christian mccaffrey","RB","CAR","2019","11","121","0","11","15","11.0","23"
"randall cobb","WR","DAL","2019","11","115","1","4","7","28.8","49"
"mike thomas 2","WR","NO","2019","11","114","1","8","10","14.3","41"
"courtland sutton","WR","DEN","2019","11","113","0","5","9","22.6","48"
"ryan griffin","TE","NYJ","2019","11","109","1","5","5","21.8","45"
"austin ekeler","RB","LAC","2019","11","108","0","8","12","13.5","37"
"dj chark","WR","JAX","2019","11","104","2","8","15","13.0","34"
"dj moore 2","WR","CAR","2019","11","95","0","8","15","11.9","31"
"zach ertz","TE","PHI","2019","11","94","0","9","11","10.4","25"
"travis kelce","TE","KC","2019","11","92","1","7","10","13.1","31"
"julio jones","WR","ATL","2019","11","91","0","6","8","15.2","48"
"tyrell williams","WR","OAK","2019","11","82","0","4","4","20.5","24"
"deandre hopkins","WR","HOU","2019","11","80","0","7","12","11.4","20"
"darren waller","TE","OAK","2019","11","78","0","5","7","15.6","32"
"tim patrick","WR","DEN","2019","11","77","0","4","8","19.3","38"
"jamison crowder","WR","NYJ","2019","11","76","1","5","8","15.2","29"
"mike williams 5","WR","LAC","2019","11","76","0","2","6","38.0","50"
"mark andrews","TE","BAL","2019","11","75","1","4","4","18.8","51"
"cameron brate","TE","TB","2019","11","73","0","10","14","7.3","12"
"keenan allen","WR","LAC","2019","11","71","1","8","12","8.9","30"
"scott miller 2","WR","TB","2019","11","71","0","4","6","17.8","48"
"mike evans","WR","TB","2019","11","69","0","4","8","17.3","27"
