"Name","Position","Team","Year","Week","RecYds","RecTD","Rec","Targets","RecAve","RecLong"
"jason witten","TE","DAL","2019","6","57","0","5","7","11.4","20"
"adam thielen","WR","MIN","2019","6","57","1","6","8","9.5","20"
"deandre hopkins","WR","HOU","2019","6","55","0","9","12","6.1","18"
"zach ertz","TE","PHI","2019","6","54","0","4","9","13.5","20"
"jakobi meyers","WR","NE","2019","6","54","0","4","4","13.5","23"
"dede westbrook","WR","JAX","2019","6","53","0","3","8","17.7","23"
"greg olsen","TE","CAR","2019","6","52","0","4","7","13.0","18"
"darrel williams","RB","KC","2019","6","52","0","1","2","52.0","52"
"mike gesicki","TE","MIA","2019","6","51","0","3","7","17.0","30"
"marcedes lewis","WR","GB","2019","6","50","0","2","2","25.0","25"
"ezekiel elliott","RB","DAL","2019","6","48","0","5","6","9.6","16"
"calvin ridley","WR","ATL","2019","6","48","1","4","6","12.0","23"
"dallas goedert","TE","PHI","2019","6","48","0","5","8","9.6","13"
"michael gallup","WR","DAL","2019","6","48","0","4","7","12.0","17"
"marquez valdes scantling","WR","GB","2019","6","48","0","2","2","24.0","46"
"cameron brate","TE","TB","2019","6","47","1","2","4","23.5","37"
"adam humphries","WR","TEN","2019","6","47","0","6","6","7.8","16"
"alex erickson","WR","CIN","2019","6","47","0","4","6","11.8","21"
"ricky seals jones","TE","CLE","2019","6","47","1","3","6","15.7","31"
"james white","RB","NE","2019","6","46","0","9","9","5.1","11"
"leonard fournette","RB","JAX","2019","6","46","0","6","6","7.7","10"
"cedrick wilson 2","WR","DAL","2019","6","46","0","5","6","9.2","14"
"dante pettis","WR","SF","2019","6","45","0","3","6","15.0","21"
"mecole hardman","WR","KC","2019","6","45","0","4","4","11.3","14"
"will fuller","WR","HOU","2019","6","44","0","5","9","8.8","12"
"delanie walker","TE","TEN","2019","6","43","0","3","6","14.3","18"
"dj chark","WR","JAX","2019","6","43","0","3","7","14.3","22"
"mark walton","RB","MIA","2019","6","43","0","5","6","8.6","18"
"jason moore 2","WR","LAC","2019","6","43","0","2","2","21.5","32"
"nelson agholor","WR","PHI","2019","6","42","0","4","7","10.5","23"
"royce freeman","RB","DEN","2019","6","42","0","5","5","8.4","19"
"geronimo allison","WR","GB","2019","6","40","0","3","7","13.3","21"
"jordan akins","TE","HOU","2019","6","39","0","3","3","13.0","23"
"keke coutee","WR","HOU","2019","6","39","0","4","6","9.8","23"
"scott miller 2","WR","TB","2019","6","39","0","3","7","13.0","19"
"trent sherfield","WR","ARI","2019","6","38","0","1","1","38.0","38"
"jared cook","TE","NO","2019","6","37","1","3","3","12.3","20"
"ted ginn jr","WR","NO","2019","6","36","0","2","6","18.0","27"
"kyle rudolph","TE","MIN","2019","6","36","0","3","3","12.0","18"
"jarvis landry","WR","CLE","2019","6","36","0","3","5","12.0","27"
"corey davis","WR","TEN","2019","6","36","0","3","5","12.0","18"
"david moore","WR","SEA","2019","6","36","0","3","4","12.0","14"
"latavius murray","RB","NO","2019","6","35","0","3","3","11.7","17"
"oj howard","TE","TB","2019","6","35","0","2","4","17.5","30"
"alvin kamara","RB","NO","2019","6","35","0","7","8","5.0","14"
"chris carson","RB","SEA","2019","6","35","0","4","4","8.8","21"
"maxx williams","TE","ARI","2019","6","34","1","3","3","11.3","20"
"gunner olszewski","WR","NE","2019","6","34","0","2","3","17.0","29"
"keenan allen","WR","LAC","2019","6","33","0","2","6","16.5","19"
"chase edmonds","RB","ARI","2019","6","33","1","2","2","16.5","31"
"jamaal williams","RB","GB","2019","6","32","1","4","5","8.0","16"
"darius slayton","WR","NYG","2019","6","32","0","3","8","10.7","12"
"ryan izzo","TE","NE","2019","6","31","0","2","4","15.5","20"
"preston williams","WR","MIA","2019","6","31","0","2","6","15.5","21"
"rhett ellison","TE","NYG","2019","6","30","0","3","7","10.0","18"
"devonta freeman","RB","ATL","2019","6","30","2","3","3","10.0","12"
"melvin gordon","RB","LAC","2019","6","30","0","3","4","10.0","14"
"kenyan drake","RB","MIA","2019","6","30","0","6","9","5.0","9"
"mohamed sanu","WR","ATL","2019","6","29","0","3","4","9.7","15"
"jaron brown","WR","SEA","2019","6","29","2","3","5","9.7","17"
"joe mixon","RB","CIN","2019","6","29","0","2","3","14.5","23"
"irv smith jr","TE","MIN","2019","6","29","0","2","2","14.5","29"
"ryan griffin","TE","NYJ","2019","6","28","1","3","3","9.3","12"
"devante parker","WR","MIA","2019","6","28","1","3","4","9.3","12"
"miles boykin","WR","BAL","2019","6","28","0","2","3","14.0","18"
"matt breida","RB","SF","2019","6","27","0","4","4","6.8","17"
"sony michel","RB","NE","2019","6","27","0","2","3","13.5","19"
"kerryon johnson","RB","DET","2019","6","27","0","2","4","13.5","20"
"cj uzomah","TE","CIN","2019","6","26","0","2","3","13.0","22"
"christian mccaffrey","RB","CAR","2019","6","26","1","4","5","6.5","25"
"tyler higbee","TE","LAR","2019","6","25","0","3","3","8.3","9"
"anthony firkser","TE","TEN","2019","6","25","0","1","1","25.0","25"
"daesean hamilton","WR","DEN","2019","6","25","0","2","2","12.5","13"
"jeremy sprinkle","TE","WAS","2019","6","24","0","2","3","12.0","19"
"byron pringle","WR","KC","2019","6","24","0","2","4","12.0","19"
"seth roberts","WR","BAL","2019","6","23","0","2","2","11.5","16"
"aj brown","WR","TEN","2019","6","23","0","2","4","11.5","13"
"mark ingram","RB","BAL","2019","6","22","0","2","2","11.0","11"
"brandon bolden","RB","NE","2019","6","22","0","2","2","11.0","16"
"dare ogunbowale","RB","TB","2019","6","22","0","3","5","7.3","21"
"antonio callaway","WR","CLE","2019","6","22","0","2","4","11.0","12"
"jaeden graham","TE","ATL","2019","6","21","0","1","1","21.0","21"
"tj hockenson","TE","DET","2019","6","21","0","4","6","5.3","7"
"nick bellore","FB","SEA","2019","6","20","0","1","1","20.0","20"
"dion lewis","RB","TEN","2019","6","20","0","3","3","6.7","9"
"giovani bernard","RB","CIN","2019","6","20","0","2","3","10.0","14"
"duke johnson","RB","HOU","2019","6","20","1","2","4","10.0","11"
"adrian peterson","RB","WAS","2019","6","18","0","2","2","9.0","13"
"brandin cooks","WR","LAR","2019","6","18","0","3","3","6.0","8"
"willie snead","WR","BAL","2019","6","18","0","3","5","6.0","10"
"nick boyle","WR","BAL","2019","6","18","0","2","4","9.0","9"
"chris moore","S","BAL","2019","6","18","0","2","3","9.0","13"
"deebo samuel","WR","SF","2019","6","18","0","3","5","6.0","14"
"jimmy graham","TE","GB","2019","6","17","0","2","5","8.5","9"
"marvin jones","WR","DET","2019","6","17","0","2","5","8.5","11"
"ty montgomery","RB","NYJ","2019","6","17","0","3","3","5.7","10"
"jake kumerow","WR","GB","2019","6","17","0","2","3","8.5","10"
"cooper kupp","WR","LAR","2019","6","17","0","4","6","4.3","6"
"nick chubb","RB","CLE","2019","6","17","0","5","6","3.4","6"
"dontrell hilliard","RB","CLE","2019","6","17","0","2","3","8.5","14"
"luke willson","TE","SEA","2019","6","16","0","2","3","8.0","11"
"allen hurns","WR","MIA","2019","6","16","0","2","2","8.0","11"
"tevin coleman","RB","SF","2019","6","16","0","2","3","8.0","14"
"pharoh cooper","WR","ARI","2019","6","16","0","3","4","5.3","7"
"seth devalve","TE","JAX","2019","6","16","0","1","1","16.0","16"
"noah fant","TE","DEN","2019","6","16","0","2","3","8.0","11"
"olabisi johnson","WR","MIN","2019","6","16","0","1","1","16.0","16"
"virgil green","TE","LAC","2019","6","15","0","1","2","15.0","15"
"marquise goodwin","WR","SF","2019","6","15","0","2","3","7.5","11"
"albert wilson","WR","MIA","2019","6","15","0","5","6","3.0","8"
"laquon treadwell","WR","MIN","2019","6","15","0","1","1","15.0","15"
"cj prosise","RB","SEA","2019","6","15","0","1","3","15.0","15"
"carlos hyde","RB","HOU","2019","6","14","0","1","1","14.0","14"
"damien williams","RB","KC","2019","6","14","1","1","1","14.0","14"
"austin ekeler","RB","LAC","2019","6","14","0","3","4","4.7","11"
"diontae johnson","WR","PIT","2019","6","14","0","2","2","7.0","7"
"benny snell","RB","PIT","2019","6","14","0","1","1","14.0","14"
"keesean johnson","WR","ARI","2019","6","14","0","2","5","7.0","7"
"tyler eifert","TE","CIN","2019","6","13","0","2","2","6.5","7"
"geremy davis","WR","LAC","2019","6","13","0","1","1","13.0","13"
"dalvin cook","RB","MIN","2019","6","13","0","2","2","6.5","11"
"aaron jones 2","RB","GB","2019","6","13","0","4","7","3.3","9"
"donte moncrief","WR","PIT","2019","6","11","0","1","2","11.0","11"
"kendrick bourne","WR","SF","2019","6","11","0","1","1","11.0","11"
"tyler boyd","WR","CIN","2019","6","10","0","3","7","3.3","5"
"bobo wilson","WR","TB","2019","6","10","0","1","3","10.0","10"
"gerald everett","TE","LAR","2019","6","9","0","2","5","4.5","12"
"pharaoh brown","TE","CLE","2019","6","9","0","1","1","9.0","9"
"darrell henderson","RB","LAR","2019","6","9","0","1","2","9.0","9"
"charles clay","TE","ARI","2019","6","8","0","2","2","4.0","6"
"levine toilolo","TE","SF","2019","6","8","0","1","1","8.0","8"
"josh hill 2","TE","NO","2019","6","8","0","1","2","8.0","8"
"chris thompson","RB","WAS","2019","6","8","0","2","3","4.0","4"
"jesse james 2","TE","DET","2019","6","8","0","1","1","8.0","8"
"andy janovich","FB","DEN","2019","6","8","0","1","1","8.0","8"
"jonnu smith","TE","TEN","2019","6","8","0","1","1","8.0","8"
"trey quinn","WR","WAS","2019","6","8","0","2","4","4.0","7"
"kelvin harmon","WR","WAS","2019","6","8","0","1","1","8.0","8"
"josh gordon","WR","NE","2019","6","7","0","1","1","7.0","7"
"jd mckissic","RB","DET","2019","6","7","0","2","3","3.5","4"
"juju smith schuster","WR","PIT","2019","6","7","0","1","3","7.0","7"
"danny amendola","WR","DET","2019","6","6","0","1","1","6.0","6"
"jarius wright","WR","CAR","2019","6","6","0","1","3","6.0","6"
"patrick ricard","RB","BAL","2019","6","6","0","1","1","6.0","6"
"blake jarwin","TE","DAL","2019","6","6","0","2","4","3.0","5"
"dalton schultz","TE","DAL","2019","6","6","0","1","1","6.0","6"
"russell gage","WR","ATL","2019","6","6","0","1","1","6.0","6"
"vance mcdonald","TE","PIT","2019","6","5","0","1","1","5.0","5"
"geoff swaim","TE","JAX","2019","6","5","0","1","2","5.0","5"
"derrick henry","RB","TEN","2019","6","5","0","1","3","5.0","5"
"nick vannett","TE","PIT","2019","6","5","0","1","1","5.0","5"
"phillip lindsay","RB","DEN","2019","6","5","0","2","3","2.5","3"
"vyncint smith","WR","NYJ","2019","6","5","0","1","1","5.0","5"
"fred brown 2","WR","DEN","2019","6","5","0","1","1","5.0","5"
"hayden hurst","TE","BAL","2019","6","4","0","1","1","4.0","4"
"leveon bell","RB","NYJ","2019","6","3","0","1","1","3.0","3"
"amari cooper","WR","DAL","2019","6","3","0","1","2","3.0","3"
"nick oleary","TE","MIA","2019","6","3","0","1","1","3.0","3"
"darrius shepherd","WR","GB","2019","6","1","0","1","2","1.0","1"
"lesean mccoy","RB","KC","2019","6","0","0","2","2","0.0","4"
"emmanuel sanders","WR","DEN","2019","6","0","0","1","3","0.0","0"
"bilal powell","RB","NYJ","2019","6","0","0","0","1","-","0"
"luke stocker","TE","ATL","2019","6","0","0","1","1","0.0","0"
"travis benjamin","WR","LAC","2019","6","0","0","1","4","0.0","0"
"robert woods","WR","LAR","2019","6","0","0","0","4","-","0"
"paul richardson","WR","WAS","2019","6","0","0","0","4","-","0"
"cody latimer","WR","NYG","2019","6","0","0","0","1","-","0"
"deanthony thomas","WR","KC","2019","6","0","0","0","1","-","0"
"logan thomas","TE","DET","2019","6","0","0","0","1","-","0"
"chris conley","WR","JAX","2019","6","0","0","0","3","-","0"
"blake bell","TE","KC","2019","6","0","0","0","1","-","0"
"darius jennings","WR","TEN","2019","6","0","0","0","1","-","0"
"demarcus robinson","WR","KC","2019","6","0","0","0","4","-","0"
"tajae sharpe","WR","TEN","2019","6","0","0","0","2","-","0"
"elijhaa penny","FB","NYG","2019","6","0","0","1","2","0.0","0"
"johnny holton","WR","PIT","2019","6","0","0","0","1","-","0"
"josh reynolds","WR","LAR","2019","6","0","0","0","1","-","0"
"mack hollins","WR","PHI","2019","6","0","0","0","2","-","0"
"isaiah ford","WR","MIA","2019","6","0","0","0","1","-","0"
"will dissly","TE","SEA","2019","6","0","0","0","1","-","0"
"nick bawden","FB","DET","2019","6","0","0","0","1","-","0"
"malik turner","WR","SEA","2019","6","0","0","0","1","-","0"
"damion willis","WR","CIN","2019","6","0","0","0","1","-","0"
"drew sample","TE","CIN","2019","6","-1","0","1","1","-1.0","-1"
"ryan switzer","WR","PIT","2019","6","-2","0","1","1","-2.0","-2"
"kaleb mcgary","T","ATL","2019","6","-3","0","1","1","-3.0","-3"
"jon hilliman","RB","NYG","2019","6","-3","0","2","2","-1.5","5"
