"Name","Position","Team","Year","Week","RecYds","RecTD","Rec","Targets","RecAve","RecLong"
"stefon diggs","WR","MIN","2019","7","143","0","7","8","20.4","66"
"alex erickson","WR","CIN","2019","7","137","0","8","14","17.1","48"
"marquez valdes scantling","WR","GB","2019","7","133","1","2","3","66.5","74"
"mike thomas 2","WR","NO","2019","7","131","0","9","11","14.6","34"
"darren waller","TE","OAK","2019","7","126","2","7","8","18.0","48"
"austin ekeler","RB","LAC","2019","7","118","1","7","8","16.9","41"
"deandre hopkins","WR","HOU","2019","7","106","1","9","12","11.8","21"
"amari cooper","WR","DAL","2019","7","106","0","5","5","21.2","44"
"zach pascal","WR","IND","2019","7","106","2","6","7","17.7","34"
"danny amendola","WR","DET","2019","7","105","0","8","11","13.1","36"
"kenny stills","WR","HOU","2019","7","105","0","4","5","26.3","45"
"dede westbrook","WR","JAX","2019","7","103","0","6","9","17.2","33"
"hunter henry","TE","LAC","2019","7","97","0","6","8","16.2","23"
"julio jones","WR","ATL","2019","7","93","0","6","9","15.5","39"
"marvin jones","WR","DET","2019","7","93","4","10","13","9.3","24"
"allen robinson","WR","CHI","2019","7","87","1","10","16","8.7","17"
"courtland sutton","WR","DEN","2019","7","87","0","6","8","14.5","41"
"john brown","WR","BUF","2019","7","83","1","5","6","16.6","24"
"chris conley","WR","JAX","2019","7","83","0","3","7","27.7","47"
"preston williams","WR","MIA","2019","7","82","0","6","8","13.7","35"
"golden tate","WR","NYG","2019","7","80","0","6","11","13.3","20"
"robert woods","WR","LAR","2019","7","80","0","5","7","16.0","25"
"corey davis","WR","TEN","2019","7","80","1","6","7","13.3","38"
"ty hilton","WR","IND","2019","7","74","1","6","11","12.3","25"
"tyreek hill","WR","KC","2019","7","74","1","3","5","24.7","57"
"eric ebron","TE","IND","2019","7","70","1","4","5","17.5","33"
"kendrick bourne","WR","SF","2019","7","69","0","3","4","23.0","28"
"dallas goedert","TE","PHI","2019","7","69","1","4","4","17.3","28"
"jimmy graham","TE","GB","2019","7","65","1","4","4","16.3","29"
"auden tate","WR","CIN","2019","7","65","0","3","6","21.7","33"
"jonnu smith","TE","TEN","2019","7","64","0","3","3","21.3","35"
"anthony miller 3","WR","CHI","2019","7","64","0","5","9","12.8","28"
"aj brown","WR","TEN","2019","7","64","0","6","8","10.7","16"
"keenan allen","WR","LAC","2019","7","61","0","4","11","15.3","17"
"tyler lockett","WR","SEA","2019","7","61","1","5","7","12.2","33"
