"Name","Position","Team","Year","Week","RecYds","RecTD","Rec","Targets","RecAve","RecLong"
"cooper kupp","WR","LAR","2019","8","220","1","7","10","31.4","65"
"mike evans","WR","TB","2019","8","198","2","11","12","18.0","46"
"aaron jones 2","RB","GB","2019","8","159","2","7","8","22.7","67"
"julio jones","WR","ATL","2019","8","152","0","10","12","15.2","25"
"stefon diggs","WR","MIN","2019","8","143","0","7","7","20.4","39"
"kenny golladay","WR","DET","2019","8","123","2","6","8","20.5","41"
"mike thomas 2","WR","NO","2019","8","112","1","11","11","10.2","28"
"deandre hopkins","WR","HOU","2019","8","109","0","11","13","9.9","21"
"chris conley","WR","JAX","2019","8","103","1","4","7","25.8","70"
"juju smith schuster","WR","PIT","2019","8","103","1","5","9","20.6","34"
"tyler lockett","WR","SEA","2019","8","100","0","6","6","16.7","20"
"alex erickson","WR","CIN","2019","8","97","0","6","7","16.2","52"
"danny amendola","WR","DET","2019","8","95","0","8","8","11.9","25"
"tyrell williams","WR","OAK","2019","8","91","1","3","6","30.3","46"
"charles clay","TE","ARI","2019","8","88","0","3","3","29.3","47"
"hunter renfrow","WR","OAK","2019","8","88","1","4","4","22.0","65"
"george kittle","TE","SF","2019","8","86","0","6","7","14.3","29"
"golden tate","WR","NYG","2019","8","85","0","8","10","10.6","18"
"diontae johnson","WR","PIT","2019","8","84","1","5","7","16.8","45"
"saquon barkley","RB","NYG","2019","8","79","1","8","10","9.9","38"
"christian kirk","WR","ARI","2019","8","79","0","8","11","9.9","16"
"dj chark","WR","JAX","2019","8","79","1","6","12","13.2","29"
"julian edelman","WR","NE","2019","8","78","2","8","11","9.8","23"
"jonnu smith","TE","TEN","2019","8","78","1","6","7","13.0","26"
"tyreek hill","WR","KC","2019","8","76","0","6","9","12.7","21"
"james white","RB","NE","2019","8","75","0","4","5","18.8","59"
"tyler eifert","TE","CIN","2019","8","74","0","6","9","12.3","27"
"dalvin cook","RB","MIN","2019","8","73","0","5","6","14.6","31"
"josh reynolds","WR","LAR","2019","8","73","1","3","8","24.3","31"
"courtland sutton","WR","DEN","2019","8","72","0","3","5","24.0","33"
"calvin ridley","WR","ATL","2019","8","70","0","4","7","17.5","30"
"mike williams 5","WR","LAC","2019","8","69","0","3","6","23.0","43"
"anthony miller 3","WR","CHI","2019","8","67","0","3","3","22.3","35"
"ryan griffin","TE","NYJ","2019","8","66","2","4","4","16.5","24"
"jarvis landry","WR","CLE","2019","8","65","0","5","10","13.0","21"
"tyler boyd","WR","CIN","2019","8","65","0","6","9","10.8","22"
"austin hooper","TE","ATL","2019","8","65","1","6","7","10.8","35"
"auden tate","WR","CIN","2019","8","65","0","5","13","13.0","27"
"alshon jeffery","WR","PHI","2019","8","64","0","4","6","16.0","38"
"demaryius thomas","WR","NYJ","2019","8","63","0","5","5","12.6","23"
"travis kelce","TE","KC","2019","8","63","1","4","8","15.8","29"
"devonta freeman","RB","ATL","2019","8","63","0","8","8","7.9","13"
"taysom hill","TE","NO","2019","8","63","1","3","3","21.0","36"
