"Name","Position","Team","Year","Week","RecYds","RecTD","Rec","Targets","RecAve","RecLong"
"mike evans","WR","TB","2019","9","180","1","12","16","15.0","25"
"tyler lockett","WR","SEA","2019","9","152","2","13","18","11.7","30"
"tyreek hill","WR","KC","2019","9","140","1","6","9","23.3","41"
"kenny golladay","WR","DET","2019","9","132","1","4","7","33.0","59"
"marvin jones","WR","DET","2019","9","126","1","8","10","15.8","47"
"dk metcalf","WR","SEA","2019","9","123","1","6","9","20.5","53"
"noah fant","TE","DEN","2019","9","115","1","3","4","38.3","75"
"emmanuel sanders","WR","SF","2019","9","112","1","7","9","16.0","32"
"mike williams 5","WR","LAC","2019","9","111","0","3","3","37.0","56"
"zach ertz","TE","PHI","2019","9","103","1","9","11","11.4","25"
"dj moore 2","WR","CAR","2019","9","101","0","7","10","14.4","32"
"mike gesicki","TE","MIA","2019","9","95","0","6","6","15.8","34"
"julian edelman","WR","NE","2019","9","89","0","10","11","8.9","25"
"andy isabella","WR","ARI","2019","9","88","1","1","1","88.0","88"
"odell beckham jr","WR","CLE","2019","9","87","0","5","6","17.4","39"
"hunter henry","TE","LAC","2019","9","84","0","7","10","12.0","19"
"jamison crowder","WR","NYJ","2019","9","83","1","8","9","10.4","20"
"mohamed sanu","WR","NE","2019","9","81","1","10","14","8.1","15"
"aj brown","WR","TEN","2019","9","81","0","4","7","20.3","35"
"amari cooper","WR","DAL","2019","9","80","1","4","7","20.0","45"
"keelan cole","WR","JAX","2019","9","80","0","5","6","16.0","31"
"george kittle","TE","SF","2019","9","79","1","6","8","13.2","30"
"john brown","WR","BUF","2019","9","76","0","4","7","19.0","25"
"zach pascal","WR","IND","2019","9","76","1","5","6","15.2","19"
"jaylen samuels","RB","PIT","2019","9","73","0","13","13","5.6","17"
"preston williams","WR","MIA","2019","9","72","2","5","9","14.4","26"
"taylor gabriel","WR","CHI","2019","9","69","0","3","3","23.0","53"
"james washington 2","WR","PIT","2019","9","69","0","4","4","17.3","40"
"duke johnson","RB","HOU","2019","9","68","0","5","5","13.6","21"
"saquon barkley","RB","NYG","2019","9","67","0","6","8","11.2","65"
"adam humphries","WR","TEN","2019","9","65","0","4","4","16.3","25"
"ryquell armstead","RB","JAX","2019","9","65","0","5","5","13.0","31"
"curtis samuel","WR","CAR","2019","9","64","1","3","6","21.3","32"
"sammy watkins","WR","KC","2019","9","63","0","7","10","9.0","17"
"travis kelce","TE","KC","2019","9","62","0","7","9","8.9","17"
"chris godwin","WR","TB","2019","9","61","0","7","9","8.7","18"
"jason witten","TE","DAL","2019","9","58","0","8","9","7.3","12"
"laquon treadwell","WR","MIN","2019","9","58","0","3","5","19.3","26"
"devante parker","WR","MIA","2019","9","57","1","4","6","14.3","17"
"jalen richard","WR","OAK","2019","9","56","0","3","4","18.7","31"
"courtland sutton","WR","DEN","2019","9","56","1","5","8","11.2","21"
"antonio callaway","WR","CLE","2019","9","56","0","4","5","14.0","41"
"tj hockenson","TE","DET","2019","9","56","0","3","7","18.7","23"
"leveon bell","RB","NYJ","2019","9","55","0","8","9","6.9","12"
"hunter renfrow","WR","OAK","2019","9","54","1","6","7","9.0","17"
"parris campbell","WR","IND","2019","9","53","0","5","5","10.6","27"
"kenny stills","WR","HOU","2019","9","52","0","4","4","13.0","18"
"darren waller","TE","OAK","2019","9","52","0","2","2","26.0","31"
"kenyan drake","RB","ARI","2019","9","52","0","4","4","13.0","21"
"jarvis landry","WR","CLE","2019","9","51","1","6","13","8.5","19"
"ryan griffin","TE","NYJ","2019","9","50","0","6","8","8.3","14"
"deandre hopkins","WR","HOU","2019","9","48","1","8","11","6.0","21"
