"Name","Position","Team","Year","Week","RecYds","RecTD","Rec","Targets","RecAve","RecLong"
"travis kelce","TE","KC","2019","15","142","0","11","13","12.9","21"
"julio jones","WR","ATL","2019","15","134","2","13","20","10.3","28"
"george kittle","TE","SF","2019","15","134","0","13","17","10.3","21"
"terry mclaurin","WR","WAS","2019","15","130","1","5","5","26.0","75"
"mike thomas 2","WR","NO","2019","15","128","1","12","12","10.7","24"
"allen robinson","WR","CHI","2019","15","125","0","7","14","17.9","34"
"darren waller","TE","OAK","2019","15","122","0","8","10","15.3","36"
"chris godwin","WR","TB","2019","15","121","0","5","8","24.2","51"
"tyler lockett","WR","SEA","2019","15","120","1","8","9","15.0","44"
"deandre hopkins","WR","HOU","2019","15","119","0","6","8","19.8","35"
"anthony miller 3","WR","CHI","2019","15","118","1","9","15","13.1","33"
"aj brown","WR","TEN","2019","15","114","1","8","13","14.3","60"
"breshad perriman","WR","TB","2019","15","113","3","5","6","22.6","34"
"dj moore 2","WR","CAR","2019","15","113","0","8","12","14.1","22"
"sterling shepard","WR","NYG","2019","15","111","0","9","11","12.3","24"
"tyler higbee","TE","LAR","2019","15","111","0","12","14","9.3","26"
"davante adams","WR","GB","2019","15","103","1","7","13","14.7","34"
"danny amendola","WR","DET","2019","15","102","0","8","13","12.8","46"
"keenan allen","WR","LAC","2019","15","99","0","9","10","11.0","19"
"john brown","WR","BUF","2019","15","99","0","7","10","14.1","40"
"jamison crowder","WR","NYJ","2019","15","90","2","6","11","15.0","41"
"christian mccaffrey","RB","CAR","2019","15","88","0","8","10","11.0","18"
"damiere byrd","WR","ARI","2019","15","86","0","6","6","14.3","51"
"james washington 2","WR","PIT","2019","15","83","0","5","11","16.6","34"
"courtland sutton","WR","DEN","2019","15","79","0","4","10","19.8","33"
"stefon diggs","WR","MIN","2019","15","76","0","4","6","19.0","46"
"keelan cole","WR","JAX","2019","15","76","0","3","6","25.3","55"
"devante parker","WR","MIA","2019","15","72","2","4","7","18.0","29"
"mike williams 5","WR","LAC","2019","15","71","1","4","9","17.8","39"
"tyreek hill","WR","KC","2019","15","67","2","5","7","13.4","41"
"odell beckham jr","WR","CLE","2019","15","66","0","8","13","8.3","17"
"seth roberts","WR","BAL","2019","15","66","1","3","3","22.0","33"
"robby anderson","WR","NYJ","2019","15","66","0","4","6","16.5","41"
"kareem hunt","RB","CLE","2019","15","62","0","8","9","7.8","16"
"austin ekeler","RB","LAC","2019","15","62","0","5","7","12.4","27"
"diontae johnson","WR","PIT","2019","15","62","0","5","7","12.4","29"
"zach ertz","TE","PHI","2019","15","61","1","5","10","12.2","27"
"will fuller","WR","HOU","2019","15","61","0","5","7","12.2","31"
"greg ward jr","WR","PHI","2019","15","61","1","7","9","8.7","13"
"jonnu smith","TE","TEN","2019","15","60","0","5","5","12.0","23"
"tavon austin","WR","DAL","2019","15","59","1","1","1","59.0","59"
"albert wilson","WR","MIA","2019","15","59","0","5","8","11.8","21"
"josh gordon","WR","SEA","2019","15","58","0","1","1","58.0","58"
"corey davis","WR","TEN","2019","15","57","0","3","6","19.0","22"
"tarik cohen","RB","CHI","2019","15","57","0","7","10","8.1","15"
"noah fant","TE","DEN","2019","15","56","0","2","3","28.0","43"
"dallas goedert","TE","PHI","2019","15","55","0","5","6","11.0","20"
"jared cook","TE","NO","2019","15","54","0","4","4","13.5","20"
"mark andrews","TE","BAL","2019","15","52","1","4","7","13.0","36"
"golden tate","WR","NYG","2019","15","51","1","1","4","51.0","51"
"miles sanders","RB","PHI","2019","15","50","1","6","6","8.3","18"
"sammy watkins","WR","KC","2019","15","49","0","3","4","16.3","29"
"james white","RB","NE","2019","15","49","1","3","4","16.3","23"
"chris conley","WR","JAX","2019","15","49","2","4","8","12.3","21"
"jake kumerow","WR","GB","2019","15","49","0","1","1","49.0","49"
"scott miller 2","WR","TB","2019","15","49","1","3","3","16.3","33"
"kyle rudolph","TE","MIN","2019","15","48","0","3","3","16.0","22"
"chris lacy","WR","DET","2019","15","48","0","1","2","48.0","48"
"mike gesicki","TE","MIA","2019","15","47","0","4","8","11.8","24"
"brandin cooks","WR","LAR","2019","15","46","0","4","8","11.5","17"
"oj howard","TE","TB","2019","15","46","0","4","7","11.5","25"
"tyrell williams","WR","OAK","2019","15","45","1","2","3","22.5","40"
"marquise brown","WR","BAL","2019","15","45","1","4","4","11.3","24"
"steven sims","WR","WAS","2019","15","45","1","5","11","9.0","19"
"tyler eifert","TE","CIN","2019","15","44","0","3","5","14.7","24"
"kenny golladay","WR","DET","2019","15","44","0","3","7","14.7","26"
"zach pascal","WR","IND","2019","15","44","0","4","6","11.0","24"
"ezekiel elliott","RB","DAL","2019","15","43","0","3","4","14.3","26"
"larry fitzgerald","WR","ARI","2019","15","42","0","3","5","14.0","16"
"taysom hill","TE","NO","2019","15","42","1","2","2","21.0","28"
"blake bell","TE","KC","2019","15","41","0","2","2","20.5","30"
"cooper kupp","WR","LAR","2019","15","41","1","6","6","6.8","11"
"nick vannett","TE","PIT","2019","15","40","0","5","6","8.0","13"
"blake jarwin","TE","DAL","2019","15","40","0","2","3","20.0","20"
"vyncint smith","WR","NYJ","2019","15","40","0","3","5","13.3","31"
"boston scott","RB","PHI","2019","15","39","0","7","7","5.6","12"
"kaden smith","WR","NYG","2019","15","38","0","3","3","12.7","27"
"marcus johnson 2","WR","IND","2019","15","37","0","2","4","18.5","20"
"jason witten","TE","DAL","2019","15","36","1","4","5","9.0","19"
"melvin gordon","RB","LAC","2019","15","36","0","5","7","7.2","10"
"josh reynolds","WR","LAR","2019","15","36","0","2","4","18.0","28"
"dk metcalf","WR","SEA","2019","15","36","1","2","4","18.0","19"
"kenny stills","WR","HOU","2019","15","35","2","3","3","11.7","16"
"clive walford","TE","MIA","2019","15","34","0","2","4","17.0","19"
"cameron brate","TE","TB","2019","15","33","0","3","7","11.0","16"
"christian kirk","WR","ARI","2019","15","33","0","4","5","8.3","15"
"damion ratley","WR","CLE","2019","15","33","0","2","2","16.5","21"
"jesse james 2","TE","DET","2019","15","31","0","3","5","10.3","13"
"leonard fournette","RB","JAX","2019","15","31","0","5","7","6.2","11"
"curtis samuel","WR","CAR","2019","15","31","1","5","7","6.2","12"
"saquon barkley","RB","NYG","2019","15","31","0","4","5","7.8","11"
"darius slayton","WR","NYG","2019","15","31","1","2","3","15.5","26"
"hunter henry","TE","LAC","2019","15","29","0","2","2","14.5","24"
"ricky seals jones","TE","CLE","2019","15","29","2","3","4","9.7","26"
"deebo samuel","WR","SF","2019","15","29","0","1","3","29.0","29"
"myles gaskin","RB","MIA","2019","15","29","0","2","3","14.5","20"
"tajae sharpe","WR","TEN","2019","15","28","0","2","2","14.0","16"
"adam thielen","WR","MIN","2019","15","27","0","3","3","9.0","13"
"russell gage","WR","ATL","2019","15","27","0","5","6","5.4","11"
"chris thompson","RB","WAS","2019","15","26","0","2","3","13.0","16"
"tyler boyd","WR","CIN","2019","15","26","0","3","7","8.7","16"
"tim patrick","WR","DEN","2019","15","26","0","3","7","8.7","12"
"ronald jones ii","RB","TB","2019","15","26","0","1","3","26.0","26"
"malik turner","WR","SEA","2019","15","26","0","3","3","8.7","15"
"adrian peterson","RB","WAS","2019","15","25","0","3","3","8.3","10"
"ty hilton","WR","IND","2019","15","25","0","4","9","6.3","11"
"dontrelle inman","WR","IND","2019","15","25","0","2","3","12.5","22"
"jalen richard","WR","OAK","2019","15","25","0","2","3","12.5","21"
"john ross","WR","CIN","2019","15","24","0","2","3","12.0","20"
"jarvis landry","WR","CLE","2019","15","23","0","5","8","4.6","10"
"seth devalve","TE","JAX","2019","15","23","0","2","2","11.5","12"
"peyton barber","RB","TB","2019","15","23","0","2","2","11.5","14"
"alvin kamara","RB","NO","2019","15","23","0","5","5","4.6","7"
"jacob hollister","TE","SEA","2019","15","23","0","3","3","7.7","8"
"ian thomas","TE","CAR","2019","15","23","0","2","3","11.5","12"
"matt lacosse","TE","NE","2019","15","22","0","3","3","7.3","14"
"kelvin harmon","WR","WAS","2019","15","22","0","2","3","11.0","17"
"alec ingold","FB","OAK","2019","15","22","0","3","3","7.3","14"
"jack doyle","TE","IND","2019","15","21","0","2","5","10.5","11"
"cody latimer","WR","NYG","2019","15","21","0","1","2","21.0","21"
"demarcus robinson","WR","KC","2019","15","21","0","2","3","10.5","13"
"isaiah ford","WR","MIA","2019","15","21","0","3","5","7.0","8"
"nick chubb","RB","CLE","2019","15","21","0","3","3","7.0","17"
"trequan smith","WR","NO","2019","15","21","1","1","1","21.0","21"
"latavius murray","RB","NO","2019","15","20","0","2","3","10.0","10"
"austin hooper","TE","ATL","2019","15","20","0","3","6","6.7","9"
"joe mixon","RB","CIN","2019","15","20","0","3","3","6.7","11"
"josh jacobs","RB","OAK","2019","15","20","0","2","3","10.0","14"
"amari cooper","WR","DAL","2019","15","19","0","1","2","19.0","19"
"duke johnson","RB","HOU","2019","15","19","0","2","3","9.5","11"
"geronimo allison","WR","GB","2019","15","19","0","2","4","9.5","11"
"hayden hurst","TE","BAL","2019","15","19","0","1","2","19.0","19"
"olabisi johnson","WR","MIN","2019","15","19","0","1","1","19.0","19"
"charles clay","TE","ARI","2019","15","18","0","1","2","18.0","18"
"todd gurley","RB","LAR","2019","15","18","1","3","6","6.0","9"
"robert woods","WR","LAR","2019","15","17","0","4","9","4.3","6"
"pharoh cooper","WR","ARI","2019","15","17","0","1","1","17.0","17"
"justin watson 2","WR","TB","2019","15","17","0","2","2","8.5","12"
"ty johnson","RB","DET","2019","15","17","0","4","5","4.3","8"
"keelan doss","WR","OAK","2019","15","17","0","1","2","17.0","17"
"devonta freeman","RB","ATL","2019","15","16","0","2","3","8.0","13"
"dalvin cook","RB","MIN","2019","15","16","0","3","3","5.3","11"
"willie snead","WR","BAL","2019","15","15","0","1","1","15.0","15"
"johnny mundt","TE","LAR","2019","15","15","0","2","3","7.5","9"
"nkeal harry","WR","NE","2019","15","15","1","2","4","7.5","8"
"tyler kroft","TE","BUF","2019","15","14","1","1","1","14.0","14"
"dede westbrook","WR","JAX","2019","15","14","0","2","4","7.0","11"
"sony michel","RB","NE","2019","15","14","0","1","2","14.0","14"
"royce freeman","RB","DEN","2019","15","14","0","4","4","3.5","5"
"tanner hudson","TE","TB","2019","15","14","0","1","1","14.0","14"
"allen lazard","WR","GB","2019","15","14","0","2","3","7.0","10"
"ted ginn jr","WR","NO","2019","15","13","0","1","1","13.0","13"
"mohamed sanu","WR","NE","2019","15","13","0","2","8","6.5","7"
"chris hogan","WR","CAR","2019","15","13","0","1","3","13.0","13"
"demetrius harris","TE","CLE","2019","15","13","0","1","2","13.0","13"
"cj ham","FB","MIN","2019","15","13","0","3","3","4.3","10"
"jeremy sprinkle","TE","WAS","2019","15","13","0","2","2","6.5","7"
"cethan carter","TE","CIN","2019","15","13","1","2","2","6.5","8"
"dare ogunbowale","RB","TB","2019","15","13","0","1","1","13.0","13"
"daesean hamilton","WR","DEN","2019","15","13","0","2","9","6.5","9"
"andrew beck","TE","DEN","2019","15","13","0","2","3","6.5","10"
"tony pollard","RB","DAL","2019","15","12","0","2","2","6.0","8"
"jeff smith 2","WR","NYJ","2019","15","12","0","1","2","12.0","12"
"dion lewis","RB","TEN","2019","15","11","1","1","1","11.0","11"
"kendrick bourne","WR","SF","2019","15","11","0","1","2","11.0","11"
"dawson knox","TE","BUF","2019","15","11","0","1","1","11.0","11"
"mark ingram","RB","BAL","2019","15","10","1","1","2","10.0","10"
"giovani bernard","RB","CIN","2019","15","10","0","2","2","5.0","9"
"cj prosise","RB","SEA","2019","15","10","0","1","1","10.0","10"
"mecole hardman","WR","KC","2019","15","10","0","1","2","10.0","10"
"david montgomery","RB","CHI","2019","15","10","0","1","1","10.0","10"
"riley ridley","WR","CHI","2019","15","10","0","2","2","5.0","13"
"isaac nauta","TE","DET","2019","15","10","0","1","2","10.0","10"
"julian edelman","WR","NE","2019","15","9","0","2","5","4.5","11"
"emmanuel sanders","WR","SF","2019","15","9","0","2","4","4.5","5"
"luke stocker","TE","ATL","2019","15","9","0","1","1","9.0","9"
"jarius wright","WR","CAR","2019","15","9","0","1","4","9.0","9"
"jaron brown","WR","SEA","2019","15","9","0","1","1","9.0","9"
"spencer ware","RB","KC","2019","15","9","0","2","2","4.5","6"
"allen hurns","WR","MIA","2019","15","9","0","1","1","9.0","9"
"kenyan drake","RB","ARI","2019","15","9","0","1","1","9.0","9"
"james conner","RB","PIT","2019","15","9","1","4","5","2.3","11"
"jesper horsted","TE","CHI","2019","15","9","0","1","3","9.0","9"
"cj uzomah","TE","CIN","2019","15","8","0","1","2","8.0","8"
"andre patton","WR","LAC","2019","15","8","0","1","1","8.0","8"
"cj board","XX","JAX","2019","15","8","0","1","1","8.0","8"
"irv smith jr","TE","MIN","2019","15","8","1","2","3","4.0","7"
"patrick laird","RB","MIA","2019","15","8","0","2","5","4.0","8"
"andre roberts","WR","BUF","2019","15","7","0","1","2","7.0","7"
"jd mckissic","RB","DET","2019","15","7","0","2","3","3.5","4"
"jamaal williams","RB","GB","2019","15","7","0","1","1","7.0","7"
"anthony firkser","TE","TEN","2019","15","7","0","1","4","7.0","7"
"jordan akins","TE","HOU","2019","15","7","0","2","2","3.5","5"
"troy fumagalli","TE","DEN","2019","15","7","0","1","1","7.0","7"
"jordan wilkins","RB","IND","2019","15","7","0","1","3","7.0","7"
"marcedes lewis","WR","GB","2019","15","6","0","1","1","6.0","6"
"cole beasley","WR","BUF","2019","15","6","0","1","6","6.0","6"
"rex burkhead","RB","NE","2019","15","6","0","2","2","3.0","4"
"cordarrelle patterson","WR","CHI","2019","15","6","0","1","4","6.0","6"
"kyle juszczyk","RB","SF","2019","15","6","1","2","2","3.0","4"
"deandre washington","RB","OAK","2019","15","6","0","2","3","3.0","9"
"alex erickson","WR","CIN","2019","15","6","0","1","5","6.0","6"
"matt breida","RB","SF","2019","15","6","0","2","2","3.0","5"
"dan arnold","WR","ARI","2019","15","6","1","1","1","6.0","6"
"michael gallup","WR","DAL","2019","15","6","0","1","3","6.0","6"
"mike thomas","WR","LAR","2019","15","5","0","1","1","5.0","5"
"josh hill 2","TE","NO","2019","15","5","1","1","1","5.0","5"
"derek carrier","RB","OAK","2019","15","5","0","1","2","5.0","5"
"ty montgomery","RB","NYJ","2019","15","5","0","1","1","5.0","5"
"raheem mostert","RB","SF","2019","15","5","0","1","2","5.0","5"
"mitchell trubisky","QB","CHI","2019","15","5","0","0","0","-","5"
"zay jones","WR","OAK","2019","15","5","0","1","2","5.0","5"
"robert tonyan jr","TE","GB","2019","15","5","0","1","2","5.0","5"
"jaylen samuels","RB","PIT","2019","15","5","0","1","1","5.0","5"
"miles boykin","WR","BAL","2019","15","5","1","1","1","5.0","5"
"kenjon barner","RB","ATL","2019","15","4","0","1","2","4.0","4"
"maxx williams","TE","ARI","2019","15","4","0","1","1","4.0","4"
"daniel brown","TE","NYJ","2019","15","4","0","1","2","4.0","4"
"chris carson","RB","SEA","2019","15","4","0","1","2","4.0","4"
"andy isabella","WR","ARI","2019","15","4","0","1","1","4.0","4"
"zach gentry","TE","PIT","2019","15","4","0","1","1","4.0","4"
"ashton dulin","WR","IND","2019","15","4","0","1","1","4.0","4"
"ishmael hyman","WR","TB","2019","15","3","0","1","1","3.0","3"
"darren fells","TE","HOU","2019","15","2","0","1","2","2.0","2"
"kalif raymond","WR","TEN","2019","15","2","0","1","2","2.0","2"
"nyheim hines","RB","IND","2019","15","2","0","2","2","1.0","1"
"justin jackson 2","RB","LAC","2019","15","2","0","2","2","1.0","5"
"devin singletary","RB","BUF","2019","15","2","0","2","3","1.0","1"
"leveon bell","RB","NYJ","2019","15","1","0","2","2","0.5","3"
"scott simonson","TE","NYG","2019","15","1","0","1","1","1.0","1"
"darwin thompson","RB","KC","2019","15","1","0","1","1","1.0","1"
"deonte harris","WR","NO","2019","15","1","0","1","1","1.0","1"
"wes hills","RB","DET","2019","15","1","0","2","2","0.5","2"
"jimmy graham","TE","GB","2019","15","0","0","1","4","0.0","0"
"patrick dimarco","FB","BUF","2019","15","0","0","0","1","-","0"
"logan thomas","TE","DET","2019","15","0","0","0","4","-","0"
"ameer abdullah","RB","MIN","2019","15","0","0","0","2","-","0"
"tevin coleman","RB","SF","2019","15","0","0","0","1","-","0"
"jeff heuerman","TE","DEN","2019","15","0","0","0","1","-","0"
"derrick henry","RB","TEN","2019","15","0","0","0","1","-","0"
"george fant","T","SEA","2019","15","0","0","0","1","-","0"
"tevin jones","WR","PIT","2019","15","0","0","0","2","-","0"
"patrick ricard","RB","BAL","2019","15","0","0","0","2","-","0"
"baker mayfield","QB","CLE","2019","15","0","0","0","0","-","0"
"dane cruikshank","S","TEN","2019","15","0","0","0","1","-","0"
"marquez valdes scantling","WR","GB","2019","15","0","0","0","1","-","0"
"deon cain","WR","PIT","2019","15","0","0","0","1","-","0"
"christian blake","WR","ATL","2019","15","0","0","0","1","-","0"
"phillip lindsay","RB","DEN","2019","15","0","0","0","2","-","0"
"khadarel hodge 2","WR","CLE","2019","15","0","0","0","1","-","0"
"jj arcega whiteside","WR","PHI","2019","15","0","0","0","2","-","0"
"khari blasingame","FB","TEN","2019","15","0","0","1","1","0.0","0"
"jp holtz","TE","CHI","2019","15","-1","0","1","1","-1.0","-1"
"johnny holton","WR","PIT","2019","15","-1","0","2","2","-0.5","1"
"randall cobb","WR","DAL","2019","15","-3","0","1","2","-3.0","-3"
