"Name","Position","Team","Year","Week","RecYds","RecTD","Rec","Targets","RecAve","RecLong"
"taylor gabriel","WR","CHI","2019","1","24","0","2","5","12.0","15"
"jd mckissic","RB","DET","2019","1","24","0","2","2","12.0","12"
"wayne gallman","RB","NYG","2019","1","24","0","3","3","8.0","13"
"preston williams","WR","MIA","2019","1","24","1","3","5","8.0","11"
"robby anderson","WR","NYJ","2019","1","23","0","3","7","7.7","9"
"phillip lindsay","RB","DEN","2019","1","23","0","4","6","5.8","10"
"dernest johnson","RB","CLE","2019","1","23","0","2","2","11.5","12"
"allen hurns","WR","MIA","2019","1","22","0","1","2","22.0","22"
"jakobi meyers","WR","NE","2019","1","22","0","1","1","22.0","22"
"jack doyle","TE","IND","2019","1","20","0","1","2","20.0","20"
"tyler higbee","TE","LAR","2019","1","20","1","4","5","5.0","6"
"derrius guice","RB","WAS","2019","1","20","0","3","3","6.7","8"
"foster moreau","TE","OAK","2019","1","20","0","2","2","10.0","11"
"saquon barkley","RB","NYG","2019","1","19","0","4","6","4.8","9"
"zay jones","WR","BUF","2019","1","18","0","2","4","9.0","20"
"ronald jones ii","RB","TB","2019","1","18","0","1","1","18.0","18"
"mike davis 3","RB","CHI","2019","1","17","0","6","7","2.8","7"
"geoff swaim","TE","JAX","2019","1","17","0","4","4","4.3","5"
"jordan akins","TE","HOU","2019","1","17","0","1","2","17.0","17"
"damion ratley","WR","CLE","2019","1","17","0","2","2","8.5","10"
"deebo samuel","WR","SF","2019","1","17","0","3","3","5.7","14"
"darren sproles","RB","PHI","2019","1","16","0","3","3","5.3","7"
"ryan grant","WR","OAK","2019","1","16","0","3","4","5.3","9"
"nick vannett","TE","SEA","2019","1","16","0","2","2","8.0","11"
"tyreek hill","WR","KC","2019","1","16","0","2","2","8.0","8"
"dallas goedert","TE","PHI","2019","1","16","0","2","3","8.0","9"
"jason witten","TE","DAL","2019","1","15","1","3","4","5.0","6"
"anthony sherman","FB","KC","2019","1","15","0","1","1","15.0","15"
"josh bellamy","WR","NYJ","2019","1","15","0","1","1","15.0","15"
"maxx williams","TE","ARI","2019","1","15","0","1","1","15.0","15"
"jesse james 2","TE","DET","2019","1","15","0","1","1","15.0","15"
"kenyan drake","RB","MIA","2019","1","15","0","2","3","7.5","10"
"jamaal williams","RB","GB","2019","1","15","0","2","2","7.5","10"
"marcedes lewis","WR","GB","2019","1","14","0","2","3","7.0","9"
"jarius wright","WR","CAR","2019","1","14","0","1","1","14.0","14"
"dontrell hilliard","RB","CLE","2019","1","14","0","1","2","14.0","14"
"albert wilson","WR","MIA","2019","1","13","0","2","4","6.5","12"
"kerryon johnson","RB","DET","2019","1","13","0","2","2","6.5","7"
"kalen ballage","RB","MIA","2019","1","13","0","1","1","13.0","13"
"russell gage","WR","ATL","2019","1","13","0","1","2","13.0","13"
"hunter renfrow","WR","OAK","2019","1","13","0","2","3","6.5","10"
"lesean mccoy","RB","KC","2019","1","12","0","1","1","12.0","12"
"travis benjamin","WR","LAC","2019","1","12","0","2","3","6.0","10"
"devonta freeman","RB","ATL","2019","1","12","0","3","4","4.0","7"
"peyton barber","RB","TB","2019","1","12","0","2","4","6.0","8"
"will dissly","TE","SEA","2019","1","12","0","1","2","12.0","12"
"nelson agholor","WR","PHI","2019","1","11","0","2","5","5.5","7"
"jordan howard","RB","PHI","2019","1","11","0","2","3","5.5","6"
"ryan griffin","TE","NYJ","2019","1","10","0","3","4","3.3","11"
"seth roberts","WR","BAL","2019","1","10","0","1","1","10.0","10"
"breshad perriman","WR","TB","2019","1","10","0","2","5","5.0","5"
"ezekiel elliott","RB","DAL","2019","1","10","0","1","2","10.0","10"
"nick chubb","RB","CLE","2019","1","10","0","3","4","3.3","7"
"patrick dimarco","FB","BUF","2019","1","9","0","2","2","4.5","5"
"dalvin cook","RB","MIN","2019","1","9","0","2","2","4.5","8"
"kendrick bourne","WR","SF","2019","1","9","0","1","3","9.0","9"
"taysom hill","TE","NO","2019","1","9","1","1","2","9.0","9"
"ito smith","RB","ATL","2019","1","9","0","1","1","9.0","9"
"chad beebe","WR","MIN","2019","1","9","0","1","1","9.0","9"
"rhett ellison","TE","NYG","2019","1","8","0","1","2","8.0","8"
"tavon austin","WR","DAL","2019","1","8","0","1","1","8.0","8"
"eric ebron","TE","IND","2019","1","8","0","1","3","8.0","8"
"cameron brate","TE","TB","2019","1","8","0","2","2","4.0","7"
"jeremy sprinkle","TE","WAS","2019","1","8","0","1","1","8.0","8"
"dwayne harris","WR","OAK","2019","1","7","0","1","1","7.0","7"
"marquise goodwin","WR","SF","2019","1","7","0","1","3","7.0","7"
"donte moncrief","WR","PIT","2019","1","7","0","3","10","2.3","3"
"blake bell","TE","KC","2019","1","7","0","1","1","7.0","7"
"gerald everett","TE","LAR","2019","1","7","0","1","1","7.0","7"
"joe mixon","RB","CIN","2019","1","7","0","2","3","3.5","10"
"jonnu smith","TE","TEN","2019","1","7","0","1","1","7.0","7"
"dante pettis","WR","SF","2019","1","7","0","1","1","7.0","7"
"dion lewis","RB","TEN","2019","1","6","0","3","4","2.0","7"
"adam shaheen","TE","CHI","2019","1","6","0","1","2","6.0","6"
"charles clay","TE","ARI","2019","1","5","0","1","1","5.0","5"
"dontrelle inman","WR","LAC","2019","1","5","0","1","1","5.0","5"
"adam humphries","WR","TEN","2019","1","5","0","1","1","5.0","5"
"royce freeman","RB","DEN","2019","1","5","0","1","1","5.0","5"
"daesean hamilton","WR","DEN","2019","1","5","0","2","4","2.5","7"
"miles boykin","WR","BAL","2019","1","5","1","1","1","5.0","5"
"virgil green","TE","LAC","2019","1","4","0","1","1","4.0","4"
"latavius murray","RB","NO","2019","1","4","0","2","3","2.0","3"
"todd gurley","RB","LAR","2019","1","4","0","1","1","4.0","4"
"nyheim hines","RB","IND","2019","1","4","0","4","4","1.0","8"
"justin jackson 2","RB","LAC","2019","1","4","0","1","3","4.0","4"
"cordarrelle patterson","WR","CHI","2019","1","3","0","1","3","3.0","3"
"mo alie cox","TE","IND","2019","1","3","0","1","1","3.0","3"
"ryan izzo","TE","NE","2019","1","3","0","1","2","3.0","3"
"darwin thompson","RB","KC","2019","1","3","0","1","1","3.0","3"
"carlos hyde","RB","HOU","2019","1","2","0","1","1","2.0","2"
"jaylen samuels","RB","PIT","2019","1","2","0","1","2","2.0","2"
"miles sanders","RB","PHI","2019","1","2","0","1","2","2.0","2"
"patrick ricard","RB","BAL","2019","1","1","1","1","1","1.0","1"
"parris campbell","WR","IND","2019","1","1","0","1","1","1.0","1"
"dawson knox","TE","BUF","2019","1","1","0","1","2","1.0","1"
"kyle rudolph","TE","MIN","2019","1","0","0","0","1","-","0"
"luke stocker","TE","ATL","2019","1","0","0","0","1","-","0"
"tyrod taylor","QB","LAC","2019","1","0","0","0","1","-","0"
"jamize olawale","FB","DAL","2019","1","0","0","0","1","-","0"
"chris hogan","WR","CAR","2019","1","0","0","0","1","-","0"
"demetrius harris","TE","CLE","2019","1","0","0","0","1","-","0"
"darren fells","TE","HOU","2019","1","0","0","0","1","-","0"
"mycole pruitt","TE","TEN","2019","1","0","0","0","1","-","0"
"raheem mostert","RB","SF","2019","1","0","0","1","1","0.0","0"
"demarcus robinson","WR","KC","2019","1","0","0","1","2","0.0","0"
"tajae sharpe","WR","TEN","2019","1","0","0","0","2","-","0"
"johnny holton","WR","PIT","2019","1","0","0","0","2","-","0"
"corey davis","WR","TEN","2019","1","0","0","0","3","-","0"
"josh reynolds","WR","LAR","2019","1","0","0","0","2","-","0"
"aaron jones 2","RB","GB","2019","1","0","0","1","1","0.0","0"
"bobo wilson","WR","TB","2019","1","0","0","0","1","-","0"
"matt breida","RB","SF","2019","1","0","0","0","1","-","0"
"anthony miller 3","WR","CHI","2019","1","0","0","0","1","-","0"
"ian thomas","TE","CAR","2019","1","0","0","0","1","-","0"
"chase edmonds","RB","ARI","2019","1","0","0","0","1","-","0"
"javon wims","WR","CHI","2019","1","0","0","0","2","-","0"
"nick bawden","FB","DET","2019","1","0","0","1","1","0.0","0"
"mecole hardman","WR","KC","2019","1","0","0","0","1","-","0"
"ryquell armstead","RB","JAX","2019","1","0","0","0","1","-","0"
"deandre carter","WR","HOU","2019","1","-1","0","1","1","-1.0","-1"
"josh hill 2","TE","NO","2019","1","-2","0","1","1","-2.0","-2"
"jakeem grant","WR","MIA","2019","1","-3","0","1","4","-3.0","-3"
"quincy enunwa","WR","NYJ","2019","1","-4","0","1","3","-4.0","8"
