"Name","Position","Team","Year","Week","RecYds","RecTD","Rec","Targets","RecAve","RecLong"
"demarcus robinson","WR","KC","2019","2","172","2","6","6","28.7","44"
"odell beckham jr","WR","CLE","2019","2","161","1","6","10","26.8","89"
"tyler boyd","WR","CIN","2019","2","122","0","10","10","12.2","47"
"chris godwin","WR","TB","2019","2","121","1","8","9","15.1","24"
"cooper kupp","WR","LAR","2019","2","120","0","5","9","24.0","66"
"kenny golladay","WR","DET","2019","2","117","1","8","10","14.6","31"
"christian kirk","WR","ARI","2019","2","114","0","6","8","19.0","34"
"john ross","WR","CIN","2019","2","112","1","4","8","28.0","66"
"mark andrews","TE","BAL","2019","2","112","1","8","9","14.0","28"
"greg olsen","TE","CAR","2019","2","110","0","6","9","18.3","41"
"travis kelce","TE","KC","2019","2","107","1","7","9","15.3","34"
"nelson agholor","WR","PHI","2019","2","107","1","8","11","13.4","43"
"julio jones","WR","ATL","2019","2","106","2","5","10","21.2","54"
"davante adams","WR","GB","2019","2","106","0","7","9","15.1","39"
"calvin ridley","WR","ATL","2019","2","105","1","8","10","13.1","34"
"larry fitzgerald","WR","ARI","2019","2","104","0","5","11","20.8","54"
"emmanuel sanders","WR","DEN","2019","2","98","1","11","13","8.9","21"
"keenan allen","WR","LAC","2019","2","98","0","8","15","12.3","23"
"curtis samuel","WR","CAR","2019","2","91","0","5","13","18.2","44"
"mike thomas 2","WR","NO","2019","2","89","0","10","13","8.9","19"
"dj moore 2","WR","CAR","2019","2","89","0","9","14","9.9","18"
"marquise brown","WR","BAL","2019","2","86","0","8","13","10.8","41"
"deebo samuel","WR","SF","2019","2","86","1","5","7","17.2","39"
"juju smith schuster","WR","PIT","2019","2","84","0","5","8","16.8","45"
"cole beasley","WR","BUF","2019","2","83","0","4","4","20.8","51"
"mike williams 5","WR","LAC","2019","2","83","0","3","5","27.7","47"
"robby anderson","WR","NYJ","2019","2","81","0","4","6","20.3","36"
"tyler lockett","WR","SEA","2019","2","79","0","10","12","7.9","22"
"marquise goodwin","WR","SF","2019","2","77","1","3","3","25.7","38"
"adam thielen","WR","MIN","2019","2","75","0","5","8","15.0","30"
"brandin cooks","WR","LAR","2019","2","74","1","3","4","24.7","57"
"devin smith 2","WR","DAL","2019","2","74","1","3","3","24.7","51"
"chris conley","WR","JAX","2019","2","73","0","4","5","18.3","31"
"zach ertz","TE","PHI","2019","2","72","0","8","16","9.0","16"
"john brown","WR","BUF","2019","2","72","0","7","8","10.3","17"
"raheem mostert","RB","SF","2019","2","68","1","3","4","22.7","39"
